SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,RACE,HISP,PWGTP1
2018GQ0003842,5,1,51096,3,80_89,f,white,not.hisp.latino,58
2018GQ0003851,5,1,51135,3,30_39,f,white,not.hisp.latino,53
2018GQ0003857,5,1,51175,3,40_49,m,white,not.hisp.latino,87
2018GQ0003867,5,1,51154,3,70_79,f,asian,not.hisp.latino,190
2018GQ0003897,5,1,51044,3,30_39,m,asian,hisp.latino,3
2018GQ0003915,5,1,51085,3,70_79,f,white,not.hisp.latino,13
2018GQ0003937,5,1,51087,3,20_29,f,white,not.hisp.latino,2
2018GQ0003940,5,1,51165,3,80_89,f,asian,not.hisp.latino,13
2018GQ0003948,5,1,51186,3,70_79,m,asian,hisp.latino,174
2018GQ0003959,5,1,51105,3,30_39,f,white,not.hisp.latino,138
2018GQ0003974,5,1,51040,3,50_59,m,white,not.hisp.latino,26
2018GQ0004054,5,1,51105,3,20_29,m,white,hisp.latino,69
2018GQ0004072,5,1,51040,3,30_39,m,white,hisp.latino,89
2018GQ0004079,5,1,51167,3,80_89,m,white,not.hisp.latino,60
2018GQ0004087,5,1,51154,3,70_79,f,asian,not.hisp.latino,7
2018GQ0004134,5,1,51206,3,30_39,m,white,not.hisp.latino,15
2018GQ0004274,5,1,59306,3,40_49,f,white,not.hisp.latino,2
2018GQ0004314,5,1,51080,3,30_39,m,asian,hisp.latino,38
2018GQ0004330,5,1,51096,3,80_89,m,asian,hisp.latino,27
2018GQ0004344,5,1,51105,3,60_69,f,white,not.hisp.latino,18
2018GQ0004416,5,1,51040,3,60_69,f,white,not.hisp.latino,81
2018GQ0004567,5,1,51087,3,80_89,f,asian,not.hisp.latino,2
2018GQ0004617,5,1,51135,3,80_89,f,white,not.hisp.latino,130
2018GQ0004675,5,1,59306,3,20_29,f,white,not.hisp.latino,2
2018GQ0004704,5,1,51045,3,20_29,m,white,not.hisp.latino,61
2018GQ0004754,5,1,51105,3,60_69,f,white,not.hisp.latino,7
2018GQ0004784,5,1,51215,3,30_39,m,white,not.hisp.latino,17
2018GQ0004792,5,1,51215,3,60_69,m,white,not.hisp.latino,0
2018GQ0004833,5,1,4103,3,30_39,f,white,not.hisp.latino,2
2018GQ0004839,5,1,51105,3,70_79,m,asian,not.hisp.latino,77
2018GQ0004848,5,1,51145,3,70_79,f,white,not.hisp.latino,2
2018GQ0004852,5,1,51044,3,20_29,f,white,not.hisp.latino,17
2018GQ0004902,5,1,51105,3,30_39,f,asian,not.hisp.latino,9
2018GQ0004909,5,1,51235,3,70_79,m,white,not.hisp.latino,109
2018GQ0004926,5,1,55001,3,80_89,m,white,not.hisp.latino,87
2018GQ0004935,5,1,51096,3,50_59,f,white,not.hisp.latino,103
2018GQ0004958,5,1,51010,3,50_59,m,white,not.hisp.latino,81
2018GQ0004990,5,1,51105,3,60_69,m,white,not.hisp.latino,6
2018GQ0004995,5,1,51110,3,80_89,f,white,not.hisp.latino,6
2018GQ0005017,5,1,51044,3,70_79,m,white,hisp.latino,228
2018GQ0005041,5,1,51080,3,70_79,f,white,not.hisp.latino,5
2018GQ0005059,5,1,51105,3,40_49,f,white,not.hisp.latino,65
2018GQ0005086,5,1,1302,3,20_29,f,white,not.hisp.latino,271
2018GQ0005236,5,1,51089,3,30_39,m,white,hisp.latino,78
2018GQ0005248,5,1,51120,3,50_59,m,asian,not.hisp.latino,53
2018GQ0005256,5,1,51154,3,60_69,f,white,not.hisp.latino,7
2018GQ0005316,5,1,59303,3,80_89,f,white,not.hisp.latino,3
2018GQ0005339,5,1,51090,3,80_89,f,white,not.hisp.latino,5
2018GQ0005404,5,1,51135,3,30_39,f,white,not.hisp.latino,100
2018GQ0005417,5,1,51186,3,60_69,m,white,not.hisp.latino,91
2018GQ0005433,5,1,51215,3,70_79,f,asian,not.hisp.latino,2
2018GQ0005475,5,1,51080,3,80_89,f,white,not.hisp.latino,94
2018GQ0005487,5,1,51235,3,70_79,f,asian,not.hisp.latino,10
2018GQ0005539,5,1,51105,3,70_79,m,white,not.hisp.latino,151
2018GQ0005547,5,1,51020,3,30_39,f,white,not.hisp.latino,11
2018GQ0005565,5,1,51135,3,80_89,m,white,hisp.latino,6
2018GQ0005575,5,1,51235,3,30_39,f,white,not.hisp.latino,16
2018GQ0005585,5,1,51154,3,80_89,m,white,hisp.latino,6
2018GQ0005598,5,1,51040,3,70_79,m,white,hisp.latino,88
2018GQ0005631,5,1,4103,3,30_39,f,white,not.hisp.latino,0
2018GQ0005785,5,1,51186,3,20_29,f,white,not.hisp.latino,8
2018GQ0005880,5,1,51135,3,50_59,m,white,not.hisp.latino,17
2018GQ0005882,5,1,51206,3,40_49,f,white,not.hisp.latino,13
2018GQ0005911,5,1,51175,3,60_69,f,white,not.hisp.latino,119
2018GQ0005927,5,1,51105,3,70_79,f,asian,not.hisp.latino,27
2018GQ0005969,5,1,51154,3,60_69,m,asian,not.hisp.latino,11
2018GQ0006023,5,1,51084,3,70_79,f,white,not.hisp.latino,15
2018GQ0006024,5,1,51115,3,70_79,f,white,not.hisp.latino,72
2018GQ0006075,5,1,51135,3,40_49,f,white,not.hisp.latino,36
2018GQ0006086,5,1,51186,3,40_49,m,asian,hisp.latino,0
2018GQ0006134,5,1,51090,3,70_79,m,white,not.hisp.latino,86
2018GQ0006173,5,1,51020,3,80_89,f,white,not.hisp.latino,204
2018GQ0006266,5,1,51154,3,80_89,f,white,not.hisp.latino,153
2018GQ0006300,5,1,51115,3,70_79,f,white,not.hisp.latino,69
2018GQ0006369,5,1,51135,3,60_69,m,white,hisp.latino,30
2018GQ0006391,5,1,51010,3,50_59,f,white,not.hisp.latino,163
2018GQ0006394,5,1,51245,3,50_59,f,white,not.hisp.latino,14
2018GQ0006402,5,1,51010,3,70_79,m,white,not.hisp.latino,184
2018GQ0006417,5,1,51096,3,80_89,f,white,not.hisp.latino,5
2018GQ0006424,5,1,55002,3,40_49,f,white,not.hisp.latino,21
2018GQ0006428,5,1,1302,3,30_39,f,white,not.hisp.latino,130
2018GQ0006469,5,1,51040,3,70_79,m,white,hisp.latino,26
2018GQ0006485,5,1,51090,3,80_89,m,white,hisp.latino,102
2018GQ0006504,5,1,51135,3,60_69,f,white,not.hisp.latino,65
2018GQ0006545,5,1,51125,3,50_59,f,white,not.hisp.latino,27
2018GQ0006589,5,1,51080,3,80_89,f,white,not.hisp.latino,18
2018GQ0006595,5,1,51115,3,60_69,m,asian,hisp.latino,85
2018GQ0006620,5,1,51085,3,60_69,f,asian,not.hisp.latino,45
2018GQ0006634,5,1,51085,3,70_79,f,white,not.hisp.latino,12
2018GQ0006681,5,1,51115,3,30_39,m,white,not.hisp.latino,91
2018GQ0006703,5,1,51154,3,80_89,m,white,not.hisp.latino,86
2018GQ0006756,5,1,4102,3,20_29,f,white,not.hisp.latino,2
2018GQ0006757,5,1,51155,3,60_69,f,white,not.hisp.latino,9
2018GQ0006782,5,1,51010,3,60_69,f,asian,not.hisp.latino,6
2018GQ0006806,5,1,51175,3,20_29,m,asian,not.hisp.latino,5
2018GQ0006829,5,1,51090,3,60_69,m,white,not.hisp.latino,33
2018GQ0006854,5,1,59303,3,40_49,f,white,not.hisp.latino,10
2018GQ0006863,5,1,51154,3,50_59,m,asian,not.hisp.latino,34
2018GQ0006864,5,1,51110,3,40_49,f,asian,not.hisp.latino,55
2018GQ0006953,5,1,51135,3,20_29,f,white,not.hisp.latino,112
2018GQ0006996,5,1,51096,3,60_69,f,asian,not.hisp.latino,21
2018GQ0007164,5,1,51154,3,40_49,m,asian,hisp.latino,6
2018GQ0007174,5,1,51097,3,60_69,f,white,not.hisp.latino,112
2018GQ0007259,5,1,51045,3,30_39,f,white,not.hisp.latino,80
2018GQ0007279,5,1,51087,3,70_79,f,white,not.hisp.latino,7
2018GQ0007354,5,1,51045,3,30_39,m,white,hisp.latino,156
2018GQ0007417,5,1,51175,3,70_79,f,white,not.hisp.latino,10
2018GQ0007423,5,1,51105,3,70_79,f,white,not.hisp.latino,14
2018GQ0007424,5,1,51040,3,60_69,m,white,not.hisp.latino,4
2018GQ0007438,5,1,51135,3,30_39,f,white,not.hisp.latino,18
2018GQ0007466,5,1,51154,3,70_79,m,white,hisp.latino,71
2018GQ0007471,5,1,51080,3,50_59,m,white,not.hisp.latino,98
2018GQ0007521,5,1,51155,3,20_29,m,white,not.hisp.latino,8
2018GQ0007524,5,1,51154,3,30_39,m,asian,not.hisp.latino,71
2018GQ0007604,5,1,51040,3,30_39,f,asian,not.hisp.latino,76
2018GQ0007703,5,1,51110,3,50_59,m,asian,hisp.latino,152
2018GQ0007747,5,1,51020,3,80_89,f,white,not.hisp.latino,10
2018GQ0007759,5,1,51167,3,30_39,m,asian,hisp.latino,4
2018GQ0007876,5,1,51115,3,80_89,f,white,not.hisp.latino,21
2018GQ0007921,5,1,51206,3,40_49,f,white,not.hisp.latino,68
2018GQ0007976,5,1,51154,3,50_59,f,white,not.hisp.latino,66
2018GQ0008012,5,1,51245,3,60_69,f,white,not.hisp.latino,15
2018GQ0008023,5,1,51080,3,20_29,m,white,not.hisp.latino,80
2018GQ0008081,5,1,51135,3,40_49,m,asian,not.hisp.latino,14
2018GQ0008088,5,1,51235,3,30_39,m,white,hisp.latino,137
2018GQ0008147,5,1,51110,3,70_79,m,white,not.hisp.latino,37
2018GQ0008156,5,1,51135,3,40_49,m,white,hisp.latino,146
2018GQ0008171,5,1,51135,3,20_29,m,white,not.hisp.latino,76
2018GQ0008245,5,1,51154,3,30_39,f,white,not.hisp.latino,8
2018GQ0008268,5,1,51105,3,60_69,f,white,not.hisp.latino,5
2018GQ0008277,5,1,51020,3,60_69,m,white,hisp.latino,172
2018GQ0008335,5,1,51186,3,60_69,f,white,not.hisp.latino,72
2018GQ0008342,5,1,51154,3,50_59,f,white,not.hisp.latino,1
2018GQ0008373,5,1,51110,3,60_69,f,white,not.hisp.latino,38
2018GQ0008379,5,1,51145,3,70_79,m,asian,not.hisp.latino,26
2018GQ0008392,5,1,51154,3,20_29,f,asian,not.hisp.latino,6
2018GQ0008488,5,1,51110,3,40_49,m,white,hisp.latino,124
2018GQ0008550,5,1,55002,3,60_69,f,asian,not.hisp.latino,70
2018GQ0008551,5,1,51235,3,50_59,m,white,not.hisp.latino,2
2018GQ0008597,5,1,51010,3,80_89,m,white,hisp.latino,7
2018GQ0008599,5,1,55002,3,60_69,m,white,not.hisp.latino,4
2018GQ0008683,5,1,51154,3,60_69,m,white,hisp.latino,4
2018GQ0008705,5,1,51125,3,60_69,m,white,not.hisp.latino,29
2018GQ0008791,5,1,51206,3,40_49,f,white,not.hisp.latino,93
2018GQ0008793,5,1,51125,3,80_89,f,white,not.hisp.latino,39
2018GQ0008802,5,1,59303,3,30_39,m,white,hisp.latino,3
2018GQ0008813,5,1,51235,3,80_89,m,white,not.hisp.latino,77
2018GQ0008819,5,1,51125,3,60_69,f,white,not.hisp.latino,9
2018GQ0008947,5,1,51235,3,80_89,m,white,not.hisp.latino,21
2018GQ0009048,5,1,51167,3,40_49,m,white,not.hisp.latino,63
2018GQ0009056,5,1,51164,3,70_79,f,white,not.hisp.latino,0
2018GQ0009070,5,1,51097,3,50_59,f,asian,not.hisp.latino,88
2018GQ0009116,5,1,51096,3,70_79,f,white,not.hisp.latino,15
2018GQ0009137,5,1,51040,3,50_59,f,white,not.hisp.latino,201
2018GQ0009177,5,1,51040,3,30_39,f,white,not.hisp.latino,2
2018GQ0009206,5,1,51246,3,80_89,m,asian,hisp.latino,208
2018GQ0009233,5,1,51135,3,70_79,m,white,not.hisp.latino,36
2018GQ0009261,5,1,51105,3,30_39,m,white,hisp.latino,17
2018GQ0009349,5,1,51120,3,80_89,m,asian,hisp.latino,99
2018GQ0009355,5,1,51097,3,30_39,f,white,not.hisp.latino,42
2018GQ0009356,5,1,51020,3,70_79,m,asian,hisp.latino,99
2018GQ0009371,5,1,51105,3,70_79,f,asian,not.hisp.latino,71
2018GQ0009380,5,1,51175,3,60_69,f,white,not.hisp.latino,101
2018GQ0009412,5,1,51096,3,20_29,m,white,not.hisp.latino,34
2018GQ0009467,5,1,51120,3,60_69,f,asian,not.hisp.latino,152
2018GQ0009491,5,1,51206,3,30_39,m,white,not.hisp.latino,164
2018GQ0009496,5,1,51045,3,20_29,m,white,hisp.latino,103
2018GQ0009538,5,1,51096,3,60_69,f,white,not.hisp.latino,34
2018GQ0009640,5,1,51155,3,60_69,f,white,not.hisp.latino,21
2018GQ0009699,5,1,59303,3,20_29,f,white,not.hisp.latino,184
2018GQ0009724,5,1,51096,3,50_59,f,white,not.hisp.latino,15
2018GQ0009870,5,1,51164,3,20_29,f,white,not.hisp.latino,114
2018GQ0009941,5,1,51206,3,40_49,f,white,not.hisp.latino,4
2018GQ0009959,5,1,51040,3,20_29,f,white,not.hisp.latino,4
2018GQ0010058,5,1,51245,3,50_59,m,asian,hisp.latino,129
2018GQ0010062,5,1,51115,3,30_39,m,asian,not.hisp.latino,5
2018GQ0010072,5,1,51235,3,70_79,f,white,not.hisp.latino,76
2018GQ0010075,5,1,55002,3,70_79,m,white,hisp.latino,116
2018GQ0010141,5,1,51010,3,70_79,m,white,hisp.latino,2
2018GQ0010143,5,1,51105,3,70_79,m,asian,not.hisp.latino,91
2018GQ0010145,5,1,51040,3,40_49,m,white,hisp.latino,72
2018GQ0010157,5,1,51115,3,70_79,m,white,not.hisp.latino,207
2018GQ0010184,5,1,51097,3,60_69,f,asian,not.hisp.latino,6
2018GQ0010240,5,1,51154,3,60_69,f,white,not.hisp.latino,28
2018GQ0010277,5,1,51090,3,80_89,m,asian,not.hisp.latino,9
2018GQ0010345,5,1,51105,3,30_39,f,white,not.hisp.latino,38
2018GQ0010355,5,1,51040,3,80_89,m,white,not.hisp.latino,115
2018GQ0010396,5,1,51235,3,50_59,f,white,not.hisp.latino,49
2018GQ0010405,5,1,51090,3,40_49,f,white,not.hisp.latino,5
2018GQ0010437,5,1,51085,3,50_59,m,white,hisp.latino,73
2018GQ0010462,5,1,51110,3,50_59,m,white,not.hisp.latino,2
2018GQ0010493,5,1,51020,3,30_39,f,white,not.hisp.latino,139
2018GQ0010501,5,1,51096,3,80_89,m,white,hisp.latino,43
2018GQ0010574,5,1,51215,3,30_39,f,white,not.hisp.latino,23
2018GQ0010587,5,1,55002,3,80_89,m,white,hisp.latino,88
2018GQ0010588,5,1,59301,3,40_49,f,white,not.hisp.latino,38
2018GQ0010629,5,1,51105,3,60_69,f,white,not.hisp.latino,19
2018GQ0010638,5,1,51206,3,40_49,f,white,not.hisp.latino,205
2018GQ0010643,5,1,51154,3,70_79,f,white,not.hisp.latino,82
2018GQ0010694,5,1,51206,3,70_79,f,white,not.hisp.latino,83
2018GQ0010700,5,1,4103,3,70_79,f,white,not.hisp.latino,101
2018GQ0010754,5,1,51080,3,30_39,m,asian,hisp.latino,21
2018GQ0010801,5,1,51097,3,70_79,f,white,not.hisp.latino,105
2018GQ0010806,5,1,51155,3,60_69,f,asian,not.hisp.latino,2
2018GQ0010845,5,1,51090,3,30_39,m,white,not.hisp.latino,30
2018GQ0010852,5,1,51235,3,40_49,m,white,not.hisp.latino,2
2018GQ0010860,5,1,51164,3,40_49,f,white,not.hisp.latino,36
2018GQ0010878,5,1,51090,3,70_79,f,white,not.hisp.latino,35
2018GQ0010921,5,1,51235,3,70_79,f,white,not.hisp.latino,65
2018GQ0010997,5,1,51045,3,30_39,f,white,not.hisp.latino,53
2018GQ0011031,5,1,51040,3,30_39,f,white,not.hisp.latino,34
2018GQ0011057,5,1,51090,3,70_79,m,asian,not.hisp.latino,19
2018GQ0011060,5,1,51105,3,80_89,f,white,not.hisp.latino,59
2018GQ0011100,5,1,55002,3,50_59,m,asian,hisp.latino,129
2018GQ0011138,5,1,4101,3,30_39,m,asian,not.hisp.latino,133
2018GQ0011144,5,1,51105,3,60_69,m,asian,not.hisp.latino,91
2018GQ0011172,5,1,4103,3,80_89,m,white,hisp.latino,37
2018GQ0011184,5,1,51020,3,20_29,m,white,not.hisp.latino,1
2018GQ0011189,5,1,51110,3,30_39,f,asian,not.hisp.latino,116
2018GQ0011199,5,1,51186,3,80_89,f,white,not.hisp.latino,45
2018GQ0011208,5,1,51084,3,60_69,m,white,not.hisp.latino,4
2018GQ0011211,5,1,51115,3,70_79,f,white,not.hisp.latino,155
2018GQ0011264,5,1,51206,3,70_79,f,white,not.hisp.latino,78
2018GQ0011305,5,1,51206,3,30_39,f,white,not.hisp.latino,64
2018GQ0011322,5,1,51155,3,20_29,m,white,hisp.latino,34
2018GQ0011387,5,1,51110,3,50_59,f,white,not.hisp.latino,43
2018GQ0011487,5,1,59305,3,60_69,f,white,not.hisp.latino,2
2018GQ0011574,5,1,51097,3,70_79,f,white,not.hisp.latino,13
2018GQ0011585,5,1,51096,3,60_69,f,asian,not.hisp.latino,4
2018GQ0011597,5,1,51105,3,80_89,m,white,not.hisp.latino,63
2018GQ0011758,5,1,51154,3,40_49,m,white,not.hisp.latino,6
2018GQ0011823,5,1,1302,3,80_89,m,white,not.hisp.latino,5
2018GQ0011854,5,1,51186,3,60_69,f,white,not.hisp.latino,205
2018GQ0011909,5,1,51105,3,50_59,f,white,not.hisp.latino,95
2018GQ0011939,5,1,59303,3,60_69,f,white,not.hisp.latino,33
2018GQ0012017,5,1,51010,3,60_69,f,white,not.hisp.latino,178
2018GQ0012039,5,1,51135,3,40_49,f,white,not.hisp.latino,141
2018GQ0012066,5,1,51089,3,60_69,f,white,not.hisp.latino,10
2018GQ0012124,5,1,51155,3,60_69,m,white,not.hisp.latino,7
2018GQ0012129,5,1,55002,3,80_89,f,white,not.hisp.latino,33
2018GQ0012218,5,1,51145,3,30_39,f,white,not.hisp.latino,198
2018GQ0012247,5,1,51154,3,80_89,f,white,not.hisp.latino,7
2018GQ0012314,5,1,1302,3,50_59,f,asian,not.hisp.latino,444
2018GQ0012375,5,1,51155,3,70_79,m,white,not.hisp.latino,1
2018GQ0012504,5,1,51154,3,40_49,m,white,not.hisp.latino,11
2018GQ0012505,5,1,51087,3,30_39,m,white,not.hisp.latino,2
2018GQ0012523,5,1,51087,3,70_79,m,white,hisp.latino,9
2018GQ0012536,5,1,51080,3,20_29,f,white,not.hisp.latino,82
2018GQ0012548,5,1,1302,3,80_89,m,white,not.hisp.latino,5
2018GQ0012594,5,1,51110,3,80_89,f,white,not.hisp.latino,91
2018GQ0012633,5,1,51010,3,30_39,f,white,not.hisp.latino,9
2018GQ0012674,5,1,51020,3,50_59,m,white,not.hisp.latino,25
2018GQ0012737,5,1,59308,3,70_79,f,asian,not.hisp.latino,14
2018GQ0012746,5,1,55002,3,70_79,m,white,not.hisp.latino,13
2018GQ0012808,5,1,51224,3,30_39,f,asian,not.hisp.latino,11
2018GQ0012867,5,1,51040,3,30_39,f,white,not.hisp.latino,2
2018GQ0012885,5,1,51167,3,20_29,f,white,not.hisp.latino,22
2018GQ0012915,5,1,51125,3,50_59,f,white,not.hisp.latino,23
2018GQ0012942,5,1,51040,3,60_69,f,white,not.hisp.latino,102
2018GQ0012950,5,1,51010,3,20_29,f,white,not.hisp.latino,80
2018GQ0012964,5,1,51010,3,50_59,m,white,not.hisp.latino,4
2018GQ0012981,5,1,51090,3,30_39,m,white,not.hisp.latino,7
2018GQ0012987,5,1,51097,3,60_69,f,white,not.hisp.latino,13
2018GQ0013056,5,1,51096,3,70_79,f,white,not.hisp.latino,26
2018GQ0013071,5,1,51135,3,70_79,f,white,not.hisp.latino,115
2018GQ0013089,5,1,59303,3,70_79,f,white,not.hisp.latino,40
2018GQ0013123,5,1,1301,3,30_39,m,white,hisp.latino,37
2018GQ0013221,5,1,55002,3,70_79,f,white,not.hisp.latino,146
2018GQ0013226,5,1,51096,3,50_59,f,white,not.hisp.latino,5
2018GQ0013248,5,1,51044,3,40_49,f,white,not.hisp.latino,64
2018GQ0013256,5,1,51097,3,60_69,m,white,not.hisp.latino,119
2018GQ0013268,5,1,51105,3,60_69,m,white,hisp.latino,44
2018GQ0013303,5,1,51097,3,60_69,m,white,hisp.latino,2
2018GQ0013341,5,1,51215,3,80_89,f,asian,not.hisp.latino,26
2018GQ0013350,5,1,51044,3,30_39,f,white,not.hisp.latino,12
