"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7"
"9330016.01",5257.00,5239.00,0.30,1918.00,1767.00,7772.00,0.68
"9330016.04",7370.00,7278.00,1.30,2846.00,2622.00,7871.40,0.94
"9330016.05",4764.00,4955.00,-3.90,2005.00,1815.00,8778.30,0.54
"9330016.06",4889.00,4946.00,-1.20,3239.00,2448.00,39491.10,0.12
"9330017.01",7535.00,6830.00,10.30,2909.00,2647.00,6495.70,1.16
"9330017.02",6632.00,6529.00,1.60,2482.00,2291.00,7761.30,0.85
"9330018.01",6933.00,7039.00,-1.50,2535.00,2300.00,7680.30,0.90
"9330018.02",6958.00,6950.00,0.10,2668.00,2402.00,7038.90,0.99
"9330019.00",4882.00,4848.00,0.70,2160.00,1924.00,2643.90,1.85
"9330020.00",2700.00,2726.00,-1.00,912.00,842.00,1937.80,1.39
"9330021.00",3684.00,3955.00,-6.90,1370.00,1230.00,1666.60,2.21
"9330022.00",3062.00,3177.00,-3.60,1792.00,1681.00,9592.70,0.32
"9330023.00",4227.00,4354.00,-2.90,1558.00,1367.00,3521.30,1.20
"9330024.00",5787.00,5951.00,-2.80,2241.00,1986.00,3399.50,1.70
"9330025.00",7420.00,7413.00,0.10,2993.00,2692.00,3730.10,1.99
"9330026.00",4675.00,4913.00,-4.80,1926.00,1760.00,3712.10,1.26
"9330027.01",4074.00,4145.00,-1.70,1561.00,1434.00,3203.10,1.27
"9330027.02",3787.00,4027.00,-6.00,1541.00,1387.00,3675.60,1.03
"9330028.00",3063.00,3116.00,-1.70,1284.00,1163.00,2077.30,1.47
"9330029.00",6798.00,6512.00,4.40,3011.00,2779.00,4526.90,1.50
"9330030.00",6896.00,6629.00,4.00,2772.00,2586.00,4734.60,1.46
"9330031.01",6156.00,5660.00,8.80,2805.00,2546.00,6854.50,0.90
"9330031.02",4621.00,4657.00,-0.80,1962.00,1779.00,6664.30,0.69
"9330032.00",9098.00,8249.00,10.30,3901.00,3619.00,7324.10,1.24
"9330033.01",5187.00,4643.00,11.70,2072.00,1914.00,7603.30,0.68
"9330033.02",3136.00,2971.00,5.60,1143.00,1020.00,7012.50,0.45
"9330034.01",5221.00,4963.00,5.20,1932.00,1784.00,7755.50,0.67
"9330034.02",7294.00,7293.00,0.00,2650.00,2487.00,5452.20,1.34
"9330035.01",4298.00,4214.00,2.00,1701.00,1535.00,5960.30,0.72
"9330035.02",7002.00,6869.00,1.90,2845.00,2634.00,4564.50,1.53
"9330036.01",6222.00,6051.00,2.80,2215.00,2087.00,4543.60,1.37
"9330036.02",6140.00,5967.00,2.90,2225.00,2046.00,4178.90,1.47
"9330037.01",4960.00,5012.00,-1.00,2215.00,2017.00,8246.10,0.60
"9330037.02",3680.00,3559.00,3.40,1694.00,1599.00,7090.60,0.52
"9330038.00",5817.00,5394.00,7.80,3024.00,2899.00,9877.70,0.59
"9330039.01",5896.00,5630.00,4.70,3578.00,3369.00,8254.20,0.71
"9330039.02",5794.00,5630.00,2.90,3098.00,2986.00,9603.80,0.60
"9330040.01",4106.00,3761.00,9.20,2990.00,2844.00,15196.20,0.27
"9330040.02",4601.00,4360.00,5.50,3003.00,2953.00,14532.50,0.32
"9330041.01",4450.00,4346.00,2.40,2868.00,2774.00,11676.70,0.38
"9330041.02",7411.00,7009.00,5.70,3965.00,3697.00,7403.60,1.00
"9330042.00",6482.00,6118.00,5.90,2964.00,2640.00,5962.70,1.09
"9330043.01",4040.00,3940.00,2.50,1908.00,1673.00,5679.70,0.71
"9330043.02",4333.00,4336.00,-0.10,1760.00,1596.00,4348.70,1.00
"9330044.00",4700.00,4527.00,3.80,2273.00,2112.00,1650.00,2.85
"9330045.01",4803.00,4727.00,1.60,2598.00,2364.00,7138.80,0.67
"9330045.02",5870.00,5517.00,6.40,2990.00,2780.00,8007.10,0.73
"9330046.00",5158.00,4967.00,3.80,3195.00,3057.00,10481.60,0.49
"9330047.01",3662.00,3502.00,4.60,2444.00,2264.00,11016.80,0.33
"9330047.02",4102.00,3982.00,3.00,2796.00,2682.00,10469.60,0.39
"9330048.00",7932.00,7366.00,7.70,5085.00,4775.00,6503.80,1.22
"9330049.01",13855.00,8179.00,69.40,8528.00,7726.00,8935.30,1.55
"9330049.02",5968.00,5788.00,3.10,3249.00,3143.00,7014.60,0.85
"9330050.02",6238.00,5752.00,8.40,3642.00,3475.00,9156.00,0.68
"9330050.03",6079.00,4971.00,22.30,3841.00,3679.00,4702.90,1.29
"9330050.04",3148.00,3212.00,-2.00,2015.00,1874.00,10264.10,0.31
"9330051.01",3389.00,3320.00,2.10,1413.00,1312.00,6226.30,0.54
"9330051.02",4671.00,4671.00,0.00,1843.00,1739.00,6186.80,0.76
"9330052.01",6112.00,5960.00,2.60,2449.00,2223.00,4848.10,1.26
"9330052.02",6272.00,6258.00,0.20,2370.00,2216.00,4731.80,1.33
"9330053.01",6548.00,6508.00,0.60,2641.00,2461.00,2494.70,2.62
"9330053.02",3508.00,3217.00,9.00,1515.00,1393.00,4393.80,0.80
"9330054.01",4066.00,3900.00,4.30,1739.00,1618.00,6939.80,0.59
"9330054.02",4476.00,4326.00,3.50,1686.00,1575.00,5644.40,0.79
"9330055.01",5407.00,5131.00,5.40,2750.00,2612.00,6720.10,0.80
"9330055.02",4381.00,4302.00,1.80,2550.00,2439.00,6715.20,0.65
"9330056.01",4142.00,3793.00,9.20,2511.00,2401.00,3671.30,1.13
"9330056.02",4545.00,4151.00,9.50,2441.00,2297.00,6814.10,0.67
"9330057.01",3082.00,3188.00,-3.30,1665.00,1475.00,13342.00,0.23
"9330057.02",4980.00,5086.00,-2.10,2467.00,2227.00,3062.90,1.63
"9330058.00",4203.00,3792.00,10.80,2292.00,2089.00,3709.30,1.13
"9330059.06",7695.00,6496.00,18.50,4982.00,4377.00,12567.40,0.61
"9330059.07",4896.00,4745.00,3.20,3059.00,2668.00,18823.50,0.26
"9330059.08",6976.00,6843.00,1.90,3840.00,3449.00,20214.40,0.35
"9330059.09",6911.00,4929.00,40.20,4861.00,4509.00,34624.20,0.20
"9330059.1",6298.00,5182.00,21.50,4309.00,3924.00,31632.30,0.20
"9330059.11",7163.00,6291.00,13.90,5202.00,4256.00,9296.60,0.77
"9330059.13",4753.00,4234.00,12.30,2960.00,2596.00,14899.70,0.32
"9330059.14",8833.00,8279.00,6.70,5328.00,4861.00,14953.40,0.59
"9330060.01",3124.00,3039.00,2.80,2174.00,2058.00,21065.40,0.15
"9330060.02",5986.00,5612.00,6.70,4109.00,3987.00,25846.30,0.23
"9330061.00",5111.00,4821.00,6.00,3659.00,3509.00,24119.90,0.21
"9330062.00",3426.00,3209.00,6.80,2512.00,2355.00,20296.20,0.17
"9330063.00",3978.00,3352.00,18.70,2689.00,2549.00,21479.50,0.19
"9330064.00",4658.00,4616.00,0.90,3192.00,3085.00,19489.50,0.24
"9330065.00",7147.00,6767.00,5.60,4801.00,4515.00,29655.60,0.24
"9330066.00",8639.00,7817.00,10.50,5910.00,4599.00,16333.90,0.53
"9330067.01",3772.00,3666.00,2.90,2633.00,2544.00,20246.90,0.19
"9330067.02",4773.00,4501.00,6.00,3016.00,2585.00,20276.10,0.24
"9330068.00",5085.00,4834.00,5.20,3662.00,3493.00,1250.20,4.07
"9330069.01",10810.00,10210.00,5.90,5577.00,3881.00,1986.70,5.44
"9330069.02",5080.00,2567.00,97.90,2612.00,2128.00,560.70,9.06
"9330100.01",4226.00,4025.00,5.00,1693.00,1605.00,4354.50,0.97
"9330100.02",7306.00,6915.00,5.70,3450.00,3218.00,2520.60,2.90
"9330101.03",5370.00,5200.00,3.30,3394.00,3255.00,15864.10,0.34
"9330101.04",4505.00,3756.00,19.90,2685.00,2475.00,14912.30,0.30
"9330101.05",4900.00,4526.00,8.30,2440.00,2337.00,8331.90,0.59
"9330101.06",4753.00,4319.00,10.00,3348.00,2871.00,11249.70,0.42
"9330102.01",576.00,574.00,0.30,178.00,160.00,2074.90,0.28
"9330102.02",6440.00,5158.00,24.90,2634.00,2418.00,2503.30,2.57
"9330103.00",7700.00,6920.00,11.30,3815.00,3662.00,5742.80,1.34
"9330104.00",7698.00,7377.00,4.40,2967.00,2804.00,3189.60,2.41
"9330110.02",3065.00,3168.00,-3.30,1136.00,1083.00,1383.90,2.21
"9330110.03",3130.00,2983.00,4.90,1327.00,1215.00,80.70,38.78
"9330110.04",4236.00,4561.00,-7.10,1479.00,1444.00,2811.60,1.51
"9330111.02",7567.00,7450.00,1.60,2796.00,2750.00,236.00,32.06
"9330111.04",1855.00,1472.00,26.00,932.00,920.00,1756.00,1.06
"9330111.05",5005.00,4460.00,12.20,1755.00,1721.00,1496.40,3.34
"9330111.06",123.00,107.00,15.00,40.00,37.00,250.80,0.49
"9330111.07",4285.00,4001.00,7.10,1849.00,1678.00,179.60,23.85
"9330112.00",2765.00,2733.00,1.20,1160.00,1098.00,2614.40,1.06
"9330113.00",7734.00,7570.00,2.20,3050.00,2975.00,2648.70,2.92
"9330114.01",2920.00,2955.00,-1.20,981.00,959.00,1754.70,1.66
"9330114.02",5315.00,5155.00,3.10,1879.00,1789.00,2650.20,2.01
"9330115.00",5836.00,5714.00,2.10,2044.00,1992.00,1246.30,4.68
"9330116.00",5238.00,5277.00,-0.70,1933.00,1797.00,325.20,16.11
"9330117.00",6001.00,5996.00,0.10,2310.00,2142.00,2518.60,2.38
"9330118.00",8073.00,7436.00,8.60,3650.00,3493.00,2292.40,3.52
"9330119.00",2280.00,2261.00,0.80,881.00,824.00,1738.50,1.31
"9330120.00",3813.00,3926.00,-2.90,1403.00,1358.00,1671.50,2.28
"9330121.00",4489.00,4543.00,-1.20,1551.00,1440.00,2422.40,1.85
"9330122.00",4183.00,4223.00,-0.90,1440.00,1358.00,217.70,19.21
"9330130.01",4634.00,4388.00,5.60,2865.00,2639.00,5262.90,0.88
"9330130.03",4797.00,4552.00,5.40,2666.00,2449.00,3253.50,1.47
"9330130.04",2931.00,2700.00,8.60,1433.00,1309.00,1706.70,1.72
"9330131.00",7050.00,7174.00,-1.70,2778.00,2579.00,2097.60,3.36
"9330132.00",3655.00,3732.00,-2.10,1378.00,1259.00,1107.40,3.30
"9330133.01",3675.00,3642.00,0.90,1518.00,1430.00,935.50,3.93
"9330133.02",6216.00,6333.00,-1.80,2368.00,2245.00,169.00,36.77
"9330134.00",7534.00,7634.00,-1.30,3178.00,2692.00,496.00,15.19
"9330135.00",4912.00,5239.00,-6.20,1898.00,1640.00,219.80,22.35
"9330140.02",7380.00,7305.00,1.00,3079.00,3011.00,470.70,15.68
"9330140.03",4423.00,4366.00,1.30,1635.00,1522.00,104.50,42.34
"9330140.04",5189.00,5094.00,1.90,1633.00,1610.00,2069.20,2.51
"9330141.01",8528.00,8321.00,2.50,3361.00,3294.00,3883.80,2.20
"9330141.02",785.00,788.00,-0.40,412.00,397.00,9503.60,0.08
"9330142.01",6038.00,6284.00,-3.90,2104.00,2050.00,4108.60,1.47
"9330142.02",5120.00,5194.00,-1.40,1860.00,1799.00,3496.30,1.46
"9330142.03",6101.00,6317.00,-3.40,2419.00,2296.00,3985.00,1.53
"9330143.01",5098.00,5536.00,-7.90,1683.00,1650.00,3829.90,1.33
"9330143.02",4685.00,4707.00,-0.50,1683.00,1613.00,3595.30,1.30
"9330143.03",4787.00,4774.00,0.30,1722.00,1644.00,3572.90,1.34
"9330143.04",5664.00,5673.00,-0.20,1842.00,1801.00,4288.00,1.32
"9330144.03",2512.00,2519.00,-0.30,826.00,792.00,3672.00,0.68
"9330144.04",5683.00,5712.00,-0.50,2114.00,2038.00,4252.50,1.34
"9330144.05",2813.00,2599.00,8.20,970.00,929.00,4077.40,0.69
"9330144.06",5443.00,5374.00,1.30,1834.00,1750.00,4088.80,1.33
"9330145.01",4410.00,4438.00,-0.60,1510.00,1434.00,3300.90,1.34
"9330145.02",3228.00,3283.00,-1.70,1036.00,1020.00,2348.80,1.37
"9330146.00",7086.00,6748.00,5.00,2523.00,2363.00,1476.70,4.80
"9330147.01",10895.00,9674.00,12.60,4331.00,4096.00,4087.10,2.67
"9330147.04",5368.00,5408.00,-0.70,2459.00,2419.00,16227.30,0.33
"9330147.05",4553.00,4466.00,1.90,1910.00,1826.00,13817.90,0.33
"9330147.07",5712.00,5771.00,-1.00,3015.00,2766.00,12603.70,0.45
"9330147.08",8017.00,6861.00,16.80,3691.00,3534.00,13233.70,0.61
"9330147.09",3941.00,3772.00,4.50,1636.00,1608.00,16414.00,0.24
"9330147.1",4413.00,4354.00,1.40,1993.00,1940.00,10667.20,0.41
"9330148.00",11402.00,8304.00,37.30,6217.00,5332.00,4066.20,2.80
"9330149.02",4725.00,4910.00,-3.80,1622.00,1550.00,3082.80,1.53
"9330149.05",2182.00,2296.00,-5.00,720.00,671.00,3369.40,0.65
"9330149.06",4943.00,5140.00,-3.80,1807.00,1736.00,2956.20,1.67
"9330149.07",2664.00,2919.00,-8.70,899.00,844.00,2564.30,1.04
"9330149.08",4672.00,4644.00,0.60,1852.00,1812.00,4523.60,1.03
"9330149.09",2983.00,3077.00,-3.10,1081.00,1031.00,4495.20,0.66
"9330150.00",814.00,789.00,3.20,302.00,298.00,44.80,18.16
"9330151.03",3022.00,2598.00,16.30,1024.00,975.00,980.50,3.08
"9330151.05",3781.00,3915.00,-3.40,1254.00,1154.00,2912.00,1.30
"9330151.06",5239.00,5362.00,-2.30,1574.00,1511.00,2742.90,1.91
"9330151.07",3566.00,3325.00,7.20,1845.00,1539.00,1200.90,2.97
"9330151.08",10444.00,7856.00,32.90,4000.00,3802.00,3164.10,3.30
"9330160.01",4606.00,4805.00,-4.10,1731.00,1659.00,2118.60,2.17
"9330160.02",6990.00,7014.00,-0.30,3213.00,3123.00,1068.90,6.54
"9330160.03",5784.00,5692.00,1.60,2146.00,2049.00,2199.70,2.63
"9330160.04",4029.00,3670.00,9.80,1893.00,1810.00,1731.50,2.33
"9330161.02",5655.00,5589.00,1.20,2428.00,2368.00,3272.00,1.73
"9330161.03",6493.00,6500.00,-0.10,2503.00,2487.00,2783.80,2.33
"9330161.05",5747.00,5753.00,-0.10,2120.00,2040.00,3566.50,1.61
"9330161.06",4330.00,4362.00,-0.70,1779.00,1759.00,1168.90,3.70
"9330161.07",10.00,5.00,100.00,4.00,4.00,18.80,0.53
"9330161.08",816.00,720.00,13.30,368.00,323.00,124.10,6.58
"9330161.09",2587.00,2538.00,1.90,852.00,798.00,18.90,136.76
"9330162.01",5746.00,5852.00,-1.80,1926.00,1830.00,2666.90,2.15
"9330162.02",6510.00,6372.00,2.20,2110.00,2000.00,3131.50,2.08
"9330162.03",7683.00,7599.00,1.10,2644.00,2341.00,4635.60,1.66
"9330162.04",5755.00,5892.00,-2.30,1903.00,1875.00,1169.00,4.92
"9330163.01",5874.00,4787.00,22.70,1989.00,1872.00,3445.80,1.70
"9330163.04",5668.00,5406.00,4.80,1932.00,1825.00,2121.10,2.67
"9330163.05",5530.00,5263.00,5.10,1953.00,1812.00,3364.60,1.64
"9330163.06",4329.00,4031.00,7.40,1455.00,1355.00,4394.00,0.99
"9330163.07",4891.00,4716.00,3.70,1616.00,1490.00,3709.20,1.32
"9330163.08",4031.00,4022.00,0.20,1397.00,1265.00,3203.00,1.26
"9330170.03",3921.00,3851.00,1.80,2781.00,2589.00,8000.40,0.49
"9330170.04",5457.00,5369.00,1.60,2570.00,2298.00,2524.40,2.16
"9330170.05",2629.00,2418.00,8.70,1877.00,1807.00,8197.70,0.32
"9330170.07",4122.00,4009.00,2.80,1662.00,1552.00,3380.60,1.22
"9330170.08",3823.00,3692.00,3.50,1966.00,1759.00,4097.10,0.93
"9330180.01",7633.00,6910.00,10.50,2833.00,2708.00,2529.00,3.02
"9330180.03",8884.00,6398.00,38.90,3493.00,3127.00,198.90,44.66
"9330180.04",9554.00,5609.00,70.30,4005.00,3679.00,3140.50,3.04
"9330181.03",5221.00,5413.00,-3.50,2211.00,1991.00,832.50,6.27
"9330181.05",7758.00,7466.00,3.90,3638.00,3490.00,3152.20,2.46
"9330181.07",3582.00,3558.00,0.70,1342.00,1295.00,1929.20,1.86
"9330181.08",2530.00,2562.00,-1.20,1003.00,927.00,2069.70,1.22
"9330181.09",6187.00,6411.00,-3.50,2284.00,2228.00,1585.10,3.90
"9330181.1",5241.00,5189.00,1.00,2238.00,2172.00,1603.10,3.27
"9330181.11",2574.00,2639.00,-2.50,1442.00,1392.00,3964.90,0.65
"9330181.12",2787.00,2884.00,-3.40,1009.00,953.00,810.50,3.44
"9330181.13",3664.00,3274.00,11.90,1525.00,1488.00,1959.10,1.87
"9330181.14",3749.00,3706.00,1.20,1629.00,1593.00,2587.80,1.45
"9330181.15",120.00,108.00,11.10,64.00,58.00,90.30,1.33
"9330181.16",5332.00,5014.00,6.30,2142.00,2097.00,2339.70,2.28
"9330182.01",5196.00,4160.00,24.90,1763.00,1531.00,103.50,50.19
"9330182.02",6949.00,5604.00,24.00,2098.00,2023.00,2659.40,2.61
"9330182.03",3963.00,3798.00,4.30,1287.00,1184.00,489.80,8.09
"9330182.04",1782.00,1731.00,2.90,558.00,540.00,790.10,2.26
"9330182.05",7395.00,6539.00,13.10,2413.00,2307.00,390.00,18.96
"9330182.06",1168.00,1180.00,-1.00,429.00,393.00,119.80,9.75
"9330183.01",6341.00,6161.00,2.90,2139.00,2018.00,2380.70,2.66
"9330183.03",6180.00,5922.00,4.40,2591.00,2494.00,2151.40,2.87
"9330183.05",11293.00,9377.00,20.40,3673.00,3559.00,3265.30,3.46
"9330183.06",2372.00,2356.00,0.70,1037.00,978.00,1768.70,1.34
"9330183.07",6691.00,6474.00,3.40,2373.00,2275.00,2627.40,2.55
"9330183.08",8253.00,5852.00,41.00,3419.00,3289.00,6318.80,1.31
"9330183.09",12265.00,8182.00,49.90,4677.00,4373.00,2082.30,5.89
"9330184.02",7951.00,7509.00,5.90,3079.00,2987.00,3030.30,2.62
"9330184.06",10901.00,8965.00,21.60,3419.00,3030.00,4128.10,2.64
"9330184.07",5501.00,5105.00,7.80,1994.00,1917.00,4121.50,1.33
"9330184.08",5537.00,5005.00,10.60,1731.00,1567.00,4340.70,1.28
"9330184.09",4736.00,4828.00,-1.90,1390.00,1305.00,3596.90,1.32
"9330184.1",5190.00,5265.00,-1.40,1583.00,1464.00,3903.70,1.33
"9330184.11",9574.00,9118.00,5.00,2824.00,2607.00,3670.20,2.61
"9330184.12",8362.00,3601.00,132.20,2679.00,2443.00,4249.00,1.97
"9330184.13",5668.00,4058.00,39.70,1776.00,1543.00,1254.50,4.52
"9330184.14",8940.00,6331.00,41.20,3229.00,3024.00,5764.00,1.55
"9330184.15",3364.00,3166.00,6.30,893.00,869.00,3415.90,0.98
"9330184.16",5860.00,5485.00,6.80,1678.00,1598.00,3545.30,1.65
"9330185.05",5943.00,5748.00,3.40,1870.00,1765.00,4456.70,1.33
"9330185.07",9630.00,7752.00,24.20,2936.00,2586.00,3668.60,2.63
"9330185.08",1483.00,1432.00,3.60,460.00,425.00,401.20,3.70
"9330185.09",5127.00,5002.00,2.50,1819.00,1774.00,1929.50,2.66
"9330185.1",5894.00,5781.00,2.00,1683.00,1496.00,4551.70,1.29
"9330185.11",7844.00,7856.00,-0.20,2477.00,2364.00,5941.10,1.32
"9330185.12",6780.00,6657.00,1.80,1868.00,1733.00,5123.60,1.32
"9330185.15",5867.00,6175.00,-5.00,1731.00,1611.00,2235.60,2.62
"9330185.16",4968.00,4994.00,-0.50,1347.00,1263.00,1903.90,2.61
"9330185.17",3520.00,3649.00,-3.50,1366.00,1317.00,3374.90,1.04
"9330185.18",5295.00,4779.00,10.80,1525.00,1460.00,3144.50,1.68
"9330185.19",5975.00,5418.00,10.30,1985.00,1895.00,8867.60,0.67
"9330185.2",5166.00,4808.00,7.40,1411.00,1340.00,7671.50,0.67
"9330185.21",3845.00,3640.00,5.60,1334.00,1266.00,5752.50,0.67
"9330185.22",3771.00,4214.00,-10.50,1091.00,950.00,5609.90,0.67
"9330186.01",7494.00,7137.00,5.00,2462.00,2301.00,3776.80,1.98
"9330186.02",6106.00,5495.00,11.10,2120.00,1964.00,3195.40,1.91
"9330186.05",7592.00,7187.00,5.60,2374.00,2247.00,6066.80,1.25
"9330186.06",4206.00,4079.00,3.10,1174.00,1096.00,3280.00,1.28
"9330186.07",5886.00,5679.00,3.60,1583.00,1488.00,4491.10,1.31
"9330186.08",6646.00,6269.00,6.00,2035.00,1923.00,5100.10,1.30
"9330187.03",7767.00,7252.00,7.10,2430.00,2262.00,3009.20,2.58
"9330187.04",1707.00,1699.00,0.50,462.00,433.00,1389.40,1.23
"9330187.05",7419.00,7306.00,1.50,2184.00,1953.00,5664.70,1.31
"9330187.06",6970.00,6777.00,2.80,2183.00,2065.00,2683.90,2.60
"9330187.07",2013.00,1932.00,4.20,602.00,577.00,3031.20,0.66
"9330187.11",6577.00,4861.00,35.30,2244.00,2207.00,4746.00,1.39
"9330187.12",4254.00,4270.00,-0.40,1408.00,1360.00,3704.60,1.15
"9330187.13",3915.00,3842.00,1.90,1308.00,1167.00,3534.40,1.11
"9330187.14",3822.00,3404.00,12.30,1386.00,1372.00,5917.30,0.65
"9330187.15",4078.00,4066.00,0.30,1240.00,1174.00,5843.20,0.70
"9330187.16",3082.00,2972.00,3.70,946.00,910.00,3412.70,0.90
"9330188.01",3094.00,3148.00,-1.70,925.00,876.00,1230.80,2.51
"9330188.02",3034.00,2832.00,7.10,921.00,851.00,2839.20,1.07
"9330188.04",3998.00,4108.00,-2.70,1299.00,1163.00,1033.30,3.87
"9330188.05",2724.00,2687.00,1.40,839.00,783.00,406.20,6.71
"9330188.06",1484.00,1184.00,25.30,514.00,460.00,405.10,3.66
"9330188.07",4309.00,4431.00,-2.80,1281.00,1217.00,1807.80,2.38
"9330188.08",3840.00,4046.00,-5.10,1181.00,1149.00,3003.80,1.28
"9330189.03",3389.00,3350.00,1.20,1172.00,1099.00,2312.70,1.47
"9330189.05",8245.00,8114.00,1.60,3623.00,3535.00,6147.00,1.34
"9330189.06",3227.00,2925.00,10.30,1076.00,1013.00,1336.60,2.41
"9330189.07",3401.00,2421.00,40.50,1369.00,1268.00,4128.90,0.82
"9330189.08",7063.00,6683.00,5.70,2860.00,2826.00,10397.50,0.68
"9330189.09",4485.00,4088.00,9.70,1476.00,1390.00,3373.70,1.33
"9330189.1",6749.00,6618.00,2.00,2331.00,2280.00,5159.40,1.31
"9330190.01",8998.00,6748.00,33.30,4032.00,3862.00,6118.20,1.47
"9330190.03",6896.00,6183.00,11.50,2674.00,2475.00,3557.20,1.94
"9330190.04",6984.00,6623.00,5.50,2379.00,2225.00,2287.60,3.05
"9330190.05",1791.00,1753.00,2.20,693.00,644.00,2949.10,0.61
"9330191.03",5619.00,5377.00,4.50,1749.00,1618.00,4259.40,1.32
"9330191.04",6927.00,5884.00,17.70,3788.00,3247.00,5214.50,1.33
"9330191.05",4036.00,3837.00,5.20,1422.00,1246.00,2866.30,1.41
"9330191.06",2701.00,2594.00,4.10,1224.00,1134.00,5391.20,0.50
"9330191.07",3929.00,3535.00,11.10,2238.00,2054.00,5415.60,0.73
"9330192.00",4194.00,4145.00,1.20,1523.00,1347.00,425.20,9.86
"9330200.00",8727.00,7125.00,22.50,3045.00,2866.00,2609.30,3.34
"9330201.00",1752.00,1818.00,-3.60,670.00,599.00,2418.20,0.72
"9330202.00",8954.00,8867.00,1.00,4845.00,4636.00,6919.10,1.29
"9330203.00",4838.00,4640.00,4.30,1792.00,1708.00,4304.30,1.12
"9330204.01",4532.00,4261.00,6.40,2517.00,2413.00,11135.10,0.41
"9330204.02",5356.00,5215.00,2.70,2802.00,2685.00,7617.70,0.70
"9330205.01",4329.00,4097.00,5.70,2540.00,2430.00,8552.00,0.51
"9330205.02",5553.00,5165.00,7.50,3152.00,3058.00,8943.50,0.62
"9330206.00",3070.00,2572.00,19.40,1778.00,1697.00,9970.80,0.31
"9330207.00",2447.00,2143.00,14.20,1505.00,1435.00,7086.60,0.35
"9330208.00",6215.00,5910.00,5.20,2835.00,2718.00,3705.60,1.68
"9330209.00",9351.00,8540.00,9.50,4137.00,3948.00,4442.10,2.11
"9330210.00",5872.00,5623.00,4.40,2617.00,2515.00,2380.90,2.47
"9330220.00",1363.00,1076.00,26.70,483.00,434.00,149.70,9.11
"9330221.01",1776.00,1736.00,2.30,648.00,615.00,1444.30,1.23
"9330221.03",3658.00,3465.00,5.60,1339.00,1237.00,2817.10,1.30
"9330221.04",5455.00,5337.00,2.20,1813.00,1705.00,4125.10,1.32
"9330222.01",7554.00,7303.00,3.40,2901.00,2731.00,4867.90,1.55
"9330222.02",5771.00,5802.00,-0.50,2620.00,2553.00,4244.30,1.36
"9330223.01",7964.00,6509.00,22.40,3117.00,2984.00,5383.60,1.48
"9330223.02",4650.00,4668.00,-0.40,1736.00,1575.00,6158.90,0.76
"9330224.01",6607.00,6683.00,-1.10,3325.00,3198.00,14193.30,0.47
"9330224.02",4933.00,4898.00,0.70,2061.00,1967.00,7092.70,0.70
"9330225.01",5844.00,5864.00,-0.30,1962.00,1840.00,3976.60,1.47
"9330225.02",6222.00,5016.00,24.00,2896.00,2790.00,4590.50,1.36
"9330226.02",3921.00,4188.00,-6.40,1586.00,1413.00,2903.80,1.35
"9330226.03",7638.00,6426.00,18.90,4917.00,3840.00,10461.60,0.73
