geo_id,block_group_name,population,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,m,f,white,black.aa,a.ind..nat.ak,asian,nat.hi.pt.isl,other,two.,not.hisp.latino,hisp.latino
1500000US510594202012,"Block Group 2, Census Tract 4202.01, Fairfax County, Virginia",1673,187,234,158,206,245,348,239,42,14,960,713,881,478,0,256,0,0,58,1526,147
1500000US510594617003,"Block Group 3, Census Tract 4617, Fairfax County, Virginia",1480,306,133,21,275,211,188,111,164,71,674,806,751,120,0,484,0,0,125,1359,121
1500000US510594322011,"Block Group 1, Census Tract 4322.01, Fairfax County, Virginia",2264,242,208,495,378,370,210,191,141,29,1022,1242,1525,175,0,430,0,22,112,1761,503
1500000US510594822024,"Block Group 4, Census Tract 4822.02, Fairfax County, Virginia",1365,115,84,89,318,186,143,203,146,81,654,711,1029,63,0,191,0,0,82,1343,22
1500000US510594819002,"Block Group 2, Census Tract 4819, Fairfax County, Virginia",1508,259,160,403,130,303,110,61,55,27,688,820,1051,215,0,106,0,0,136,1408,100
1500000US510594811043,"Block Group 3, Census Tract 4811.04, Fairfax County, Virginia",583,89,42,81,251,94,0,26,0,0,360,223,181,11,0,376,0,0,15,564,19
1500000US510594326001,"Block Group 1, Census Tract 4326, Fairfax County, Virginia",2391,389,327,218,278,453,307,250,155,14,1167,1224,1528,376,24,311,0,43,109,2220,171
1500000US510594914051,"Block Group 1, Census Tract 4914.05, Fairfax County, Virginia",2867,339,527,233,200,447,533,465,100,23,1531,1336,2137,61,0,541,0,14,114,2735,132
1500000US510594714022,"Block Group 2, Census Tract 4714.02, Fairfax County, Virginia",1422,153,98,238,179,246,198,191,91,28,728,694,901,121,0,260,0,57,83,1255,167
1500000US510594504001,"Block Group 1, Census Tract 4504, Fairfax County, Virginia",1109,153,206,31,108,244,168,113,63,23,548,561,679,17,0,328,0,0,85,1025,84
1500000US510594520001,"Block Group 1, Census Tract 4520, Fairfax County, Virginia",3085,383,230,476,423,298,446,295,245,289,1390,1695,1592,466,46,751,0,56,174,2606,479
1500000US510594823033,"Block Group 3, Census Tract 4823.03, Fairfax County, Virginia",1433,190,141,98,276,240,160,164,90,74,669,764,1201,7,0,133,0,27,65,1309,124
1500000US510594152004,"Block Group 4, Census Tract 4152, Fairfax County, Virginia",650,81,67,57,75,136,121,52,44,17,302,348,641,9,0,0,0,0,0,629,21
1500000US510594224023,"Block Group 3, Census Tract 4224.02, Fairfax County, Virginia",1685,316,88,368,307,423,154,0,0,29,745,940,974,296,0,140,0,152,123,1413,272
1500000US510594917041,"Block Group 1, Census Tract 4917.04, Fairfax County, Virginia",1289,150,0,585,157,305,39,53,0,0,473,816,992,94,0,191,0,0,12,1128,161
1500000US510594918032,"Block Group 2, Census Tract 4918.03, Fairfax County, Virginia",1506,235,198,107,174,150,304,164,129,45,691,815,1334,35,0,114,0,0,23,1213,293
1500000US510594314002,"Block Group 2, Census Tract 4314, Fairfax County, Virginia",1469,190,268,128,110,216,238,181,80,58,675,794,958,94,0,258,0,44,115,1260,209
1500000US510594509002,"Block Group 2, Census Tract 4509, Fairfax County, Virginia",854,94,69,113,80,90,205,107,72,24,445,409,755,4,5,55,0,21,14,734,120
1500000US510594917012,"Block Group 2, Census Tract 4917.01, Fairfax County, Virginia",1771,272,51,362,487,74,171,196,65,93,724,1047,1089,190,0,425,0,0,67,1507,264
1500000US510594810001,"Block Group 1, Census Tract 4810, Fairfax County, Virginia",2787,510,223,562,590,465,247,136,12,42,1529,1258,1355,604,10,561,0,174,83,1769,1018
1500000US510594402011,"Block Group 1, Census Tract 4402.01, Fairfax County, Virginia",3208,300,69,838,865,504,254,339,32,7,1503,1705,1733,372,0,659,0,134,310,2762,446
1500000US510594211031,"Block Group 1, Census Tract 4211.03, Fairfax County, Virginia",812,212,96,88,53,165,144,22,27,5,486,326,352,156,0,222,0,0,82,762,50
1500000US510594601003,"Block Group 3, Census Tract 4601, Fairfax County, Virginia",1276,124,211,122,81,246,312,90,73,17,699,577,533,67,0,507,0,27,142,1268,8
1500000US510594914013,"Block Group 3, Census Tract 4914.01, Fairfax County, Virginia",917,97,55,121,175,186,185,78,20,0,381,536,459,50,0,293,0,45,70,839,78
1500000US510594408003,"Block Group 3, Census Tract 4408, Fairfax County, Virginia",1999,105,311,131,124,223,358,431,197,119,1015,984,1396,36,10,527,0,0,30,1904,95
1500000US510594616011,"Block Group 1, Census Tract 4616.01, Fairfax County, Virginia",1680,291,229,51,259,185,292,90,159,124,784,896,784,366,0,486,0,19,25,1583,97
1500000US510594618023,"Block Group 3, Census Tract 4618.02, Fairfax County, Virginia",1170,151,103,332,267,76,53,159,14,15,747,423,642,99,11,384,0,0,34,1119,51
1500000US510594206002,"Block Group 2, Census Tract 4206, Fairfax County, Virginia",3221,509,415,363,771,450,243,307,163,0,1367,1854,1800,796,0,317,21,12,275,2749,472
1500000US510594202011,"Block Group 1, Census Tract 4202.01, Fairfax County, Virginia",1203,230,109,91,139,183,236,91,91,33,508,695,848,77,0,115,0,43,120,907,296
1500000US510594709002,"Block Group 2, Census Tract 4709, Fairfax County, Virginia",1744,140,284,171,58,261,229,267,158,176,792,952,1137,30,0,403,0,98,76,1609,135
1500000US510594325002,"Block Group 2, Census Tract 4325, Fairfax County, Virginia",2143,193,313,182,287,219,509,246,133,61,1095,1048,1605,122,0,350,0,0,66,1900,243
1500000US510594523022,"Block Group 2, Census Tract 4523.02, Fairfax County, Virginia",2032,193,339,269,389,335,226,243,28,10,1099,933,1031,44,0,364,0,458,135,1041,991
1500000US510594712013,"Block Group 3, Census Tract 4712.01, Fairfax County, Virginia",1189,289,88,112,469,112,32,64,0,23,567,622,439,114,0,506,0,0,130,1162,27
1500000US510594618021,"Block Group 1, Census Tract 4618.02, Fairfax County, Virginia",1996,127,138,295,369,278,309,309,127,44,966,1030,1259,0,0,548,0,24,165,1792,204
1500000US510594302021,"Block Group 1, Census Tract 4302.02, Fairfax County, Virginia",1883,116,258,449,210,324,184,205,119,18,1138,745,1346,189,0,215,0,32,101,1777,106
1500000US510594823031,"Block Group 1, Census Tract 4823.03, Fairfax County, Virginia",1214,76,66,112,231,150,173,226,165,15,652,562,1027,67,0,93,0,27,0,1170,44
1500000US510594921003,"Block Group 3, Census Tract 4921, Fairfax County, Virginia",1920,248,306,85,117,187,262,567,127,21,879,1041,1612,33,0,226,0,29,20,1757,163
1500000US510594514001,"Block Group 1, Census Tract 4514, Fairfax County, Virginia",1970,359,102,370,424,242,144,184,136,9,943,1027,933,106,0,346,0,558,27,854,1116
1500000US510594505002,"Block Group 2, Census Tract 4505, Fairfax County, Virginia",2107,172,297,383,235,234,320,215,174,77,1152,955,1303,12,0,581,0,187,24,1414,693
1500000US510594525011,"Block Group 1, Census Tract 4525.01, Fairfax County, Virginia",963,71,63,218,85,173,144,127,52,30,511,452,545,39,35,344,0,0,0,770,193
1500000US510594604001,"Block Group 1, Census Tract 4604, Fairfax County, Virginia",1760,267,227,118,230,238,236,271,130,43,914,846,1305,42,0,340,0,0,73,1638,122
1500000US510594201002,"Block Group 2, Census Tract 4201, Fairfax County, Virginia",2976,362,409,248,261,421,503,335,229,208,1488,1488,1598,531,0,634,0,106,107,2514,462
1500000US510594216001,"Block Group 1, Census Tract 4216, Fairfax County, Virginia",2596,515,317,232,552,192,514,110,138,26,1365,1231,1508,370,0,325,0,114,279,1159,1437
1500000US510594213002,"Block Group 2, Census Tract 4213, Fairfax County, Virginia",1466,230,127,72,323,169,185,175,130,55,783,683,1059,151,9,183,0,64,0,1240,226
1500000US510594501003,"Block Group 3, Census Tract 4501, Fairfax County, Virginia",671,108,28,72,111,117,114,63,43,15,393,278,351,62,0,208,0,0,50,619,52
1500000US510594219002,"Block Group 2, Census Tract 4219, Fairfax County, Virginia",1439,383,183,543,229,95,6,0,0,0,816,623,1009,236,0,47,16,10,121,1287,152
1500000US510594802013,"Block Group 3, Census Tract 4802.01, Fairfax County, Virginia",1120,54,187,78,67,89,212,309,95,29,521,599,950,0,0,162,0,0,8,1101,19
1500000US510594155002,"Block Group 2, Census Tract 4155, Fairfax County, Virginia",824,95,116,30,107,194,78,93,40,71,380,444,776,24,0,5,0,5,14,755,69
1500000US510594809012,"Block Group 2, Census Tract 4809.01, Fairfax County, Virginia",3022,533,428,530,589,436,273,142,91,0,1490,1532,1278,137,79,411,0,1006,111,994,2028
1500000US510594306004,"Block Group 4, Census Tract 4306, Fairfax County, Virginia",2016,169,182,374,246,294,229,308,82,132,1087,929,1056,163,46,528,0,215,8,1309,707
1500000US510594402024,"Block Group 4, Census Tract 4402.02, Fairfax County, Virginia",1770,417,199,342,182,300,131,124,15,60,842,928,593,528,0,350,0,85,214,1489,281
1500000US510594224031,"Block Group 1, Census Tract 4224.03, Fairfax County, Virginia",1275,242,116,102,247,131,151,173,66,47,651,624,874,129,0,96,0,69,107,1115,160
1500000US510594521013,"Block Group 3, Census Tract 4521.01, Fairfax County, Virginia",2210,374,130,348,489,86,245,393,101,44,1082,1128,989,128,0,476,0,475,142,1321,889
1500000US510594822023,"Block Group 3, Census Tract 4822.02, Fairfax County, Virginia",793,31,0,102,138,80,110,144,93,95,376,417,652,12,0,76,0,0,53,737,56
1500000US510594923002,"Block Group 2, Census Tract 4923, Fairfax County, Virginia",1579,162,353,99,211,236,238,187,85,8,805,774,1239,52,0,151,0,0,137,1444,135
1500000US510594524005,"Block Group 5, Census Tract 4524, Fairfax County, Virginia",1489,284,62,108,361,79,290,159,92,54,605,884,956,218,16,112,0,31,156,1223,266
1500000US510594917025,"Block Group 5, Census Tract 4917.02, Fairfax County, Virginia",1696,331,203,558,303,184,67,33,17,0,807,889,1065,356,0,123,0,67,85,1402,294
1500000US510599803001,"Block Group 1, Census Tract 9803, Fairfax County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US510594825032,"Block Group 2, Census Tract 4825.03, Fairfax County, Virginia",844,130,63,119,65,129,135,137,33,33,454,390,612,0,68,101,0,0,63,776,68
1500000US510594913012,"Block Group 2, Census Tract 4913.01, Fairfax County, Virginia",2452,224,565,165,326,382,492,167,27,104,1395,1057,1233,345,0,771,0,86,17,2388,64
1500000US510594814004,"Block Group 4, Census Tract 4814, Fairfax County, Virginia",1740,154,212,113,79,292,271,289,170,160,865,875,1457,15,0,171,0,15,82,1641,99
1500000US510594905011,"Block Group 1, Census Tract 4905.01, Fairfax County, Virginia",1281,174,110,440,259,197,77,24,0,0,682,599,703,154,35,93,0,136,160,1090,191
1500000US510594202013,"Block Group 3, Census Tract 4202.01, Fairfax County, Virginia",1289,75,109,252,326,127,163,200,28,9,531,758,468,399,0,376,6,16,24,1231,58
1500000US510594156001,"Block Group 1, Census Tract 4156, Fairfax County, Virginia",1694,284,130,108,91,310,279,266,102,124,786,908,1524,0,0,114,0,13,43,1584,110
1500000US510594222011,"Block Group 1, Census Tract 4222.01, Fairfax County, Virginia",1739,91,342,151,80,203,314,268,230,60,725,1014,855,172,0,624,0,14,74,1686,53
1500000US510594526001,"Block Group 1, Census Tract 4526, Fairfax County, Virginia",4793,779,563,753,1032,562,613,251,204,36,2417,2376,2667,1057,34,682,0,0,353,3041,1752
1500000US510594901011,"Block Group 1, Census Tract 4901.01, Fairfax County, Virginia",1374,173,146,160,177,141,263,227,49,38,627,747,599,173,7,529,0,0,66,1333,41
1500000US510594612011,"Block Group 1, Census Tract 4612.01, Fairfax County, Virginia",2062,244,474,106,146,345,330,256,161,0,1040,1022,1737,0,0,181,0,0,144,1960,102
1500000US510594812021,"Block Group 1, Census Tract 4812.02, Fairfax County, Virginia",2516,393,227,224,329,392,353,382,183,33,1251,1265,1899,203,0,183,0,106,125,2048,468
1500000US510594707003,"Block Group 3, Census Tract 4707, Fairfax County, Virginia",956,146,147,93,47,159,89,143,44,88,410,546,566,103,41,157,11,0,78,920,36
1500000US510594221024,"Block Group 4, Census Tract 4221.02, Fairfax County, Virginia",1768,266,194,295,333,296,293,0,80,11,855,913,587,1091,0,0,0,0,90,1553,215
1500000US510594920001,"Block Group 1, Census Tract 4920, Fairfax County, Virginia",2577,277,429,508,68,352,495,144,58,246,1196,1381,1921,94,0,372,0,32,158,2528,49
1500000US510594211033,"Block Group 3, Census Tract 4211.03, Fairfax County, Virginia",1003,139,161,102,116,155,222,80,15,13,470,533,782,89,0,79,0,0,53,944,59
1500000US510594211034,"Block Group 4, Census Tract 4211.03, Fairfax County, Virginia",1293,85,109,89,164,275,254,142,111,64,636,657,831,296,0,83,0,0,83,1124,169
1500000US510594808021,"Block Group 1, Census Tract 4808.02, Fairfax County, Virginia",999,211,17,177,365,101,63,14,51,0,580,419,380,11,0,572,0,0,36,954,45
1500000US510594714012,"Block Group 2, Census Tract 4714.01, Fairfax County, Virginia",2633,412,258,388,450,358,271,338,124,34,1431,1202,1290,421,0,372,0,227,323,2090,543
1500000US510594220001,"Block Group 1, Census Tract 4220, Fairfax County, Virginia",3661,391,402,432,489,513,490,289,188,467,1804,1857,1584,1248,6,459,0,205,159,3114,547
1500000US510594302023,"Block Group 3, Census Tract 4302.02, Fairfax County, Virginia",1763,294,185,228,335,207,195,119,143,57,896,867,1312,58,0,333,8,0,52,1548,215
1500000US510594304001,"Block Group 1, Census Tract 4304, Fairfax County, Virginia",2574,373,519,172,376,376,399,161,111,87,1330,1244,1544,43,0,689,0,148,150,2103,471
1500000US510594155003,"Block Group 3, Census Tract 4155, Fairfax County, Virginia",1991,432,185,69,239,394,222,134,182,134,1179,812,1653,289,0,11,0,8,30,1818,173
1500000US510594916012,"Block Group 2, Census Tract 4916.01, Fairfax County, Virginia",2793,475,343,501,366,474,368,165,90,11,1304,1489,1190,272,0,1136,0,20,175,2250,543
1500000US510594515021,"Block Group 1, Census Tract 4515.02, Fairfax County, Virginia",2029,296,123,274,406,261,297,161,165,46,1117,912,1054,368,20,382,0,108,97,1658,371
1500000US510594916021,"Block Group 1, Census Tract 4916.02, Fairfax County, Virginia",3103,459,423,346,329,512,568,325,112,29,1597,1506,1107,58,0,1641,0,191,106,2645,458
1500000US510594826011,"Block Group 1, Census Tract 4826.01, Fairfax County, Virginia",1815,314,304,120,252,286,240,193,106,0,913,902,1668,43,15,70,0,0,19,1677,138
1500000US510594516022,"Block Group 2, Census Tract 4516.02, Fairfax County, Virginia",1800,188,206,339,237,263,232,257,70,8,891,909,1023,286,0,400,0,91,0,1566,234
1500000US510594205021,"Block Group 1, Census Tract 4205.02, Fairfax County, Virginia",1114,102,53,214,192,224,185,80,35,29,582,532,700,102,0,77,0,208,27,764,350
1500000US510594713011,"Block Group 1, Census Tract 4713.01, Fairfax County, Virginia",2065,396,146,436,648,195,75,129,14,26,1110,955,1044,24,0,817,0,146,34,1439,626
1500000US510594912014,"Block Group 4, Census Tract 4912.01, Fairfax County, Virginia",730,165,35,77,179,87,84,65,16,22,318,412,274,21,0,299,0,0,136,730,0
1500000US510594508003,"Block Group 3, Census Tract 4508, Fairfax County, Virginia",1108,52,95,109,150,120,191,236,66,89,546,562,444,0,0,648,0,0,16,1060,48
1500000US510594811011,"Block Group 1, Census Tract 4811.01, Fairfax County, Virginia",2439,384,116,435,682,491,113,158,55,5,1206,1233,685,446,7,1204,0,74,23,2336,103
1500000US510594822031,"Block Group 1, Census Tract 4822.03, Fairfax County, Virginia",968,79,0,167,161,156,99,109,54,143,332,636,708,52,0,181,0,6,21,896,72
1500000US510594916022,"Block Group 2, Census Tract 4916.02, Fairfax County, Virginia",2753,344,293,440,431,310,457,313,158,7,1374,1379,1747,265,0,573,0,16,152,2054,699
1500000US510594506023,"Block Group 3, Census Tract 4506.02, Fairfax County, Virginia",1420,88,189,190,161,191,303,162,93,43,804,616,848,126,0,277,0,123,46,1064,356
1500000US510594219001,"Block Group 1, Census Tract 4219, Fairfax County, Virginia",1358,547,219,190,305,97,0,0,0,0,673,685,743,294,11,75,27,52,156,1208,150
1500000US510594913014,"Block Group 4, Census Tract 4913.01, Fairfax County, Virginia",2892,392,579,392,411,495,351,104,148,20,1337,1555,1478,340,0,897,0,177,0,2004,888
1500000US510594911012,"Block Group 2, Census Tract 4911.01, Fairfax County, Virginia",2137,261,457,157,219,280,431,251,54,27,985,1152,1609,10,0,424,0,0,94,2113,24
1500000US510594321001,"Block Group 1, Census Tract 4321, Fairfax County, Virginia",1483,183,72,107,218,223,289,151,144,96,699,784,1049,141,45,177,0,25,46,1075,408
1500000US510594809011,"Block Group 1, Census Tract 4809.01, Fairfax County, Virginia",773,68,73,80,52,119,124,130,96,31,360,413,537,43,0,183,0,0,10,679,94
1500000US510594155004,"Block Group 4, Census Tract 4155, Fairfax County, Virginia",1657,211,423,133,255,112,67,320,83,53,736,921,372,896,0,255,0,0,134,1400,257
1500000US510594157001,"Block Group 1, Census Tract 4157, Fairfax County, Virginia",1177,232,144,14,134,251,170,131,57,44,607,570,1066,50,0,35,0,0,26,1115,62
1500000US510594324012,"Block Group 2, Census Tract 4324.01, Fairfax County, Virginia",1214,80,244,96,113,143,330,157,36,15,644,570,909,0,0,230,17,0,58,1148,66
1500000US510594808011,"Block Group 1, Census Tract 4808.01, Fairfax County, Virginia",1422,125,218,228,273,170,280,57,71,0,677,745,864,125,62,113,0,167,91,726,696
1500000US510594803002,"Block Group 2, Census Tract 4803, Fairfax County, Virginia",662,110,53,97,74,79,128,72,18,31,312,350,543,0,0,89,0,30,0,612,50
1500000US510594217011,"Block Group 1, Census Tract 4217.01, Fairfax County, Virginia",3384,805,493,508,754,371,241,162,40,10,1623,1761,1400,702,0,258,0,285,739,1383,2001
1500000US510594615002,"Block Group 2, Census Tract 4615, Fairfax County, Virginia",973,131,174,78,120,121,199,90,28,32,420,553,664,20,0,267,0,0,22,956,17
1500000US510594616023,"Block Group 3, Census Tract 4616.02, Fairfax County, Virginia",1775,132,124,759,380,182,111,47,18,22,993,782,744,0,0,961,0,0,70,1711,64
1500000US510594152003,"Block Group 3, Census Tract 4152, Fairfax County, Virginia",1038,42,76,98,211,199,209,138,65,0,330,708,789,18,0,161,0,9,61,1009,29
1500000US510594911021,"Block Group 1, Census Tract 4911.02, Fairfax County, Virginia",1721,192,217,201,226,230,301,189,143,22,998,723,1612,0,0,81,0,0,28,1265,456
1500000US510594310012,"Block Group 2, Census Tract 4310.01, Fairfax County, Virginia",1221,126,234,165,69,280,113,150,84,0,578,643,721,145,0,226,0,91,38,1118,103
1500000US510594703002,"Block Group 2, Census Tract 4703, Fairfax County, Virginia",953,103,191,29,60,153,186,116,66,49,422,531,855,19,0,68,0,0,11,915,38
1500000US510594607023,"Block Group 3, Census Tract 4607.02, Fairfax County, Virginia",1434,169,256,111,104,211,289,112,90,92,714,720,1115,0,0,272,0,0,47,1363,71
1500000US510594161001,"Block Group 1, Census Tract 4161, Fairfax County, Virginia",2631,280,324,211,269,379,453,357,248,110,1364,1267,2104,106,0,167,0,84,170,2393,238
1500000US510594509001,"Block Group 1, Census Tract 4509, Fairfax County, Virginia",847,120,35,125,153,98,83,104,83,46,439,408,546,45,0,179,0,49,28,692,155
1500000US510594524003,"Block Group 3, Census Tract 4524, Fairfax County, Virginia",1412,140,127,375,178,238,186,57,84,27,826,586,699,0,0,103,0,109,501,664,748
1500000US510594911031,"Block Group 1, Census Tract 4911.03, Fairfax County, Virginia",1962,623,199,55,344,337,133,162,71,38,956,1006,642,276,0,750,0,96,198,1129,833
1500000US510594604002,"Block Group 2, Census Tract 4604, Fairfax County, Virginia",2297,310,195,220,263,365,285,338,233,88,1187,1110,1435,25,0,661,0,12,164,2151,146
1500000US510594151003,"Block Group 3, Census Tract 4151, Fairfax County, Virginia",909,188,51,87,117,168,128,109,26,35,454,455,842,0,0,25,13,21,8,810,99
1500000US510594825041,"Block Group 1, Census Tract 4825.04, Fairfax County, Virginia",1946,178,384,89,116,338,458,245,99,39,991,955,1347,19,0,555,0,0,25,1823,123
1500000US510594905023,"Block Group 3, Census Tract 4905.02, Fairfax County, Virginia",2918,367,257,279,210,561,471,253,183,337,1414,1504,1873,16,13,871,0,49,96,2731,187
1500000US510594506013,"Block Group 3, Census Tract 4506.01, Fairfax County, Virginia",1221,107,86,192,118,212,285,119,83,19,656,565,647,21,0,427,0,114,12,943,278
1500000US510594213001,"Block Group 1, Census Tract 4213, Fairfax County, Virginia",2516,275,217,365,407,350,345,332,177,48,1182,1334,1808,326,0,165,0,71,146,2094,422
1500000US510594811032,"Block Group 2, Census Tract 4811.03, Fairfax County, Virginia",1881,488,181,83,355,269,250,55,77,123,884,997,598,630,0,463,0,144,46,1323,558
1500000US510594915011,"Block Group 1, Census Tract 4915.01, Fairfax County, Virginia",3471,497,404,414,697,388,406,425,137,103,1616,1855,1287,63,38,1884,114,0,85,3413,58
1500000US510594318022,"Block Group 2, Census Tract 4318.02, Fairfax County, Virginia",1299,203,103,123,268,229,128,83,122,40,678,621,593,168,0,353,0,161,24,984,315
1500000US510594302012,"Block Group 2, Census Tract 4302.01, Fairfax County, Virginia",2215,217,310,415,259,440,264,220,52,38,1250,965,1363,271,0,413,0,21,147,1913,302
1500000US510594319001,"Block Group 1, Census Tract 4319, Fairfax County, Virginia",1734,118,292,219,105,206,223,324,124,123,833,901,1345,52,12,207,0,43,75,1465,269
1500000US510594309022,"Block Group 2, Census Tract 4309.02, Fairfax County, Virginia",2299,247,388,236,258,360,396,250,159,5,1221,1078,1619,236,0,234,0,125,85,1646,653
1500000US510594922021,"Block Group 1, Census Tract 4922.02, Fairfax County, Virginia",1438,111,98,98,117,206,146,306,262,94,726,712,1260,49,13,106,0,0,10,1355,83
1500000US510594922033,"Block Group 3, Census Tract 4922.03, Fairfax County, Virginia",1804,277,321,173,132,247,342,245,40,27,880,924,1549,47,0,138,0,0,70,1568,236
1500000US510594521021,"Block Group 1, Census Tract 4521.02, Fairfax County, Virginia",3651,406,191,531,429,667,506,348,262,311,1787,1864,2032,125,0,1214,0,245,35,2919,732
1500000US510594223023,"Block Group 3, Census Tract 4223.02, Fairfax County, Virginia",1025,32,63,178,306,96,124,157,54,15,400,625,614,198,0,99,0,0,114,930,95
1500000US510594811051,"Block Group 1, Census Tract 4811.05, Fairfax County, Virginia",1706,170,241,193,145,226,356,271,90,14,933,773,1029,88,0,465,0,0,124,1609,97
1500000US510594207001,"Block Group 1, Census Tract 4207, Fairfax County, Virginia",2460,356,421,321,208,328,367,195,192,72,1197,1263,1631,210,0,353,0,25,241,2035,425
1500000US510594325003,"Block Group 3, Census Tract 4325, Fairfax County, Virginia",2015,338,322,122,217,313,355,240,80,28,992,1023,1529,239,13,174,0,0,60,1892,123
1500000US510594315002,"Block Group 2, Census Tract 4315, Fairfax County, Virginia",3092,493,474,210,449,452,396,394,207,17,1520,1572,2219,321,0,461,0,36,55,2899,193
1500000US510594816002,"Block Group 2, Census Tract 4816, Fairfax County, Virginia",1485,163,168,112,99,153,340,270,160,20,719,766,1289,0,0,169,0,0,27,1372,113
1500000US510594901031,"Block Group 1, Census Tract 4901.03, Fairfax County, Virginia",1566,318,187,96,227,214,208,296,7,13,772,794,1207,60,0,195,0,34,70,1317,249
1500000US510594704003,"Block Group 3, Census Tract 4704, Fairfax County, Virginia",865,132,150,25,112,161,87,101,67,30,404,461,669,7,0,174,0,0,15,821,44
1500000US510594804012,"Block Group 2, Census Tract 4804.01, Fairfax County, Virginia",2677,374,466,85,225,467,384,323,215,138,1347,1330,2144,29,0,368,0,0,136,2622,55
1500000US510594151002,"Block Group 2, Census Tract 4151, Fairfax County, Virginia",1409,174,200,85,238,190,168,195,105,54,689,720,706,164,0,143,0,315,81,935,474
1500000US510594712011,"Block Group 1, Census Tract 4712.01, Fairfax County, Virginia",1861,243,136,374,496,225,184,109,68,26,866,995,974,118,0,706,0,11,52,1572,289
1500000US510594158003,"Block Group 3, Census Tract 4158, Fairfax County, Virginia",1734,248,273,140,99,324,265,147,83,155,828,906,1581,20,0,61,0,25,47,1684,50
1500000US510594912012,"Block Group 2, Census Tract 4912.01, Fairfax County, Virginia",2863,347,361,505,432,680,205,259,47,27,1442,1421,1752,47,0,783,0,176,105,2154,709
1500000US510594918011,"Block Group 1, Census Tract 4918.01, Fairfax County, Virginia",1268,134,14,355,283,189,106,145,28,14,698,570,746,247,0,143,0,57,75,1117,151
1500000US510594826022,"Block Group 2, Census Tract 4826.02, Fairfax County, Virginia",2007,206,480,126,22,464,482,114,97,16,965,1042,1020,65,0,843,0,8,71,1994,13
1500000US510594208001,"Block Group 1, Census Tract 4208, Fairfax County, Virginia",907,141,188,122,134,157,81,60,12,12,334,573,507,63,0,152,0,76,109,582,325
1500000US510594516014,"Block Group 4, Census Tract 4516.01, Fairfax County, Virginia",1330,355,325,64,197,326,50,13,0,0,867,463,366,0,0,0,0,783,181,307,1023
