"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8"
"9330037.02",1600.00,750.00,315.00,435.00,40.00,810.00,575.00,235.00
"9330038.00",2900.00,1315.00,780.00,530.00,25.00,1560.00,1295.00,270.00
"9330039.01",3370.00,1435.00,905.00,525.00,10.00,1925.00,1640.00,290.00
"9330039.02",2985.00,1415.00,765.00,655.00,10.00,1565.00,1380.00,180.00
"9330040.01",2845.00,800.00,600.00,200.00,5.00,2040.00,1810.00,230.00
"9330040.02",2955.00,1015.00,720.00,290.00,0.00,1940.00,1720.00,215.00
"9330041.01",2775.00,1010.00,750.00,260.00,5.00,1760.00,1515.00,245.00
"9330041.02",3695.00,1905.00,945.00,960.00,20.00,1770.00,1535.00,235.00
"9330042.00",2640.00,1610.00,595.00,1010.00,40.00,995.00,705.00,290.00
"9330043.01",1675.00,995.00,340.00,650.00,20.00,660.00,495.00,165.00
"9330043.02",1595.00,1175.00,395.00,785.00,25.00,400.00,290.00,105.00
"9330044.00",2110.00,1220.00,580.00,640.00,30.00,860.00,750.00,105.00
"9330045.01",2360.00,1250.00,720.00,530.00,15.00,1100.00,840.00,260.00
"9330045.02",2780.00,1445.00,730.00,715.00,20.00,1315.00,970.00,345.00
"9330046.00",3055.00,1180.00,750.00,430.00,5.00,1870.00,1600.00,270.00
"9330047.01",2265.00,840.00,640.00,200.00,5.00,1420.00,1280.00,145.00
"9330047.02",2685.00,910.00,670.00,240.00,0.00,1775.00,1540.00,235.00
"9330048.00",4775.00,1955.00,1280.00,670.00,5.00,2815.00,2510.00,310.00
"9330049.01",7725.00,3880.00,2600.00,1280.00,20.00,3820.00,3450.00,370.00
"9330049.02",3145.00,1660.00,935.00,725.00,10.00,1470.00,1365.00,110.00
"9330050.02",3475.00,1380.00,745.00,635.00,30.00,2065.00,1715.00,350.00
"9330050.03",3680.00,1405.00,960.00,450.00,5.00,2270.00,2040.00,225.00
"9330050.04",1870.00,660.00,365.00,295.00,10.00,1210.00,1060.00,150.00
"9330051.01",1315.00,830.00,315.00,520.00,25.00,455.00,315.00,135.00
"9330051.02",1740.00,1060.00,340.00,720.00,90.00,590.00,470.00,115.00
"9330052.01",2225.00,1285.00,390.00,895.00,150.00,790.00,630.00,160.00
"9330052.02",2215.00,1415.00,435.00,985.00,135.00,665.00,525.00,135.00
"9330053.01",2460.00,1505.00,535.00,970.00,120.00,835.00,625.00,210.00
"9330053.02",1395.00,835.00,350.00,490.00,55.00,505.00,405.00,100.00
"9330054.01",1620.00,980.00,400.00,575.00,55.00,585.00,410.00,175.00
"9330054.02",1575.00,1070.00,345.00,730.00,95.00,405.00,315.00,95.00
"9330055.01",2610.00,1185.00,530.00,650.00,60.00,1370.00,1105.00,265.00
"9330055.02",2440.00,975.00,530.00,450.00,30.00,1430.00,1245.00,185.00
"9330056.01",2400.00,905.00,465.00,440.00,10.00,1485.00,1295.00,190.00
"9330056.02",2295.00,1075.00,545.00,525.00,20.00,1205.00,955.00,245.00
"9330057.01",1475.00,570.00,270.00,300.00,10.00,895.00,825.00,70.00
"9330057.02",2225.00,1005.00,450.00,555.00,25.00,1195.00,1020.00,175.00
"9330058.00",2090.00,340.00,180.00,160.00,5.00,1745.00,1690.00,55.00
"9330059.06",4375.00,935.00,690.00,240.00,0.00,3440.00,3245.00,195.00
"9330059.07",2670.00,1480.00,980.00,505.00,10.00,1175.00,1080.00,95.00
"9330059.08",3450.00,1975.00,1015.00,955.00,15.00,1460.00,1315.00,145.00
"9330059.09",4505.00,1355.00,1025.00,330.00,5.00,3150.00,2845.00,305.00
"9330059.1",3925.00,1265.00,920.00,345.00,10.00,2650.00,2295.00,355.00
"9330059.11",4255.00,1485.00,1110.00,375.00,15.00,2760.00,2305.00,455.00
"9330059.13",2595.00,1105.00,780.00,320.00,5.00,1490.00,1120.00,370.00
"9330059.14",4860.00,2330.00,1480.00,850.00,10.00,2515.00,2105.00,410.00
"9330060.01",2055.00,705.00,560.00,145.00,0.00,1350.00,1165.00,185.00
"9330060.02",3985.00,1250.00,980.00,265.00,10.00,2735.00,2360.00,375.00
"9330061.00",3510.00,1125.00,900.00,225.00,5.00,2380.00,2150.00,235.00
"9330062.00",2355.00,815.00,645.00,170.00,5.00,1535.00,1445.00,95.00
"9330063.00",2550.00,860.00,605.00,255.00,0.00,1690.00,1495.00,190.00
"9330064.00",3085.00,945.00,700.00,240.00,5.00,2140.00,1830.00,305.00
"9330065.00",4515.00,1425.00,1070.00,355.00,5.00,3090.00,2565.00,520.00
"9330066.00",4600.00,2255.00,1280.00,975.00,40.00,2300.00,1950.00,350.00
"9330067.01",2545.00,735.00,550.00,190.00,5.00,1805.00,1585.00,215.00
"9330067.02",2585.00,1270.00,775.00,505.00,15.00,1300.00,1070.00,225.00
"9330068.00",3490.00,1095.00,830.00,265.00,0.00,2390.00,2200.00,190.00
"9330069.01",3880.00,2255.00,765.00,1495.00,45.00,1580.00,1125.00,450.00
"9330069.02",2130.00,1265.00,265.00,1000.00,20.00,840.00,645.00,195.00
"9330100.01",1605.00,1030.00,360.00,675.00,35.00,540.00,460.00,80.00
"9330100.02",3215.00,1865.00,780.00,1085.00,65.00,1285.00,1100.00,185.00
"9330101.03",3255.00,1320.00,775.00,540.00,10.00,1925.00,1750.00,175.00
"9330101.04",2475.00,1150.00,615.00,540.00,15.00,1310.00,1190.00,125.00
"9330101.05",2335.00,1295.00,530.00,765.00,20.00,1020.00,895.00,130.00
"9330101.06",2870.00,1310.00,830.00,485.00,5.00,1550.00,1470.00,85.00
"9330102.01",160.00,100.00,15.00,90.00,25.00,30.00,25.00,10.00
"9330102.02",2420.00,1750.00,520.00,1235.00,35.00,630.00,550.00,80.00
"9330103.00",3665.00,1985.00,775.00,1210.00,40.00,1635.00,1425.00,210.00
"9330104.00",2805.00,2065.00,620.00,1450.00,55.00,680.00,555.00,125.00
"9330110.02",1085.00,855.00,325.00,530.00,45.00,180.00,165.00,15.00
"9330110.03",1215.00,920.00,395.00,530.00,15.00,280.00,255.00,25.00
"9330110.04",1440.00,1195.00,345.00,855.00,30.00,220.00,200.00,20.00
"9330111.02",2750.00,2145.00,800.00,1340.00,70.00,535.00,485.00,45.00
"9330111.04",920.00,530.00,260.00,265.00,15.00,380.00,360.00,15.00
"9330111.05",1720.00,1305.00,440.00,870.00,35.00,385.00,325.00,65.00
"9330111.06",40.00,25.00,10.00,15.00,5.00,10.00,5.00,0.00
"9330111.07",1680.00,1165.00,400.00,770.00,35.00,475.00,395.00,85.00
"9330112.00",1100.00,725.00,285.00,440.00,35.00,335.00,300.00,35.00
"9330113.00",2975.00,2070.00,675.00,1395.00,65.00,840.00,755.00,80.00
"9330114.01",960.00,770.00,205.00,565.00,30.00,160.00,135.00,25.00
"9330114.02",1790.00,1415.00,440.00,970.00,55.00,325.00,260.00,60.00
"9330115.00",1995.00,1485.00,460.00,1025.00,70.00,440.00,405.00,35.00
"9330116.00",1795.00,1445.00,495.00,945.00,65.00,290.00,255.00,40.00
"9330117.00",2145.00,1645.00,610.00,1040.00,55.00,440.00,385.00,55.00
"9330118.00",3495.00,2210.00,805.00,1400.00,50.00,1230.00,1120.00,110.00
"9330119.00",825.00,605.00,205.00,400.00,25.00,200.00,175.00,25.00
"9330120.00",1360.00,1085.00,370.00,710.00,20.00,250.00,230.00,25.00
"9330121.00",1440.00,1235.00,350.00,885.00,30.00,175.00,150.00,20.00
"9330122.00",1355.00,1145.00,360.00,790.00,50.00,165.00,145.00,20.00
"9330130.01",2640.00,1175.00,765.00,415.00,10.00,1455.00,1410.00,45.00
"9330130.03",2445.00,1220.00,570.00,650.00,15.00,1215.00,1160.00,50.00
"9330130.04",1310.00,695.00,270.00,425.00,45.00,570.00,510.00,60.00
"9330131.00",2575.00,1845.00,620.00,1225.00,55.00,680.00,625.00,55.00
"9330132.00",1260.00,1030.00,370.00,660.00,25.00,205.00,180.00,25.00
"9330133.01",1430.00,1080.00,475.00,615.00,25.00,320.00,300.00,20.00
"9330133.02",2245.00,1885.00,830.00,1055.00,50.00,305.00,280.00,25.00
"9330134.00",2690.00,2085.00,735.00,1345.00,90.00,520.00,475.00,45.00
"9330135.00",1640.00,1310.00,430.00,880.00,70.00,260.00,210.00,45.00
"9330140.02",3010.00,2080.00,830.00,1250.00,55.00,875.00,825.00,55.00
"9330140.03",1520.00,1020.00,335.00,685.00,75.00,425.00,365.00,65.00
"9330140.04",1610.00,1255.00,330.00,925.00,110.00,245.00,200.00,45.00
"9330141.01",3295.00,2365.00,780.00,1585.00,50.00,880.00,820.00,60.00
"9330141.02",395.00,240.00,135.00,105.00,5.00,155.00,150.00,0.00
"9330142.01",2050.00,1630.00,520.00,1110.00,100.00,320.00,290.00,35.00
"9330142.02",1800.00,1380.00,410.00,975.00,90.00,330.00,300.00,25.00
"9330142.03",2300.00,1545.00,480.00,1065.00,110.00,645.00,580.00,65.00
"9330143.01",1650.00,1355.00,425.00,925.00,105.00,190.00,165.00,30.00
"9330143.02",1615.00,1150.00,360.00,790.00,85.00,375.00,345.00,35.00
"9330143.03",1640.00,1150.00,345.00,805.00,115.00,380.00,315.00,60.00
"9330143.04",1800.00,1415.00,445.00,965.00,150.00,240.00,210.00,30.00
"9330144.03",790.00,555.00,150.00,405.00,85.00,155.00,120.00,30.00
"9330144.04",2035.00,1370.00,405.00,965.00,95.00,565.00,510.00,55.00
"9330144.05",930.00,710.00,215.00,495.00,75.00,150.00,130.00,20.00
"9330144.06",1750.00,1285.00,355.00,935.00,145.00,325.00,265.00,55.00
"9330145.01",1430.00,1085.00,305.00,780.00,115.00,235.00,205.00,30.00
"9330145.02",1020.00,800.00,270.00,530.00,90.00,130.00,110.00,20.00
"9330146.00",2360.00,1635.00,515.00,1125.00,195.00,535.00,450.00,85.00
"9330147.01",4095.00,2885.00,900.00,1985.00,205.00,1005.00,850.00,155.00
"9330147.04",2420.00,1480.00,570.00,905.00,60.00,880.00,815.00,65.00
"9330147.05",1825.00,1245.00,410.00,835.00,60.00,525.00,450.00,70.00
"9330147.07",2770.00,1490.00,620.00,870.00,60.00,1220.00,1010.00,205.00
"9330147.08",3530.00,2055.00,750.00,1300.00,100.00,1380.00,1165.00,215.00
"9330147.09",1610.00,1020.00,325.00,700.00,35.00,550.00,505.00,45.00
"9330147.1",1940.00,1235.00,455.00,780.00,30.00,670.00,615.00,55.00
"9330148.00",5330.00,2980.00,1355.00,1625.00,125.00,2230.00,1900.00,330.00
"9330149.02",1550.00,1185.00,380.00,810.00,110.00,250.00,210.00,40.00
"9330149.05",670.00,530.00,145.00,390.00,60.00,85.00,70.00,15.00
"9330149.06",1735.00,1400.00,420.00,975.00,70.00,270.00,230.00,40.00
"9330149.07",845.00,635.00,170.00,460.00,65.00,150.00,115.00,30.00
"9330149.08",1810.00,1225.00,380.00,850.00,75.00,505.00,465.00,40.00
"9330149.09",1030.00,740.00,195.00,550.00,70.00,215.00,190.00,20.00
"9330150.00",300.00,230.00,75.00,155.00,5.00,60.00,50.00,15.00
"9330151.03",975.00,670.00,215.00,455.00,100.00,205.00,175.00,40.00
"9330151.05",1155.00,815.00,255.00,565.00,110.00,225.00,200.00,20.00
"9330151.06",1510.00,1165.00,290.00,870.00,180.00,165.00,130.00,40.00
"9330151.07",1535.00,805.00,385.00,420.00,25.00,710.00,560.00,150.00
"9330151.08",3800.00,2680.00,890.00,1785.00,215.00,910.00,735.00,175.00
"9330160.01",1660.00,1360.00,570.00,785.00,35.00,265.00,245.00,25.00
"9330160.02",3120.00,2125.00,1100.00,1030.00,35.00,965.00,915.00,45.00
"9330160.03",2050.00,1595.00,650.00,950.00,35.00,420.00,385.00,35.00
"9330160.04",1810.00,1130.00,580.00,545.00,30.00,655.00,615.00,40.00
"9330161.02",2370.00,1500.00,585.00,915.00,45.00,820.00,750.00,70.00
"9330161.03",2490.00,1800.00,725.00,1075.00,60.00,625.00,575.00,50.00
"9330161.05",2040.00,1560.00,560.00,995.00,65.00,420.00,365.00,50.00
"9330161.06",1760.00,1335.00,645.00,690.00,20.00,405.00,385.00,25.00
"9330161.07",,,,,,,,
"9330161.08",320.00,230.00,125.00,105.00,0.00,85.00,80.00,10.00
"9330161.09",800.00,530.00,305.00,230.00,30.00,235.00,195.00,40.00
"9330162.01",1830.00,1485.00,485.00,1000.00,105.00,245.00,205.00,35.00
"9330162.02",2000.00,1580.00,535.00,1050.00,175.00,245.00,210.00,40.00
"9330162.03",2340.00,1520.00,400.00,1120.00,280.00,545.00,460.00,80.00
"9330162.04",1875.00,1590.00,555.00,1035.00,90.00,195.00,180.00,15.00
"9330163.01",1875.00,1530.00,475.00,1055.00,120.00,225.00,190.00,35.00
"9330163.04",1825.00,1475.00,485.00,985.00,105.00,245.00,200.00,45.00
"9330163.05",1810.00,1115.00,300.00,815.00,180.00,515.00,445.00,70.00
"9330163.06",1355.00,915.00,215.00,695.00,135.00,300.00,235.00,65.00
"9330163.07",1490.00,1070.00,300.00,770.00,150.00,270.00,225.00,50.00
"9330163.08",1265.00,960.00,300.00,665.00,105.00,200.00,160.00,40.00
"9330170.03",2590.00,965.00,715.00,250.00,10.00,1615.00,1550.00,60.00
"9330170.04",2300.00,1405.00,750.00,660.00,55.00,835.00,760.00,80.00
"9330170.05",1810.00,600.00,420.00,185.00,5.00,1200.00,1135.00,60.00
"9330170.07",1555.00,1010.00,405.00,605.00,40.00,500.00,455.00,45.00
"9330170.08",1760.00,1070.00,585.00,485.00,35.00,655.00,580.00,75.00
"9330180.01",2705.00,2145.00,820.00,1325.00,70.00,495.00,460.00,35.00
"9330180.03",3130.00,2365.00,995.00,1370.00,155.00,610.00,515.00,100.00
"9330180.04",3675.00,2790.00,1025.00,1765.00,70.00,820.00,735.00,85.00
"9330181.03",1995.00,1435.00,580.00,855.00,50.00,505.00,470.00,35.00
"9330181.05",3490.00,2055.00,1080.00,975.00,55.00,1385.00,1280.00,105.00
"9330181.07",1295.00,1050.00,465.00,590.00,35.00,205.00,180.00,20.00
"9330181.08",925.00,765.00,330.00,435.00,20.00,140.00,130.00,15.00
"9330181.09",2230.00,1755.00,715.00,1040.00,55.00,415.00,395.00,15.00
"9330181.1",2170.00,1555.00,705.00,855.00,40.00,575.00,535.00,40.00
"9330181.11",1390.00,735.00,375.00,360.00,5.00,650.00,610.00,40.00
"9330181.12",955.00,785.00,305.00,480.00,40.00,130.00,115.00,15.00
"9330181.13",1485.00,1085.00,570.00,515.00,30.00,370.00,345.00,25.00
"9330181.14",1595.00,1070.00,490.00,580.00,20.00,500.00,465.00,35.00
"9330181.15",55.00,30.00,15.00,15.00,0.00,30.00,20.00,5.00
"9330181.16",2095.00,1485.00,750.00,730.00,35.00,575.00,525.00,50.00
"9330182.01",1530.00,1005.00,415.00,590.00,185.00,340.00,305.00,35.00
"9330182.02",2025.00,1580.00,355.00,1230.00,155.00,285.00,245.00,40.00
"9330182.03",1180.00,910.00,305.00,605.00,115.00,155.00,135.00,25.00
"9330182.04",540.00,445.00,160.00,285.00,45.00,50.00,45.00,5.00
"9330182.05",2310.00,1730.00,725.00,1000.00,220.00,360.00,315.00,40.00
"9330182.06",395.00,290.00,120.00,165.00,25.00,80.00,65.00,15.00
"9330183.01",2020.00,1565.00,470.00,1095.00,120.00,330.00,260.00,70.00
"9330183.03",2495.00,1505.00,560.00,945.00,85.00,905.00,810.00,95.00
"9330183.05",3560.00,2880.00,820.00,2065.00,180.00,495.00,430.00,70.00
"9330183.06",980.00,655.00,265.00,395.00,35.00,290.00,260.00,30.00
"9330183.07",2275.00,1805.00,760.00,1050.00,135.00,330.00,290.00,40.00
"9330183.08",3290.00,2170.00,755.00,1410.00,65.00,1050.00,935.00,115.00
"9330183.09",4370.00,3075.00,920.00,2155.00,155.00,1140.00,965.00,175.00
"9330184.02",2990.00,1835.00,580.00,1255.00,140.00,1010.00,880.00,130.00
"9330184.06",3030.00,1800.00,325.00,1475.00,515.00,720.00,585.00,135.00
"9330184.07",1920.00,1185.00,400.00,785.00,155.00,575.00,505.00,65.00
"9330184.08",1565.00,1105.00,215.00,890.00,215.00,255.00,210.00,40.00
"9330184.09",1305.00,960.00,235.00,730.00,170.00,175.00,140.00,35.00
"9330184.1",1465.00,950.00,200.00,750.00,225.00,290.00,245.00,45.00
"9330184.11",2605.00,1660.00,345.00,1315.00,455.00,490.00,410.00,85.00
"9330184.12",2445.00,1765.00,375.00,1390.00,270.00,415.00,360.00,55.00
"9330184.13",1545.00,1115.00,315.00,805.00,165.00,260.00,210.00,55.00
"9330184.14",3025.00,2295.00,640.00,1660.00,135.00,590.00,530.00,60.00
"9330184.15",870.00,620.00,145.00,470.00,165.00,90.00,70.00,15.00
"9330184.16",1600.00,1085.00,270.00,820.00,260.00,250.00,200.00,45.00
"9330185.05",1765.00,1150.00,225.00,925.00,200.00,410.00,345.00,65.00
"9330185.07",2585.00,1795.00,410.00,1385.00,405.00,385.00,310.00,80.00
"9330185.08",425.00,325.00,125.00,200.00,60.00,45.00,35.00,10.00
"9330185.09",1775.00,1075.00,345.00,735.00,155.00,545.00,460.00,80.00
"9330185.1",1495.00,975.00,150.00,820.00,260.00,260.00,185.00,75.00
"9330185.11",2365.00,1515.00,375.00,1145.00,285.00,555.00,485.00,75.00
"9330185.12",1735.00,1195.00,265.00,935.00,310.00,225.00,170.00,55.00
"9330185.15",1610.00,985.00,240.00,745.00,295.00,330.00,235.00,95.00
"9330185.16",1265.00,810.00,150.00,660.00,240.00,210.00,125.00,90.00
"9330185.17",1320.00,950.00,460.00,495.00,75.00,290.00,265.00,30.00
"9330185.18",1460.00,995.00,235.00,760.00,225.00,235.00,190.00,45.00
"9330185.19",1895.00,1280.00,290.00,995.00,175.00,435.00,370.00,65.00
"9330185.2",1340.00,895.00,135.00,755.00,215.00,235.00,165.00,70.00
"9330185.21",1265.00,855.00,255.00,600.00,110.00,300.00,255.00,50.00
"9330185.22",950.00,560.00,80.00,480.00,195.00,190.00,110.00,80.00
"9330186.01",2300.00,1445.00,390.00,1050.00,260.00,595.00,430.00,170.00
"9330186.02",1965.00,1185.00,335.00,845.00,210.00,570.00,455.00,110.00
"9330186.05",2245.00,1435.00,340.00,1100.00,300.00,510.00,415.00,100.00
"9330186.06",1095.00,705.00,125.00,580.00,205.00,185.00,140.00,45.00
"9330186.07",1490.00,975.00,185.00,785.00,265.00,240.00,140.00,105.00
"9330186.08",1925.00,1270.00,265.00,1000.00,260.00,390.00,295.00,90.00
"9330187.03",2260.00,1555.00,415.00,1140.00,290.00,420.00,335.00,85.00
"9330187.04",430.00,295.00,75.00,225.00,65.00,70.00,55.00,15.00
"9330187.05",1955.00,1240.00,270.00,970.00,375.00,340.00,275.00,70.00
"9330187.06",2065.00,1450.00,425.00,1025.00,200.00,415.00,380.00,35.00
"9330187.07",580.00,445.00,120.00,325.00,70.00,60.00,55.00,10.00
"9330187.11",2210.00,1650.00,425.00,1225.00,110.00,445.00,385.00,55.00
"9330187.12",1360.00,975.00,325.00,650.00,100.00,285.00,245.00,35.00
"9330187.13",1170.00,810.00,205.00,605.00,130.00,225.00,185.00,40.00
"9330187.14",1370.00,930.00,315.00,620.00,40.00,400.00,370.00,30.00
"9330187.15",1175.00,865.00,220.00,640.00,115.00,190.00,170.00,20.00
"9330187.16",910.00,710.00,170.00,545.00,80.00,120.00,100.00,20.00
"9330188.01",875.00,715.00,155.00,560.00,80.00,85.00,65.00,15.00
"9330188.02",855.00,655.00,125.00,530.00,95.00,105.00,85.00,15.00
"9330188.04",1160.00,845.00,220.00,625.00,130.00,195.00,165.00,30.00
"9330188.05",780.00,620.00,165.00,455.00,75.00,90.00,65.00,20.00
"9330188.06",460.00,350.00,105.00,245.00,30.00,80.00,60.00,15.00
"9330188.07",1215.00,1005.00,255.00,750.00,125.00,85.00,70.00,15.00
"9330188.08",1150.00,965.00,250.00,715.00,80.00,105.00,85.00,20.00
"9330189.03",1100.00,805.00,240.00,560.00,80.00,220.00,175.00,40.00
"9330189.05",3535.00,2105.00,840.00,1265.00,95.00,1335.00,1200.00,130.00
"9330189.06",1010.00,730.00,190.00,535.00,75.00,215.00,165.00,50.00
"9330189.07",1270.00,855.00,255.00,600.00,45.00,365.00,325.00,50.00
"9330189.08",2825.00,1780.00,470.00,1315.00,45.00,1005.00,825.00,180.00
"9330189.09",1390.00,1055.00,300.00,755.00,110.00,225.00,190.00,35.00
"9330189.1",2280.00,1735.00,400.00,1335.00,115.00,430.00,360.00,70.00
"9330190.01",3860.00,2075.00,880.00,1200.00,75.00,1710.00,1410.00,300.00
"9330190.03",2475.00,1485.00,440.00,1045.00,115.00,875.00,715.00,160.00
"9330190.04",2225.00,1525.00,455.00,1065.00,175.00,525.00,420.00,100.00
"9330190.05",645.00,375.00,120.00,260.00,40.00,235.00,175.00,55.00
"9330191.03",1615.00,1040.00,270.00,770.00,210.00,370.00,250.00,120.00
"9330191.04",3245.00,1440.00,590.00,850.00,100.00,1705.00,1465.00,235.00
"9330191.05",1245.00,805.00,205.00,595.00,125.00,315.00,245.00,70.00
"9330191.06",1135.00,605.00,245.00,360.00,25.00,505.00,425.00,80.00
"9330191.07",2055.00,870.00,385.00,490.00,30.00,1160.00,975.00,185.00
"9330192.00",1345.00,845.00,260.00,585.00,105.00,400.00,290.00,115.00
"9330200.00",2870.00,2085.00,690.00,1395.00,210.00,570.00,475.00,100.00
"9330201.00",600.00,395.00,120.00,275.00,35.00,165.00,135.00,30.00
"9330202.00",4640.00,2445.00,1415.00,1025.00,30.00,2165.00,1735.00,430.00
"9330203.00",1710.00,1175.00,380.00,795.00,80.00,450.00,385.00,65.00
"9330204.01",2415.00,1140.00,565.00,575.00,10.00,1255.00,1090.00,165.00
"9330204.02",2685.00,1265.00,555.00,710.00,45.00,1375.00,1235.00,135.00
"9330205.01",2430.00,985.00,470.00,515.00,15.00,1425.00,1285.00,140.00
"9330205.02",3060.00,1355.00,705.00,650.00,20.00,1685.00,1570.00,115.00
"9330206.00",1700.00,780.00,495.00,285.00,10.00,905.00,780.00,125.00
"9330207.00",1435.00,575.00,355.00,225.00,5.00,855.00,725.00,130.00
"9330208.00",2715.00,1525.00,575.00,955.00,55.00,1135.00,1050.00,85.00
"9330209.00",3950.00,2595.00,1240.00,1355.00,55.00,1300.00,1175.00,125.00
"9330210.00",2515.00,1435.00,550.00,880.00,50.00,1025.00,890.00,145.00
"9330220.00",435.00,310.00,95.00,215.00,25.00,100.00,70.00,25.00
"9330221.01",615.00,440.00,145.00,295.00,35.00,135.00,105.00,30.00
"9330221.03",1240.00,885.00,320.00,565.00,90.00,265.00,205.00,55.00
