"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18"
"59150024",130.00,95.00,0.00,40.00,0.00,30.00,10.00,0.00,0.00,0.00,135.00,15.00,60.00,20.00,25.00,10.00,340.00,2.70
"59150025",230.00,210.00,0.00,15.00,0.00,0.00,20.00,0.00,0.00,0.00,230.00,35.00,100.00,30.00,45.00,20.00,605.00,2.70
"59150027",360.00,30.00,300.00,35.00,20.00,0.00,0.00,10.00,0.00,0.00,360.00,190.00,145.00,15.00,5.00,5.00,570.00,1.60
"59150028",210.00,60.00,0.00,150.00,10.00,0.00,30.00,115.00,0.00,0.00,215.00,80.00,75.00,25.00,20.00,5.00,440.00,2.00
"59150029",150.00,105.00,0.00,45.00,5.00,0.00,45.00,0.00,0.00,0.00,150.00,20.00,55.00,25.00,30.00,15.00,420.00,2.70
"59150030",180.00,135.00,0.00,45.00,0.00,0.00,45.00,0.00,0.00,0.00,180.00,20.00,70.00,30.00,40.00,15.00,505.00,2.80
"59150031",235.00,220.00,0.00,15.00,0.00,0.00,20.00,0.00,0.00,0.00,235.00,30.00,85.00,45.00,50.00,30.00,680.00,2.90
"59150032",130.00,105.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,125.00,20.00,35.00,25.00,30.00,20.00,400.00,3.20
"59150033",140.00,135.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,140.00,10.00,35.00,20.00,45.00,25.00,470.00,3.40
"59150034",155.00,115.00,0.00,40.00,0.00,0.00,30.00,10.00,0.00,0.00,160.00,40.00,45.00,25.00,30.00,20.00,435.00,2.80
"59150035",365.00,155.00,0.00,215.00,10.00,25.00,25.00,155.00,0.00,0.00,365.00,115.00,115.00,65.00,40.00,30.00,885.00,2.40
"59150036",165.00,150.00,0.00,20.00,0.00,0.00,15.00,0.00,0.00,0.00,165.00,25.00,45.00,30.00,50.00,20.00,495.00,2.90
"59150037",155.00,140.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,160.00,25.00,50.00,35.00,35.00,15.00,445.00,2.90
"59150038",135.00,115.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,135.00,10.00,45.00,30.00,25.00,20.00,410.00,3.00
"59150039",125.00,105.00,0.00,20.00,0.00,0.00,25.00,0.00,0.00,0.00,125.00,10.00,45.00,30.00,30.00,15.00,380.00,3.00
"59150040",295.00,30.00,0.00,270.00,0.00,10.00,10.00,250.00,0.00,0.00,295.00,250.00,35.00,10.00,0.00,5.00,375.00,1.30
"59150041",150.00,125.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,150.00,15.00,45.00,30.00,40.00,20.00,455.00,3.10
"59150042",130.00,100.00,0.00,30.00,0.00,0.00,30.00,0.00,0.00,0.00,130.00,25.00,45.00,15.00,25.00,25.00,385.00,2.90
"59150043",360.00,5.00,315.00,45.00,0.00,5.00,0.00,35.00,0.00,0.00,360.00,230.00,95.00,30.00,5.00,0.00,535.00,1.50
"59150044",285.00,0.00,285.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,155.00,80.00,35.00,15.00,5.00,485.00,1.70
"59150045",380.00,5.00,340.00,35.00,0.00,15.00,0.00,15.00,0.00,0.00,385.00,220.00,120.00,25.00,10.00,5.00,605.00,1.60
"59150046",265.00,0.00,145.00,120.00,0.00,0.00,0.00,115.00,0.00,5.00,270.00,135.00,80.00,30.00,15.00,0.00,460.00,1.70
"59150047",275.00,50.00,205.00,15.00,0.00,0.00,15.00,0.00,0.00,0.00,275.00,190.00,50.00,10.00,10.00,10.00,425.00,1.60
"59150048",150.00,115.00,0.00,35.00,0.00,0.00,30.00,0.00,0.00,0.00,145.00,20.00,45.00,25.00,40.00,15.00,425.00,2.80
"59150049",175.00,130.00,0.00,45.00,0.00,0.00,45.00,0.00,0.00,0.00,175.00,25.00,55.00,45.00,45.00,15.00,505.00,2.90
"59150050",170.00,130.00,0.00,35.00,0.00,0.00,40.00,0.00,0.00,0.00,170.00,25.00,50.00,35.00,40.00,20.00,490.00,2.90
"59150051",165.00,130.00,0.00,30.00,0.00,0.00,30.00,0.00,0.00,0.00,160.00,20.00,60.00,25.00,30.00,20.00,470.00,2.90
"59150052",135.00,95.00,0.00,40.00,0.00,0.00,35.00,5.00,0.00,0.00,130.00,35.00,35.00,30.00,30.00,15.00,365.00,2.70
"59150053",200.00,165.00,0.00,35.00,0.00,0.00,30.00,0.00,0.00,0.00,200.00,15.00,80.00,50.00,35.00,20.00,570.00,2.90
"59150054",225.00,100.00,90.00,35.00,0.00,0.00,30.00,5.00,0.00,0.00,230.00,45.00,100.00,35.00,40.00,5.00,555.00,2.40
"59150055",225.00,85.00,0.00,140.00,15.00,0.00,120.00,0.00,0.00,0.00,225.00,55.00,90.00,35.00,35.00,15.00,550.00,2.40
"59150056",305.00,15.00,220.00,70.00,0.00,0.00,20.00,45.00,0.00,0.00,305.00,160.00,85.00,30.00,20.00,5.00,530.00,1.80
"59150059",485.00,50.00,215.00,230.00,0.00,50.00,20.00,160.00,0.00,0.00,490.00,205.00,155.00,65.00,45.00,15.00,980.00,2.00
"59150062",560.00,5.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,555.00,250.00,170.00,100.00,40.00,0.00,1045.00,1.90
"59150064",180.00,90.00,0.00,90.00,10.00,0.00,50.00,35.00,0.00,0.00,180.00,50.00,55.00,30.00,30.00,10.00,430.00,2.40
"59150067",170.00,45.00,0.00,125.00,10.00,50.00,5.00,70.00,0.00,0.00,165.00,50.00,55.00,30.00,15.00,10.00,385.00,2.30
"59150068",150.00,55.00,0.00,100.00,0.00,0.00,90.00,5.00,0.00,0.00,145.00,25.00,45.00,35.00,30.00,10.00,425.00,2.80
"59150069",275.00,80.00,0.00,190.00,15.00,5.00,30.00,135.00,0.00,0.00,280.00,120.00,70.00,35.00,35.00,15.00,580.00,2.10
"59150070",160.00,145.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,160.00,20.00,60.00,35.00,35.00,10.00,435.00,2.70
"59150071",195.00,180.00,0.00,10.00,5.00,0.00,10.00,0.00,0.00,0.00,195.00,40.00,75.00,40.00,30.00,10.00,470.00,2.40
"59150072",440.00,115.00,0.00,325.00,0.00,0.00,40.00,285.00,0.00,0.00,445.00,130.00,145.00,80.00,60.00,20.00,1030.00,2.30
"59150073",390.00,45.00,0.00,345.00,0.00,135.00,20.00,185.00,0.00,0.00,390.00,80.00,130.00,80.00,65.00,30.00,1010.00,2.60
"59150074",245.00,0.00,5.00,240.00,5.00,230.00,0.00,5.00,0.00,0.00,240.00,25.00,55.00,70.00,70.00,20.00,745.00,3.10
"59150075",160.00,95.00,0.00,65.00,0.00,0.00,60.00,5.00,0.00,0.00,160.00,40.00,50.00,20.00,35.00,15.00,405.00,2.60
"59150076",195.00,90.00,0.00,105.00,0.00,0.00,105.00,5.00,0.00,0.00,195.00,45.00,45.00,50.00,25.00,20.00,525.00,2.70
"59150077",140.00,95.00,0.00,50.00,0.00,0.00,45.00,5.00,0.00,0.00,145.00,25.00,40.00,25.00,35.00,15.00,400.00,2.80
"59150078",220.00,60.00,0.00,160.00,35.00,25.00,55.00,45.00,0.00,0.00,220.00,35.00,60.00,55.00,50.00,20.00,645.00,2.90
"59150079",220.00,70.00,0.00,145.00,20.00,20.00,35.00,60.00,0.00,0.00,215.00,40.00,75.00,45.00,35.00,15.00,575.00,2.60
"59150080",125.00,15.00,0.00,105.00,35.00,0.00,10.00,65.00,0.00,0.00,125.00,30.00,35.00,25.00,20.00,15.00,325.00,2.50
"59150081",270.00,25.00,0.00,240.00,45.00,15.00,30.00,155.00,0.00,0.00,270.00,90.00,80.00,45.00,40.00,20.00,635.00,2.40
"59150082",345.00,0.00,50.00,295.00,0.00,185.00,0.00,115.00,0.00,0.00,345.00,115.00,115.00,60.00,45.00,10.00,755.00,2.20
"59150083",255.00,20.00,5.00,235.00,15.00,90.00,10.00,120.00,5.00,0.00,255.00,90.00,80.00,50.00,25.00,5.00,535.00,2.10
"59150084",490.00,0.00,395.00,95.00,0.00,0.00,0.00,95.00,0.00,0.00,490.00,255.00,170.00,45.00,20.00,5.00,830.00,1.70
"59150085",520.00,0.00,435.00,85.00,0.00,15.00,0.00,75.00,0.00,0.00,515.00,250.00,190.00,60.00,15.00,0.00,885.00,1.70
"59150086",430.00,0.00,0.00,430.00,0.00,5.00,0.00,420.00,0.00,0.00,430.00,230.00,135.00,45.00,10.00,5.00,720.00,1.70
"59150087",275.00,0.00,110.00,160.00,0.00,5.00,0.00,155.00,0.00,0.00,270.00,125.00,80.00,35.00,20.00,10.00,520.00,1.90
"59150088",240.00,0.00,0.00,240.00,0.00,0.00,0.00,240.00,0.00,0.00,240.00,80.00,95.00,35.00,25.00,10.00,510.00,2.10
"59150089",265.00,25.00,0.00,245.00,20.00,40.00,50.00,140.00,0.00,0.00,265.00,90.00,80.00,40.00,40.00,10.00,600.00,2.30
"59150090",200.00,55.00,0.00,150.00,75.00,5.00,45.00,25.00,0.00,0.00,205.00,35.00,65.00,40.00,30.00,30.00,580.00,2.90
"59150091",380.00,0.00,0.00,385.00,0.00,0.00,0.00,380.00,0.00,0.00,380.00,190.00,125.00,35.00,15.00,5.00,670.00,1.80
"59150092",270.00,0.00,0.00,270.00,0.00,10.00,5.00,255.00,0.00,0.00,265.00,135.00,85.00,30.00,20.00,5.00,470.00,1.80
"59150093",285.00,20.00,45.00,225.00,20.00,15.00,30.00,160.00,0.00,0.00,285.00,100.00,95.00,45.00,35.00,15.00,635.00,2.20
"59150094",310.00,10.00,0.00,300.00,40.00,80.00,20.00,165.00,0.00,0.00,310.00,95.00,115.00,55.00,40.00,10.00,690.00,2.20
"59150095",175.00,80.00,0.00,95.00,0.00,0.00,95.00,0.00,0.00,0.00,180.00,45.00,50.00,35.00,40.00,15.00,475.00,2.60
"59150096",215.00,85.00,0.00,130.00,0.00,0.00,130.00,0.00,0.00,0.00,215.00,50.00,70.00,40.00,50.00,20.00,595.00,2.80
"59150097",250.00,150.00,0.00,100.00,5.00,0.00,100.00,5.00,0.00,0.00,250.00,50.00,80.00,45.00,45.00,30.00,710.00,2.80
"59150098",195.00,20.00,0.00,170.00,0.00,5.00,35.00,125.00,0.00,0.00,195.00,60.00,50.00,40.00,30.00,10.00,455.00,2.30
"59150099",205.00,10.00,0.00,190.00,0.00,110.00,20.00,65.00,0.00,0.00,200.00,30.00,50.00,60.00,45.00,15.00,585.00,2.90
"59150100",240.00,90.00,0.00,150.00,0.00,35.00,45.00,75.00,0.00,0.00,240.00,55.00,70.00,45.00,50.00,20.00,625.00,2.60
"59150101",150.00,130.00,0.00,20.00,0.00,0.00,25.00,0.00,0.00,0.00,150.00,25.00,40.00,30.00,35.00,25.00,445.00,3.00
"59150102",125.00,110.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,125.00,20.00,45.00,20.00,30.00,15.00,360.00,2.90
"59150103",215.00,180.00,0.00,30.00,0.00,0.00,30.00,0.00,0.00,0.00,210.00,20.00,70.00,30.00,60.00,35.00,670.00,3.10
"59150104",175.00,155.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,175.00,25.00,45.00,30.00,50.00,20.00,540.00,3.20
"59150105",110.00,90.00,0.00,20.00,0.00,0.00,15.00,0.00,0.00,0.00,105.00,10.00,20.00,25.00,40.00,10.00,345.00,3.10
"59150106",300.00,250.00,0.00,45.00,0.00,0.00,45.00,0.00,0.00,0.00,300.00,45.00,95.00,45.00,75.00,40.00,880.00,2.90
"59150107",150.00,130.00,0.00,30.00,0.00,0.00,25.00,0.00,0.00,0.00,155.00,20.00,50.00,20.00,40.00,20.00,460.00,3.10
"59150108",125.00,35.00,0.00,90.00,15.00,50.00,10.00,20.00,0.00,0.00,125.00,20.00,50.00,20.00,30.00,5.00,325.00,2.70
"59150109",215.00,135.00,0.00,80.00,30.00,40.00,10.00,0.00,0.00,0.00,215.00,35.00,70.00,45.00,40.00,20.00,585.00,2.70
"59150110",190.00,150.00,0.00,40.00,0.00,0.00,15.00,25.00,0.00,0.00,190.00,35.00,60.00,40.00,30.00,25.00,535.00,2.70
"59150111",215.00,70.00,0.00,145.00,0.00,65.00,30.00,40.00,0.00,0.00,215.00,45.00,85.00,35.00,35.00,15.00,535.00,2.50
"59150112",260.00,180.00,0.00,80.00,0.00,0.00,35.00,40.00,0.00,0.00,260.00,55.00,65.00,45.00,50.00,35.00,720.00,2.80
"59150113",290.00,160.00,0.00,135.00,0.00,0.00,130.00,0.00,0.00,0.00,290.00,40.00,90.00,60.00,65.00,30.00,835.00,2.90
"59150114",190.00,140.00,0.00,55.00,0.00,0.00,20.00,30.00,0.00,0.00,195.00,35.00,65.00,40.00,30.00,25.00,530.00,2.80
"59150115",130.00,120.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,125.00,20.00,35.00,25.00,25.00,20.00,385.00,3.10
"59150116",155.00,100.00,0.00,60.00,0.00,0.00,40.00,20.00,0.00,0.00,160.00,30.00,50.00,25.00,35.00,15.00,445.00,2.80
"59150117",165.00,135.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,165.00,30.00,40.00,25.00,35.00,20.00,475.00,2.90
"59150118",215.00,190.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,220.00,25.00,75.00,30.00,45.00,35.00,655.00,3.00
"59150119",285.00,130.00,0.00,160.00,5.00,55.00,20.00,80.00,0.00,0.00,285.00,80.00,110.00,35.00,45.00,20.00,690.00,2.40
"59150120",225.00,195.00,0.00,30.00,0.00,0.00,25.00,0.00,0.00,0.00,220.00,30.00,65.00,45.00,60.00,30.00,660.00,3.00
"59150121",185.00,170.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00,0.00,185.00,30.00,55.00,25.00,45.00,30.00,560.00,3.00
"59150122",175.00,115.00,0.00,55.00,0.00,45.00,10.00,0.00,0.00,0.00,175.00,20.00,50.00,50.00,40.00,15.00,520.00,3.00
"59150123",270.00,220.00,0.00,50.00,5.00,0.00,45.00,0.00,0.00,0.00,270.00,25.00,70.00,60.00,80.00,30.00,830.00,3.10
"59150124",260.00,225.00,0.00,30.00,0.00,0.00,35.00,0.00,0.00,0.00,260.00,30.00,70.00,50.00,80.00,35.00,820.00,3.20
"59150125",165.00,115.00,0.00,55.00,0.00,0.00,55.00,0.00,0.00,0.00,160.00,20.00,55.00,25.00,45.00,20.00,495.00,3.00
"59150126",230.00,190.00,0.00,40.00,0.00,0.00,40.00,0.00,0.00,0.00,230.00,20.00,70.00,40.00,70.00,30.00,725.00,3.10
"59150127",280.00,245.00,0.00,35.00,0.00,0.00,35.00,0.00,0.00,0.00,280.00,35.00,85.00,60.00,75.00,30.00,835.00,3.00
"59150129",165.00,140.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,160.00,10.00,50.00,30.00,40.00,30.00,510.00,3.20
"59150130",255.00,170.00,0.00,90.00,0.00,0.00,50.00,40.00,0.00,0.00,255.00,35.00,80.00,60.00,55.00,20.00,725.00,2.80
"59150131",190.00,140.00,0.00,55.00,0.00,0.00,50.00,0.00,0.00,0.00,190.00,25.00,75.00,25.00,35.00,25.00,550.00,2.90
"59150132",275.00,245.00,0.00,40.00,0.00,0.00,35.00,0.00,0.00,0.00,280.00,35.00,115.00,45.00,55.00,30.00,775.00,2.80
"59150133",155.00,115.00,0.00,45.00,0.00,0.00,40.00,0.00,0.00,0.00,155.00,25.00,55.00,35.00,35.00,10.00,410.00,2.60
"59150134",170.00,140.00,0.00,25.00,0.00,0.00,30.00,5.00,0.00,0.00,170.00,20.00,55.00,30.00,40.00,15.00,490.00,2.90
"59150135",215.00,135.00,0.00,80.00,0.00,10.00,60.00,10.00,0.00,0.00,215.00,45.00,60.00,35.00,55.00,20.00,605.00,2.80
"59150136",155.00,80.00,0.00,80.00,0.00,0.00,75.00,0.00,0.00,0.00,155.00,30.00,35.00,30.00,35.00,25.00,480.00,3.10
"59150137",210.00,40.00,0.00,170.00,0.00,5.00,60.00,100.00,0.00,0.00,205.00,75.00,85.00,20.00,20.00,10.00,430.00,2.00
"59150140",240.00,35.00,0.00,195.00,0.00,5.00,65.00,130.00,0.00,0.00,235.00,90.00,60.00,40.00,25.00,15.00,525.00,2.20
"59150141",685.00,25.00,185.00,470.00,15.00,15.00,45.00,400.00,0.00,0.00,685.00,285.00,230.00,110.00,45.00,10.00,1325.00,1.90
"59150142",205.00,80.00,0.00,125.00,15.00,0.00,95.00,10.00,0.00,0.00,200.00,35.00,65.00,55.00,35.00,15.00,560.00,2.80
"59150143",190.00,55.00,0.00,130.00,25.00,0.00,95.00,15.00,5.00,0.00,190.00,40.00,60.00,40.00,35.00,10.00,495.00,2.60
"59150145",275.00,145.00,0.00,130.00,0.00,0.00,115.00,15.00,0.00,0.00,275.00,45.00,75.00,65.00,65.00,30.00,795.00,2.90
"59150146",170.00,140.00,0.00,30.00,0.00,0.00,30.00,0.00,0.00,0.00,165.00,15.00,45.00,45.00,45.00,25.00,540.00,3.30
"59150147",145.00,110.00,0.00,35.00,0.00,0.00,35.00,0.00,0.00,0.00,140.00,20.00,40.00,30.00,35.00,15.00,420.00,2.90
"59150148",175.00,65.00,0.00,110.00,0.00,0.00,50.00,60.00,0.00,0.00,175.00,55.00,40.00,20.00,35.00,15.00,445.00,2.60
"59150152",195.00,10.00,0.00,180.00,5.00,0.00,10.00,170.00,0.00,0.00,195.00,70.00,60.00,40.00,15.00,5.00,420.00,2.20
"59150153",295.00,115.00,0.00,185.00,25.00,15.00,65.00,80.00,0.00,0.00,290.00,105.00,65.00,40.00,60.00,25.00,735.00,2.50
"59150157",140.00,100.00,0.00,40.00,0.00,0.00,40.00,0.00,0.00,0.00,140.00,15.00,40.00,20.00,35.00,25.00,435.00,3.10
"59150158",185.00,125.00,0.00,55.00,0.00,0.00,55.00,0.00,0.00,0.00,180.00,25.00,60.00,35.00,50.00,20.00,545.00,2.90
"59150159",230.00,145.00,0.00,90.00,0.00,0.00,85.00,0.00,0.00,0.00,230.00,30.00,75.00,50.00,50.00,30.00,685.00,3.00
"59150160",225.00,140.00,0.00,85.00,0.00,0.00,80.00,5.00,0.00,0.00,225.00,20.00,60.00,40.00,75.00,25.00,705.00,3.20
"59150161",220.00,140.00,0.00,80.00,0.00,0.00,80.00,0.00,0.00,0.00,220.00,30.00,65.00,50.00,45.00,30.00,650.00,3.00
"59150162",150.00,90.00,0.00,60.00,0.00,0.00,60.00,0.00,0.00,0.00,150.00,20.00,55.00,20.00,35.00,15.00,420.00,2.80
"59150163",200.00,105.00,0.00,95.00,0.00,0.00,95.00,0.00,0.00,0.00,200.00,25.00,55.00,35.00,55.00,30.00,620.00,3.10
"59150164",195.00,110.00,0.00,85.00,0.00,0.00,85.00,0.00,0.00,0.00,195.00,35.00,50.00,30.00,60.00,20.00,565.00,2.90
"59150165",175.00,115.00,0.00,55.00,0.00,0.00,55.00,0.00,0.00,0.00,170.00,25.00,45.00,35.00,45.00,20.00,520.00,3.10
"59150166",95.00,80.00,0.00,10.00,0.00,0.00,15.00,0.00,0.00,0.00,90.00,5.00,35.00,20.00,25.00,10.00,280.00,2.90
"59150167",150.00,65.00,0.00,85.00,0.00,75.00,15.00,0.00,0.00,0.00,155.00,20.00,35.00,35.00,45.00,20.00,475.00,3.20
"59150174",140.00,100.00,0.00,40.00,0.00,0.00,40.00,0.00,0.00,0.00,140.00,20.00,45.00,25.00,45.00,10.00,410.00,3.00
"59150175",145.00,105.00,0.00,40.00,0.00,0.00,35.00,0.00,0.00,0.00,145.00,15.00,55.00,35.00,30.00,10.00,400.00,2.70
"59150176",195.00,15.00,0.00,180.00,0.00,180.00,0.00,0.00,0.00,0.00,190.00,15.00,50.00,45.00,60.00,20.00,610.00,3.20
"59150177",130.00,35.00,0.00,90.00,0.00,25.00,15.00,50.00,0.00,0.00,130.00,40.00,40.00,15.00,25.00,10.00,325.00,2.60
"59150178",250.00,120.00,0.00,135.00,35.00,35.00,60.00,5.00,0.00,0.00,255.00,50.00,70.00,45.00,65.00,25.00,730.00,2.90
"59150179",140.00,90.00,0.00,50.00,0.00,0.00,50.00,0.00,0.00,0.00,140.00,15.00,50.00,30.00,35.00,15.00,425.00,2.90
"59150180",180.00,120.00,0.00,65.00,0.00,0.00,65.00,0.00,0.00,0.00,180.00,35.00,50.00,30.00,50.00,20.00,535.00,2.90
"59150181",185.00,75.00,0.00,110.00,5.00,5.00,105.00,0.00,0.00,0.00,190.00,45.00,60.00,35.00,40.00,15.00,480.00,2.50
"59150182",270.00,150.00,0.00,120.00,5.00,0.00,125.00,0.00,0.00,0.00,270.00,40.00,80.00,60.00,55.00,35.00,775.00,2.90
"59150183",290.00,65.00,35.00,195.00,25.00,35.00,100.00,35.00,0.00,0.00,290.00,80.00,60.00,50.00,80.00,15.00,765.00,2.70
"59150184",255.00,0.00,0.00,250.00,0.00,0.00,5.00,250.00,0.00,0.00,250.00,110.00,70.00,40.00,20.00,10.00,490.00,1.90
"59150185",350.00,25.00,0.00,325.00,75.00,75.00,20.00,155.00,0.00,0.00,350.00,125.00,120.00,60.00,35.00,10.00,740.00,2.10
"59150186",380.00,0.00,80.00,295.00,0.00,0.00,0.00,295.00,0.00,0.00,380.00,205.00,115.00,35.00,15.00,0.00,635.00,1.70
"59150187",620.00,0.00,430.00,190.00,0.00,0.00,0.00,185.00,0.00,0.00,620.00,340.00,195.00,60.00,25.00,5.00,1010.00,1.60
"59150188",290.00,0.00,275.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,290.00,160.00,85.00,25.00,15.00,0.00,475.00,1.60
"59150189",330.00,0.00,330.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,335.00,185.00,100.00,35.00,15.00,5.00,565.00,1.70
"59150190",355.00,0.00,50.00,310.00,0.00,5.00,0.00,300.00,0.00,0.00,360.00,170.00,135.00,35.00,10.00,5.00,615.00,1.70
"59150191",370.00,0.00,85.00,290.00,0.00,5.00,0.00,280.00,0.00,5.00,370.00,190.00,120.00,40.00,15.00,5.00,630.00,1.70
"59150192",585.00,0.00,85.00,490.00,5.00,5.00,0.00,480.00,0.00,0.00,580.00,285.00,210.00,55.00,25.00,10.00,1000.00,1.70
"59150193",355.00,0.00,75.00,280.00,5.00,0.00,0.00,275.00,0.00,0.00,355.00,205.00,125.00,15.00,0.00,0.00,525.00,1.50
"59150194",350.00,0.00,45.00,305.00,0.00,5.00,0.00,305.00,0.00,0.00,350.00,215.00,95.00,30.00,10.00,5.00,540.00,1.60
"59150195",305.00,10.00,0.00,300.00,50.00,135.00,10.00,95.00,5.00,0.00,305.00,90.00,110.00,50.00,40.00,10.00,675.00,2.20
"59150196",230.00,5.00,0.00,225.00,30.00,150.00,35.00,10.00,0.00,0.00,230.00,55.00,85.00,45.00,35.00,5.00,545.00,2.40
"59150197",385.00,0.00,175.00,215.00,0.00,0.00,0.00,215.00,0.00,0.00,390.00,205.00,135.00,25.00,15.00,5.00,630.00,1.60
"59150198",360.00,0.00,0.00,360.00,15.00,10.00,0.00,335.00,0.00,0.00,360.00,170.00,125.00,40.00,20.00,10.00,650.00,1.80
"59150199",325.00,0.00,0.00,325.00,0.00,0.00,0.00,320.00,0.00,0.00,325.00,195.00,95.00,30.00,10.00,5.00,525.00,1.60
"59150200",260.00,65.00,0.00,200.00,0.00,25.00,60.00,105.00,0.00,0.00,265.00,95.00,75.00,40.00,35.00,20.00,600.00,2.30
"59150201",255.00,10.00,5.00,245.00,80.00,5.00,15.00,145.00,0.00,0.00,255.00,70.00,80.00,50.00,40.00,15.00,635.00,2.50
"59150202",260.00,90.00,0.00,175.00,25.00,0.00,65.00,75.00,5.00,0.00,260.00,55.00,80.00,45.00,55.00,35.00,755.00,2.90
"59150203",240.00,70.00,0.00,165.00,20.00,0.00,115.00,35.00,5.00,0.00,240.00,55.00,75.00,60.00,40.00,15.00,605.00,2.50
"59150204",310.00,55.00,0.00,255.00,80.00,80.00,40.00,50.00,0.00,0.00,310.00,65.00,115.00,65.00,50.00,10.00,765.00,2.50
"59150205",195.00,95.00,0.00,105.00,0.00,0.00,95.00,5.00,0.00,0.00,200.00,25.00,65.00,45.00,50.00,25.00,590.00,2.90
"59150206",205.00,110.00,0.00,95.00,5.00,0.00,85.00,5.00,0.00,0.00,205.00,55.00,55.00,30.00,40.00,30.00,585.00,2.80
