"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo"
462,12,18,25,18,25,9,9,25,29,30,32,20,17,38,36,41,35,43,199,263,0,26,0,53,19,40,12,21,0,15,15,10,0,22,14,8,10,8,1,0,9,0,0,0,0,0,0,70,0,0,68,11,21,9
426,17,7,7,17,22,11,7,14,11,17,23,55,50,43,32,42,22,29,178,248,0,23,11,39,18,32,18,28,0,34,1,9,0,7,13,3,2,2,11,0,2,2,0,0,0,7,0,67,0,0,83,0,14,0
425,16,31,33,13,40,12,10,36,22,43,43,28,28,18,11,18,11,12,204,221,0,42,16,56,36,22,17,9,0,47,0,24,14,0,0,17,7,0,9,0,0,3,0,5,0,0,26,6,0,0,66,0,0,3
505,17,23,48,45,20,26,20,20,45,44,47,38,38,25,32,8,5,4,228,277,0,33,0,44,31,30,17,26,4,14,6,13,0,12,5,5,22,0,0,0,0,0,6,0,0,4,19,64,0,0,113,12,24,1
495,12,26,50,47,28,14,11,35,28,57,44,33,19,33,15,10,18,15,243,252,10,60,0,17,15,25,24,7,0,3,7,17,0,6,3,6,8,0,0,0,5,0,7,0,0,0,0,40,13,0,189,9,24,0
466,20,21,28,42,35,14,17,18,34,28,32,41,50,32,23,18,8,5,230,236,0,48,14,33,53,21,9,14,0,26,14,6,0,2,0,17,12,0,19,0,0,17,0,0,0,17,0,64,0,0,63,0,17,0
591,13,12,30,41,35,9,17,13,14,48,47,22,28,30,22,24,58,128,228,363,0,90,12,58,35,36,51,19,11,23,0,44,0,14,3,17,7,0,10,0,0,0,0,0,0,0,0,65,19,0,59,0,0,18
577,19,32,55,36,31,27,18,17,25,59,66,45,59,22,25,18,14,9,258,319,0,79,12,47,37,35,0,28,21,6,0,6,0,2,6,0,19,0,14,0,0,18,0,0,0,0,7,55,0,0,156,0,29,0
555,20,29,38,29,26,25,24,16,38,32,44,64,53,26,44,30,17,0,256,299,3,43,0,51,17,19,13,5,0,30,12,8,5,16,0,0,0,0,13,0,0,5,0,0,0,12,0,85,9,0,189,0,20,0
552,10,16,33,47,41,14,13,15,23,37,63,71,44,24,42,17,28,14,277,275,0,43,2,87,30,40,8,27,9,13,8,13,7,2,10,4,11,0,15,0,11,8,0,0,0,7,10,95,0,0,60,23,9,0
535,14,17,23,27,16,8,10,32,24,33,47,53,36,43,39,32,36,45,225,310,1,35,0,83,24,67,4,10,6,27,3,25,0,6,6,11,5,0,7,0,0,6,0,0,0,0,0,93,18,6,40,12,38,2
1183,21,26,42,62,49,46,43,27,35,53,75,76,93,75,68,102,96,194,465,718,11,100,11,112,58,81,16,13,10,37,7,29,11,28,7,25,29,0,17,10,12,0,11,0,12,41,14,266,38,0,85,7,85,0
1045,29,34,32,44,49,43,68,70,65,86,59,87,90,62,54,80,40,53,500,545,0,63,0,72,37,46,3,6,9,22,19,31,9,10,6,6,20,20,23,0,0,0,0,0,0,0,0,526,62,0,8,16,27,4
438,18,18,29,8,29,30,33,16,14,35,36,41,40,30,19,17,15,10,208,230,0,31,11,19,21,19,16,21,9,14,4,10,7,10,0,0,10,0,11,6,3,0,0,0,0,16,0,107,22,0,27,29,15,0
391,23,28,26,27,22,10,14,28,31,24,34,40,20,28,11,21,4,0,177,214,42,67,5,37,23,56,16,13,3,13,7,5,0,0,0,6,3,4,4,0,0,1,0,0,0,0,18,26,10,0,10,12,8,2
426,28,15,23,16,18,34,21,39,30,47,34,35,17,21,16,18,10,4,239,187,0,51,0,23,3,25,10,0,6,20,0,5,0,0,11,36,0,0,0,0,0,0,7,0,0,0,0,122,21,0,23,63,0,0
576,25,51,16,17,28,37,62,29,47,65,20,27,42,33,19,14,22,22,263,313,0,45,17,64,26,29,16,12,19,15,6,10,0,7,2,6,2,0,15,0,4,3,5,2,9,0,0,92,42,35,60,6,27,0
435,20,30,31,31,29,10,12,22,41,31,38,19,32,35,31,14,6,3,243,192,15,45,0,50,39,52,8,13,13,18,4,21,13,20,0,6,30,5,11,0,0,4,4,0,6,0,19,8,26,0,5,0,0,0
471,20,26,21,23,19,21,24,25,19,25,51,49,38,40,26,16,11,17,221,250,17,76,0,70,23,34,0,9,17,28,13,15,15,28,0,4,8,0,12,2,4,0,7,3,3,14,0,15,0,5,38,0,11,0
1025,35,63,55,61,39,79,84,101,67,88,70,64,68,51,36,26,16,22,510,515,20,100,12,97,52,87,21,22,21,54,6,40,6,13,25,13,24,10,14,4,2,4,4,0,0,28,20,127,17,0,49,20,96,17
1007,66,60,63,48,46,53,94,65,115,90,78,69,57,45,22,10,14,12,508,499,21,131,15,86,69,56,9,23,8,24,8,30,7,0,8,14,12,7,9,4,27,0,1,0,0,20,9,173,12,10,75,59,80,0
745,52,64,46,56,77,23,33,53,48,57,75,70,26,32,15,9,3,6,352,393,37,118,27,85,50,56,7,26,10,37,16,28,8,14,7,10,29,8,24,0,0,4,0,0,0,21,27,27,10,0,6,14,38,1
405,23,29,9,24,14,26,11,23,33,37,30,31,25,33,17,16,19,5,214,191,7,79,0,30,22,35,19,18,6,36,0,16,10,0,0,0,0,1,5,0,7,5,0,0,9,0,24,7,31,0,20,0,15,3
525,35,43,28,33,18,28,28,32,40,42,35,35,39,38,18,19,8,6,261,264,49,82,0,53,30,28,3,13,8,33,0,4,7,0,2,10,0,0,19,6,17,0,8,0,0,19,0,71,3,0,24,13,13,10
410,32,22,27,20,17,16,24,24,36,18,42,37,18,25,17,12,8,15,205,205,10,58,7,41,14,20,5,27,16,0,0,6,0,2,4,0,3,0,10,0,7,2,0,0,0,15,0,93,25,0,9,31,0,5
646,43,40,47,34,52,30,44,28,68,73,43,50,34,23,14,12,4,7,322,324,10,63,9,50,26,21,0,35,10,36,15,10,0,13,0,0,0,0,19,10,31,36,0,0,0,0,22,83,17,0,32,78,20,0
575,20,30,39,27,41,29,38,31,38,48,66,61,35,34,25,11,1,1,307,268,10,69,13,52,27,40,8,17,11,26,2,27,0,9,0,5,3,3,12,0,6,5,1,0,0,18,0,29,12,0,103,45,17,5
321,9,24,27,23,21,17,15,30,26,23,34,32,13,8,10,3,6,0,143,178,6,50,8,35,10,15,0,8,5,11,0,19,6,17,6,17,0,10,15,0,7,0,0,0,0,7,0,20,0,0,26,9,6,8
636,37,26,46,41,20,52,42,47,69,50,65,32,28,17,28,14,6,16,299,337,16,82,0,68,21,27,12,27,7,47,9,22,0,19,10,26,11,0,19,7,25,6,1,0,9,34,27,49,5,0,28,0,20,2
755,54,32,23,29,21,37,50,78,37,63,74,73,47,55,32,22,17,11,344,411,19,52,12,79,28,53,11,50,12,53,0,11,17,4,16,0,46,6,31,0,24,6,0,6,4,0,5,77,12,16,8,69,19,9
535,29,22,24,36,17,35,38,52,35,52,33,34,22,42,23,20,10,11,242,293,20,102,0,49,33,28,10,2,7,31,3,27,4,12,5,12,2,4,0,0,6,7,0,16,0,10,0,31,12,0,27,63,12,0
946,36,12,19,28,26,79,89,66,55,60,54,36,56,44,62,51,58,115,412,534,18,147,0,109,38,83,9,21,33,39,0,27,6,11,17,20,24,12,12,9,16,13,0,0,9,16,9,169,16,0,12,13,19,19
885,29,6,17,20,32,75,90,70,68,47,66,63,63,55,67,36,50,31,408,477,24,65,9,64,49,39,14,33,18,28,6,25,0,8,15,20,14,0,30,5,8,29,10,0,10,21,5,230,16,5,38,11,33,3
720,17,28,9,27,55,77,54,44,32,71,63,64,39,48,20,27,16,29,327,393,28,124,12,72,40,44,8,45,11,33,18,28,13,4,0,11,7,9,13,4,8,0,9,0,0,27,0,41,11,0,18,51,23,8
520,21,19,14,30,43,55,61,53,26,51,35,45,24,24,6,11,2,0,274,246,18,87,4,32,19,23,12,25,4,37,4,23,0,7,0,2,9,0,8,0,0,5,0,4,3,13,0,46,5,11,0,108,11,0
510,19,34,17,36,33,45,30,55,58,32,47,46,21,19,5,2,4,7,221,289,12,25,14,46,22,22,8,6,6,28,0,18,0,4,12,5,14,3,7,3,0,0,0,0,12,10,27,60,7,0,0,135,0,4
600,28,65,33,46,35,29,34,44,74,55,38,45,30,20,12,10,0,2,308,292,17,82,0,63,27,63,27,5,11,15,12,6,0,7,9,14,18,0,12,0,7,0,5,0,5,6,20,76,0,3,30,48,0,12
581,30,48,30,23,46,33,40,45,38,48,46,30,35,33,25,15,8,8,287,294,35,82,5,59,28,40,26,22,7,27,0,43,8,0,7,7,9,0,40,0,0,9,0,0,0,0,11,28,22,0,14,36,16,0
665,21,23,27,16,30,57,61,50,66,44,59,56,54,31,33,9,12,16,304,361,16,118,0,31,35,28,18,31,10,38,14,23,0,15,10,10,15,0,10,0,8,0,0,0,5,16,9,90,30,0,11,47,26,1
471,20,9,16,10,32,47,51,32,19,19,47,47,35,34,23,14,10,6,226,245,0,31,5,44,17,27,8,10,3,17,6,26,0,12,0,9,0,0,11,0,13,10,0,0,0,4,0,111,62,0,9,26,6,4
635,27,25,37,31,50,36,50,37,33,58,42,50,46,49,14,18,26,6,309,326,15,71,0,54,11,32,23,21,9,34,5,20,0,8,0,4,4,0,5,0,13,4,3,0,0,41,10,131,26,37,0,13,30,11
690,36,18,31,52,50,42,45,44,43,39,54,62,53,59,29,15,8,10,330,360,20,94,13,70,55,57,10,32,35,32,0,7,0,13,4,12,13,9,12,0,0,0,6,0,0,16,19,86,0,0,6,37,25,7
481,32,32,33,24,20,16,27,29,36,57,48,46,17,17,9,28,8,2,256,225,15,42,40,44,31,27,21,36,16,18,0,21,0,12,17,8,5,3,5,0,12,7,0,0,0,0,0,28,0,0,24,19,30,0
591,20,39,28,29,22,31,42,45,48,57,38,46,41,50,18,17,10,10,286,305,12,49,10,35,24,15,2,28,6,37,0,21,0,27,4,0,7,0,20,5,0,13,6,0,0,9,16,90,45,0,16,82,12,0
712,45,56,34,31,28,53,49,44,52,48,75,60,53,20,27,15,6,16,370,342,39,130,0,58,26,44,14,30,0,39,5,17,0,15,7,0,33,0,29,6,3,0,15,0,0,20,19,44,29,9,39,0,42,0
461,14,33,20,19,31,13,19,42,33,50,32,51,35,17,11,8,7,26,198,263,15,80,9,39,17,37,5,14,10,27,15,6,4,0,0,22,8,0,2,0,8,0,0,4,2,0,13,42,8,0,20,22,32,0
585,25,37,33,50,55,49,32,42,55,45,42,52,20,16,10,6,3,13,308,277,11,47,8,28,20,8,6,25,0,6,8,3,4,16,15,19,3,0,5,4,0,4,21,0,14,11,56,93,9,10,18,45,65,3
620,26,41,37,43,36,31,20,30,29,55,56,63,34,43,20,28,14,14,283,337,6,73,15,69,23,58,25,8,9,58,8,44,2,6,2,10,12,0,26,3,3,0,3,5,0,12,21,35,0,6,27,0,51,0
447,21,23,34,49,43,5,4,18,32,41,56,21,18,25,22,18,13,4,231,216,6,64,5,56,18,43,15,29,10,25,5,13,7,16,3,0,0,0,4,0,0,24,0,0,0,0,0,46,0,0,50,6,2,0
365,20,15,23,39,26,4,10,12,23,32,18,37,20,35,17,12,3,19,193,172,0,32,0,48,32,42,1,17,27,40,0,15,0,6,0,3,6,0,13,0,0,0,16,0,0,0,0,26,19,0,11,0,0,11
670,27,58,42,39,29,27,22,27,61,61,50,66,58,42,28,16,17,0,351,319,0,148,0,64,56,29,12,12,6,28,15,19,0,21,0,5,6,0,25,0,17,17,1,0,0,16,11,78,14,0,52,8,0,10
542,25,42,53,67,27,9,8,18,32,59,53,36,27,20,22,14,10,20,264,278,21,103,0,72,24,65,7,13,7,20,15,28,7,10,0,11,6,19,26,0,0,8,0,0,0,0,0,21,5,8,11,15,20,0
350,17,28,32,37,18,3,10,13,26,49,24,35,14,10,17,14,0,3,173,177,18,19,8,33,33,33,20,7,5,6,3,16,8,0,8,7,0,0,1,2,3,12,0,0,0,0,0,9,30,0,45,0,21,3
880,31,52,83,106,50,22,24,33,64,70,90,56,49,41,42,26,14,27,431,449,0,144,28,107,43,75,16,27,27,56,28,45,6,15,8,10,33,0,10,8,0,9,0,0,0,0,0,28,0,0,89,14,40,14
467,17,29,41,31,34,21,19,16,25,42,41,45,36,23,16,8,15,8,227,240,0,74,14,70,37,29,5,22,6,24,12,8,0,0,15,8,9,0,7,0,0,3,2,0,0,0,21,28,19,0,15,0,39,0
326,5,21,13,22,14,16,8,16,17,44,20,35,24,15,14,24,8,10,146,180,7,40,6,28,7,22,0,6,4,42,9,9,2,6,13,8,12,0,6,0,0,0,0,0,0,0,0,21,0,0,52,0,26,0
590,20,24,59,54,28,24,18,27,27,46,59,52,37,44,32,11,14,14,288,302,17,84,12,81,55,50,18,24,0,14,14,32,12,3,6,14,2,2,9,6,0,5,6,0,14,11,0,13,16,0,28,8,34,0
537,27,55,26,24,29,13,30,42,29,52,38,32,30,39,16,10,19,26,277,260,7,108,7,61,36,45,21,14,10,18,5,13,0,4,0,11,4,0,4,0,0,0,9,0,0,0,16,21,16,11,49,5,42,0
536,23,37,22,22,21,27,46,21,28,58,52,37,34,44,28,14,11,11,250,286,18,77,8,67,28,35,12,28,3,32,8,16,2,5,0,18,0,0,30,0,0,0,0,0,0,38,10,39,39,10,7,3,3,0
731,33,41,62,54,27,18,45,35,49,66,75,55,39,46,22,23,19,22,346,385,0,78,12,98,41,58,22,29,0,44,8,25,0,24,7,11,15,6,12,0,0,0,0,0,0,11,0,15,58,0,103,0,23,31
836,34,47,42,53,49,45,49,41,55,63,87,93,49,48,19,30,12,20,426,410,7,101,9,92,50,49,36,28,25,40,0,39,7,8,15,18,14,3,21,0,12,0,0,0,9,12,19,99,19,0,21,45,26,12
530,36,44,33,31,28,18,23,24,55,40,21,67,33,38,19,6,6,8,281,249,4,84,6,70,37,39,13,25,10,45,15,22,0,20,11,12,10,9,9,5,5,7,6,14,0,6,13,10,0,4,0,0,13,6
386,32,29,43,9,16,18,9,29,32,32,40,22,23,17,11,10,5,9,185,201,12,84,8,56,32,33,6,12,2,22,8,43,0,0,0,17,5,0,4,0,0,0,0,0,0,0,0,16,8,0,18,0,0,0
453,11,33,22,39,39,21,22,19,30,43,45,39,32,14,13,11,9,11,215,238,0,67,21,55,25,43,28,18,12,18,10,29,6,13,0,16,0,0,7,4,0,5,2,0,0,6,0,0,23,0,36,0,9,0
485,28,28,50,33,27,3,9,22,31,56,68,35,33,16,7,12,14,13,232,253,0,65,0,79,26,46,6,13,10,15,0,29,0,2,0,9,11,0,12,10,0,0,11,0,0,0,0,27,35,0,17,11,50,1
651,17,39,63,48,45,23,28,38,55,40,58,36,30,52,23,29,11,16,333,318,0,79,7,71,25,46,14,37,0,43,18,23,6,14,5,24,0,2,0,5,4,7,0,0,5,9,16,27,12,0,106,8,36,2
691,19,36,33,54,31,31,10,20,25,42,65,45,60,61,39,45,40,35,324,367,19,56,0,78,38,54,16,34,34,34,8,24,0,11,0,4,14,10,16,0,11,1,0,0,7,15,0,82,13,9,15,12,70,6
660,30,35,59,57,40,24,10,24,46,70,66,49,40,39,22,26,3,20,328,332,0,142,12,83,39,42,32,21,0,30,7,30,5,10,14,11,3,0,13,18,0,0,1,0,0,18,0,20,20,0,28,0,52,9
561,31,49,56,52,20,9,19,16,32,47,44,32,29,31,30,25,22,17,268,293,8,116,9,66,35,59,21,7,18,43,2,38,0,10,10,7,0,0,10,0,0,6,0,0,0,0,0,14,0,0,66,0,15,1
525,21,39,41,41,31,17,25,32,44,47,31,40,35,22,22,17,8,12,247,278,19,59,2,26,39,32,5,23,20,24,5,27,11,3,0,15,6,0,13,0,0,0,0,0,0,0,0,65,11,18,66,0,26,10
831,41,56,64,64,27,18,30,52,74,97,102,61,43,33,39,14,12,4,392,439,10,81,27,81,39,80,7,26,39,32,0,20,0,8,5,9,1,0,10,0,2,0,10,0,0,0,11,180,42,20,56,8,26,1
825,33,58,94,71,42,28,18,40,52,98,73,61,43,25,31,15,27,16,423,402,0,142,10,87,43,39,15,16,33,51,16,12,0,14,18,25,0,6,9,0,0,16,0,0,0,11,20,32,16,0,148,10,26,10
491,23,31,32,45,33,21,15,27,41,28,55,28,44,11,8,16,22,11,231,260,0,71,5,58,24,40,7,13,22,34,11,14,0,21,0,7,7,0,14,0,0,5,0,0,0,0,11,83,0,0,35,0,9,0
725,19,53,66,58,46,29,13,19,63,78,71,55,51,31,28,18,13,14,384,341,16,140,8,70,34,63,33,6,16,29,8,24,0,0,10,11,7,0,10,0,17,0,0,5,15,0,13,78,25,12,67,8,0,0
835,28,26,66,49,54,41,20,40,49,72,89,84,52,54,50,25,14,22,403,432,9,108,10,75,54,46,4,6,22,55,5,32,0,7,0,25,9,4,15,8,0,12,1,0,0,0,0,74,28,19,154,10,43,0
510,15,31,39,60,56,14,11,14,24,39,58,46,29,20,22,14,8,10,247,263,10,64,10,51,18,43,12,33,3,19,4,13,0,0,7,21,9,9,14,0,10,4,11,0,0,16,0,62,0,0,24,8,20,15
728,22,30,46,62,45,28,27,27,44,77,48,67,87,35,38,18,18,9,383,345,14,122,22,67,47,56,24,41,0,41,28,30,5,2,7,20,6,0,10,0,0,0,0,0,0,14,8,101,18,0,34,0,11,0
555,22,28,29,35,39,32,19,15,21,30,47,55,40,29,34,31,27,22,298,257,0,49,10,67,21,35,3,17,21,33,0,6,10,9,10,17,5,0,5,0,0,3,6,0,0,4,15,131,0,0,15,14,34,15
775,20,28,32,65,40,35,31,38,42,50,61,63,56,56,65,45,27,21,416,359,11,73,6,84,49,31,9,60,29,49,7,28,4,15,15,22,7,0,18,8,13,0,4,0,0,48,18,84,15,0,22,0,39,7
416,11,28,28,19,23,17,17,17,18,38,48,34,25,35,28,15,9,6,195,221,7,58,0,65,16,36,10,18,0,28,0,17,7,0,8,8,13,0,22,14,0,0,1,0,0,0,0,52,8,0,3,11,12,2
