"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo"
495,20,30,38,51,30,13,9,20,40,40,45,40,25,25,30,15,10,14,235,260,0,90,0,55,12,18,15,1,5,28,0,5,1,6,6,8,1,1,16,1,2,7,8,0,0,3,3,24,43,9,85,24,18,0
410,20,33,46,30,10,12,14,20,35,51,25,40,25,20,10,5,6,8,190,220,1,56,1,41,9,18,10,0,1,19,2,7,2,4,1,14,8,3,15,0,5,2,0,0,0,16,2,19,36,8,63,28,18,1
300,10,20,18,24,15,15,5,10,19,20,30,34,25,20,15,14,5,1,145,155,2,42,2,49,6,25,4,4,0,14,0,8,6,6,2,6,1,0,3,0,0,1,1,1,0,16,8,11,14,4,39,7,18,0
540,10,29,27,40,33,10,7,15,15,44,63,49,34,54,49,29,15,17,255,285,17,77,5,71,16,44,7,19,16,31,0,9,0,14,2,14,20,10,18,8,2,9,1,0,0,3,0,29,16,4,38,11,20,9
595,20,46,55,35,31,7,10,20,51,66,46,31,46,36,46,25,15,9,285,310,10,61,2,96,15,26,16,1,20,33,1,20,6,6,13,13,6,0,38,6,1,9,7,0,0,1,25,9,39,10,64,21,10,10
390,21,25,26,31,21,15,3,21,26,47,42,30,26,10,16,21,5,4,190,200,7,59,0,29,6,16,6,6,5,18,2,5,0,5,3,5,2,1,3,2,0,1,1,0,0,2,13,17,30,3,123,9,9,2
290,10,20,20,25,29,10,5,10,15,20,25,29,20,20,15,10,5,2,145,145,9,36,0,57,10,23,7,4,0,32,0,8,0,11,5,8,14,0,18,0,0,0,0,0,0,1,2,2,4,1,23,9,4,2
295,20,25,30,32,15,5,5,10,25,30,20,15,15,20,10,10,5,3,150,145,0,26,1,40,13,15,4,4,2,17,2,4,1,7,0,1,5,4,10,1,5,1,1,0,2,18,18,15,11,2,43,6,12,4
550,15,39,45,52,39,20,15,15,50,45,50,45,35,30,25,15,10,5,282,268,9,82,0,58,15,21,8,9,3,30,0,13,1,8,7,5,5,1,5,8,3,7,1,0,2,5,4,14,45,9,112,23,35,2
340,14,14,19,23,23,5,9,14,14,19,28,28,33,23,28,23,9,14,168,172,7,48,0,67,21,32,10,6,5,19,4,9,0,12,9,0,8,0,9,2,0,1,0,0,0,1,7,1,8,3,30,9,12,0
610,24,34,29,48,38,14,14,19,34,43,34,62,58,53,38,29,14,25,300,310,16,77,1,68,26,39,3,13,13,39,9,19,0,22,16,17,4,8,19,3,1,1,5,0,0,4,20,31,30,7,75,10,12,2
570,10,5,10,5,15,11,6,11,10,15,18,40,45,74,64,79,69,83,235,335,7,66,4,126,31,75,18,14,13,39,12,27,9,2,9,3,6,4,8,4,3,3,1,0,0,0,6,16,16,6,30,2,9,1
440,15,15,15,25,30,10,15,15,15,25,25,30,35,30,35,40,35,30,180,260,0,46,0,49,21,35,8,11,6,23,1,14,5,16,0,14,1,1,7,1,0,7,3,0,0,8,5,34,27,8,60,7,20,2
425,15,31,31,31,26,15,15,20,26,31,31,31,31,36,15,15,15,10,212,213,0,24,0,50,14,14,9,6,6,19,0,8,3,7,3,10,5,0,4,1,2,6,0,1,2,1,13,32,37,9,84,27,26,2
510,15,20,35,46,31,15,10,20,21,46,41,46,36,31,36,20,10,31,242,268,3,39,1,66,21,23,12,13,3,19,1,13,2,5,3,6,9,4,23,2,1,5,2,0,3,2,0,61,37,8,77,18,20,8
680,15,34,54,59,44,30,25,20,39,54,54,54,49,39,39,30,20,21,333,347,14,66,2,38,17,28,4,8,15,36,5,5,3,9,13,8,8,0,15,4,6,4,3,0,0,17,13,66,59,14,134,30,34,2
400,15,25,31,40,25,10,15,10,25,40,35,30,30,20,20,9,5,15,202,198,0,33,0,40,13,15,9,11,4,24,4,6,0,1,6,13,12,5,25,0,0,5,0,0,1,3,3,31,31,10,57,20,16,2
475,28,46,44,28,29,10,6,34,39,44,34,29,28,24,20,10,10,12,227,248,8,45,0,53,25,22,8,10,2,23,1,4,0,11,5,16,16,0,30,0,0,7,2,1,0,2,23,15,40,6,61,25,13,1
435,19,24,47,43,14,6,10,10,33,53,38,33,19,24,19,19,10,14,203,232,3,42,0,47,10,23,8,9,5,19,2,6,2,8,2,12,11,1,24,1,6,10,0,0,0,5,17,5,40,13,72,15,17,0
885,25,39,49,74,39,39,30,44,79,74,93,74,64,49,54,30,20,9,435,450,9,85,5,46,27,28,7,24,10,17,0,10,3,6,3,18,5,0,12,1,4,4,3,1,0,9,3,112,77,13,262,34,46,1
575,15,20,35,55,30,20,15,13,25,40,50,40,35,40,35,15,25,67,250,325,15,68,1,56,31,29,14,18,6,6,6,18,2,14,7,18,8,1,1,0,0,1,0,0,0,10,10,45,25,7,130,10,18,0
450,15,30,40,35,30,15,10,25,30,35,45,35,25,30,20,15,5,10,207,243,1,80,1,52,10,22,5,8,3,3,1,9,0,6,0,6,4,1,8,6,0,3,0,0,0,3,1,57,20,5,92,15,26,2
415,15,25,40,40,30,15,10,20,30,35,25,25,30,30,20,15,5,5,200,215,1,56,3,42,23,25,15,8,3,25,2,9,1,8,1,11,3,7,25,0,0,5,4,0,0,4,1,21,28,2,53,12,12,5
380,13,30,38,35,14,9,15,15,15,44,35,30,20,20,20,10,10,7,190,190,3,66,1,43,10,15,6,5,15,15,0,4,0,3,1,1,7,0,17,3,0,3,1,0,0,3,4,30,17,3,76,8,12,8
405,8,5,10,10,10,11,11,9,15,13,19,10,15,30,69,63,55,42,120,285,1,39,0,66,24,50,6,15,15,30,3,8,7,16,0,20,0,2,16,1,1,3,1,0,0,11,8,17,9,2,18,4,12,0
455,15,31,41,56,20,10,20,26,20,46,51,36,36,15,15,10,5,2,217,238,1,43,0,45,25,25,7,9,10,26,3,1,0,9,7,5,21,0,5,3,1,3,0,1,0,4,25,31,20,2,84,20,14,5
385,10,26,31,36,26,5,10,16,26,26,36,31,26,31,16,10,10,13,172,213,9,57,1,37,18,26,9,5,6,24,1,8,0,9,1,12,18,1,0,0,0,13,0,0,0,1,1,55,13,2,34,7,13,4
535,10,15,10,20,15,10,10,15,15,25,45,35,50,54,59,50,45,52,215,320,0,75,0,80,30,42,22,13,7,39,5,23,0,19,12,22,6,1,5,1,7,6,0,0,0,11,8,45,4,0,36,1,5,10
490,10,10,30,35,15,20,20,25,35,51,35,40,35,35,40,25,10,19,240,250,9,35,0,47,16,28,10,10,5,15,4,4,0,12,6,4,6,6,8,1,6,4,1,0,0,18,0,58,27,2,84,25,37,2
605,10,10,15,25,20,25,20,20,30,25,40,35,45,50,60,74,45,56,245,360,0,81,0,67,45,67,5,20,6,28,6,14,8,6,2,13,5,1,12,6,9,6,0,0,2,8,8,69,24,3,33,28,20,3
460,10,15,20,20,20,15,10,25,25,35,30,20,20,35,40,40,35,45,205,255,0,38,0,56,16,38,16,16,5,11,4,16,1,13,12,9,6,6,6,0,3,1,0,0,0,1,2,67,26,4,55,11,18,3
425,10,10,5,20,20,10,10,11,15,20,30,40,35,46,35,46,30,32,167,258,0,22,1,43,15,28,11,14,5,36,3,11,3,4,11,4,3,5,8,3,3,5,1,0,0,9,3,57,19,5,65,8,20,0
425,19,29,34,24,39,14,10,24,24,34,34,43,24,19,14,14,10,16,208,217,5,40,0,52,19,22,11,8,4,21,1,9,6,4,1,9,6,1,6,0,2,6,1,0,0,4,20,9,32,6,71,24,23,2
505,19,20,54,54,20,25,15,15,34,49,54,34,34,34,29,5,6,4,232,273,2,31,0,50,16,22,16,6,7,15,2,11,0,12,4,4,16,0,3,1,0,2,7,0,0,9,18,59,37,7,114,12,21,1
495,20,26,41,51,20,15,20,26,31,61,41,31,26,31,15,15,15,10,237,258,9,53,1,17,11,11,5,5,1,10,1,9,1,6,3,6,9,1,2,0,2,3,3,0,0,0,4,33,41,5,193,16,32,2
465,20,25,30,40,35,15,15,15,35,35,35,35,45,35,20,15,10,5,213,252,6,42,2,35,11,15,7,6,2,20,0,10,0,4,5,9,10,2,17,0,0,16,0,0,0,8,2,46,49,10,81,18,30,2
590,16,16,25,35,29,30,20,42,29,40,41,38,38,32,26,25,59,49,243,347,2,70,3,45,20,35,15,13,15,27,1,14,2,15,7,18,7,0,10,1,1,6,1,0,0,3,1,74,30,7,105,19,18,5
575,20,30,39,35,40,30,20,17,30,49,59,40,64,25,30,20,20,7,270,305,2,69,1,51,11,18,4,7,14,9,1,11,1,3,6,4,11,1,12,3,0,10,3,0,1,2,5,52,42,13,155,22,30,1
555,15,25,40,29,25,31,21,15,36,40,51,57,41,31,40,29,21,8,257,298,9,38,0,58,14,14,4,7,2,23,4,8,4,12,4,3,5,6,14,1,3,7,0,0,0,9,3,39,51,3,162,24,22,2
550,11,20,34,40,35,15,22,14,30,30,65,60,45,35,39,20,20,15,262,288,6,45,0,73,10,27,9,10,13,18,2,10,5,5,8,5,9,4,12,1,3,6,1,0,1,8,9,44,42,7,108,26,23,0
535,10,20,20,25,15,11,15,35,30,45,45,45,35,39,40,35,35,35,242,293,9,35,1,78,22,37,5,9,5,27,4,14,0,11,7,7,6,1,7,0,0,13,2,0,1,3,2,62,32,7,66,14,46,2
1180,27,38,41,60,55,45,65,50,50,63,70,70,75,80,60,95,105,131,473,707,10,87,6,120,52,90,15,14,9,34,6,37,16,23,7,26,27,2,16,7,10,10,13,0,7,34,19,240,44,10,98,12,79,0
1045,31,30,30,45,49,54,69,70,74,84,74,84,89,72,49,69,35,37,485,560,4,57,1,60,23,43,14,11,12,24,4,18,11,9,9,6,19,8,19,5,2,6,3,1,1,15,11,107,132,22,259,65,62,2
435,15,20,30,11,25,40,29,20,15,35,35,46,35,30,15,15,10,9,210,225,2,26,1,24,8,16,6,8,8,17,1,6,7,10,3,7,8,1,8,8,3,2,2,0,0,15,4,49,31,2,90,35,27,0
390,20,25,20,25,20,10,20,25,35,30,35,49,20,25,10,15,5,1,180,210,22,65,0,34,25,24,16,18,4,23,2,6,0,1,0,6,5,4,4,0,0,4,0,0,0,2,14,30,12,7,32,13,10,7
425,24,19,24,19,19,39,24,29,34,43,39,29,29,24,10,10,5,5,220,205,0,54,0,27,5,22,12,1,7,19,0,9,0,0,7,19,1,0,1,0,0,1,6,0,0,3,2,89,22,8,39,63,8,0
575,24,39,14,29,24,34,53,34,43,53,24,34,43,39,24,24,19,21,265,310,0,45,7,48,21,32,11,11,21,23,6,11,1,12,4,8,5,1,14,0,5,5,6,3,0,2,1,84,38,24,81,14,31,0
435,20,23,30,30,25,20,15,20,35,35,45,30,35,20,20,15,10,7,225,210,16,53,0,50,33,28,7,14,10,25,6,9,9,16,0,6,28,4,16,1,0,5,5,0,1,1,16,8,21,0,37,5,5,0
470,15,25,20,25,20,15,20,25,30,20,40,51,45,45,30,15,15,14,230,240,15,70,0,67,21,33,0,8,9,24,1,13,13,22,2,5,5,0,16,4,3,1,8,0,1,14,2,14,23,7,44,7,17,1
1025,50,60,60,60,40,90,100,90,70,74,65,65,50,55,35,21,20,20,495,530,17,111,0,97,23,24,8,12,14,38,2,15,4,12,15,15,21,8,11,4,3,7,5,2,1,23,18,59,89,25,194,48,87,13
1005,52,65,65,50,50,55,80,65,106,85,80,85,60,35,27,17,14,14,500,505,20,126,2,83,19,26,11,16,11,26,5,17,6,8,9,14,11,7,11,8,7,6,1,0,3,20,11,78,92,15,206,58,69,3
745,42,64,49,67,61,29,34,54,49,59,74,74,29,25,10,10,7,8,335,410,13,142,1,74,14,30,6,11,9,31,4,9,4,17,5,8,16,4,16,0,0,6,1,1,0,24,25,25,52,14,111,38,33,1
405,19,29,14,29,14,19,14,19,39,34,29,24,34,39,14,14,14,7,202,203,6,63,0,43,12,19,4,8,4,22,0,9,5,3,1,3,3,3,6,0,3,4,1,1,4,4,9,13,30,5,78,18,19,2
525,30,35,25,30,25,30,25,35,45,40,45,40,40,30,15,15,10,10,255,270,5,80,1,51,7,26,4,9,8,20,1,7,5,0,4,4,4,1,19,5,3,2,2,0,0,9,3,54,52,6,94,20,13,6
410,30,20,25,25,20,20,20,30,35,20,40,40,15,20,15,10,10,15,197,213,8,55,2,45,10,13,6,12,12,2,1,4,1,3,4,1,3,1,10,2,2,6,1,0,0,12,3,34,30,6,67,28,20,6
645,43,46,45,30,50,25,40,30,75,75,45,45,35,20,15,10,8,8,312,333,14,61,0,56,16,20,4,8,9,18,3,7,2,8,3,1,6,3,15,6,3,15,3,0,0,7,17,69,49,9,108,76,27,2
575,17,30,35,30,40,35,35,29,45,55,59,55,35,35,20,10,5,5,293,282,11,54,1,52,10,20,9,6,9,18,5,12,2,11,2,8,7,4,20,4,7,4,2,1,1,12,10,29,51,9,107,47,24,6
320,10,25,16,21,20,15,20,25,30,25,30,30,20,10,10,5,5,3,140,180,8,50,1,32,11,19,1,6,9,12,0,13,3,13,5,14,0,8,13,1,4,0,0,0,0,8,2,29,8,3,24,10,7,6
635,41,31,36,41,20,46,51,51,61,56,56,46,31,20,20,10,5,13,295,340,13,69,0,67,20,33,16,15,5,45,4,11,1,13,10,12,11,0,21,4,8,4,2,0,5,27,30,51,35,10,56,16,20,1
755,49,35,30,25,20,35,50,80,50,60,60,65,55,40,40,25,20,16,340,415,13,56,1,83,25,33,8,17,10,41,2,8,5,10,12,1,24,6,31,1,8,6,2,1,0,4,9,63,57,14,101,66,29,8
535,35,20,20,35,20,30,35,45,35,50,35,35,25,35,30,20,15,15,245,290,19,101,1,41,16,19,6,4,9,32,5,15,4,13,4,11,4,3,4,0,4,8,1,2,0,9,0,31,28,2,65,57,14,3
945,25,22,23,25,25,75,101,56,61,61,61,45,61,45,56,35,61,107,417,528,17,140,0,107,42,72,7,26,22,46,0,29,7,13,13,20,22,9,17,12,9,18,0,0,4,22,11,135,25,4,59,12,15,10
885,30,10,20,15,25,85,85,70,65,45,65,60,65,65,60,45,45,30,415,470,23,62,0,69,42,40,14,22,16,28,5,25,1,8,20,19,16,1,26,5,7,33,9,1,3,19,8,146,51,9,93,20,38,6
720,25,20,10,25,45,74,65,55,40,55,60,70,35,50,25,30,15,21,328,392,14,127,1,72,27,44,14,13,8,29,8,19,4,8,0,5,5,5,14,8,8,2,6,0,0,38,4,47,37,7,80,35,25,6
520,25,20,15,25,39,54,53,58,34,44,39,43,25,25,10,5,5,1,262,258,19,89,1,31,18,21,4,10,5,36,4,12,0,10,3,6,6,0,9,0,1,9,0,2,0,12,2,52,6,6,24,113,8,1
510,20,31,20,31,36,46,36,46,46,41,51,46,20,15,10,5,5,5,220,290,10,26,2,31,15,21,8,7,9,25,0,7,1,6,6,6,13,3,10,7,0,2,0,0,3,15,21,59,20,4,38,112,16,7
600,25,57,29,40,31,30,41,46,67,52,47,41,26,21,21,16,5,5,308,292,11,69,0,64,22,20,14,6,7,17,1,11,0,5,10,15,12,4,14,1,5,4,5,0,3,7,22,68,40,7,68,43,20,5
580,30,45,40,25,40,35,30,40,45,45,50,35,35,30,20,15,10,10,288,292,19,71,0,58,28,19,13,14,5,31,3,7,5,2,7,8,10,1,26,0,0,16,0,0,1,4,9,25,46,8,83,38,23,0
665,20,20,25,25,35,55,55,60,60,40,55,55,50,35,35,15,15,10,290,375,8,82,2,35,15,31,11,8,9,28,3,9,2,13,12,8,16,1,8,0,8,3,0,2,1,20,8,54,71,13,105,45,32,2
470,19,10,15,10,34,48,44,34,24,29,39,48,39,24,19,10,15,9,225,245,2,30,1,36,14,24,9,11,6,15,2,10,1,7,1,7,5,1,13,2,4,9,0,0,2,9,4,50,65,4,80,22,22,2
635,25,30,30,30,40,40,55,45,35,55,40,45,45,50,20,20,20,10,287,348,9,66,2,52,12,24,19,12,12,25,2,13,0,7,3,4,11,3,8,5,2,7,0,0,0,17,9,57,60,28,105,30,25,6
690,40,20,30,39,50,40,50,45,45,50,55,60,50,50,30,11,10,15,335,355,11,89,0,62,16,25,9,12,20,24,2,9,3,10,4,12,10,6,15,3,0,2,3,0,2,12,14,79,29,6,117,50,29,5
480,30,25,35,29,20,20,25,30,45,50,45,45,20,20,10,20,6,5,245,235,8,50,3,43,15,23,15,9,13,22,0,7,0,6,13,5,7,8,8,0,3,10,0,0,1,10,3,27,40,6,72,28,23,2
590,25,40,35,35,25,35,35,55,45,50,45,40,40,35,15,15,10,10,305,285,14,45,1,32,11,16,3,10,10,33,0,4,0,24,6,2,10,0,18,5,0,13,4,0,0,12,16,67,50,4,77,83,20,0
710,45,60,40,30,30,55,40,45,55,55,60,60,50,15,25,20,10,15,355,355,16,134,0,51,20,42,8,16,2,36,6,12,1,12,6,2,27,0,28,7,4,6,2,0,0,18,14,43,43,7,83,17,46,1
460,20,35,30,25,25,15,20,35,30,45,35,45,35,15,15,10,5,20,200,260,10,79,1,45,14,12,7,8,8,22,1,5,3,1,2,11,10,0,4,0,4,0,0,0,0,5,8,40,43,4,64,18,31,0
585,24,39,34,48,49,44,34,39,44,54,44,49,28,15,17,10,5,8,298,287,12,49,3,31,9,12,7,9,5,10,3,5,5,12,15,13,4,2,7,4,1,4,8,0,0,8,9,54,62,12,115,43,51,1
620,30,30,40,50,40,35,30,30,40,55,50,60,30,35,15,20,15,15,288,332,5,77,2,58,11,24,6,8,5,18,2,10,4,8,5,10,11,1,18,4,5,4,4,0,1,12,7,43,65,7,104,31,49,1
445,18,20,34,39,35,11,10,20,30,39,60,30,25,24,20,15,10,5,220,225,8,63,1,50,12,22,11,10,9,23,4,7,2,9,5,1,4,0,6,3,2,13,0,0,0,3,2,39,25,9,71,14,17,0
365,15,15,20,35,25,5,10,10,15,30,35,35,25,30,20,20,5,15,177,188,0,25,0,49,18,29,3,17,11,39,0,14,0,9,1,6,6,1,12,0,0,1,9,1,0,3,1,32,16,2,29,10,11,10
670,30,54,60,45,35,25,15,25,60,60,55,60,50,45,20,14,15,2,340,330,4,141,3,77,16,38,12,10,6,28,4,15,2,11,2,5,10,2,22,1,10,14,1,1,0,15,11,71,26,4,68,13,16,11
540,20,40,55,55,30,15,10,20,30,55,55,45,25,20,25,15,10,15,260,280,20,98,0,72,19,37,11,5,5,16,3,9,4,12,1,13,4,13,23,2,1,6,0,0,1,2,3,22,36,6,47,15,33,1
350,10,31,32,31,21,6,10,15,31,46,21,31,15,15,15,15,3,2,170,180,16,16,4,36,20,32,16,12,4,8,3,12,6,1,14,8,1,0,4,3,3,7,0,0,0,2,1,12,32,4,42,9,21,1
880,30,54,84,89,44,25,20,30,64,79,79,74,59,44,40,25,15,25,422,458,3,125,6,119,32,57,16,27,21,44,3,28,6,10,8,10,35,1,8,8,1,11,1,0,1,1,5,36,65,11,105,22,43,11
465,15,24,39,44,29,19,15,19,29,44,53,39,34,24,10,5,15,8,222,243,1,83,0,56,19,35,4,13,9,26,0,5,0,0,9,14,9,0,8,1,0,4,5,0,0,2,16,27,20,4,45,9,40,1
325,5,26,16,21,16,16,7,11,15,43,16,27,27,21,16,21,11,10,155,170,6,35,2,41,5,16,1,5,5,17,1,10,1,6,7,7,12,1,7,1,0,2,1,2,0,2,3,23,23,5,52,9,16,1
590,30,30,49,54,25,20,15,25,30,49,64,54,39,30,30,20,10,16,287,303,14,91,0,80,24,36,17,14,1,17,1,24,6,4,4,18,4,4,6,4,3,6,5,0,3,7,1,19,43,6,70,27,30,1
535,35,45,25,25,30,10,30,35,25,50,40,35,30,35,20,15,20,30,265,270,7,119,3,60,24,48,10,10,11,15,5,19,0,5,0,10,7,1,5,0,0,5,8,0,0,2,14,16,21,12,51,13,32,2
535,25,35,25,25,30,20,35,30,30,50,45,30,40,40,30,20,15,10,255,280,20,77,2,53,21,34,10,9,6,23,3,21,4,6,0,13,2,0,26,0,0,2,1,0,0,24,17,51,35,6,39,8,20,2
730,41,46,51,51,41,15,30,35,46,56,81,56,41,51,25,20,20,24,352,378,3,91,4,96,30,53,22,23,4,34,6,21,0,18,8,13,11,7,12,0,1,5,0,0,0,9,2,22,51,8,107,31,29,9
835,45,45,40,65,50,45,50,50,65,70,80,75,50,35,20,20,15,15,400,435,8,121,2,86,26,38,25,13,19,36,1,18,3,8,10,13,16,5,20,2,10,5,0,0,4,12,24,84,44,11,80,51,31,9
530,36,46,31,26,36,21,21,26,51,41,31,57,31,31,21,5,5,14,270,260,9,73,2,71,15,45,15,18,15,34,4,22,0,19,8,8,11,5,9,4,5,6,5,2,0,9,9,12,27,8,41,5,12,2
385,25,35,41,10,20,15,10,25,35,35,35,30,20,15,10,10,5,9,185,200,9,79,3,53,14,24,12,11,4,22,3,16,0,3,3,11,5,0,6,2,1,0,0,0,0,3,0,13,16,8,45,11,8,0
450,10,35,30,30,35,25,15,20,25,40,40,45,35,15,20,10,10,10,220,230,0,62,4,57,13,21,11,4,8,18,4,6,2,9,2,8,1,4,6,4,2,6,1,0,1,7,7,9,26,9,95,14,28,1
485,20,35,40,40,25,12,15,30,30,51,56,30,25,23,15,11,15,12,225,260,2,62,0,58,12,27,7,14,13,13,1,4,1,5,0,5,10,2,12,3,3,0,5,0,0,3,4,26,42,8,63,21,58,1
650,24,45,65,40,40,20,22,30,50,50,66,30,35,50,29,25,11,18,323,327,4,83,1,70,13,18,10,7,5,37,2,11,3,9,7,12,4,5,9,5,3,7,1,0,1,8,12,37,60,14,119,33,37,3
690,21,29,34,49,39,29,22,24,29,39,69,54,53,54,34,39,34,38,325,365,10,62,1,76,18,26,10,6,14,33,5,25,0,4,4,5,9,5,18,2,7,4,1,0,3,13,5,45,60,9,107,23,76,4
660,19,30,55,68,40,24,20,25,40,65,65,55,45,40,20,29,5,15,315,345,5,111,0,66,22,16,12,13,6,30,8,9,5,10,6,12,5,1,18,7,1,4,1,0,0,12,6,22,64,12,85,34,51,6
560,29,49,49,44,25,16,15,20,38,54,49,29,34,25,25,20,20,19,268,292,8,105,1,66,22,20,12,5,15,23,4,8,1,13,6,7,5,2,7,0,2,6,2,0,0,3,4,24,42,7,88,22,28,2
525,20,31,41,51,31,15,20,25,46,46,41,46,31,25,25,10,10,11,255,270,16,63,2,33,7,14,4,7,14,17,4,12,3,3,0,10,8,1,12,2,3,5,1,0,1,5,9,41,49,18,97,27,33,4
830,45,60,65,65,40,20,30,54,70,90,90,50,45,35,40,15,10,6,400,430,8,80,2,72,23,30,7,15,15,27,0,12,1,11,6,11,6,2,9,1,5,7,5,0,0,3,8,91,84,17,181,44,45,2
825,35,55,90,75,30,27,20,35,64,90,80,60,45,28,31,15,20,25,428,397,5,135,4,92,21,44,14,15,16,22,2,8,0,10,12,17,5,8,10,1,0,13,1,0,0,8,13,39,65,15,145,42,35,8
490,20,35,35,40,35,15,20,25,35,35,40,40,35,15,15,15,25,10,233,257,0,67,3,40,13,13,9,7,13,24,1,14,1,9,4,9,9,2,15,2,0,6,0,0,0,7,17,46,34,7,74,18,25,1
725,25,46,71,66,41,25,15,25,61,76,76,51,46,35,30,15,10,11,368,357,21,132,1,69,26,47,19,7,17,21,4,17,0,1,9,14,10,2,9,2,11,2,1,1,1,4,17,72,50,9,79,20,26,4
835,29,34,59,54,54,44,20,44,49,64,79,79,64,49,49,29,15,20,420,415,8,104,4,79,27,40,5,8,24,49,2,14,1,14,4,25,8,5,15,7,0,7,1,0,0,8,0,79,64,22,152,19,39,1
510,20,25,34,54,49,15,10,15,34,44,69,39,29,20,15,20,10,8,250,260,8,66,1,43,25,33,12,14,4,20,3,18,0,0,4,14,8,7,13,0,7,4,11,0,0,16,1,59,25,5,44,14,24,7
725,25,25,45,60,40,45,25,30,35,65,50,75,95,30,35,15,20,10,375,350,11,113,3,64,31,52,19,16,5,38,5,25,4,5,4,15,8,1,9,1,0,1,2,0,0,11,7,91,40,6,89,20,28,1
555,20,29,34,34,34,29,20,20,29,34,44,54,39,29,34,29,20,23,285,270,1,36,5,66,18,32,7,15,20,26,1,6,9,6,9,17,6,2,7,0,2,7,6,0,0,8,17,72,35,7,62,18,28,4
775,25,30,35,50,45,30,35,35,40,55,70,60,55,60,55,50,25,20,393,382,12,72,1,78,18,40,10,16,22,44,3,15,6,10,13,16,5,1,19,8,8,3,5,0,0,25,21,76,43,9,109,27,30,10
415,15,25,25,30,20,15,15,15,20,30,40,35,30,40,30,15,10,5,195,220,6,68,0,48,13,19,10,15,2,17,1,9,4,2,4,8,6,0,15,8,0,0,0,0,0,3,2,50,15,4,56,14,16,0
