"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo"
495,22,24,19,25,30,36,33,26,41,44,43,36,35,27,20,14,15,5,261,234,5,38,0,23,9,11,10,2,6,15,0,3,1,4,3,9,7,1,11,0,2,8,1,0,0,9,4,20,71,13,130,32,44,3
410,16,12,25,24,30,23,31,25,33,38,22,29,25,27,18,15,9,8,208,202,6,22,0,22,2,8,5,3,4,9,1,5,3,0,3,3,5,1,8,2,3,3,6,2,1,2,5,12,61,7,138,25,31,2
300,13,10,17,14,28,23,17,21,14,15,31,34,14,25,7,8,6,3,159,141,3,21,0,9,4,1,1,3,0,10,1,2,0,3,3,4,2,1,13,0,0,2,0,0,1,2,4,19,33,6,95,30,26,1
540,25,23,32,44,31,44,38,37,31,35,47,31,40,22,21,20,9,10,272,268,4,40,0,22,5,5,2,5,8,9,1,6,0,4,5,6,6,1,5,6,3,1,1,0,0,6,2,24,101,12,168,44,37,1
595,21,32,41,37,33,48,34,33,45,50,42,36,43,32,20,20,16,12,314,281,6,43,1,26,3,8,7,4,8,12,1,9,1,7,3,3,4,4,10,3,3,7,1,0,0,6,6,15,81,15,192,52,53,1
390,13,19,27,27,20,30,31,28,22,28,32,24,25,20,14,12,12,6,173,217,3,24,0,19,2,11,5,1,4,13,2,5,2,4,4,5,2,1,11,2,1,4,1,0,0,8,8,15,62,9,111,26,23,2
290,12,12,13,19,19,24,18,14,29,11,27,27,26,11,11,10,3,4,149,141,1,23,1,16,8,4,2,1,5,4,0,3,0,4,2,3,5,0,4,1,1,4,1,0,0,7,1,16,54,7,70,21,19,2
295,6,18,11,15,23,23,18,21,24,20,18,23,13,22,11,13,6,10,149,146,5,11,0,22,3,8,1,2,3,6,1,4,0,4,1,1,8,3,4,3,0,4,0,0,1,3,4,15,50,5,90,15,17,1
550,19,28,31,29,37,34,34,30,50,41,40,45,35,36,26,17,9,9,275,275,2,35,3,28,2,11,4,2,5,13,0,6,4,5,2,6,6,0,8,3,1,5,2,0,0,11,9,26,88,12,164,33,54,0
340,13,11,16,24,15,29,34,18,14,30,34,28,21,13,16,6,12,6,181,159,3,27,1,16,6,0,4,4,3,8,2,3,6,4,5,3,7,1,4,0,1,6,1,0,0,6,1,14,52,11,95,19,27,0
610,30,25,26,42,33,37,41,46,31,47,52,53,42,36,30,15,11,13,320,290,7,64,1,31,14,15,7,8,3,15,2,3,4,6,6,4,10,0,9,1,2,8,4,0,1,6,5,23,68,9,176,48,49,1
570,26,33,30,27,33,52,48,34,32,44,51,33,35,30,24,12,18,8,310,260,8,52,0,32,7,10,4,2,6,16,3,4,2,8,4,5,6,5,10,3,1,6,0,0,0,9,4,21,81,13,162,37,47,2
440,16,19,21,15,32,37,22,30,31,40,37,37,24,30,15,18,4,12,225,215,5,39,0,26,7,8,4,3,2,7,0,3,3,4,5,4,8,0,7,1,3,2,1,0,0,7,6,19,59,12,127,32,35,1
425,14,25,26,24,33,28,17,34,25,27,31,29,29,26,25,13,13,6,220,205,3,49,1,29,7,17,3,1,6,6,0,4,2,1,2,5,6,0,12,2,1,2,1,0,0,6,7,14,51,10,115,38,23,1
510,18,25,28,28,27,35,35,38,33,30,37,31,41,30,26,19,19,10,258,252,4,36,0,40,7,11,2,4,11,15,3,6,2,6,2,3,5,1,8,1,1,6,2,0,0,8,4,27,77,8,135,31,43,1
680,22,26,29,39,54,50,43,50,46,59,51,53,47,36,26,22,16,11,365,315,2,39,1,34,7,15,6,8,8,9,2,8,2,9,5,3,9,2,14,3,3,7,2,0,0,14,5,31,103,12,228,44,43,2
400,16,21,21,20,28,37,31,23,23,29,32,24,26,26,17,10,11,5,216,184,7,41,0,21,3,8,4,2,4,13,1,4,1,6,2,3,3,3,6,3,1,1,0,0,0,4,2,14,56,8,115,25,38,1
475,14,15,22,18,39,26,38,44,42,34,42,30,23,25,15,15,19,14,230,245,2,36,4,29,9,5,3,3,7,11,1,2,2,5,2,7,7,1,5,1,3,7,1,0,1,6,4,16,69,12,140,32,40,2
435,17,22,16,31,19,31,36,30,35,27,31,37,24,31,15,14,9,10,226,209,5,27,0,22,3,9,6,8,7,8,1,3,4,5,3,2,1,1,11,2,2,4,3,0,1,5,5,19,61,19,112,32,42,2
885,40,45,41,62,47,66,67,52,60,91,73,76,37,46,21,23,20,18,492,393,7,65,1,44,9,12,15,4,13,17,4,8,4,4,6,12,12,3,15,3,2,5,5,0,1,14,9,37,106,25,285,57,78,3
575,27,23,34,39,38,29,41,34,47,41,43,46,35,40,21,18,11,8,317,258,4,46,1,28,3,8,7,3,8,15,1,5,0,3,4,11,4,4,18,4,2,5,3,0,1,9,2,22,94,17,162,41,40,0
450,13,17,20,29,24,34,23,32,27,42,49,34,30,27,22,12,9,6,233,217,4,34,0,20,6,9,6,5,6,9,1,4,1,4,3,7,6,2,11,3,1,5,1,0,0,4,5,19,64,16,130,24,38,2
415,14,14,18,28,24,27,32,18,31,40,35,34,35,22,15,11,12,5,207,208,4,33,1,21,5,10,4,2,6,11,3,2,3,8,3,6,2,4,12,5,3,6,1,0,2,7,1,7,56,7,128,17,34,1
380,11,13,11,17,24,34,28,28,28,24,32,27,25,26,14,11,14,13,209,171,4,25,0,25,4,12,3,3,7,7,0,3,0,1,2,4,2,3,8,2,1,1,1,0,0,6,4,13,51,9,106,33,37,3
405,13,16,13,26,22,28,26,37,30,35,24,33,31,24,14,12,12,9,211,194,4,27,0,23,7,4,2,1,6,8,1,2,0,1,7,1,7,1,12,4,0,6,2,0,0,3,3,23,59,9,122,19,39,2
455,14,21,24,28,27,31,33,35,32,37,33,34,32,27,16,15,6,10,238,217,3,37,0,24,5,12,7,8,7,11,1,6,0,4,2,2,9,1,7,3,2,5,2,0,2,6,3,10,61,6,137,36,35,1
385,17,21,8,23,15,27,24,28,32,30,41,21,32,24,17,10,6,9,204,181,3,22,0,24,3,10,3,1,5,7,1,1,1,5,1,3,5,4,8,0,1,7,1,0,0,5,4,10,69,9,112,25,34,1
535,21,15,29,31,33,31,52,38,34,42,50,27,42,30,16,21,10,13,288,247,2,38,0,39,3,8,8,5,6,15,2,2,0,8,4,5,9,1,3,5,0,2,0,0,1,9,4,16,73,11,176,37,43,0
490,19,20,24,39,36,37,43,30,29,34,31,22,38,31,19,16,12,10,254,236,4,38,0,26,4,7,3,5,7,7,0,4,1,5,4,6,8,1,13,1,1,6,3,1,1,8,7,19,60,13,146,40,38,3
605,24,27,29,29,35,38,55,51,41,42,42,39,42,31,24,19,14,23,301,304,4,31,0,26,8,10,3,6,11,16,3,3,2,7,1,7,2,3,12,3,3,17,3,0,2,10,6,25,80,16,174,46,62,3
460,18,21,22,24,25,32,37,21,34,29,46,45,28,25,17,20,8,8,237,223,4,36,0,26,2,12,7,7,6,10,1,5,1,6,5,7,11,1,7,2,1,2,1,0,0,6,3,11,56,16,132,37,36,3
425,16,22,17,34,27,29,29,26,23,23,43,30,37,17,17,10,13,12,213,212,3,30,0,18,2,8,6,3,4,5,0,5,1,4,1,3,7,4,9,2,3,5,0,0,0,4,4,15,74,7,128,28,37,5
425,17,20,18,33,25,25,27,39,41,34,31,25,23,24,16,10,7,10,200,225,2,30,0,20,2,9,4,4,2,7,1,4,0,5,2,4,6,1,8,2,2,9,1,1,2,6,4,17,53,9,140,32,36,0
505,18,18,20,36,34,48,37,38,40,30,47,35,31,26,19,12,6,10,245,260,1,31,0,29,6,8,4,5,9,14,0,5,0,5,2,3,4,2,17,0,2,4,1,1,1,5,5,21,72,10,142,43,49,4
495,19,30,24,30,32,27,39,26,49,32,41,38,28,27,13,12,16,12,255,240,3,38,0,23,12,9,1,3,3,14,1,7,3,8,1,6,8,1,10,1,1,5,0,0,0,8,10,15,67,16,146,34,39,2
465,20,25,20,28,29,26,37,30,31,35,44,27,25,28,16,16,15,13,233,232,1,35,0,23,4,9,2,4,6,11,1,5,1,3,3,6,6,1,9,4,1,6,3,0,0,6,3,24,68,10,138,33,36,3
590,16,24,21,28,37,50,49,45,36,47,54,36,38,33,24,25,18,9,310,280,5,41,1,32,8,10,2,6,8,11,2,3,1,9,5,4,3,2,9,0,4,2,3,0,0,7,5,21,98,13,179,32,61,3
575,20,29,30,31,36,34,38,50,36,47,44,42,39,28,19,23,11,18,297,278,8,49,1,31,9,13,8,4,4,7,0,6,2,6,5,9,10,0,13,4,0,3,1,0,3,6,4,12,74,15,177,40,50,1
555,19,31,24,36,34,51,46,35,30,45,48,43,22,27,18,26,13,7,288,267,5,44,0,31,2,6,4,6,5,12,0,4,2,4,5,3,3,0,12,2,0,5,1,0,0,12,6,31,85,9,153,50,53,0
550,17,21,39,33,50,38,34,42,45,39,38,37,34,37,16,14,9,7,274,276,2,40,2,23,7,11,4,2,6,13,1,6,0,6,3,6,5,1,8,3,3,8,3,0,0,10,4,16,83,14,180,35,41,4
535,27,19,24,33,36,33,31,38,42,39,46,47,31,31,22,12,10,14,270,265,8,32,0,31,3,14,4,5,9,11,1,4,3,7,1,6,9,3,13,2,3,4,3,0,0,14,4,29,72,12,150,35,39,4
1180,52,46,57,65,71,78,97,73,85,90,98,88,65,67,60,34,31,23,609,571,9,108,0,46,22,23,12,8,14,26,4,6,6,11,12,7,9,5,23,9,2,9,6,0,1,16,10,37,191,22,344,94,85,3
1045,39,48,58,68,72,72,74,66,69,77,84,70,68,49,33,36,36,26,534,511,12,82,2,64,15,25,11,11,16,24,3,10,6,14,6,5,7,4,19,2,4,14,4,0,1,13,13,41,139,23,286,82,87,0
435,16,20,22,30,32,29,29,28,25,34,26,34,30,29,19,14,15,3,223,212,1,28,0,31,9,10,6,4,9,7,1,5,0,3,2,4,2,0,7,1,1,5,2,0,0,6,8,18,60,13,140,18,32,2
390,17,16,19,25,31,29,26,29,30,34,23,24,30,14,9,15,11,8,177,213,5,26,0,15,7,6,3,4,4,7,2,5,2,5,6,5,9,1,8,1,1,6,1,0,1,6,5,16,54,9,113,28,28,1
425,20,24,20,26,14,30,31,27,32,31,31,31,36,25,12,19,10,6,219,206,3,47,1,15,4,5,1,5,8,9,3,3,2,2,3,2,3,4,8,1,2,3,0,0,1,7,3,20,46,11,131,36,35,1
575,19,22,19,33,40,37,50,42,39,46,46,35,40,32,20,21,18,16,304,271,2,34,0,28,10,10,4,3,12,13,0,6,3,5,2,5,7,3,8,2,3,4,0,1,1,4,5,26,89,16,163,55,49,2
435,12,15,24,14,35,30,28,36,31,38,43,33,29,14,18,16,13,6,205,230,4,35,1,21,4,10,7,2,4,6,1,1,2,8,3,5,3,3,6,1,2,4,2,0,0,5,5,25,57,13,124,23,47,1
470,12,19,23,30,31,33,30,35,29,34,31,38,36,40,14,14,12,9,258,212,2,39,0,21,4,12,4,6,3,12,0,2,1,5,2,3,4,3,12,3,1,6,1,0,0,5,2,20,53,10,165,26,41,2
1025,36,42,51,53,76,60,62,63,81,90,95,83,57,56,34,45,24,17,538,487,21,73,1,50,12,21,6,10,7,31,0,3,5,8,10,8,12,3,20,3,6,9,4,1,2,8,5,36,150,28,310,74,85,3
1005,44,55,46,60,47,68,77,92,68,60,79,89,64,52,31,33,21,19,525,480,15,71,2,44,10,14,8,9,14,29,2,4,6,7,6,11,14,3,25,4,6,16,4,0,3,14,11,37,119,36,299,77,84,1
745,30,29,38,32,56,58,41,56,69,60,60,49,51,35,35,21,17,8,401,344,8,50,0,42,3,10,6,5,12,13,0,9,2,9,8,11,8,5,14,3,3,8,2,0,2,10,8,33,133,14,202,59,52,1
405,14,19,20,18,25,31,34,25,26,39,28,26,25,28,17,11,11,8,215,190,4,25,0,11,5,9,5,2,6,9,1,1,0,3,3,2,4,0,8,2,1,5,3,0,0,9,6,17,72,15,116,25,35,1
525,21,18,18,35,40,35,40,45,38,45,45,40,26,29,19,14,10,7,291,234,8,34,0,28,6,6,1,7,3,11,1,3,4,7,6,2,5,2,13,3,1,7,3,0,3,12,6,19,82,11,149,32,47,3
410,12,27,22,17,25,27,32,23,34,25,38,31,36,18,15,12,7,9,222,188,3,27,1,24,4,11,4,3,4,5,0,4,3,2,1,3,3,0,6,2,0,4,1,0,0,5,6,21,54,16,126,28,39,0
645,37,34,26,37,35,50,40,51,55,53,52,43,39,19,26,20,15,13,325,320,4,46,1,29,15,7,3,2,4,17,1,3,3,5,9,6,5,2,11,4,3,9,0,1,0,9,5,32,107,19,186,41,54,2
575,26,31,27,40,41,41,47,31,40,39,43,41,23,32,22,18,20,13,314,261,4,50,1,25,4,10,7,4,5,9,3,4,2,6,3,2,7,0,13,1,0,12,0,0,1,9,10,22,65,13,183,33,64,3
320,11,11,20,15,19,23,15,24,19,31,25,27,18,19,11,12,4,16,172,148,1,26,1,22,6,8,7,4,2,6,0,5,1,3,2,5,6,0,8,3,0,2,0,0,1,3,1,8,37,12,91,21,27,1
635,20,27,21,23,38,42,56,42,50,56,53,60,44,41,20,21,11,10,345,290,5,46,0,29,7,10,9,8,4,14,3,7,4,13,3,5,10,1,15,6,4,6,2,0,0,12,9,23,88,11,182,49,47,3
755,24,35,33,46,45,49,57,61,47,57,63,53,43,49,26,32,20,15,370,385,10,69,0,42,10,12,12,4,6,12,2,5,2,13,2,11,9,3,14,2,1,10,1,0,0,11,7,29,120,22,201,58,50,5
535,19,28,21,37,47,23,45,36,42,43,42,34,33,32,18,16,12,7,287,248,4,45,0,25,6,9,2,4,11,18,2,5,2,6,2,3,7,1,13,2,0,6,1,0,2,12,6,24,94,12,143,38,26,4
945,35,53,41,57,53,62,63,75,66,81,78,70,64,38,38,24,25,22,482,463,10,68,1,58,9,11,9,4,10,21,1,15,1,14,6,9,7,3,17,3,1,12,4,0,0,14,8,41,132,29,287,69,69,2
885,48,35,51,51,62,58,71,59,66,66,63,72,55,40,28,20,25,15,447,438,6,54,1,36,6,20,5,5,8,19,1,11,2,6,4,3,9,3,18,4,4,9,6,2,1,19,13,42,109,34,269,83,70,3
720,27,32,33,50,59,54,52,47,57,50,52,45,52,35,26,25,10,14,364,356,6,49,0,37,12,19,9,8,5,22,1,5,5,13,4,3,2,3,9,1,4,9,2,0,2,8,4,37,95,15,217,57,55,2
520,21,22,25,29,33,51,32,35,41,35,39,29,39,32,17,20,13,7,257,263,3,38,2,28,7,16,3,4,5,15,0,2,2,7,0,6,1,1,7,5,6,6,3,0,1,4,6,18,80,12,159,37,32,4
510,14,17,15,24,36,33,37,34,31,43,58,47,33,25,21,16,16,10,248,262,4,41,0,38,10,9,4,3,6,17,2,5,2,5,0,1,8,0,9,4,3,6,1,0,0,5,9,16,73,10,151,31,36,1
600,24,37,36,31,36,35,38,36,45,46,56,52,29,38,23,13,14,11,297,303,10,44,1,34,8,11,6,4,6,17,1,1,2,8,5,4,11,3,11,2,3,5,2,1,0,11,3,16,98,12,168,41,47,4
580,36,25,25,25,35,40,39,33,43,44,48,46,37,36,33,17,8,10,286,294,4,43,2,25,7,14,8,7,5,10,4,5,1,8,2,3,7,2,11,2,3,2,5,0,1,7,8,27,85,12,167,37,51,5
665,26,22,25,33,46,38,46,54,60,58,59,36,50,35,28,17,16,16,329,336,6,40,2,49,6,13,3,5,9,14,1,2,5,5,3,5,5,2,18,8,3,8,1,2,1,11,8,32,110,16,177,44,47,4
470,18,13,22,29,36,30,33,25,45,41,39,34,30,23,20,13,9,10,258,212,5,31,0,24,7,4,5,3,9,14,1,6,1,2,5,4,3,2,7,1,1,3,3,0,0,5,7,18,74,16,140,27,39,3
635,27,30,30,38,49,40,44,49,40,40,59,39,44,39,25,18,12,12,323,312,3,41,0,45,10,17,3,4,8,21,3,5,2,6,3,8,5,3,7,2,1,7,2,1,1,10,11,24,90,10,181,50,49,2
690,28,37,30,38,46,50,55,42,51,52,55,52,50,35,19,23,19,8,341,349,4,62,0,24,5,11,4,2,8,26,3,4,4,8,5,9,12,3,13,2,1,6,1,0,1,8,8,37,125,19,178,45,46,6
480,26,19,30,28,36,31,36,28,36,31,34,36,31,32,11,10,14,11,242,238,5,36,0,20,4,7,2,6,4,9,3,5,4,4,2,4,7,4,8,1,0,6,0,1,1,6,13,22,67,14,130,45,38,2
590,28,31,33,31,43,35,42,44,38,35,39,52,37,28,20,23,13,18,299,291,7,41,1,32,6,12,3,4,5,8,2,3,4,5,5,7,7,1,13,3,1,5,4,0,1,7,10,24,78,11,184,34,57,5
710,30,30,35,40,49,51,46,42,40,58,46,54,50,46,35,24,19,15,379,331,7,56,2,36,10,17,5,1,11,18,1,4,3,5,3,4,10,0,10,6,0,12,3,0,0,12,11,26,91,24,217,44,59,2
460,21,20,20,27,31,28,28,27,35,35,38,42,36,27,16,14,7,8,222,238,6,36,0,28,7,9,4,7,4,14,2,4,0,6,3,7,1,3,6,1,0,4,0,0,0,7,3,24,58,10,127,35,44,0
585,28,16,30,40,37,30,43,41,44,49,43,41,37,38,25,19,14,10,294,291,4,40,0,34,9,9,8,4,7,17,1,9,2,7,6,5,3,1,13,4,4,6,2,1,1,17,6,14,75,16,169,44,45,2
620,20,18,28,39,48,54,42,46,44,45,43,52,34,37,21,24,16,9,312,308,0,52,0,33,11,9,7,6,8,14,1,5,3,8,3,4,10,2,16,0,5,6,1,1,1,12,1,20,90,12,185,42,50,2
445,12,19,23,22,35,30,24,29,34,38,35,31,26,25,16,21,14,11,209,236,10,37,0,23,5,5,5,0,4,13,1,3,3,4,4,6,12,2,6,1,1,4,1,1,0,5,2,21,56,15,125,31,38,1
365,16,12,21,13,23,27,21,31,19,31,32,25,29,28,13,11,5,8,195,170,0,33,1,18,3,7,4,2,2,9,0,3,3,5,5,4,6,0,4,1,1,2,2,0,0,6,4,13,40,13,113,29,28,4
670,31,26,29,34,60,51,53,41,37,50,56,47,38,47,22,18,14,16,337,333,2,57,1,28,8,13,8,5,13,10,4,5,4,8,3,8,8,5,11,5,4,11,1,0,0,7,10,24,98,19,181,36,65,8
540,26,26,28,32,33,46,38,31,41,34,45,45,40,31,15,12,13,4,277,263,5,40,0,26,5,9,6,4,7,6,2,3,2,5,6,7,7,0,6,2,4,7,0,0,0,10,5,27,75,16,168,39,39,2
350,17,15,18,25,29,22,24,19,24,28,37,18,25,14,12,11,9,3,180,170,2,22,0,20,6,3,1,0,5,7,1,5,1,4,2,5,4,0,7,2,0,7,1,0,1,4,4,16,49,10,105,27,28,1
880,29,42,42,45,52,65,54,62,79,56,77,65,58,54,37,27,17,19,453,427,5,64,2,52,19,13,7,6,12,17,2,7,2,19,9,11,10,5,20,4,2,7,3,1,1,10,12,38,125,17,250,54,72,2
465,21,22,14,29,28,49,31,30,39,22,43,29,20,25,30,16,7,10,227,238,4,34,0,26,3,9,4,6,5,10,1,5,1,3,2,7,8,6,7,0,0,3,2,0,0,4,7,14,73,12,134,29,44,2
325,22,18,15,18,21,29,29,19,21,23,19,24,19,17,12,3,7,9,172,153,6,17,0,18,3,2,2,1,2,9,0,3,2,4,0,7,3,3,2,0,0,4,0,1,1,3,3,16,47,8,97,27,32,2
590,23,39,32,32,33,35,33,55,33,46,44,45,27,36,28,17,18,14,303,287,5,46,1,21,5,23,3,2,10,16,2,7,7,4,3,7,5,2,14,7,5,2,0,0,1,9,6,24,85,15,166,43,44,0
535,15,31,22,35,37,30,39,39,33,46,37,31,40,33,23,22,14,8,271,264,5,32,2,30,5,14,3,2,3,7,0,6,3,5,3,6,4,4,10,5,1,3,3,0,0,4,8,25,82,13,178,30,39,0
535,14,15,32,29,55,29,39,46,30,41,46,45,26,30,31,14,9,4,286,249,2,38,1,30,9,12,3,3,5,5,0,2,1,6,4,9,3,4,3,5,1,10,0,0,0,7,6,25,80,15,156,39,50,1
730,28,27,35,53,41,47,55,52,55,48,63,53,49,39,26,34,15,10,384,346,7,51,0,35,10,14,5,5,11,20,1,8,3,6,5,6,4,1,15,3,3,9,0,0,1,9,9,28,111,13,221,55,58,3
835,41,48,34,54,47,50,64,50,57,69,95,55,57,41,24,28,9,12,440,395,9,55,1,40,10,12,6,3,11,16,2,7,1,7,4,7,8,4,21,5,4,10,5,0,2,13,10,40,124,23,243,62,67,3
530,21,23,28,31,36,37,44,26,30,43,39,36,32,35,18,27,11,13,278,252,3,45,0,21,10,17,3,4,4,4,4,3,3,6,4,3,6,2,6,7,4,9,3,0,1,7,5,21,76,15,160,31,41,2
385,12,15,22,22,33,24,23,16,35,27,30,36,25,20,11,15,15,4,206,179,2,27,2,23,1,9,0,3,3,11,0,3,0,0,3,3,4,5,7,0,0,6,4,2,2,7,5,16,47,12,113,35,30,0
450,22,14,17,18,27,28,32,36,44,31,38,35,31,33,16,14,9,5,238,212,0,30,1,25,8,8,4,6,4,8,0,4,1,4,3,5,5,2,6,1,0,7,2,0,0,10,3,14,61,9,146,39,32,2
485,24,25,17,25,35,33,23,29,30,37,46,42,39,25,20,14,9,12,243,242,8,35,3,22,10,8,7,4,4,9,1,4,1,3,2,5,3,1,12,0,2,5,1,0,1,6,3,19,77,14,139,31,45,0
650,34,30,28,34,42,33,46,44,50,54,45,53,48,26,32,21,16,14,329,321,6,52,1,40,4,19,4,3,10,16,3,7,3,6,4,7,11,2,9,4,1,4,3,0,2,9,8,21,96,16,171,52,55,1
690,27,19,41,38,48,45,59,37,53,54,57,58,45,38,31,19,14,7,347,343,7,48,1,39,12,12,8,4,5,18,0,7,2,5,7,7,6,3,15,6,4,3,1,0,0,14,6,33,89,16,197,57,56,2
660,35,24,23,40,41,33,52,53,54,65,48,48,50,28,19,19,19,9,328,332,9,66,1,31,8,13,4,1,6,14,1,8,1,1,7,4,9,5,12,5,3,9,2,0,1,12,4,32,90,9,176,51,60,5
560,19,27,30,38,29,51,45,35,40,35,45,44,37,25,26,13,6,15,294,266,3,52,0,30,9,11,6,8,4,22,2,11,3,4,5,5,4,2,5,1,3,7,2,2,0,6,7,24,92,9,141,34,45,1
525,19,25,18,29,34,46,31,34,48,39,41,44,31,29,18,20,10,9,265,260,5,50,0,24,8,7,6,2,5,16,2,3,0,5,2,2,3,6,9,0,2,1,3,0,0,6,10,31,83,11,147,35,39,2
830,38,34,44,45,44,54,59,67,57,68,74,60,48,53,28,17,23,17,420,410,5,65,0,36,5,13,6,4,11,21,4,4,2,10,6,8,5,3,21,4,3,12,0,1,1,15,6,39,104,13,270,64,69,0
825,35,34,35,43,50,55,53,56,56,68,69,60,66,45,35,30,18,17,427,398,6,58,0,46,10,12,7,5,9,16,5,2,5,9,4,5,9,3,15,8,6,9,7,0,3,17,7,39,113,22,232,52,81,3
490,10,23,14,27,30,37,33,36,28,43,42,35,36,33,21,17,18,7,257,233,8,31,0,30,6,5,12,2,4,15,1,3,3,5,4,3,3,5,10,2,2,4,1,0,0,9,9,16,78,10,143,24,39,3
725,30,28,40,42,54,49,49,50,51,66,54,53,48,42,18,20,20,11,356,369,4,53,0,39,12,15,11,7,9,11,2,3,2,8,1,7,4,2,9,5,4,8,2,0,2,7,7,28,103,12,224,53,67,4
835,36,32,44,54,52,55,57,55,49,74,66,57,44,51,48,27,24,10,413,422,4,74,0,47,12,19,12,5,9,23,0,2,5,9,8,11,3,2,16,4,4,7,3,0,1,6,9,23,112,21,249,64,69,2
510,17,29,22,24,28,34,34,40,45,33,45,38,31,28,22,16,14,10,287,223,5,40,0,24,6,9,7,3,8,10,1,4,0,5,5,5,8,1,5,4,0,6,2,0,1,9,6,19,76,14,150,32,42,3
725,29,36,44,36,43,50,51,42,53,49,62,55,49,48,27,31,10,10,390,335,5,65,0,34,13,19,4,7,4,15,0,2,2,2,3,12,7,4,8,2,2,14,3,0,2,6,7,27,108,21,229,41,55,2
555,13,28,28,25,44,44,33,39,48,36,50,35,30,37,26,16,14,9,281,274,5,32,0,31,6,10,3,4,11,16,2,3,1,5,5,4,4,1,9,3,2,7,0,0,1,7,9,30,67,19,162,43,49,4
775,14,31,34,31,52,54,55,51,56,76,79,68,43,40,40,23,16,12,403,372,7,51,1,43,8,12,5,8,14,16,1,5,4,6,7,6,7,6,13,4,4,16,4,0,3,11,5,25,114,22,230,49,66,2
415,11,21,18,25,22,38,19,30,35,36,35,35,23,22,10,17,13,5,213,202,6,34,0,17,7,6,3,4,5,7,1,3,3,1,5,1,6,3,11,1,1,3,1,1,1,5,4,19,58,10,113,31,40,4
