"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo"
400,16,28,46,37,25,2,20,8,31,34,26,35,30,17,14,7,6,18,204,196,0,34,0,45,36,13,15,23,4,23,12,31,0,0,9,9,11,11,26,0,0,6,0,0,0,0,0,29,0,0,49,14,0,0
475,32,50,43,34,24,6,0,41,46,51,32,26,21,21,26,4,9,9,220,255,11,52,0,47,14,34,15,29,0,22,8,13,0,19,5,21,19,0,30,0,0,12,0,14,0,0,33,6,24,0,26,10,10,1
435,13,24,52,60,8,5,9,9,36,50,36,31,22,25,19,17,7,12,204,231,0,38,0,56,45,24,9,19,3,16,32,22,0,15,0,16,9,0,19,0,7,10,0,0,0,0,23,0,0,9,55,0,8,0
885,31,43,45,86,36,28,28,47,86,86,95,64,58,44,45,36,18,9,408,477,8,93,9,57,21,29,8,20,0,15,0,12,8,7,0,14,0,0,7,0,5,0,0,0,0,11,0,244,16,0,262,23,16,0
575,20,21,34,60,20,17,25,9,29,47,49,42,35,25,30,20,25,67,247,328,11,77,14,56,61,27,18,19,9,7,4,16,0,15,10,20,6,0,0,0,0,0,0,0,0,5,11,49,0,0,124,6,10,0
450,15,32,43,28,29,15,11,26,30,39,57,36,15,30,20,9,7,8,205,245,0,80,0,45,16,37,0,9,0,0,11,8,0,10,0,4,0,0,11,15,0,0,0,0,0,0,0,66,12,0,97,8,21,0
415,19,30,38,36,24,12,9,19,41,36,38,22,25,24,14,21,3,4,193,222,0,66,8,38,24,28,19,15,2,29,14,19,0,11,0,19,0,2,22,0,0,4,5,0,0,0,0,23,0,0,38,9,7,13
380,11,37,45,26,17,7,18,14,10,40,41,24,25,25,16,8,11,5,194,186,0,63,0,46,11,25,12,17,12,18,0,4,0,6,0,0,5,0,18,7,0,0,0,0,0,0,0,28,0,0,84,0,13,11
405,0,4,14,8,6,0,0,0,12,10,9,6,14,24,83,75,66,74,114,291,0,42,0,58,59,54,7,13,14,27,9,10,10,16,0,14,0,0,15,0,0,0,1,0,0,15,10,19,0,0,0,0,12,0
455,21,28,48,58,21,12,21,30,18,44,40,32,36,16,8,16,6,0,200,255,0,48,0,42,33,25,5,11,9,26,4,0,0,18,10,6,18,0,7,4,0,5,0,0,0,0,32,25,13,0,81,8,15,10
385,10,24,31,33,18,8,10,16,41,23,37,31,25,13,20,21,15,9,174,211,7,56,7,37,16,29,18,1,15,18,0,9,0,11,0,28,13,0,0,0,0,14,0,0,0,0,0,53,9,0,30,0,3,11
535,8,14,11,8,21,15,14,7,15,32,45,42,40,60,68,43,40,52,223,312,0,80,0,79,30,50,27,9,12,45,6,25,0,18,21,20,3,0,0,0,8,6,0,0,0,10,12,33,0,0,28,0,0,13
490,12,8,31,46,21,18,19,25,36,36,44,39,38,37,31,20,13,16,236,254,7,33,0,55,13,25,4,8,6,15,6,0,0,10,6,0,4,5,6,0,7,0,0,0,0,15,0,132,0,0,88,0,44,1
605,13,12,18,23,14,27,18,17,33,22,43,40,46,43,68,71,52,45,236,369,0,82,0,78,45,75,7,38,6,37,4,11,5,6,0,11,0,0,9,1,9,4,0,0,0,9,8,61,15,0,32,28,20,4
460,10,20,16,21,16,17,10,23,20,31,31,21,23,43,29,49,36,44,209,251,0,36,0,50,27,38,12,28,0,6,10,19,0,15,18,10,3,8,6,0,2,0,0,0,0,0,0,81,0,0,64,7,13,7
425,14,10,6,24,21,8,7,12,9,24,29,41,35,47,41,39,30,28,158,267,0,24,8,48,16,20,25,31,0,34,4,12,0,1,20,3,0,7,5,0,1,5,0,0,0,9,0,75,0,0,54,0,23,0
425,22,28,29,18,39,17,9,19,20,38,36,53,22,21,12,20,9,13,220,205,0,51,12,51,32,19,16,8,0,55,0,25,14,0,0,21,6,0,6,0,0,5,0,10,0,0,29,8,0,0,56,0,0,1
505,32,20,45,56,10,29,12,18,34,47,74,27,35,27,28,1,7,3,233,272,0,35,0,66,15,22,12,16,5,26,6,8,0,14,2,3,12,0,0,0,0,0,10,0,0,11,19,82,0,0,104,11,25,1
495,16,33,50,43,19,9,13,33,33,58,48,38,35,28,7,16,8,8,236,259,8,59,0,19,12,24,5,7,0,4,9,11,0,8,4,10,8,0,0,0,4,0,6,0,0,0,0,51,12,0,200,7,27,0
465,17,24,34,45,36,12,12,10,41,31,43,33,47,35,12,9,18,6,216,249,0,45,9,42,25,32,5,14,0,17,9,11,0,5,0,10,11,0,26,0,0,23,0,0,0,18,0,70,0,0,64,0,29,0
590,14,9,17,36,26,12,22,11,22,48,42,26,43,25,14,20,54,149,248,342,0,63,11,42,30,45,67,26,13,25,0,45,0,13,11,14,3,0,5,0,0,0,0,0,0,0,0,75,21,0,67,0,0,14
575,24,30,40,28,24,29,19,28,31,55,64,33,67,35,31,11,21,5,269,306,0,66,18,43,35,24,0,39,31,2,0,20,0,2,12,0,10,0,14,0,0,20,0,0,0,0,8,40,0,0,163,0,28,0
555,20,15,46,23,22,37,19,17,35,32,54,70,41,25,44,25,30,0,240,315,4,36,0,57,17,18,14,6,0,42,11,11,5,10,0,0,0,0,15,0,0,7,0,0,0,14,0,104,7,0,152,0,25,0
550,6,25,29,43,38,6,11,10,37,31,71,67,35,32,47,27,20,15,254,296,0,42,12,88,27,40,15,32,12,26,7,14,8,5,7,6,8,0,12,0,11,10,0,0,0,8,11,91,0,0,44,11,3,0
535,7,18,16,31,12,9,19,38,24,57,37,36,35,39,46,35,33,43,235,300,7,32,0,92,23,48,3,13,7,26,7,23,0,16,2,10,8,0,10,0,0,13,0,0,0,0,0,78,9,4,36,11,55,2
1180,5,27,42,75,64,40,36,28,32,63,73,81,80,77,59,98,90,210,468,712,7,86,15,127,56,93,13,23,9,25,9,38,20,21,4,31,24,0,13,7,5,0,12,0,24,26,20,279,42,0,81,12,58,0
1045,40,23,30,36,42,71,84,70,69,73,71,78,93,73,49,66,25,52,487,558,0,39,0,59,22,31,6,19,10,31,11,34,15,11,12,8,18,14,25,0,0,0,0,0,0,0,0,587,50,0,3,19,20,1
435,19,23,34,7,23,39,33,16,16,31,48,35,37,28,12,13,11,10,203,232,0,29,11,26,30,14,12,19,8,23,3,6,8,13,0,0,7,0,5,12,4,0,0,0,0,18,0,86,24,0,27,35,15,0
390,22,30,23,21,16,8,20,24,37,25,38,53,22,21,10,14,6,0,177,213,53,59,5,39,27,45,12,15,5,16,3,3,0,0,0,8,3,2,4,0,0,0,0,0,0,0,21,29,10,0,8,10,4,9
425,24,12,19,17,11,38,22,32,37,62,41,25,31,32,4,9,7,2,221,204,0,65,0,18,7,19,14,0,10,19,0,7,0,0,14,20,0,0,0,0,0,0,6,0,0,0,0,139,17,0,19,51,0,0
575,24,41,18,24,29,35,52,39,42,58,24,37,38,44,14,16,18,22,270,305,0,40,12,43,29,30,7,12,22,25,16,17,0,6,3,6,3,0,19,0,4,3,10,15,7,0,0,94,31,24,50,16,31,0
435,19,28,31,34,34,20,9,29,32,33,46,27,32,20,14,14,9,4,216,219,19,66,0,55,37,49,3,13,14,19,3,13,8,17,0,5,25,8,13,0,0,5,2,0,10,0,17,9,20,0,2,0,3,0
470,18,24,25,21,16,16,22,31,24,13,45,61,48,43,22,11,20,10,248,222,22,68,0,72,29,40,0,11,13,28,10,18,18,30,0,3,5,0,18,4,4,0,11,1,6,10,0,8,0,7,29,0,5,0
1025,47,58,62,69,42,81,100,104,69,61,69,67,46,55,34,18,23,20,471,554,21,100,21,109,66,70,16,23,23,46,5,45,6,18,25,15,27,7,8,3,6,3,5,0,0,27,27,111,21,0,45,24,90,12
1005,54,65,69,52,41,63,71,79,108,92,72,83,70,31,15,8,15,17,497,508,22,138,20,82,68,50,13,13,12,24,7,42,6,0,10,21,15,1,4,5,25,0,0,0,0,28,10,167,17,9,64,54,78,0
745,44,67,50,81,71,36,36,50,54,60,66,69,26,20,9,3,3,0,318,427,36,144,28,98,39,59,11,19,14,36,21,26,6,21,6,7,21,4,18,0,0,5,0,0,0,27,25,23,13,0,3,12,23,0
405,23,29,16,26,11,24,16,24,37,36,26,26,31,34,10,10,16,10,190,215,5,88,0,47,21,38,18,14,7,22,0,17,9,0,0,0,0,3,10,0,5,2,0,0,7,0,19,12,22,0,24,0,10,5
525,33,33,22,23,20,26,23,37,47,41,50,54,40,29,12,14,9,12,249,276,42,71,0,50,37,33,1,16,10,37,0,6,7,0,3,3,0,0,20,6,14,0,8,0,0,22,0,77,9,0,22,4,14,13
410,31,23,27,32,23,28,14,35,31,16,35,42,11,19,12,8,10,13,196,214,9,50,8,52,7,23,8,34,9,0,0,7,0,1,9,0,3,0,11,0,10,6,0,0,0,17,0,90,18,0,10,25,0,3
645,52,65,39,20,36,26,41,22,81,85,41,49,29,20,16,7,9,7,321,324,15,60,9,58,19,20,3,27,9,16,8,7,0,18,0,0,0,0,12,10,45,38,0,0,0,0,23,87,10,0,64,67,20,0
575,15,36,44,35,31,35,39,32,48,53,60,54,32,36,18,0,7,0,274,301,6,45,21,47,24,36,5,15,11,40,6,37,0,9,3,9,0,6,15,0,7,2,0,0,0,15,0,28,12,0,94,53,23,6
320,8,22,24,33,15,11,17,28,25,24,32,39,20,5,10,7,0,0,148,172,3,47,12,37,10,25,0,7,9,8,0,15,3,13,4,15,0,5,12,0,4,0,0,0,0,4,0,38,0,0,22,14,7,6
635,37,35,38,46,16,45,46,49,61,63,48,43,32,19,24,11,8,14,293,342,14,59,0,71,21,31,18,32,7,59,15,20,0,13,12,18,11,0,22,5,19,5,0,0,7,30,27,56,9,0,31,0,23,0
755,57,36,26,30,27,23,51,79,59,58,63,80,46,36,45,18,17,4,326,429,9,59,13,94,28,57,7,52,11,43,0,9,16,11,11,0,40,7,38,0,24,5,0,4,6,0,9,67,14,11,6,70,24,10
535,32,22,22,41,23,35,38,26,37,45,34,41,23,31,26,29,20,10,225,310,22,121,0,32,38,31,8,14,14,32,2,25,1,10,0,12,3,6,0,0,5,14,0,22,0,4,0,19,9,0,20,60,11,0
945,25,11,11,30,21,90,96,55,64,58,71,50,48,38,70,27,67,113,390,555,12,149,0,104,40,72,7,26,25,46,0,40,4,16,10,18,26,11,19,14,7,15,0,0,15,19,10,168,11,0,20,11,18,12
885,28,9,20,17,30,93,90,74,66,45,66,65,62,58,57,39,34,32,391,494,28,68,11,73,51,34,16,32,15,27,5,30,0,12,29,16,15,0,30,2,9,24,9,0,6,22,10,213,13,6,25,12,32,10
720,23,17,15,28,45,64,58,65,44,59,62,68,30,57,25,32,12,16,322,398,25,126,14,73,52,46,14,37,9,28,17,39,6,5,0,8,0,5,17,14,8,1,3,0,0,45,0,39,7,0,11,45,20,6
520,25,21,13,24,45,48,61,73,32,44,37,39,24,29,2,1,2,0,257,263,21,95,3,26,15,24,5,22,4,39,8,17,0,9,0,4,7,0,9,0,0,8,0,4,3,12,0,54,7,4,0,115,2,3
510,18,31,29,22,45,50,44,34,48,41,51,44,16,15,7,6,3,6,222,288,9,34,8,40,21,30,9,5,8,20,0,28,0,8,5,8,13,8,5,4,0,0,0,0,13,14,33,56,9,0,0,117,0,5
600,31,64,26,34,32,25,34,53,76,57,58,31,24,15,23,14,0,3,294,306,9,74,0,48,28,62,28,6,10,21,12,14,0,5,11,21,14,2,13,0,5,0,3,0,7,6,30,72,0,5,30,45,0,19
580,25,46,50,30,41,31,37,34,40,43,59,37,32,28,17,17,4,9,286,294,42,82,10,53,35,40,14,14,3,37,0,36,3,0,4,9,14,0,47,0,0,23,0,0,0,0,6,20,27,0,11,32,18,0
665,13,22,27,28,35,55,49,63,78,42,53,48,42,39,33,16,14,8,262,403,7,97,0,27,40,24,14,35,8,42,13,29,0,20,20,11,14,0,7,0,13,0,0,0,8,31,5,108,26,0,8,38,19,1
470,26,9,14,6,40,50,47,35,30,35,37,49,27,28,17,6,9,5,220,250,0,31,8,27,19,30,13,9,5,12,4,30,0,5,0,4,0,0,17,0,14,14,0,0,0,14,0,101,61,0,21,22,9,0
635,22,34,36,33,40,28,57,47,32,54,30,41,46,59,17,22,21,16,270,365,16,74,0,56,8,32,33,27,12,24,8,16,0,6,0,5,15,0,4,0,10,11,2,0,0,31,5,124,34,41,0,9,20,12
690,38,18,35,31,48,39,44,41,47,53,67,56,52,60,32,7,9,13,335,355,18,93,13,70,54,52,3,40,15,35,0,6,0,12,7,10,16,5,18,0,0,0,6,0,0,15,21,103,0,0,15,40,18,5
480,24,28,31,35,14,22,24,31,41,50,50,45,20,22,19,12,6,6,261,219,5,47,28,50,35,33,19,23,18,22,0,19,0,5,17,5,8,8,8,0,13,17,0,0,0,0,0,26,0,0,29,22,22,1
590,27,49,26,38,19,48,32,46,55,57,46,39,30,35,13,11,10,9,305,285,17,46,11,30,29,16,2,27,10,27,0,22,0,24,5,0,7,0,16,9,0,17,4,0,0,10,11,81,52,0,11,89,17,0
710,36,66,30,36,37,55,42,52,56,56,62,61,49,14,14,26,6,12,364,346,51,141,0,49,42,43,9,29,0,36,14,11,0,23,4,0,23,0,26,4,7,0,15,0,0,9,20,39,25,8,36,0,46,0
460,21,38,20,16,24,17,19,34,25,50,38,52,35,19,23,12,4,13,211,249,13,82,6,49,11,33,12,18,4,30,19,6,3,0,0,17,14,0,7,0,3,0,0,0,8,0,12,40,16,0,19,10,28,0
585,27,42,45,45,61,40,36,38,34,51,42,49,33,16,6,10,3,7,276,309,9,40,2,42,22,21,4,28,0,10,2,5,5,18,14,12,8,0,7,5,0,4,18,0,13,9,65,89,14,11,21,44,43,0
620,35,34,39,49,35,27,27,36,38,65,50,63,29,36,16,15,15,11,286,334,6,88,11,51,30,38,24,20,5,51,6,36,8,7,8,13,17,0,17,2,7,0,4,9,0,10,18,44,0,3,34,0,53,0
445,18,16,44,45,25,4,2,18,29,48,52,34,32,34,13,14,13,4,211,234,2,65,10,44,21,39,14,25,14,20,9,16,4,13,7,0,0,0,2,0,0,14,0,0,0,0,0,58,0,0,52,7,9,0
365,14,19,18,43,24,4,6,13,11,34,36,36,24,33,19,24,0,7,169,196,0,22,0,50,32,42,3,26,17,43,0,16,0,7,0,15,4,0,13,0,0,0,19,0,0,0,0,31,9,0,7,0,0,9
670,30,63,47,50,37,19,12,19,53,70,67,63,54,38,19,15,14,0,355,315,0,130,0,67,53,34,18,7,11,32,14,17,0,32,0,4,13,0,30,0,13,20,0,0,0,19,13,72,13,0,43,5,0,10
540,17,37,51,52,28,17,9,21,39,48,54,44,29,24,18,13,15,24,268,272,15,95,0,74,24,71,12,8,4,16,13,26,6,8,0,13,4,16,33,0,0,9,0,0,0,0,0,27,9,7,14,6,30,0
350,7,34,35,30,36,9,10,17,30,46,16,23,18,12,16,11,0,0,164,186,14,13,11,36,32,44,13,13,4,4,3,17,7,0,16,5,0,0,3,6,2,6,0,0,0,0,0,14,31,0,37,0,19,0
880,31,55,86,97,48,29,17,37,64,75,80,61,61,42,34,30,13,20,410,470,0,111,26,117,34,103,18,35,25,53,28,64,1,9,7,12,34,0,4,10,0,10,2,0,0,0,0,37,0,0,88,10,30,12
465,13,31,27,44,24,21,14,17,33,55,50,46,20,23,14,10,16,7,221,244,0,82,7,55,35,55,3,22,10,32,12,7,0,0,12,12,2,0,6,0,0,5,3,0,0,0,15,22,14,0,12,0,42,0
325,6,31,13,16,14,12,3,10,21,48,18,30,24,23,20,20,6,10,155,170,5,43,12,39,3,36,0,4,10,29,8,14,0,6,9,4,7,0,5,0,0,0,1,0,0,0,0,24,0,0,50,0,16,0
590,28,29,49,57,31,22,14,27,35,50,55,65,30,24,31,13,11,19,278,312,12,100,11,100,45,50,20,21,0,22,14,30,5,5,3,18,6,11,10,1,0,3,5,0,15,7,0,8,8,0,31,4,22,3
535,31,42,27,17,35,9,23,36,23,49,39,40,37,41,21,19,15,31,277,258,4,114,6,67,28,39,26,11,11,7,9,29,0,3,0,10,9,0,6,0,0,0,9,0,0,0,16,17,19,12,47,2,34,0
535,27,37,28,21,28,11,29,25,23,57,55,28,35,60,19,23,17,12,260,275,15,73,5,42,39,39,9,34,0,29,9,20,5,7,0,30,0,0,22,0,0,0,0,0,0,34,14,52,26,6,5,5,15,0
730,41,35,51,53,37,19,44,29,61,56,87,55,31,54,19,28,13,17,342,388,0,88,8,83,43,63,27,29,0,35,9,39,0,29,5,14,13,3,26,0,0,0,0,0,0,8,0,8,46,0,82,0,38,34
835,46,48,41,65,50,60,49,40,69,81,89,72,40,29,12,14,11,19,419,416,9,110,4,92,31,60,32,24,16,42,0,49,2,6,3,10,21,6,20,0,7,0,0,0,9,22,23,112,23,0,24,42,24,12
530,27,49,33,39,26,23,23,26,48,38,30,52,38,32,26,4,7,9,271,259,9,74,6,71,38,43,18,31,20,35,15,16,0,18,11,8,13,7,9,2,4,6,4,19,0,5,12,12,0,11,0,0,11,2
385,22,41,29,13,18,13,10,38,32,39,39,23,11,10,12,18,4,13,181,204,7,83,8,56,43,21,12,7,9,21,18,31,0,0,0,6,4,0,7,0,0,0,0,0,0,0,0,13,7,0,32,0,0,0
450,1,38,29,26,30,28,15,31,28,39,42,48,34,18,20,4,7,12,214,236,0,62,21,65,29,59,21,18,17,19,7,29,5,11,0,5,0,4,4,4,0,3,2,0,0,6,0,0,24,0,28,0,7,0
485,18,37,59,35,31,8,19,31,32,46,57,32,20,15,5,8,15,17,219,266,0,64,0,62,28,59,8,14,19,17,0,23,0,9,0,2,9,0,13,5,0,0,9,0,0,0,0,31,37,0,8,11,57,0
650,27,38,67,45,37,19,20,21,50,51,71,30,43,46,32,24,11,18,306,344,0,80,6,82,34,53,8,27,0,35,22,24,7,10,8,17,0,6,0,10,7,8,0,0,14,11,10,35,12,0,81,8,34,1
690,20,31,39,51,46,24,16,27,23,39,74,47,70,45,34,35,28,41,319,371,21,60,0,109,50,35,4,29,27,34,11,23,0,13,0,5,7,7,19,0,12,0,0,0,8,13,0,75,10,7,20,9,77,5
660,20,34,58,62,42,25,13,26,45,68,65,59,37,40,18,24,3,21,311,349,0,165,14,75,25,48,32,17,0,31,16,25,6,5,10,20,7,0,15,8,0,0,0,0,0,10,0,19,14,0,34,0,55,9
560,24,47,53,41,28,14,19,14,43,46,52,36,35,31,25,17,16,19,260,300,6,97,8,64,47,47,24,2,18,35,4,51,0,16,13,7,0,0,6,0,0,7,0,0,0,0,0,24,0,0,65,0,19,0
525,20,35,43,48,25,18,16,27,45,51,40,50,32,22,27,9,5,12,258,267,19,60,5,33,36,36,5,22,15,22,11,35,6,2,0,11,6,0,11,0,0,0,0,0,0,0,0,59,11,18,55,0,39,8
830,43,64,59,66,40,23,40,58,66,89,94,47,41,31,43,12,7,7,426,404,6,80,23,82,43,76,12,22,38,28,0,17,0,16,3,14,0,0,15,0,3,0,15,0,0,0,7,174,53,9,55,7,30,2
825,37,55,96,82,22,26,21,40,60,91,79,52,51,29,24,17,22,21,441,384,0,142,3,97,56,47,15,15,26,53,19,5,0,15,15,32,0,5,14,0,0,9,0,0,0,9,9,38,13,0,143,11,28,6
490,17,45,31,43,26,14,21,28,39,39,37,47,27,16,19,12,21,8,236,254,0,67,10,51,23,40,12,10,13,28,10,14,0,24,0,14,14,0,20,0,0,3,0,0,0,0,20,82,0,0,22,0,13,0
725,27,48,68,77,43,31,12,20,62,80,75,49,45,28,31,7,12,10,363,362,21,121,13,61,51,54,24,10,21,25,22,32,0,0,13,14,12,0,8,0,15,0,0,6,13,0,17,74,14,5,69,7,0,3
835,28,26,64,57,54,47,16,49,50,71,81,71,54,47,42,31,27,20,421,414,5,83,25,86,44,58,8,8,18,55,10,29,0,14,0,27,14,3,17,4,0,6,1,0,0,0,0,69,26,24,157,6,38,0
510,20,28,31,57,58,9,13,22,39,35,60,42,28,19,11,19,15,4,239,271,4,79,11,46,32,38,21,33,3,18,9,18,0,0,2,15,5,6,12,0,4,5,12,0,0,21,0,47,0,0,28,8,21,12
725,29,25,40,78,41,35,33,30,31,65,51,74,89,36,30,13,16,9,388,337,17,107,27,60,60,60,27,27,0,32,33,31,3,6,4,10,6,0,11,0,0,0,0,0,0,17,8,119,10,0,41,0,9,0
555,19,27,37,28,40,33,21,18,24,34,43,65,43,27,28,30,14,24,288,267,0,39,6,61,28,37,7,19,17,22,0,3,9,7,6,14,9,0,8,0,0,11,3,0,0,10,21,148,0,0,8,19,31,12
775,31,26,38,44,41,35,43,33,43,45,71,71,37,64,55,49,25,24,395,380,11,68,8,93,51,52,16,62,16,36,13,25,4,14,16,29,6,0,18,7,9,0,4,0,0,23,22,88,15,0,21,0,38,10
415,15,26,20,38,24,15,8,15,19,35,48,26,32,35,33,15,9,2,186,229,12,74,0,54,20,35,10,21,0,27,0,16,4,0,3,14,10,0,17,12,0,0,0,0,0,0,0,47,9,0,10,9,6,5
