"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo"
745,49,57,49,65,64,29,34,52,49,58,74,74,28,25,13,13,7,5,335,410,15,125,2,69,15,18,6,13,9,24,2,17,4,16,3,8,16,6,24,1,1,6,1,0,0,23,17,25,75,8,134,27,33,2
405,19,29,14,29,14,19,14,19,39,34,29,24,34,39,14,14,14,7,202,203,6,65,0,43,7,13,6,8,5,19,0,14,5,5,1,3,7,2,6,2,3,4,1,0,3,2,4,13,45,5,75,14,17,2
525,30,35,25,30,25,30,25,35,45,40,45,40,40,30,15,15,10,10,255,270,7,77,1,46,7,16,4,9,8,23,2,5,4,7,4,4,6,1,14,5,3,9,2,1,0,15,4,42,44,8,94,20,28,5
410,30,20,25,25,20,20,20,30,35,20,40,40,15,20,15,10,10,15,197,213,8,54,0,31,10,17,6,4,7,7,0,6,0,3,3,3,3,2,10,4,3,6,1,0,0,13,0,34,38,5,85,28,17,2
645,44,47,44,30,50,25,40,30,75,75,45,45,35,19,15,11,5,10,312,333,14,61,0,56,21,22,4,16,9,20,3,7,0,8,1,2,6,1,15,6,2,9,0,0,1,6,19,52,60,10,110,76,27,1
575,19,29,31,30,40,34,35,30,45,54,59,55,34,35,20,10,10,5,293,282,12,54,2,52,10,31,11,12,9,30,4,11,2,11,2,8,4,4,19,0,7,4,1,0,0,12,2,29,45,11,87,47,36,6
320,9,22,20,25,20,15,20,25,29,25,30,30,20,10,10,5,5,0,140,180,8,50,0,32,11,19,0,6,9,12,0,9,5,13,5,8,2,8,13,0,5,1,0,0,0,8,1,29,12,2,28,10,10,4
635,41,31,36,41,20,46,51,51,61,56,56,46,31,20,20,10,5,13,295,340,13,69,1,67,20,35,16,16,5,51,6,17,1,13,10,15,11,2,21,4,10,4,0,0,4,30,30,51,31,4,52,7,18,1
755,55,35,30,25,20,35,50,80,50,60,60,65,55,40,40,25,20,10,340,415,14,56,1,87,30,44,8,17,10,43,1,8,9,10,14,5,37,5,35,1,12,6,1,1,3,8,9,63,37,14,65,66,27,8
535,35,20,20,35,20,30,35,45,35,50,35,35,25,35,30,20,15,15,245,290,12,101,0,41,17,32,9,11,9,32,3,11,4,13,4,11,4,4,5,2,4,8,0,0,0,9,3,31,23,7,50,57,17,1
945,25,20,19,25,34,76,101,56,61,61,61,45,61,45,56,35,60,104,417,528,17,140,0,107,44,79,7,22,22,46,2,29,7,13,13,20,21,9,17,12,12,18,0,0,5,22,11,129,23,5,52,12,16,13
885,30,11,20,15,25,85,85,71,65,45,66,61,65,65,60,45,41,30,415,470,17,62,2,69,32,37,13,8,16,28,3,13,4,8,14,18,16,4,26,5,7,16,9,0,2,19,9,67,87,17,179,28,43,7
720,25,20,10,25,45,74,65,55,40,55,60,70,35,50,25,30,15,21,328,392,14,97,0,73,20,28,14,15,7,29,4,15,9,8,5,5,9,3,14,5,8,5,0,1,0,19,2,47,50,10,126,35,42,1
520,25,20,15,25,39,52,54,56,32,44,39,44,25,25,10,5,5,5,262,258,8,89,2,31,18,16,4,10,5,28,1,10,2,10,2,6,6,1,9,0,3,9,1,1,3,12,2,52,21,8,49,80,20,1
510,20,31,20,31,36,46,36,46,46,41,51,46,20,15,10,5,5,5,220,290,10,26,0,31,8,19,8,7,9,21,2,5,1,6,5,5,13,2,10,4,0,3,0,0,1,11,10,56,43,8,88,69,22,7
600,26,52,31,40,30,31,41,47,67,52,47,41,26,21,21,16,7,4,308,292,15,69,0,70,28,38,15,6,7,17,8,11,2,5,10,15,12,4,14,0,7,3,6,0,7,7,22,68,22,7,37,43,7,18
580,30,45,40,25,40,35,30,40,45,45,50,35,35,30,20,15,10,10,288,292,16,71,2,58,22,28,16,15,5,29,1,17,3,3,8,8,10,2,37,0,1,15,0,1,1,6,9,25,36,6,64,38,22,5
665,20,20,25,25,35,55,55,60,60,40,55,55,50,35,35,15,15,10,290,375,4,85,0,35,21,20,12,13,9,23,2,12,2,13,7,9,11,3,14,2,1,3,1,0,3,21,8,55,63,7,123,45,36,2
470,19,10,15,11,33,48,44,34,24,29,39,48,39,24,19,10,15,9,225,245,3,28,0,36,14,15,9,9,6,16,3,10,0,7,4,4,4,0,13,1,2,9,2,1,1,9,2,51,65,4,86,22,32,2
635,25,30,30,30,40,40,55,45,35,55,40,45,45,50,20,20,20,10,287,348,12,66,0,52,9,27,12,13,12,25,4,14,2,6,2,5,11,2,8,2,3,8,1,0,0,19,9,39,57,31,118,33,30,3
690,40,20,28,40,50,40,50,45,45,50,54,60,50,50,30,13,10,15,335,355,15,89,2,62,10,27,9,11,17,19,0,9,0,10,4,14,10,6,15,2,0,0,5,0,0,12,16,62,51,11,118,50,30,4
480,30,23,35,30,20,20,25,30,45,50,45,46,20,20,10,20,5,6,245,235,8,50,0,41,14,21,10,5,7,19,0,8,2,7,3,5,7,2,8,3,3,10,2,0,0,5,7,27,46,6,97,28,27,2
590,25,40,35,35,25,35,35,55,45,50,45,40,40,35,15,15,10,10,305,285,10,45,1,32,11,12,4,10,10,26,1,11,3,9,6,3,10,1,18,4,2,13,4,0,0,12,13,46,53,8,102,67,42,1
710,45,60,40,30,30,55,40,45,55,55,60,60,50,15,25,20,10,15,355,355,9,110,0,50,13,19,8,10,2,32,3,12,0,15,6,4,16,2,19,7,5,3,6,0,2,18,14,43,75,10,125,23,46,3
460,20,35,30,25,25,15,20,34,30,45,35,45,35,15,15,10,8,18,200,260,9,77,1,45,14,20,8,9,8,25,3,5,6,2,0,9,10,1,7,0,2,0,0,0,0,2,8,40,26,4,66,18,31,4
585,23,39,34,49,54,44,34,39,44,54,44,49,29,15,10,10,6,8,298,287,12,49,2,31,14,12,8,8,3,10,0,5,5,15,14,13,7,0,7,5,4,6,8,0,1,8,16,67,50,12,96,42,51,4
620,30,30,40,50,40,35,30,30,40,55,50,60,30,35,15,20,15,15,288,332,8,77,0,60,10,17,7,7,5,23,5,10,5,6,5,11,12,2,18,4,6,8,4,1,0,12,11,43,44,10,119,21,49,0
445,19,20,34,45,35,5,5,20,30,40,60,30,25,25,20,15,10,7,220,225,8,63,2,51,10,17,13,14,12,28,3,8,2,12,5,6,1,0,4,0,1,16,1,0,0,1,2,45,26,4,56,20,14,0
365,15,15,20,35,25,5,10,10,15,30,35,35,25,30,20,20,5,15,177,188,2,25,0,49,12,18,3,5,13,22,1,11,0,9,1,6,7,0,12,0,0,2,4,0,0,4,2,32,30,2,59,10,19,5
670,28,55,60,45,35,25,15,25,60,58,55,60,50,45,20,15,15,4,340,330,1,141,0,77,17,36,12,15,6,28,3,15,0,25,4,5,10,0,22,2,8,14,1,0,0,15,11,71,34,5,57,18,11,6
540,20,40,55,54,30,15,12,20,30,55,55,44,25,20,25,15,10,15,260,280,18,98,0,72,9,19,11,6,6,16,0,13,4,10,1,17,4,2,27,2,2,5,0,0,2,4,0,22,31,6,87,12,33,1
350,10,29,36,30,21,6,10,15,31,46,21,30,15,15,15,15,3,2,170,180,13,16,2,36,9,25,8,11,4,8,1,12,5,2,6,8,6,0,5,3,3,7,0,0,0,2,4,12,36,6,60,18,21,1
880,30,54,78,89,44,25,23,30,64,79,79,74,59,44,40,25,15,28,422,458,6,125,1,102,21,32,16,14,21,35,4,13,6,10,8,10,31,0,10,8,1,11,2,0,0,8,3,36,78,24,144,44,45,11
465,15,24,38,44,29,19,15,19,29,44,53,39,34,24,11,5,15,8,222,243,1,83,3,56,20,26,4,19,9,26,5,5,0,0,11,11,9,0,8,0,0,4,5,0,1,1,16,27,20,0,46,8,40,1
325,5,27,16,21,16,16,5,11,16,43,16,27,27,21,16,21,11,10,155,170,8,35,1,41,8,18,0,6,5,28,2,10,3,6,12,7,12,0,6,0,0,1,1,0,0,1,0,23,15,2,52,6,16,0
590,30,30,49,54,25,20,15,25,30,49,64,54,39,30,30,20,10,16,287,303,14,91,5,80,21,35,19,18,3,17,5,18,6,4,4,18,4,4,6,4,1,6,6,0,6,7,4,10,46,9,69,18,30,2
535,35,45,25,25,30,10,30,35,25,50,40,35,30,35,20,15,20,30,265,270,7,119,1,60,21,28,16,14,11,15,3,17,0,5,0,10,7,2,5,0,0,2,12,0,0,2,14,16,26,12,63,15,32,0
535,25,35,25,25,30,20,35,30,30,50,45,30,40,40,30,20,15,10,255,280,14,77,2,53,15,27,10,13,6,23,1,21,4,6,2,18,1,1,26,1,1,3,0,0,0,20,17,51,35,6,52,12,15,2
730,41,46,51,51,41,15,30,35,46,56,81,56,41,51,25,20,20,24,352,378,3,91,1,96,22,36,22,26,4,34,3,17,2,18,8,13,11,7,12,3,1,3,1,0,1,9,6,19,56,12,121,26,38,8
835,45,45,40,65,50,45,50,50,65,70,80,75,50,35,20,20,15,15,400,435,8,121,1,86,19,31,15,12,15,28,0,6,3,8,10,13,15,5,20,4,3,1,1,0,1,12,19,73,51,11,146,51,42,4
530,35,34,30,26,36,21,21,26,51,40,31,57,31,31,21,14,11,14,270,260,10,73,1,57,10,19,16,11,15,30,6,7,0,8,8,8,11,4,9,4,1,6,4,1,0,9,8,12,54,8,84,15,19,2
385,25,34,40,14,19,15,10,24,35,35,35,30,20,15,10,10,5,9,185,200,9,79,1,41,9,23,12,5,3,22,3,3,1,5,0,6,5,2,6,0,1,3,0,0,0,2,0,13,24,5,54,23,24,1
450,10,35,30,30,35,25,15,20,25,40,40,45,35,15,20,10,10,10,220,230,2,62,2,42,5,12,11,5,12,16,3,9,8,8,5,8,4,4,4,4,1,6,1,1,1,7,5,11,43,8,100,18,20,2
485,20,27,46,41,25,18,20,29,30,51,56,30,25,20,10,10,15,12,225,260,3,62,1,40,21,15,7,10,11,13,0,7,0,5,1,5,5,1,12,3,0,2,4,0,0,2,4,26,42,7,90,26,58,2
650,23,45,62,40,40,20,21,30,50,50,66,30,35,50,30,25,15,18,323,327,3,83,4,70,19,28,5,9,4,26,1,11,4,9,7,11,5,3,4,7,3,7,4,0,4,8,12,37,72,7,120,22,38,3
690,20,29,34,49,39,29,23,25,29,39,69,54,54,54,34,39,30,40,325,365,11,62,0,71,13,29,10,11,16,33,6,12,2,10,8,5,9,4,17,3,1,6,2,2,1,13,3,34,59,9,122,24,77,5
660,20,30,49,65,40,25,21,25,40,64,65,55,45,40,20,30,11,15,315,345,5,93,0,70,16,29,8,10,9,19,5,9,5,10,8,12,5,3,18,7,2,4,3,0,1,12,4,22,64,9,110,34,51,3
560,29,49,49,44,24,15,15,21,39,54,49,29,34,25,25,20,20,19,268,292,8,95,0,66,27,24,11,5,11,32,2,6,0,10,8,7,2,2,7,2,0,6,1,1,1,4,7,24,39,12,92,23,24,1
525,20,31,40,51,31,15,20,25,46,46,41,46,31,25,25,10,11,11,255,270,17,63,3,33,10,18,4,7,9,21,2,9,6,3,1,10,8,0,10,1,1,3,6,0,0,5,3,58,42,18,93,22,33,6
830,45,59,61,64,40,21,30,55,70,90,90,49,45,35,40,15,10,11,400,430,8,80,1,72,20,33,7,13,17,34,0,14,2,11,6,11,5,5,15,2,6,8,5,0,0,10,8,99,80,15,162,39,40,2
825,35,55,81,75,30,20,31,35,65,90,80,60,46,25,30,20,20,27,428,397,2,135,0,83,26,27,15,13,24,27,8,8,0,10,15,24,8,8,10,2,1,13,2,0,0,8,13,39,63,15,152,35,32,7
490,20,35,35,40,35,15,20,25,35,35,40,40,35,15,15,15,25,10,233,257,2,67,0,46,20,31,8,11,14,29,1,7,2,14,2,9,12,0,15,0,1,6,1,0,0,3,17,50,37,5,57,8,15,0
725,25,46,71,66,41,25,15,25,61,76,76,51,46,35,30,15,10,11,368,357,13,132,1,69,19,37,21,7,17,20,3,14,1,6,9,12,11,2,9,5,8,4,0,2,6,8,17,72,54,11,89,19,26,1
835,29,34,59,54,54,44,20,44,49,64,79,79,64,49,49,29,15,20,420,415,8,104,5,79,19,29,8,8,23,43,4,15,2,14,4,22,8,5,15,5,1,5,3,1,1,3,4,79,75,22,152,29,39,1
510,20,25,34,54,49,15,10,15,34,44,69,39,29,20,15,20,10,8,250,260,8,66,2,43,13,25,12,9,4,20,2,15,0,1,5,15,8,5,13,1,5,4,6,0,0,16,2,59,36,3,68,14,24,6
725,25,25,45,60,40,45,25,30,35,65,50,75,95,30,35,15,20,10,375,350,11,113,1,64,31,58,14,27,2,38,11,19,4,4,4,15,8,1,9,1,0,4,0,1,0,11,7,82,44,7,90,19,25,0
555,20,29,34,34,34,29,20,20,29,34,44,54,39,29,34,29,20,23,285,270,1,36,3,66,24,30,7,15,20,26,0,6,5,6,9,17,6,1,7,0,1,7,6,0,0,8,20,72,28,9,65,18,28,8
775,25,30,35,50,45,30,35,35,40,55,70,60,55,60,55,50,25,20,393,382,12,72,1,78,23,39,10,15,22,44,7,19,4,10,13,22,5,3,19,8,9,4,4,1,0,27,24,80,45,10,91,14,30,10
415,15,25,25,30,20,15,15,15,20,30,40,35,30,40,30,15,10,5,195,220,9,63,0,47,12,23,7,4,2,20,2,6,3,0,4,8,6,0,12,3,0,1,2,0,1,2,1,33,38,10,62,12,21,1
