"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23"
"9330022.00",795.00,485.00,170.00,115.00,25.00,2.60,795.00,615.00,515.00,100.00,180.00,165.00,20.00,615.00,350.00,265.00,135.00,105.00,25.00,185.00,140.00,35.00,10.00
"9330023.00",1180.00,460.00,290.00,340.00,90.00,3.10,1180.00,1010.00,965.00,45.00,175.00,150.00,25.00,1010.00,360.00,650.00,240.00,320.00,90.00,175.00,100.00,55.00,20.00
"9330024.00",1650.00,650.00,380.00,465.00,150.00,3.10,1645.00,1440.00,1370.00,75.00,210.00,185.00,20.00,1440.00,530.00,910.00,310.00,450.00,145.00,210.00,120.00,70.00,15.00
"9330025.00",2010.00,800.00,500.00,555.00,155.00,3.00,2015.00,1735.00,1585.00,150.00,280.00,230.00,50.00,1740.00,630.00,1110.00,410.00,540.00,150.00,275.00,170.00,90.00,15.00
"9330026.00",1320.00,560.00,360.00,320.00,85.00,3.00,1320.00,1090.00,1010.00,80.00,230.00,190.00,40.00,1090.00,420.00,675.00,285.00,310.00,85.00,230.00,140.00,80.00,15.00
"9330027.01",1070.00,395.00,295.00,295.00,85.00,3.10,1065.00,870.00,815.00,60.00,195.00,180.00,20.00,870.00,295.00,575.00,215.00,275.00,85.00,195.00,95.00,80.00,20.00
"9330027.02",1075.00,470.00,295.00,250.00,60.00,2.90,1075.00,810.00,770.00,40.00,265.00,240.00,25.00,810.00,290.00,520.00,220.00,240.00,55.00,265.00,180.00,75.00,10.00
"9330028.00",840.00,420.00,155.00,180.00,80.00,2.90,840.00,715.00,625.00,90.00,120.00,100.00,20.00,720.00,345.00,375.00,130.00,175.00,75.00,120.00,85.00,30.00,10.00
"9330029.00",1715.00,860.00,380.00,385.00,100.00,2.80,1715.00,1495.00,1215.00,275.00,220.00,175.00,50.00,1495.00,710.00,785.00,320.00,370.00,95.00,225.00,150.00,60.00,15.00
"9330030.00",1865.00,870.00,400.00,435.00,150.00,2.90,1865.00,1575.00,1270.00,310.00,285.00,230.00,60.00,1575.00,675.00,905.00,330.00,420.00,150.00,285.00,200.00,70.00,15.00
"9330031.01",1625.00,800.00,355.00,360.00,100.00,2.90,1620.00,1420.00,1110.00,310.00,200.00,170.00,30.00,1420.00,660.00,760.00,295.00,360.00,100.00,200.00,140.00,55.00,5.00
"9330031.02",1240.00,585.00,310.00,265.00,75.00,2.90,1235.00,1055.00,835.00,220.00,185.00,140.00,45.00,1055.00,470.00,585.00,255.00,260.00,70.00,185.00,115.00,60.00,10.00
"9330032.00",2440.00,1170.00,625.00,520.00,130.00,2.90,2440.00,2020.00,1560.00,460.00,420.00,330.00,90.00,2020.00,885.00,1135.00,515.00,500.00,130.00,420.00,285.00,110.00,25.00
"9330033.01",1420.00,650.00,365.00,310.00,95.00,2.90,1420.00,1195.00,995.00,205.00,225.00,170.00,60.00,1195.00,500.00,695.00,300.00,295.00,95.00,230.00,150.00,65.00,15.00
"9330033.02",830.00,330.00,195.00,220.00,85.00,3.10,830.00,670.00,600.00,75.00,160.00,140.00,25.00,670.00,230.00,445.00,160.00,205.00,75.00,160.00,105.00,40.00,15.00
"9330034.01",1395.00,605.00,370.00,330.00,85.00,2.90,1395.00,1095.00,970.00,125.00,300.00,240.00,55.00,1095.00,425.00,675.00,270.00,315.00,85.00,295.00,180.00,100.00,20.00
"9330034.02",1900.00,865.00,470.00,430.00,125.00,2.90,1895.00,1520.00,1280.00,240.00,380.00,305.00,75.00,1515.00,625.00,895.00,370.00,405.00,120.00,380.00,245.00,105.00,30.00
"9330035.01",1155.00,540.00,280.00,260.00,75.00,2.90,1155.00,915.00,790.00,125.00,240.00,190.00,50.00,915.00,380.00,535.00,220.00,245.00,70.00,240.00,160.00,60.00,15.00
"9330035.02",1870.00,860.00,500.00,410.00,100.00,2.90,1870.00,1445.00,1255.00,190.00,425.00,345.00,80.00,1445.00,595.00,850.00,375.00,375.00,95.00,425.00,260.00,125.00,35.00
"9330036.01",1685.00,750.00,420.00,395.00,125.00,2.90,1685.00,1350.00,1230.00,120.00,330.00,270.00,70.00,1355.00,525.00,830.00,330.00,380.00,125.00,335.00,225.00,90.00,20.00
"9330036.02",1705.00,760.00,430.00,410.00,110.00,3.00,1705.00,1405.00,1265.00,140.00,295.00,235.00,60.00,1410.00,570.00,835.00,350.00,385.00,110.00,300.00,185.00,80.00,30.00
"9330037.01",1175.00,595.00,250.00,265.00,60.00,2.80,1175.00,1000.00,715.00,285.00,175.00,150.00,30.00,1000.00,475.00,520.00,205.00,255.00,60.00,175.00,120.00,45.00,10.00
"9330037.02",830.00,425.00,200.00,165.00,30.00,2.80,830.00,705.00,475.00,230.00,125.00,100.00,30.00,705.00,350.00,355.00,160.00,160.00,35.00,125.00,80.00,40.00,10.00
"9330038.00",1365.00,920.00,255.00,160.00,30.00,2.50,1365.00,1220.00,720.00,500.00,145.00,115.00,35.00,1220.00,810.00,410.00,230.00,150.00,30.00,145.00,115.00,25.00,10.00
"9330039.01",1450.00,1020.00,260.00,150.00,25.00,2.40,1455.00,1310.00,775.00,535.00,140.00,120.00,20.00,1310.00,915.00,400.00,225.00,150.00,25.00,140.00,105.00,35.00,5.00
"9330039.02",1430.00,935.00,295.00,180.00,25.00,2.50,1430.00,1220.00,870.00,355.00,210.00,180.00,25.00,1220.00,770.00,455.00,250.00,175.00,25.00,205.00,160.00,40.00,5.00
"9330040.01",810.00,665.00,110.00,30.00,5.00,2.20,805.00,730.00,395.00,340.00,80.00,60.00,15.00,730.00,595.00,135.00,100.00,35.00,0.00,75.00,65.00,10.00,0.00
"9330040.02",1015.00,810.00,140.00,60.00,5.00,2.30,1010.00,900.00,500.00,395.00,115.00,85.00,25.00,900.00,720.00,180.00,115.00,60.00,5.00,115.00,90.00,25.00,5.00
"9330041.01",1020.00,840.00,120.00,50.00,5.00,2.20,1020.00,920.00,530.00,390.00,100.00,80.00,20.00,920.00,755.00,165.00,105.00,50.00,5.00,100.00,80.00,20.00,0.00
"9330041.02",1950.00,1190.00,440.00,275.00,40.00,2.60,1950.00,1655.00,1275.00,380.00,295.00,250.00,45.00,1660.00,970.00,685.00,380.00,265.00,40.00,295.00,225.00,60.00,10.00
"9330042.00",1685.00,805.00,380.00,390.00,105.00,2.90,1690.00,1445.00,1175.00,270.00,245.00,200.00,45.00,1445.00,640.00,805.00,325.00,390.00,95.00,240.00,170.00,60.00,10.00
"9330043.01",1035.00,475.00,255.00,240.00,65.00,2.90,1040.00,870.00,745.00,120.00,170.00,140.00,30.00,870.00,365.00,505.00,205.00,235.00,65.00,170.00,110.00,55.00,10.00
"9330043.02",1225.00,545.00,280.00,305.00,100.00,3.00,1225.00,1030.00,930.00,100.00,200.00,175.00,25.00,1030.00,420.00,610.00,220.00,290.00,100.00,200.00,125.00,65.00,15.00
"9330044.00",1285.00,730.00,240.00,230.00,85.00,2.80,1285.00,1120.00,940.00,180.00,165.00,135.00,35.00,1120.00,620.00,500.00,195.00,225.00,80.00,165.00,110.00,45.00,10.00
"9330045.01",1280.00,850.00,215.00,195.00,25.00,2.50,1285.00,1140.00,795.00,345.00,140.00,105.00,30.00,1145.00,740.00,400.00,190.00,185.00,25.00,140.00,110.00,20.00,5.00
"9330045.02",1485.00,860.00,320.00,255.00,50.00,2.70,1485.00,1335.00,915.00,420.00,155.00,130.00,25.00,1335.00,755.00,580.00,280.00,250.00,50.00,150.00,105.00,40.00,0.00
"9330046.00",1195.00,860.00,210.00,105.00,20.00,2.40,1195.00,1040.00,625.00,415.00,150.00,120.00,30.00,1045.00,750.00,290.00,175.00,100.00,15.00,150.00,110.00,40.00,5.00
"9330047.01",845.00,700.00,110.00,40.00,0.00,2.20,845.00,775.00,425.00,355.00,70.00,55.00,15.00,780.00,645.00,135.00,85.00,45.00,0.00,70.00,50.00,15.00,0.00
"9330047.02",910.00,745.00,110.00,45.00,10.00,2.30,910.00,830.00,385.00,445.00,80.00,65.00,15.00,835.00,670.00,155.00,105.00,50.00,10.00,75.00,70.00,5.00,0.00
"9330048.00",1960.00,1440.00,335.00,165.00,20.00,2.40,1960.00,1755.00,1115.00,640.00,210.00,170.00,35.00,1750.00,1280.00,470.00,290.00,160.00,15.00,210.00,160.00,50.00,5.00
"9330049.01",3925.00,2895.00,700.00,300.00,35.00,2.40,3930.00,3595.00,2340.00,1250.00,335.00,280.00,60.00,3595.00,2630.00,965.00,635.00,295.00,35.00,335.00,265.00,65.00,5.00
"9330049.02",1680.00,1145.00,325.00,185.00,25.00,2.50,1680.00,1430.00,1115.00,315.00,245.00,195.00,55.00,1430.00,945.00,485.00,275.00,180.00,30.00,245.00,200.00,45.00,5.00
"9330050.02",1435.00,970.00,270.00,170.00,30.00,2.50,1435.00,1155.00,690.00,465.00,280.00,225.00,50.00,1155.00,770.00,385.00,210.00,155.00,25.00,280.00,200.00,60.00,20.00
"9330050.03",1420.00,1080.00,230.00,100.00,10.00,2.30,1420.00,1275.00,675.00,600.00,145.00,120.00,25.00,1275.00,965.00,305.00,200.00,100.00,10.00,145.00,110.00,30.00,5.00
"9330050.04",670.00,445.00,140.00,75.00,15.00,2.50,675.00,560.00,330.00,230.00,110.00,95.00,15.00,555.00,370.00,195.00,110.00,70.00,15.00,115.00,80.00,30.00,5.00
"9330051.01",885.00,410.00,220.00,205.00,50.00,2.90,885.00,760.00,605.00,160.00,120.00,95.00,25.00,765.00,340.00,425.00,175.00,195.00,50.00,125.00,70.00,45.00,5.00
"9330051.02",1245.00,580.00,315.00,270.00,70.00,2.90,1245.00,985.00,840.00,145.00,255.00,205.00,50.00,990.00,415.00,575.00,250.00,250.00,70.00,255.00,170.00,65.00,20.00
"9330052.01",1590.00,720.00,415.00,345.00,115.00,2.90,1595.00,1220.00,1065.00,150.00,375.00,290.00,90.00,1220.00,505.00,710.00,300.00,310.00,105.00,375.00,215.00,115.00,50.00
"9330052.02",1700.00,740.00,465.00,400.00,100.00,2.90,1700.00,1380.00,1190.00,190.00,320.00,250.00,70.00,1380.00,550.00,830.00,360.00,375.00,95.00,320.00,190.00,100.00,30.00
"9330053.01",1755.00,825.00,460.00,360.00,115.00,2.90,1750.00,1435.00,1165.00,270.00,315.00,250.00,65.00,1435.00,630.00,800.00,365.00,335.00,105.00,315.00,190.00,90.00,30.00
"9330053.02",945.00,495.00,210.00,195.00,50.00,2.80,945.00,795.00,660.00,135.00,150.00,105.00,45.00,795.00,390.00,400.00,170.00,180.00,50.00,150.00,100.00,35.00,15.00
"9330054.01",1090.00,585.00,270.00,200.00,45.00,2.70,1090.00,915.00,655.00,255.00,175.00,135.00,40.00,910.00,460.00,450.00,220.00,190.00,40.00,180.00,125.00,50.00,10.00
"9330054.02",1265.00,575.00,315.00,290.00,85.00,2.90,1270.00,1060.00,895.00,165.00,205.00,165.00,40.00,1060.00,430.00,625.00,260.00,280.00,80.00,210.00,145.00,55.00,10.00
"9330055.01",1310.00,760.00,280.00,215.00,50.00,2.70,1305.00,1040.00,670.00,370.00,270.00,220.00,45.00,1040.00,575.00,465.00,220.00,200.00,45.00,265.00,185.00,65.00,15.00
"9330055.02",1045.00,705.00,190.00,115.00,35.00,2.50,1050.00,860.00,505.00,350.00,190.00,140.00,50.00,860.00,560.00,300.00,160.00,105.00,30.00,190.00,145.00,30.00,10.00
"9330056.01",925.00,625.00,185.00,85.00,30.00,2.50,930.00,705.00,350.00,350.00,225.00,185.00,35.00,700.00,470.00,230.00,130.00,70.00,25.00,225.00,150.00,55.00,25.00
"9330056.02",1115.00,695.00,230.00,150.00,35.00,2.60,1115.00,925.00,530.00,400.00,185.00,155.00,30.00,925.00,560.00,365.00,195.00,145.00,25.00,190.00,135.00,35.00,15.00
"9330057.01",585.00,370.00,95.00,75.00,45.00,2.70,585.00,420.00,315.00,115.00,165.00,130.00,35.00,425.00,275.00,150.00,60.00,60.00,30.00,160.00,95.00,35.00,25.00
"9330057.02",1060.00,625.00,225.00,150.00,60.00,2.70,1060.00,815.00,580.00,235.00,245.00,205.00,40.00,815.00,475.00,345.00,170.00,125.00,50.00,240.00,150.00,60.00,35.00
"9330058.00",345.00,260.00,40.00,25.00,20.00,2.50,340.00,235.00,145.00,95.00,105.00,95.00,10.00,235.00,180.00,50.00,25.00,20.00,10.00,110.00,80.00,20.00,10.00
"9330059.06",935.00,775.00,110.00,45.00,10.00,2.20,935.00,835.00,420.00,410.00,105.00,85.00,15.00,835.00,690.00,145.00,95.00,45.00,5.00,100.00,85.00,15.00,0.00
"9330059.07",1505.00,1105.00,260.00,130.00,10.00,2.40,1510.00,1370.00,1050.00,320.00,140.00,120.00,20.00,1370.00,1000.00,370.00,230.00,130.00,15.00,140.00,110.00,25.00,5.00
"9330059.08",2005.00,1255.00,440.00,255.00,60.00,2.60,2000.00,1705.00,1385.00,315.00,300.00,260.00,45.00,1700.00,1030.00,665.00,375.00,245.00,55.00,300.00,220.00,70.00,15.00
"9330059.09",1370.00,1140.00,165.00,50.00,10.00,2.20,1370.00,1250.00,725.00,525.00,115.00,100.00,20.00,1250.00,1035.00,215.00,155.00,50.00,5.00,120.00,105.00,10.00,0.00
"9330059.1",1285.00,1025.00,185.00,65.00,5.00,2.30,1280.00,1170.00,680.00,485.00,115.00,90.00,25.00,1170.00,935.00,235.00,165.00,60.00,5.00,115.00,90.00,25.00,0.00
"9330059.11",1515.00,1220.00,225.00,65.00,5.00,2.20,1515.00,1390.00,870.00,520.00,125.00,105.00,20.00,1390.00,1125.00,265.00,200.00,60.00,5.00,125.00,95.00,25.00,5.00
"9330059.13",1110.00,875.00,185.00,50.00,5.00,2.30,1115.00,1020.00,625.00,395.00,95.00,75.00,20.00,1020.00,795.00,230.00,175.00,45.00,5.00,95.00,80.00,15.00,5.00
"9330059.14",2355.00,1710.00,430.00,185.00,40.00,2.40,2360.00,2075.00,1425.00,645.00,285.00,240.00,50.00,2070.00,1500.00,575.00,370.00,165.00,35.00,285.00,205.00,60.00,15.00
"9330060.01",710.00,615.00,70.00,15.00,5.00,2.20,710.00,645.00,315.00,330.00,65.00,55.00,15.00,645.00,560.00,85.00,60.00,20.00,5.00,65.00,55.00,10.00,5.00
"9330060.02",1260.00,1060.00,140.00,55.00,10.00,2.20,1265.00,1175.00,615.00,560.00,90.00,65.00,20.00,1170.00,990.00,185.00,120.00,55.00,10.00,90.00,70.00,15.00,0.00
"9330061.00",1125.00,975.00,105.00,45.00,5.00,2.20,1130.00,1045.00,545.00,495.00,80.00,70.00,15.00,1045.00,905.00,145.00,95.00,40.00,0.00,85.00,75.00,10.00,5.00
"9330062.00",820.00,710.00,80.00,30.00,0.00,2.20,820.00,750.00,465.00,290.00,65.00,55.00,15.00,755.00,650.00,105.00,75.00,30.00,0.00,65.00,55.00,5.00,0.00
"9330063.00",865.00,690.00,120.00,50.00,5.00,2.30,865.00,765.00,415.00,350.00,100.00,80.00,15.00,765.00,610.00,155.00,100.00,50.00,5.00,100.00,80.00,15.00,0.00
"9330064.00",950.00,790.00,115.00,45.00,5.00,2.20,950.00,855.00,445.00,410.00,100.00,80.00,20.00,850.00,710.00,145.00,95.00,45.00,5.00,100.00,85.00,15.00,5.00
"9330065.00",1430.00,1155.00,195.00,70.00,10.00,2.30,1430.00,1330.00,770.00,565.00,95.00,80.00,15.00,1330.00,1070.00,260.00,185.00,65.00,10.00,95.00,80.00,15.00,5.00
"9330066.00",2335.00,1565.00,485.00,245.00,45.00,2.50,2335.00,2020.00,1585.00,440.00,315.00,260.00,60.00,2020.00,1320.00,705.00,425.00,235.00,45.00,315.00,250.00,60.00,10.00
"9330067.01",745.00,600.00,100.00,40.00,5.00,2.20,740.00,675.00,370.00,310.00,70.00,55.00,15.00,675.00,550.00,125.00,85.00,40.00,5.00,70.00,55.00,15.00,0.00
"9330067.02",1305.00,930.00,240.00,105.00,25.00,2.40,1300.00,1145.00,910.00,235.00,160.00,135.00,20.00,1145.00,790.00,355.00,225.00,105.00,25.00,160.00,135.00,15.00,5.00
"9330068.00",1100.00,925.00,125.00,40.00,15.00,2.20,1105.00,995.00,600.00,395.00,110.00,90.00,20.00,995.00,830.00,160.00,110.00,40.00,10.00,110.00,90.00,20.00,5.00
"9330069.01",2345.00,1060.00,685.00,495.00,105.00,2.90,2345.00,1935.00,1760.00,170.00,410.00,360.00,55.00,1935.00,800.00,1135.00,550.00,490.00,100.00,410.00,255.00,135.00,20.00
"9330069.02",1305.00,500.00,445.00,300.00,60.00,3.00,1305.00,970.00,880.00,85.00,340.00,300.00,40.00,970.00,285.00,680.00,335.00,285.00,65.00,340.00,215.00,105.00,15.00
"9330100.01",1100.00,505.00,255.00,285.00,55.00,2.90,1095.00,920.00,775.00,140.00,180.00,140.00,40.00,920.00,390.00,530.00,205.00,275.00,50.00,180.00,115.00,55.00,10.00
"9330100.02",2010.00,1065.00,465.00,385.00,100.00,2.80,2005.00,1680.00,1265.00,415.00,325.00,255.00,75.00,1685.00,840.00,845.00,370.00,380.00,90.00,330.00,230.00,95.00,5.00
"9330101.03",1335.00,935.00,275.00,115.00,10.00,2.40,1335.00,1150.00,820.00,330.00,190.00,160.00,30.00,1150.00,790.00,360.00,240.00,115.00,10.00,190.00,150.00,35.00,5.00
"9330101.04",1175.00,785.00,255.00,110.00,25.00,2.50,1170.00,950.00,750.00,205.00,220.00,180.00,45.00,950.00,625.00,330.00,205.00,105.00,20.00,225.00,160.00,50.00,10.00
"9330101.05",1340.00,715.00,345.00,235.00,45.00,2.70,1335.00,1105.00,900.00,210.00,230.00,190.00,40.00,1105.00,545.00,560.00,290.00,225.00,45.00,230.00,170.00,55.00,10.00
"9330101.06",1330.00,1020.00,220.00,70.00,15.00,2.30,1335.00,1085.00,805.00,280.00,245.00,210.00,35.00,1085.00,840.00,245.00,175.00,60.00,10.00,245.00,185.00,45.00,20.00
"9330102.01",155.00,65.00,45.00,35.00,15.00,3.10,155.00,100.00,50.00,50.00,60.00,40.00,15.00,100.00,25.00,75.00,35.00,30.00,10.00,60.00,35.00,15.00,5.00
"9330102.02",1820.00,795.00,530.00,410.00,95.00,2.90,1825.00,1435.00,1215.00,225.00,390.00,335.00,55.00,1440.00,555.00,885.00,400.00,390.00,90.00,385.00,245.00,125.00,20.00
"9330103.00",2070.00,1115.00,505.00,355.00,90.00,2.70,2065.00,1645.00,1360.00,290.00,420.00,340.00,85.00,1650.00,810.00,835.00,410.00,340.00,90.00,420.00,305.00,95.00,20.00
"9330104.00",2180.00,885.00,555.00,570.00,165.00,3.00,2180.00,1815.00,1580.00,230.00,370.00,305.00,60.00,1810.00,675.00,1135.00,430.00,545.00,160.00,370.00,210.00,125.00,30.00
"9330110.02",950.00,440.00,190.00,245.00,70.00,3.00,950.00,830.00,750.00,85.00,115.00,85.00,35.00,835.00,365.00,470.00,155.00,245.00,70.00,115.00,80.00,30.00,10.00
"9330110.03",950.00,470.00,190.00,240.00,60.00,2.90,950.00,860.00,745.00,115.00,90.00,75.00,20.00,860.00,410.00,450.00,165.00,230.00,50.00,90.00,55.00,25.00,10.00
"9330110.04",1255.00,460.00,315.00,370.00,105.00,3.10,1250.00,1095.00,985.00,110.00,160.00,135.00,20.00,1090.00,365.00,725.00,260.00,360.00,110.00,160.00,90.00,55.00,15.00
