"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27"
"59150014",955.00,670.00,625.00,45.00,285.00,195.00,15.00,30.00,40.00,460.00,335.00,315.00,20.00,125.00,95.00,0.00,15.00,10.00,495.00,340.00,315.00,20.00,160.00,100.00,10.00,15.00,35.00
"59150015",395.00,270.00,260.00,10.00,130.00,95.00,0.00,10.00,15.00,185.00,135.00,130.00,5.00,50.00,40.00,0.00,5.00,5.00,215.00,135.00,135.00,5.00,75.00,55.00,5.00,5.00,10.00
"59150016",300.00,215.00,205.00,15.00,90.00,60.00,5.00,10.00,15.00,135.00,105.00,95.00,10.00,30.00,25.00,0.00,5.00,5.00,165.00,110.00,105.00,5.00,55.00,35.00,5.00,10.00,10.00
"59150017",250.00,170.00,150.00,20.00,80.00,60.00,5.00,10.00,10.00,115.00,80.00,75.00,10.00,35.00,30.00,5.00,0.00,0.00,135.00,85.00,75.00,10.00,50.00,30.00,0.00,10.00,5.00
"59150018",475.00,310.00,300.00,10.00,160.00,110.00,10.00,30.00,15.00,225.00,150.00,150.00,10.00,70.00,55.00,0.00,10.00,0.00,250.00,155.00,150.00,5.00,95.00,55.00,5.00,15.00,10.00
"59150019",470.00,340.00,305.00,40.00,130.00,90.00,10.00,10.00,15.00,220.00,170.00,150.00,20.00,50.00,45.00,5.00,5.00,5.00,250.00,170.00,150.00,15.00,80.00,50.00,5.00,10.00,15.00
"59150020",310.00,215.00,205.00,10.00,95.00,70.00,0.00,10.00,15.00,150.00,105.00,100.00,5.00,50.00,35.00,0.00,5.00,5.00,155.00,110.00,105.00,5.00,50.00,35.00,5.00,5.00,5.00
"59150021",240.00,140.00,125.00,15.00,100.00,70.00,5.00,10.00,10.00,115.00,70.00,65.00,10.00,50.00,45.00,0.00,5.00,0.00,120.00,75.00,65.00,5.00,50.00,25.00,5.00,10.00,10.00
"59150022",220.00,155.00,145.00,5.00,65.00,60.00,0.00,5.00,5.00,105.00,80.00,70.00,5.00,30.00,25.00,0.00,5.00,0.00,115.00,75.00,75.00,5.00,40.00,35.00,0.00,0.00,5.00
"59150023",455.00,300.00,285.00,15.00,150.00,125.00,5.00,10.00,10.00,230.00,145.00,135.00,5.00,85.00,80.00,5.00,5.00,0.00,220.00,155.00,145.00,10.00,70.00,50.00,5.00,10.00,5.00
"59150024",300.00,215.00,205.00,10.00,85.00,65.00,5.00,5.00,15.00,140.00,105.00,100.00,5.00,35.00,35.00,0.00,0.00,0.00,155.00,110.00,100.00,10.00,50.00,35.00,5.00,0.00,10.00
"59150025",525.00,350.00,315.00,35.00,170.00,115.00,5.00,20.00,30.00,255.00,175.00,155.00,15.00,80.00,65.00,0.00,5.00,10.00,265.00,180.00,160.00,20.00,85.00,50.00,5.00,15.00,20.00
"59150027",555.00,325.00,285.00,40.00,235.00,55.00,20.00,60.00,100.00,225.00,160.00,140.00,20.00,65.00,25.00,5.00,20.00,15.00,330.00,160.00,140.00,20.00,165.00,30.00,15.00,40.00,85.00
"59150028",395.00,215.00,200.00,20.00,180.00,85.00,10.00,30.00,50.00,155.00,105.00,95.00,10.00,55.00,40.00,0.00,5.00,5.00,235.00,110.00,105.00,10.00,125.00,45.00,5.00,25.00,50.00
"59150029",345.00,225.00,215.00,10.00,125.00,85.00,10.00,20.00,5.00,170.00,110.00,110.00,0.00,60.00,45.00,5.00,5.00,5.00,180.00,110.00,110.00,0.00,65.00,40.00,5.00,15.00,5.00
"59150030",440.00,290.00,285.00,5.00,150.00,105.00,5.00,20.00,15.00,210.00,150.00,140.00,5.00,60.00,50.00,5.00,5.00,0.00,230.00,145.00,140.00,0.00,85.00,55.00,5.00,10.00,15.00
"59150031",570.00,370.00,340.00,30.00,205.00,150.00,0.00,30.00,20.00,275.00,180.00,165.00,15.00,95.00,80.00,0.00,10.00,5.00,300.00,190.00,175.00,15.00,110.00,70.00,5.00,20.00,15.00
"59150032",325.00,200.00,195.00,10.00,120.00,80.00,5.00,15.00,15.00,160.00,100.00,95.00,10.00,55.00,45.00,0.00,10.00,0.00,170.00,100.00,95.00,5.00,65.00,40.00,5.00,10.00,15.00
"59150033",355.00,255.00,235.00,20.00,100.00,85.00,5.00,10.00,5.00,165.00,120.00,115.00,10.00,45.00,35.00,0.00,0.00,0.00,185.00,130.00,125.00,5.00,55.00,45.00,0.00,5.00,5.00
"59150034",345.00,215.00,200.00,15.00,130.00,90.00,10.00,20.00,15.00,160.00,105.00,95.00,5.00,55.00,50.00,5.00,5.00,0.00,185.00,115.00,105.00,10.00,75.00,45.00,5.00,15.00,15.00
"59150035",780.00,465.00,440.00,25.00,315.00,210.00,20.00,60.00,25.00,375.00,225.00,215.00,10.00,150.00,110.00,0.00,30.00,5.00,405.00,235.00,225.00,10.00,165.00,100.00,15.00,30.00,25.00
"59150036",505.00,280.00,260.00,15.00,230.00,120.00,10.00,20.00,80.00,220.00,135.00,130.00,5.00,80.00,60.00,5.00,0.00,15.00,290.00,135.00,130.00,10.00,150.00,60.00,0.00,15.00,65.00
"59150037",360.00,235.00,235.00,10.00,120.00,90.00,5.00,15.00,15.00,160.00,115.00,110.00,0.00,50.00,40.00,5.00,5.00,5.00,195.00,125.00,125.00,5.00,70.00,50.00,0.00,5.00,10.00
"59150038",335.00,205.00,200.00,10.00,130.00,95.00,5.00,15.00,20.00,160.00,95.00,90.00,5.00,60.00,50.00,5.00,5.00,5.00,175.00,110.00,105.00,0.00,70.00,45.00,5.00,5.00,15.00
"59150039",305.00,215.00,215.00,5.00,90.00,60.00,5.00,10.00,15.00,155.00,105.00,100.00,0.00,45.00,40.00,0.00,0.00,5.00,155.00,115.00,105.00,5.00,45.00,20.00,5.00,5.00,5.00
"59150040",390.00,95.00,85.00,10.00,295.00,40.00,20.00,110.00,115.00,105.00,50.00,40.00,5.00,60.00,15.00,10.00,20.00,15.00,280.00,45.00,45.00,0.00,235.00,30.00,15.00,85.00,105.00
"59150041",365.00,235.00,220.00,10.00,135.00,105.00,5.00,15.00,10.00,175.00,110.00,105.00,10.00,60.00,55.00,0.00,5.00,5.00,190.00,125.00,115.00,5.00,70.00,55.00,0.00,10.00,5.00
"59150042",320.00,200.00,185.00,10.00,120.00,90.00,5.00,15.00,10.00,145.00,95.00,90.00,5.00,45.00,40.00,0.00,5.00,5.00,175.00,100.00,95.00,5.00,75.00,50.00,5.00,10.00,10.00
"59150043",505.00,215.00,190.00,30.00,290.00,105.00,20.00,85.00,80.00,195.00,110.00,90.00,15.00,90.00,45.00,10.00,25.00,10.00,310.00,110.00,95.00,15.00,205.00,65.00,10.00,60.00,65.00
"59150044",440.00,200.00,170.00,25.00,240.00,110.00,15.00,85.00,35.00,210.00,95.00,80.00,15.00,115.00,60.00,15.00,30.00,5.00,230.00,100.00,90.00,10.00,130.00,45.00,5.00,50.00,25.00
"59150045",575.00,265.00,245.00,20.00,310.00,135.00,20.00,85.00,70.00,230.00,130.00,120.00,10.00,100.00,50.00,10.00,30.00,5.00,345.00,135.00,125.00,10.00,210.00,80.00,15.00,55.00,60.00
"59150046",420.00,190.00,170.00,25.00,225.00,85.00,15.00,70.00,55.00,175.00,100.00,85.00,10.00,80.00,40.00,5.00,25.00,10.00,240.00,95.00,85.00,15.00,145.00,50.00,10.00,50.00,40.00
"59150047",405.00,160.00,135.00,20.00,250.00,100.00,15.00,95.00,35.00,160.00,75.00,70.00,10.00,80.00,55.00,5.00,20.00,5.00,245.00,80.00,70.00,10.00,165.00,45.00,10.00,75.00,30.00
"59150048",345.00,210.00,200.00,15.00,135.00,100.00,15.00,10.00,10.00,165.00,100.00,100.00,5.00,60.00,55.00,5.00,0.00,5.00,180.00,110.00,100.00,5.00,75.00,50.00,10.00,10.00,10.00
"59150049",415.00,270.00,255.00,15.00,145.00,110.00,5.00,20.00,10.00,185.00,130.00,120.00,5.00,55.00,50.00,0.00,5.00,5.00,230.00,140.00,135.00,5.00,85.00,60.00,5.00,20.00,5.00
"59150050",395.00,250.00,240.00,10.00,145.00,110.00,10.00,15.00,20.00,185.00,120.00,115.00,5.00,60.00,55.00,0.00,5.00,5.00,215.00,130.00,125.00,5.00,90.00,50.00,10.00,10.00,20.00
"59150051",390.00,250.00,225.00,20.00,140.00,105.00,10.00,10.00,20.00,175.00,115.00,105.00,10.00,55.00,45.00,5.00,5.00,0.00,220.00,130.00,120.00,10.00,90.00,60.00,10.00,5.00,15.00
"59150052",540.00,225.00,210.00,20.00,310.00,105.00,5.00,65.00,135.00,220.00,115.00,110.00,10.00,100.00,55.00,0.00,15.00,25.00,320.00,110.00,105.00,10.00,210.00,50.00,5.00,45.00,110.00
"59150053",485.00,325.00,310.00,15.00,160.00,120.00,5.00,20.00,15.00,220.00,160.00,150.00,10.00,60.00,45.00,5.00,10.00,5.00,265.00,165.00,155.00,10.00,100.00,70.00,5.00,15.00,10.00
"59150054",475.00,320.00,290.00,30.00,150.00,100.00,5.00,20.00,20.00,210.00,160.00,140.00,15.00,55.00,45.00,0.00,0.00,0.00,265.00,170.00,150.00,20.00,95.00,55.00,10.00,20.00,15.00
"59150055",485.00,290.00,260.00,30.00,200.00,125.00,15.00,40.00,20.00,225.00,140.00,125.00,15.00,80.00,55.00,5.00,20.00,0.00,265.00,145.00,130.00,15.00,120.00,70.00,10.00,25.00,15.00
"59150056",480.00,230.00,205.00,20.00,255.00,115.00,20.00,70.00,50.00,215.00,115.00,100.00,10.00,105.00,55.00,5.00,30.00,10.00,265.00,115.00,105.00,10.00,155.00,60.00,10.00,35.00,40.00
"59150059",1090.00,495.00,465.00,30.00,595.00,245.00,30.00,105.00,210.00,430.00,245.00,225.00,20.00,185.00,115.00,10.00,25.00,35.00,660.00,250.00,235.00,15.00,410.00,130.00,20.00,80.00,180.00
"59150062",955.00,465.00,430.00,35.00,485.00,245.00,45.00,115.00,85.00,425.00,235.00,220.00,20.00,190.00,120.00,15.00,45.00,15.00,530.00,235.00,215.00,20.00,295.00,125.00,30.00,65.00,70.00
"59150064",370.00,215.00,190.00,25.00,155.00,100.00,15.00,25.00,15.00,175.00,110.00,95.00,15.00,70.00,50.00,5.00,10.00,5.00,195.00,110.00,95.00,15.00,85.00,50.00,10.00,15.00,10.00
"59150067",325.00,170.00,135.00,30.00,160.00,85.00,20.00,35.00,20.00,135.00,80.00,70.00,10.00,55.00,40.00,5.00,5.00,0.00,185.00,85.00,70.00,15.00,105.00,35.00,15.00,30.00,20.00
"59150068",355.00,230.00,195.00,35.00,125.00,100.00,10.00,10.00,5.00,185.00,115.00,95.00,15.00,70.00,55.00,10.00,5.00,5.00,175.00,120.00,100.00,20.00,55.00,40.00,0.00,5.00,0.00
"59150069",500.00,250.00,220.00,30.00,245.00,135.00,15.00,65.00,30.00,225.00,120.00,105.00,15.00,100.00,65.00,10.00,25.00,5.00,270.00,125.00,110.00,15.00,145.00,65.00,5.00,40.00,25.00
"59150070",365.00,230.00,205.00,25.00,130.00,95.00,10.00,20.00,10.00,180.00,115.00,100.00,15.00,60.00,45.00,5.00,10.00,5.00,180.00,110.00,100.00,10.00,70.00,45.00,5.00,10.00,5.00
"59150071",405.00,280.00,250.00,30.00,125.00,85.00,5.00,20.00,15.00,195.00,140.00,130.00,15.00,55.00,45.00,0.00,5.00,5.00,210.00,140.00,125.00,15.00,70.00,40.00,5.00,20.00,10.00
"59150072",855.00,520.00,435.00,85.00,335.00,215.00,25.00,60.00,40.00,410.00,255.00,215.00,45.00,150.00,120.00,10.00,15.00,10.00,445.00,260.00,220.00,40.00,180.00,95.00,10.00,40.00,35.00
"59150073",815.00,545.00,480.00,70.00,270.00,185.00,15.00,45.00,25.00,390.00,270.00,235.00,35.00,120.00,100.00,5.00,10.00,5.00,425.00,275.00,240.00,35.00,150.00,85.00,5.00,40.00,20.00
"59150074",585.00,315.00,300.00,25.00,270.00,190.00,30.00,40.00,5.00,255.00,160.00,145.00,10.00,100.00,90.00,5.00,0.00,0.00,330.00,160.00,145.00,10.00,170.00,105.00,25.00,40.00,5.00
"59150075",345.00,215.00,180.00,35.00,130.00,85.00,5.00,20.00,20.00,170.00,105.00,90.00,20.00,65.00,55.00,5.00,10.00,5.00,170.00,110.00,90.00,15.00,65.00,35.00,5.00,10.00,15.00
"59150076",430.00,250.00,220.00,25.00,180.00,120.00,10.00,30.00,15.00,205.00,120.00,110.00,10.00,80.00,65.00,5.00,10.00,0.00,225.00,125.00,110.00,15.00,100.00,60.00,5.00,20.00,10.00
"59150077",335.00,185.00,170.00,15.00,145.00,95.00,10.00,15.00,25.00,160.00,95.00,85.00,10.00,60.00,50.00,5.00,10.00,5.00,175.00,90.00,85.00,10.00,80.00,50.00,5.00,10.00,15.00
"59150078",505.00,290.00,265.00,25.00,210.00,150.00,15.00,35.00,15.00,245.00,145.00,130.00,10.00,100.00,80.00,0.00,15.00,0.00,260.00,145.00,135.00,10.00,115.00,70.00,15.00,15.00,15.00
"59150079",490.00,305.00,260.00,40.00,190.00,130.00,15.00,30.00,10.00,250.00,150.00,135.00,15.00,100.00,75.00,10.00,20.00,0.00,240.00,150.00,130.00,25.00,90.00,60.00,5.00,15.00,10.00
"59150080",270.00,140.00,110.00,25.00,130.00,90.00,10.00,20.00,10.00,120.00,70.00,55.00,10.00,50.00,40.00,5.00,5.00,0.00,155.00,70.00,55.00,10.00,85.00,55.00,10.00,15.00,10.00
"59150081",530.00,285.00,250.00,35.00,245.00,145.00,25.00,45.00,25.00,240.00,140.00,120.00,20.00,100.00,75.00,5.00,15.00,5.00,290.00,145.00,130.00,15.00,140.00,75.00,15.00,25.00,20.00
"59150082",630.00,385.00,345.00,40.00,240.00,125.00,15.00,55.00,40.00,270.00,195.00,175.00,20.00,75.00,55.00,5.00,15.00,5.00,360.00,190.00,175.00,20.00,170.00,75.00,15.00,40.00,35.00
"59150083",460.00,260.00,220.00,40.00,200.00,115.00,10.00,55.00,20.00,210.00,130.00,110.00,20.00,80.00,55.00,5.00,15.00,5.00,245.00,135.00,110.00,20.00,115.00,60.00,10.00,40.00,15.00
"59150084",885.00,440.00,345.00,95.00,450.00,210.00,35.00,80.00,125.00,385.00,215.00,170.00,50.00,175.00,115.00,15.00,30.00,15.00,500.00,220.00,170.00,50.00,280.00,95.00,15.00,55.00,110.00
"59150085",820.00,450.00,360.00,95.00,370.00,195.00,20.00,100.00,55.00,380.00,225.00,180.00,45.00,155.00,100.00,0.00,45.00,10.00,435.00,225.00,180.00,45.00,210.00,95.00,15.00,60.00,45.00
"59150086",665.00,265.00,210.00,60.00,395.00,230.00,30.00,100.00,40.00,305.00,135.00,105.00,30.00,165.00,125.00,10.00,25.00,5.00,365.00,130.00,100.00,30.00,230.00,105.00,15.00,70.00,35.00
"59150087",460.00,210.00,160.00,45.00,250.00,170.00,20.00,45.00,15.00,235.00,105.00,80.00,25.00,130.00,95.00,10.00,15.00,5.00,230.00,105.00,80.00,20.00,125.00,75.00,10.00,30.00,15.00
"59150088",435.00,220.00,170.00,45.00,215.00,145.00,10.00,50.00,20.00,195.00,110.00,85.00,20.00,85.00,70.00,5.00,10.00,5.00,245.00,110.00,90.00,25.00,135.00,80.00,5.00,35.00,15.00
"59150089",485.00,255.00,210.00,45.00,230.00,155.00,15.00,50.00,15.00,240.00,125.00,110.00,20.00,115.00,85.00,10.00,15.00,0.00,245.00,125.00,105.00,20.00,115.00,70.00,10.00,30.00,15.00
"59150090",460.00,270.00,230.00,40.00,190.00,130.00,15.00,30.00,10.00,230.00,130.00,115.00,15.00,95.00,70.00,5.00,10.00,5.00,235.00,140.00,115.00,15.00,95.00,60.00,10.00,15.00,5.00
"59150091",605.00,255.00,190.00,60.00,350.00,205.00,30.00,75.00,35.00,255.00,120.00,95.00,30.00,135.00,95.00,10.00,15.00,5.00,345.00,125.00,95.00,30.00,220.00,110.00,20.00,65.00,30.00
"59150092",430.00,190.00,140.00,50.00,240.00,145.00,15.00,65.00,15.00,205.00,95.00,70.00,25.00,110.00,75.00,5.00,30.00,5.00,225.00,95.00,70.00,25.00,130.00,65.00,10.00,40.00,15.00
"59150093",545.00,280.00,260.00,20.00,265.00,160.00,15.00,55.00,30.00,245.00,140.00,130.00,15.00,105.00,80.00,10.00,15.00,5.00,305.00,140.00,130.00,15.00,160.00,75.00,10.00,45.00,30.00
"59150094",605.00,300.00,250.00,50.00,305.00,205.00,25.00,45.00,20.00,295.00,150.00,125.00,25.00,145.00,110.00,15.00,15.00,5.00,315.00,155.00,130.00,25.00,155.00,95.00,15.00,30.00,20.00
"59150095",385.00,225.00,185.00,40.00,160.00,105.00,10.00,25.00,15.00,190.00,105.00,90.00,20.00,85.00,65.00,5.00,5.00,5.00,195.00,120.00,95.00,20.00,80.00,45.00,5.00,20.00,10.00
"59150096",495.00,290.00,255.00,40.00,200.00,135.00,15.00,30.00,20.00,250.00,150.00,130.00,15.00,100.00,80.00,5.00,15.00,5.00,245.00,145.00,125.00,20.00,100.00,55.00,10.00,15.00,15.00
"59150097",565.00,350.00,310.00,40.00,215.00,145.00,15.00,30.00,30.00,285.00,170.00,150.00,20.00,115.00,90.00,5.00,15.00,10.00,280.00,180.00,160.00,20.00,105.00,55.00,10.00,15.00,20.00
"59150098",375.00,180.00,150.00,35.00,190.00,115.00,20.00,45.00,10.00,165.00,95.00,75.00,20.00,75.00,55.00,5.00,15.00,0.00,210.00,90.00,75.00,20.00,120.00,65.00,10.00,35.00,15.00
"59150099",480.00,240.00,200.00,45.00,235.00,175.00,20.00,30.00,20.00,235.00,115.00,95.00,20.00,120.00,95.00,10.00,10.00,5.00,245.00,125.00,105.00,20.00,120.00,75.00,10.00,25.00,15.00
"59150100",525.00,295.00,255.00,45.00,230.00,155.00,15.00,40.00,20.00,245.00,145.00,125.00,25.00,100.00,75.00,5.00,10.00,5.00,285.00,150.00,130.00,20.00,130.00,75.00,10.00,30.00,20.00
"59150101",380.00,240.00,225.00,10.00,140.00,105.00,5.00,15.00,20.00,180.00,115.00,110.00,5.00,65.00,60.00,5.00,5.00,0.00,190.00,115.00,115.00,5.00,70.00,45.00,0.00,10.00,20.00
"59150102",310.00,200.00,190.00,15.00,110.00,80.00,0.00,10.00,10.00,155.00,100.00,95.00,5.00,60.00,45.00,5.00,5.00,5.00,155.00,105.00,100.00,5.00,50.00,35.00,0.00,5.00,10.00
"59150103",520.00,365.00,350.00,20.00,150.00,115.00,5.00,20.00,10.00,270.00,185.00,175.00,10.00,85.00,65.00,5.00,10.00,5.00,255.00,185.00,175.00,10.00,65.00,45.00,0.00,5.00,10.00
"59150104",430.00,275.00,265.00,15.00,155.00,115.00,0.00,15.00,20.00,205.00,140.00,135.00,5.00,70.00,60.00,0.00,10.00,5.00,225.00,140.00,135.00,5.00,85.00,55.00,5.00,10.00,15.00
"59150105",270.00,180.00,165.00,10.00,90.00,70.00,5.00,10.00,10.00,135.00,90.00,85.00,5.00,45.00,40.00,0.00,0.00,5.00,140.00,90.00,85.00,5.00,45.00,30.00,0.00,10.00,5.00
"59150106",705.00,475.00,435.00,40.00,240.00,175.00,10.00,25.00,30.00,335.00,230.00,215.00,20.00,100.00,85.00,0.00,5.00,10.00,370.00,235.00,220.00,20.00,135.00,90.00,10.00,15.00,20.00
"59150107",395.00,255.00,245.00,10.00,135.00,105.00,0.00,10.00,15.00,190.00,130.00,120.00,5.00,60.00,50.00,0.00,5.00,5.00,200.00,130.00,120.00,10.00,75.00,50.00,0.00,10.00,15.00
"59150108",275.00,185.00,165.00,15.00,90.00,65.00,0.00,15.00,15.00,130.00,85.00,80.00,10.00,40.00,35.00,0.00,5.00,5.00,145.00,90.00,85.00,10.00,50.00,30.00,5.00,10.00,10.00
"59150109",480.00,315.00,290.00,25.00,165.00,120.00,10.00,20.00,15.00,230.00,160.00,145.00,15.00,70.00,60.00,0.00,5.00,5.00,255.00,160.00,145.00,15.00,95.00,60.00,5.00,15.00,15.00
"59150110",430.00,280.00,245.00,30.00,155.00,105.00,10.00,15.00,25.00,210.00,135.00,120.00,15.00,70.00,60.00,5.00,5.00,5.00,215.00,140.00,125.00,15.00,80.00,45.00,5.00,10.00,15.00
"59150111",450.00,285.00,255.00,35.00,165.00,105.00,10.00,30.00,20.00,205.00,145.00,125.00,20.00,65.00,50.00,0.00,10.00,0.00,245.00,140.00,125.00,15.00,95.00,55.00,5.00,20.00,20.00
"59150112",595.00,385.00,365.00,25.00,205.00,135.00,15.00,25.00,35.00,280.00,195.00,185.00,10.00,90.00,70.00,10.00,5.00,5.00,315.00,190.00,185.00,10.00,120.00,65.00,5.00,20.00,30.00
"59150113",700.00,400.00,350.00,50.00,300.00,210.00,15.00,40.00,35.00,335.00,195.00,170.00,30.00,140.00,110.00,5.00,15.00,10.00,360.00,200.00,180.00,25.00,165.00,95.00,10.00,30.00,25.00
"59150114",420.00,270.00,235.00,30.00,150.00,105.00,10.00,25.00,10.00,205.00,135.00,120.00,15.00,70.00,55.00,5.00,10.00,0.00,215.00,130.00,120.00,15.00,80.00,50.00,5.00,15.00,10.00
"59150115",285.00,205.00,185.00,20.00,80.00,60.00,0.00,15.00,10.00,135.00,100.00,90.00,10.00,30.00,25.00,0.00,0.00,0.00,155.00,105.00,90.00,10.00,50.00,30.00,5.00,10.00,5.00
"59150116",375.00,245.00,215.00,25.00,130.00,85.00,5.00,25.00,15.00,180.00,120.00,105.00,10.00,60.00,50.00,5.00,5.00,0.00,190.00,120.00,110.00,15.00,70.00,40.00,5.00,15.00,15.00
"59150117",380.00,235.00,210.00,25.00,145.00,95.00,10.00,25.00,15.00,170.00,115.00,105.00,10.00,55.00,45.00,5.00,5.00,5.00,215.00,115.00,110.00,10.00,90.00,55.00,5.00,20.00,10.00
"59150118",515.00,350.00,330.00,20.00,170.00,120.00,5.00,20.00,20.00,255.00,175.00,160.00,10.00,85.00,70.00,0.00,10.00,0.00,260.00,175.00,170.00,5.00,85.00,50.00,5.00,10.00,15.00
"59150119",615.00,365.00,350.00,20.00,250.00,150.00,10.00,30.00,60.00,285.00,180.00,170.00,10.00,105.00,80.00,5.00,5.00,15.00,325.00,185.00,180.00,10.00,140.00,70.00,5.00,25.00,45.00
"59150120",555.00,365.00,345.00,20.00,190.00,150.00,10.00,15.00,15.00,265.00,180.00,170.00,5.00,85.00,80.00,5.00,0.00,5.00,290.00,185.00,170.00,10.00,105.00,70.00,5.00,15.00,15.00
"59150121",440.00,285.00,265.00,10.00,155.00,110.00,10.00,15.00,25.00,205.00,135.00,130.00,10.00,70.00,60.00,0.00,5.00,5.00,235.00,145.00,140.00,5.00,90.00,50.00,5.00,10.00,15.00
"59150122",425.00,270.00,255.00,10.00,160.00,115.00,10.00,15.00,20.00,210.00,130.00,125.00,5.00,75.00,60.00,0.00,10.00,5.00,225.00,135.00,130.00,5.00,80.00,55.00,5.00,10.00,10.00
"59150123",660.00,450.00,415.00,35.00,210.00,160.00,10.00,25.00,15.00,310.00,220.00,205.00,20.00,90.00,80.00,5.00,5.00,5.00,350.00,230.00,210.00,15.00,120.00,80.00,5.00,20.00,15.00
"59150124",630.00,415.00,390.00,25.00,220.00,150.00,10.00,30.00,30.00,310.00,205.00,185.00,15.00,110.00,85.00,5.00,10.00,10.00,320.00,210.00,200.00,10.00,110.00,65.00,5.00,20.00,15.00
"59150125",405.00,260.00,240.00,30.00,140.00,105.00,10.00,15.00,15.00,195.00,130.00,120.00,15.00,65.00,55.00,5.00,5.00,0.00,210.00,130.00,120.00,10.00,75.00,50.00,5.00,10.00,10.00
"59150126",580.00,395.00,380.00,10.00,185.00,145.00,5.00,15.00,20.00,290.00,195.00,190.00,5.00,90.00,85.00,5.00,5.00,5.00,290.00,200.00,195.00,5.00,90.00,60.00,0.00,15.00,15.00
"59150127",710.00,475.00,455.00,25.00,240.00,175.00,5.00,25.00,25.00,360.00,235.00,225.00,15.00,125.00,100.00,5.00,15.00,5.00,350.00,240.00,225.00,10.00,110.00,75.00,5.00,15.00,20.00
"59150129",430.00,270.00,255.00,20.00,160.00,135.00,5.00,15.00,10.00,215.00,135.00,125.00,10.00,80.00,65.00,0.00,5.00,0.00,220.00,135.00,125.00,10.00,85.00,60.00,0.00,10.00,10.00
"59150130",630.00,400.00,365.00,35.00,235.00,180.00,5.00,30.00,20.00,315.00,195.00,180.00,15.00,115.00,100.00,0.00,15.00,0.00,315.00,200.00,185.00,15.00,115.00,75.00,5.00,15.00,20.00
"59150131",475.00,300.00,285.00,10.00,175.00,125.00,5.00,20.00,25.00,240.00,150.00,145.00,5.00,90.00,70.00,5.00,10.00,5.00,235.00,150.00,145.00,5.00,85.00,55.00,5.00,10.00,20.00
"59150132",680.00,470.00,430.00,40.00,210.00,160.00,5.00,20.00,20.00,345.00,230.00,215.00,20.00,110.00,95.00,5.00,10.00,5.00,335.00,235.00,220.00,15.00,105.00,65.00,5.00,15.00,15.00
"59150133",355.00,235.00,215.00,20.00,120.00,90.00,5.00,10.00,15.00,175.00,120.00,110.00,15.00,50.00,45.00,0.00,0.00,0.00,185.00,115.00,110.00,10.00,70.00,45.00,5.00,10.00,15.00
