"GEO_ID","NAME","B01003_001E","B01003_001M"
"1400000US51059422402","Census Tract 4224.02, Fairfax County, Virginia","5460","327"
"1400000US51059422403","Census Tract 4224.03, Fairfax County, Virginia","3072","175"
"1400000US51059430101","Census Tract 4301.01, Fairfax County, Virginia","4706","241"
"1400000US51059430102","Census Tract 4301.02, Fairfax County, Virginia","3270","230"
"1400000US51059430201","Census Tract 4302.01, Fairfax County, Virginia","4784","286"
"1400000US51059430202","Census Tract 4302.02, Fairfax County, Virginia","5162","334"
"1400000US51059430203","Census Tract 4302.03, Fairfax County, Virginia","2688","150"
"1400000US51059430801","Census Tract 4308.01, Fairfax County, Virginia","4671","248"
"1400000US51059430802","Census Tract 4308.02, Fairfax County, Virginia","4158","297"
"1400000US51059430901","Census Tract 4309.01, Fairfax County, Virginia","4280","296"
"1400000US51059430902","Census Tract 4309.02, Fairfax County, Virginia","3587","229"
"1400000US51059431001","Census Tract 4310.01, Fairfax County, Virginia","4909","370"
"1400000US51059431002","Census Tract 4310.02, Fairfax County, Virginia","2432","142"
"1400000US51059431801","Census Tract 4318.01, Fairfax County, Virginia","4400","236"
"1400000US51059431802","Census Tract 4318.02, Fairfax County, Virginia","3319","176"
"1400000US51059432201","Census Tract 4322.01, Fairfax County, Virginia","2264","268"
"1400000US51059432202","Census Tract 4322.02, Fairfax County, Virginia","4859","232"
"1400000US51059432401","Census Tract 4324.01, Fairfax County, Virginia","3654","275"
"1400000US51059432402","Census Tract 4324.02, Fairfax County, Virginia","4903","255"
"1400000US51059432701","Census Tract 4327.01, Fairfax County, Virginia","3061","213"
"1400000US51059432702","Census Tract 4327.02, Fairfax County, Virginia","4461","261"
"1400000US51059440201","Census Tract 4402.01, Fairfax County, Virginia","3208","333"
"1400000US51059440202","Census Tract 4402.02, Fairfax County, Virginia","5833","441"
"1400000US51059440501","Census Tract 4405.01, Fairfax County, Virginia","5181","305"
"1400000US51059440502","Census Tract 4405.02, Fairfax County, Virginia","7670","581"
"1400000US51059440701","Census Tract 4407.01, Fairfax County, Virginia","3016","169"
"1400000US51059440702","Census Tract 4407.02, Fairfax County, Virginia","5676","260"
"1400000US51059450601","Census Tract 4506.01, Fairfax County, Virginia","4235","407"
"1400000US51059450602","Census Tract 4506.02, Fairfax County, Virginia","4686","464"
"1400000US51059451502","Census Tract 4515.02, Fairfax County, Virginia","5259","550"
"1400000US51059450701","Census Tract 4507.01, Fairfax County, Virginia","2937","207"
"1400000US51059450702","Census Tract 4507.02, Fairfax County, Virginia","4772","748"
"1400000US51059451501","Census Tract 4515.01, Fairfax County, Virginia","5327","624"
"1400000US51059451601","Census Tract 4516.01, Fairfax County, Virginia","6031","614"
"1400000US51059451602","Census Tract 4516.02, Fairfax County, Virginia","2674","269"
"1400000US51059452101","Census Tract 4521.01, Fairfax County, Virginia","5566","367"
"1400000US51059452102","Census Tract 4521.02, Fairfax County, Virginia","3651","267"
"1400000US51059452301","Census Tract 4523.01, Fairfax County, Virginia","3354","346"
"1400000US51059452302","Census Tract 4523.02, Fairfax County, Virginia","5303","510"
"1400000US51059452501","Census Tract 4525.01, Fairfax County, Virginia","3720","291"
"1400000US51059452502","Census Tract 4525.02, Fairfax County, Virginia","5783","483"
"1400000US51059452801","Census Tract 4528.01, Fairfax County, Virginia","5686","784"
"1400000US51059452802","Census Tract 4528.02, Fairfax County, Virginia","2855","287"
"1400000US51059460501","Census Tract 4605.01, Fairfax County, Virginia","2592","182"
"1400000US51059460502","Census Tract 4605.02, Fairfax County, Virginia","7634","636"
"1400000US51059460701","Census Tract 4607.01, Fairfax County, Virginia","3531","255"
"1400000US51059460702","Census Tract 4607.02, Fairfax County, Virginia","4614","214"
"1400000US51059461201","Census Tract 4612.01, Fairfax County, Virginia","4622","235"
"1400000US51059461202","Census Tract 4612.02, Fairfax County, Virginia","6358","554"
"1400000US51059461601","Census Tract 4616.01, Fairfax County, Virginia","8120","854"
"1400000US51059461602","Census Tract 4616.02, Fairfax County, Virginia","5592","577"
"1400000US51059461801","Census Tract 4618.01, Fairfax County, Virginia","1535","159"
"1400000US51059461802","Census Tract 4618.02, Fairfax County, Virginia","5278","341"
"1400000US51059482303","Census Tract 4823.03, Fairfax County, Virginia","3489","190"
"1400000US51059482501","Census Tract 4825.01, Fairfax County, Virginia","10229","853"
"1400000US51059482502","Census Tract 4825.02, Fairfax County, Virginia","2941","146"
"1400000US51059482503","Census Tract 4825.03, Fairfax County, Virginia","4882","231"
"1400000US51059482504","Census Tract 4825.04, Fairfax County, Virginia","5191","274"
"1400000US51059482601","Census Tract 4826.01, Fairfax County, Virginia","7371","346"
"1400000US51059470300","Census Tract 4703, Fairfax County, Virginia","3205","203"
"1400000US51059470400","Census Tract 4704, Fairfax County, Virginia","4676","274"
"1400000US51059470800","Census Tract 4708, Fairfax County, Virginia","2967","225"
"1400000US51059480300","Census Tract 4803, Fairfax County, Virginia","7399","526"
"1400000US51059482100","Census Tract 4821, Fairfax County, Virginia","3602","341"
"1400000US51059481400","Census Tract 4814, Fairfax County, Virginia","7172","380"
"1400000US51059470600","Census Tract 4706, Fairfax County, Virginia","2620","125"
"1400000US51059470900","Census Tract 4709, Fairfax County, Virginia","6990","567"
"1400000US51059415100","Census Tract 4151, Fairfax County, Virginia","3742","378"
"1400000US51059415300","Census Tract 4153, Fairfax County, Virginia","3743","288"
"1400000US51059415500","Census Tract 4155, Fairfax County, Virginia","6217","391"
"1400000US51059420600","Census Tract 4206, Fairfax County, Virginia","4807","334"
"1400000US51059431300","Census Tract 4313, Fairfax County, Virginia","4365","214"
"1400000US51059440100","Census Tract 4401, Fairfax County, Virginia","7520","538"
"1400000US51059450300","Census Tract 4503, Fairfax County, Virginia","4776","434"
"1400000US51059452200","Census Tract 4522, Fairfax County, Virginia","7248","766"
"1400000US51059452700","Census Tract 4527, Fairfax County, Virginia","5412","450"
"1400000US51059460800","Census Tract 4608, Fairfax County, Virginia","3236","229"
"1400000US51059415800","Census Tract 4158, Fairfax County, Virginia","4960","186"
"1400000US51059421200","Census Tract 4212, Fairfax County, Virginia","2057","95"
"1400000US51059431400","Census Tract 4314, Fairfax County, Virginia","4612","224"
"1400000US51059440600","Census Tract 4406, Fairfax County, Virginia","3116","190"
"1400000US51059440800","Census Tract 4408, Fairfax County, Virginia","6134","458"
"1400000US51059450200","Census Tract 4502, Fairfax County, Virginia","4377","367"
"1400000US51059450500","Census Tract 4505, Fairfax County, Virginia","3135","191"
"1400000US51059460600","Census Tract 4606, Fairfax County, Virginia","3995","237"
"1400000US51059461700","Census Tract 4617, Fairfax County, Virginia","6318","577"
"1400000US51059470100","Census Tract 4701, Fairfax County, Virginia","2617","199"
"1400000US51059471000","Census Tract 4710, Fairfax County, Virginia","2186","149"
"1400000US51059415700","Census Tract 4157, Fairfax County, Virginia","3948","169"
"1400000US51059420400","Census Tract 4204, Fairfax County, Virginia","3137","263"
"1400000US51059432100","Census Tract 4321, Fairfax County, Virginia","3960","241"
"1400000US51059420800","Census Tract 4208, Fairfax County, Virginia","4084","348"
"1400000US51059430700","Census Tract 4307, Fairfax County, Virginia","2785","189"
"1400000US51059432000","Census Tract 4320, Fairfax County, Virginia","3619","348"
"1400000US51059450100","Census Tract 4501, Fairfax County, Virginia","5169","443"
"1400000US51059451100","Census Tract 4511, Fairfax County, Virginia","2322","170"
"1400000US51059492000","Census Tract 4920, Fairfax County, Virginia","6660","351"
"1400000US51059492100","Census Tract 4921, Fairfax County, Virginia","6192","294"
"1400000US51059461901","Census Tract 4619.01, Fairfax County, Virginia","4031","351"
"1400000US51059461902","Census Tract 4619.02, Fairfax County, Virginia","2037","281"
"1400000US51059471201","Census Tract 4712.01, Fairfax County, Virginia","3417","259"
"1400000US51059471202","Census Tract 4712.02, Fairfax County, Virginia","5094","605"
"1400000US51059471301","Census Tract 4713.01, Fairfax County, Virginia","4573","347"
"1400000US51059471303","Census Tract 4713.03, Fairfax County, Virginia","4313","445"
"1400000US51059471304","Census Tract 4713.04, Fairfax County, Virginia","1849","88"
"1400000US51059471401","Census Tract 4714.01, Fairfax County, Virginia","3932","291"
"1400000US51059471402","Census Tract 4714.02, Fairfax County, Virginia","3301","275"
"1400000US51059480201","Census Tract 4802.01, Fairfax County, Virginia","4572","283"
"1400000US51059480202","Census Tract 4802.02, Fairfax County, Virginia","4890","596"
"1400000US51059480203","Census Tract 4802.03, Fairfax County, Virginia","2751","313"
"1400000US51059480401","Census Tract 4804.01, Fairfax County, Virginia","4207","291"
"1400000US51059480402","Census Tract 4804.02, Fairfax County, Virginia","5802","273"
"1400000US51059480501","Census Tract 4805.01, Fairfax County, Virginia","3335","216"
"1400000US51059480502","Census Tract 4805.02, Fairfax County, Virginia","5745","284"
"1400000US51059480503","Census Tract 4805.03, Fairfax County, Virginia","3217","149"
"1400000US51059480504","Census Tract 4805.04, Fairfax County, Virginia","1975","120"
"1400000US51059480505","Census Tract 4805.05, Fairfax County, Virginia","3099","194"
"1400000US51059480801","Census Tract 4808.01, Fairfax County, Virginia","5242","307"
"1400000US51059480802","Census Tract 4808.02, Fairfax County, Virginia","3837","256"
"1400000US51059480901","Census Tract 4809.01, Fairfax County, Virginia","7251","529"
"1400000US51059480902","Census Tract 4809.02, Fairfax County, Virginia","4018","370"
"1400000US51059480903","Census Tract 4809.03, Fairfax County, Virginia","4172","313"
"1400000US51059481101","Census Tract 4811.01, Fairfax County, Virginia","2439","180"
"1400000US51059481102","Census Tract 4811.02, Fairfax County, Virginia","3658","269"
"1400000US51059481103","Census Tract 4811.03, Fairfax County, Virginia","3771","292"
"1400000US51059481104","Census Tract 4811.04, Fairfax County, Virginia","3014","310"
"1400000US51059481202","Census Tract 4812.02, Fairfax County, Virginia","6351","488"
"1400000US51059481105","Census Tract 4811.05, Fairfax County, Virginia","5442","208"
"1400000US51059481106","Census Tract 4811.06, Fairfax County, Virginia","5413","183"
"1400000US51059481201","Census Tract 4812.01, Fairfax County, Virginia","1147","65"
"1400000US51059481701","Census Tract 4817.01, Fairfax County, Virginia","6256","255"
"1400000US51059481702","Census Tract 4817.02, Fairfax County, Virginia","4816","414"
"1400000US51059482001","Census Tract 4820.01, Fairfax County, Virginia","4815","206"
"1400000US51059482002","Census Tract 4820.02, Fairfax County, Virginia","3275","206"
"1400000US51059482201","Census Tract 4822.01, Fairfax County, Virginia","2403","223"
"1400000US51059482202","Census Tract 4822.02, Fairfax County, Virginia","3769","356"
"1400000US51059482203","Census Tract 4822.03, Fairfax County, Virginia","4306","385"
"1400000US51059482301","Census Tract 4823.01, Fairfax County, Virginia","4821","334"
"1400000US51059482302","Census Tract 4823.02, Fairfax County, Virginia","4615","370"
"1400000US51059470700","Census Tract 4707, Fairfax County, Virginia","5245","292"
"1400000US51059471100","Census Tract 4711, Fairfax County, Virginia","6907","528"
"1400000US51059492400","Census Tract 4924, Fairfax County, Virginia","4628","299"
"1400000US51059432800","Census Tract 4328, Fairfax County, Virginia","2358","194"
"1400000US51059452400","Census Tract 4524, Fairfax County, Virginia","7341","705"
"1400000US51059452600","Census Tract 4526, Fairfax County, Virginia","7991","740"
"1400000US51059460100","Census Tract 4601, Fairfax County, Virginia","4353","163"
"1400000US51059461500","Census Tract 4615, Fairfax County, Virginia","6851","411"
"1400000US51059482602","Census Tract 4826.02, Fairfax County, Virginia","7548","365"
"1400000US51059490101","Census Tract 4901.01, Fairfax County, Virginia","5543","296"
"1400000US51059490103","Census Tract 4901.03, Fairfax County, Virginia","6355","471"
"1400000US51059490501","Census Tract 4905.01, Fairfax County, Virginia","3231","252"
"1400000US51059490502","Census Tract 4905.02, Fairfax County, Virginia","6495","405"
"1400000US51059491101","Census Tract 4911.01, Fairfax County, Virginia","3782","156"
"1400000US51059491102","Census Tract 4911.02, Fairfax County, Virginia","3338","195"
"1400000US51059491103","Census Tract 4911.03, Fairfax County, Virginia","6313","387"
"1400000US51059491201","Census Tract 4912.01, Fairfax County, Virginia","6549","669"
"1400000US51059491202","Census Tract 4912.02, Fairfax County, Virginia","1633","205"
"1400000US51059491301","Census Tract 4913.01, Fairfax County, Virginia","7511","598"
"1400000US51059491302","Census Tract 4913.02, Fairfax County, Virginia","3551","254"
"1400000US51059491303","Census Tract 4913.03, Fairfax County, Virginia","4554","323"
"1400000US51059491401","Census Tract 4914.01, Fairfax County, Virginia","5027","321"
"1400000US51059491402","Census Tract 4914.02, Fairfax County, Virginia","4803","370"
"1400000US51059491403","Census Tract 4914.03, Fairfax County, Virginia","3847","219"
"1400000US51059491404","Census Tract 4914.04, Fairfax County, Virginia","3920","310"
"1400000US51059491405","Census Tract 4914.05, Fairfax County, Virginia","2867","139"
"1400000US51059491501","Census Tract 4915.01, Fairfax County, Virginia","7292","508"
"1400000US51059491502","Census Tract 4915.02, Fairfax County, Virginia","7095","368"
"1400000US51059491601","Census Tract 4916.01, Fairfax County, Virginia","5162","419"
"1400000US51059491602","Census Tract 4916.02, Fairfax County, Virginia","5856","575"
"1400000US51059491701","Census Tract 4917.01, Fairfax County, Virginia","4098","356"
"1400000US51059491702","Census Tract 4917.02, Fairfax County, Virginia","7538","684"
"1400000US51059491703","Census Tract 4917.03, Fairfax County, Virginia","4701","414"
"1400000US51059491704","Census Tract 4917.04, Fairfax County, Virginia","4851","540"
"1400000US51059491705","Census Tract 4917.05, Fairfax County, Virginia","3457","158"
"1400000US51059491801","Census Tract 4918.01, Fairfax County, Virginia","2539","229"
"1400000US51059491802","Census Tract 4918.02, Fairfax County, Virginia","3022","184"
"1400000US51059491803","Census Tract 4918.03, Fairfax County, Virginia","6934","476"
"1400000US51059492201","Census Tract 4922.01, Fairfax County, Virginia","3023","153"
"1400000US51059492202","Census Tract 4922.02, Fairfax County, Virginia","6576","373"
"1400000US51059492203","Census Tract 4922.03, Fairfax County, Virginia","4035","167"
"1400000US51059492500","Census Tract 4925, Fairfax County, Virginia","4080","163"
"1400000US51059980100","Census Tract 9801, Fairfax County, Virginia","5","6"
"1400000US51059980200","Census Tract 9802, Fairfax County, Virginia","0","12"
"1400000US51059980300","Census Tract 9803, Fairfax County, Virginia","0","12"
