"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"1400000US51059481900","Census Tract 4819, Fairfax County, Virginia","6285","469","4569","529","786","499","10","17","554","231","0","17","112","96","254","237","0","17","254","237"
"1400000US51059415200","Census Tract 4152, Fairfax County, Virginia","3135","276","2737","253","63","53","13","20","186","192","0","12","28","25","108","62","0","12","108","62"
"1400000US51059415600","Census Tract 4156, Fairfax County, Virginia","2784","143","2568","172","2","5","0","12","149","83","0","12","14","20","51","67","0","12","51","67"
"1400000US51059416200","Census Tract 4162, Fairfax County, Virginia","5353","397","3241","515","1202","286","0","17","218","176","0","17","101","102","591","287","29","58","562","280"
"1400000US51059450400","Census Tract 4504, Fairfax County, Virginia","2783","207","2016","211","37","30","30","32","427","205","0","12","162","108","111","90","23","32","88","85"
"1400000US51059416000","Census Tract 4160, Fairfax County, Virginia","5986","642","3780","580","1211","337","25","25","443","305","0","17","152","111","375","192","46","60","329","188"
"1400000US51059421600","Census Tract 4216, Fairfax County, Virginia","6538","620","2736","694","2193","485","0","17","691","265","42","59","438","300","438","230","123","135","315","176"
"1400000US51059432300","Census Tract 4323, Fairfax County, Virginia","5385","383","3718","234","438","99","0","17","1038","264","11","18","35","53","145","94","20","30","125","87"
"1400000US51059440300","Census Tract 4403, Fairfax County, Virginia","2629","118","2044","123","130","92","14","22","387","84","0","12","1","3","53","34","0","12","53","34"
"1400000US51059420700","Census Tract 4207, Fairfax County, Virginia","4662","348","3006","266","451","128","0","12","716","298","0","12","66","67","423","232","98","83","325","206"
"1400000US51059451300","Census Tract 4513, Fairfax County, Virginia","2510","160","1982","148","52","34","0","12","352","90","0","12","4","8","120","67","30","43","90","54"
"1400000US51059422000","Census Tract 4220, Fairfax County, Virginia","3661","257","1584","307","1248","188","6","12","459","130","0","12","205","163","159","116","0","12","159","116"
"1400000US51059432600","Census Tract 4326, Fairfax County, Virginia","4844","324","3164","278","559","244","43","47","783","122","0","12","54","58","241","168","0","12","241","168"
"1400000US51059451400","Census Tract 4514, Fairfax County, Virginia","3249","368","1682","416","159","107","0","12","506","152","0","12","867","303","35","40","0","12","35","40"
"1400000US51059460400","Census Tract 4604, Fairfax County, Virginia","5181","349","3158","331","277","229","0","17","1365","275","0","17","12","17","369","175","20","23","349","172"
"1400000US51059480100","Census Tract 4801, Fairfax County, Virginia","4060","274","3336","231","29","34","31","50","490","144","0","12","60","60","114","105","8","12","106","104"
"1400000US51059492300","Census Tract 4923, Fairfax County, Virginia","3436","218","2441","205","238","96","0","12","410","137","6","11","71","77","270","141","20","31","250","141"
"1400000US51059481600","Census Tract 4816, Fairfax County, Virginia","3282","202","2916","197","0","12","0","12","290","56","0","12","0","12","76","57","0","12","76","57"
"1400000US51059430600","Census Tract 4306, Fairfax County, Virginia","7468","802","3728","704","583","143","55","73","1979","293","0","17","1081","665","42","46","0","17","42","46"
"1400000US51059431500","Census Tract 4315, Fairfax County, Virginia","5481","305","4187","333","444","189","8","14","672","227","0","17","36","42","134","87","7","12","127","86"
"1400000US51059431600","Census Tract 4316, Fairfax County, Virginia","8483","518","5047","631","1151","578","19","30","1809","357","0","17","169","102","288","189","19","34","269","186"
"1400000US51059450800","Census Tract 4508, Fairfax County, Virginia","3447","215","2051","210","157","160","40","57","1028","226","0","12","19","29","152","136","0","12","152","136"
"1400000US51059450900","Census Tract 4509, Fairfax County, Virginia","1701","140","1301","154","49","45","5","9","234","117","0","12","70","56","42","36","0","12","42","36"
"1400000US51059451000","Census Tract 4510, Fairfax County, Virginia","2658","263","2009","233","107","56","0","12","371","90","0","12","93","73","78","69","0","12","78","69"
"1400000US51059451200","Census Tract 4512, Fairfax County, Virginia","1644","96","1429","140","49","50","3","6","124","89","3","5","12","18","24","23","0","12","24","23"
"1400000US51059451800","Census Tract 4518, Fairfax County, Virginia","3683","248","1959","268","225","124","0","12","718","192","0","12","431","304","350","194","124","181","226","187"
"1400000US51059460200","Census Tract 4602, Fairfax County, Virginia","4158","298","3487","275","42","64","0","12","406","122","0","12","26","32","197","105","66","69","131","79"
"1400000US51059461000","Census Tract 4610, Fairfax County, Virginia","2586","163","1971","176","133","56","0","12","277","70","0","12","0","12","205","80","7","11","198","78"
"1400000US51059461100","Census Tract 4611, Fairfax County, Virginia","7189","523","5209","370","143","131","0","17","1181","235","0","17","363","516","293","181","0","17","293","181"
"1400000US51059481500","Census Tract 4815, Fairfax County, Virginia","2253","92","1893","140","99","86","0","12","196","98","0","12","0","12","65","38","0","12","65","38"
"1400000US51059482400","Census Tract 4824, Fairfax County, Virginia","2292","93","1926","100","21","16","0","12","261","59","0","12","11","13","73","42","0","12","73","42"
"1400000US51059415900","Census Tract 4159, Fairfax County, Virginia","3310","166","2639","247","152","92","10","15","272","157","0","12","30","46","207","103","0","12","207","103"
"1400000US51059416100","Census Tract 4161, Fairfax County, Virginia","3623","234","3053","215","124","128","0","12","183","121","0","12","93","94","170","158","0","12","170","158"
"1400000US51059420100","Census Tract 4201, Fairfax County, Virginia","4254","388","2605","407","545","97","0","12","750","282","0","12","212","184","142","104","0","12","142","104"
"1400000US51059420300","Census Tract 4203, Fairfax County, Virginia","6186","403","4172","575","928","456","0","17","590","318","0","17","343","280","153","110","0","17","153","110"
"1400000US51059421400","Census Tract 4214, Fairfax County, Virginia","9151","877","4009","1148","1760","498","0","17","1169","682","0","17","1760","795","453","257","54","77","399","239"
"1400000US51059421800","Census Tract 4218, Fairfax County, Virginia","6623","818","2886","800","2537","576","3","8","493","253","22","37","242","220","440","211","91","97","349","199"
"1400000US51059430500","Census Tract 4305, Fairfax County, Virginia","1792","101","1164","113","107","59","0","12","452","65","0","12","0","12","69","44","0","12","69","44"
"1400000US51059431900","Census Tract 4319, Fairfax County, Virginia","3174","200","2460","228","90","91","12","17","463","116","0","12","51","43","98","61","30","36","68","46"
"1400000US51059432500","Census Tract 4325, Fairfax County, Virginia","5696","236","4421","233","396","71","13","21","633","107","0","17","0","17","233","124","28","33","205","121"
"1400000US51059491000","Census Tract 4910, Fairfax County, Virginia","1815","232","1391","239","51","41","0","12","283","54","0","12","0","12","90","58","0","12","90","58"
"1400000US51059470500","Census Tract 4705, Fairfax County, Virginia","5351","405","3775","387","69","78","0","17","1303","260","0","17","0","17","204","165","0","17","204","165"
"1400000US51059460900","Census Tract 4609, Fairfax County, Virginia","2521","115","2076","121","0","12","0","12","314","53","0","12","34","26","97","68","16","29","81","55"
"1400000US51059415401","Census Tract 4154.01, Fairfax County, Virginia","4968","720","2996","572","991","436","39","44","251","235","0","12","617","545","74","74","59","66","15","25"
"1400000US51059415402","Census Tract 4154.02, Fairfax County, Virginia","2966","184","1999","254","510","102","0","12","126","101","0","12","154","189","177","185","32","52","145","176"
"1400000US51059420201","Census Tract 4202.01, Fairfax County, Virginia","4165","264","2197","257","954","170","0","12","747","204","6","10","59","64","202","136","0","12","202","136"
"1400000US51059420202","Census Tract 4202.02, Fairfax County, Virginia","1990","161","1027","167","592","192","0","12","254","158","0","12","50","33","67","42","13","22","54","37"
"1400000US51059420203","Census Tract 4202.03, Fairfax County, Virginia","2844","127","1917","149","383","109","0","12","390","86","0","12","47","50","107","58","0","12","107","58"
"1400000US51059421001","Census Tract 4210.01, Fairfax County, Virginia","2710","232","1395","233","610","115","74","116","298","147","0","12","23","37","310","199","5","9","305","199"
"1400000US51059420501","Census Tract 4205.01, Fairfax County, Virginia","1795","172","1464","154","167","113","0","12","38","37","0","12","46","44","80","103","0","12","80","103"
"1400000US51059420502","Census Tract 4205.02, Fairfax County, Virginia","1832","151","1138","158","297","91","0","12","122","60","0","12","220","163","55","39","15","17","40","34"
"1400000US51059420503","Census Tract 4205.03, Fairfax County, Virginia","3442","371","1712","407","1049","396","0","12","383","206","0","12","253","228","45","36","0","12","45","36"
"1400000US51059421002","Census Tract 4210.02, Fairfax County, Virginia","4870","324","2455","297","1140","276","48","79","945","166","0","12","65","68","217","107","79","74","138","67"
"1400000US51059421101","Census Tract 4211.01, Fairfax County, Virginia","6296","562","3999","487","1385","446","0","17","530","271","0","17","150","128","232","172","0","17","232","172"
"1400000US51059421102","Census Tract 4211.02, Fairfax County, Virginia","3643","212","2140","213","713","153","0","12","529","110","0","12","93","86","168","94","15","24","153","96"
"1400000US51059421103","Census Tract 4211.03, Fairfax County, Virginia","5496","271","3475","228","782","180","0","17","787","165","0","17","148","116","304","148","43","65","261","142"
"1400000US51059421701","Census Tract 4217.01, Fairfax County, Virginia","5227","644","2008","550","1179","295","0","17","525","235","0","17","762","480","753","405","122","165","631","383"
"1400000US51059421702","Census Tract 4217.02, Fairfax County, Virginia","5018","484","2700","578","1083","186","0","17","368","275","0","17","549","444","318","210","9","14","309","209"
"1400000US51059422101","Census Tract 4221.01, Fairfax County, Virginia","7612","634","3779","839","1347","436","0","17","1075","582","0","17","1050","989","361","198","0","17","361","198"
"1400000US51059422102","Census Tract 4221.02, Fairfax County, Virginia","7332","666","2900","544","2956","582","0","17","1141","251","0","17","135","212","200","135","19","30","181","129"
"1400000US51059422201","Census Tract 4222.01, Fairfax County, Virginia","3352","201","1564","289","295","154","0","12","1391","333","0","12","14","19","88","58","15","22","73","56"
"1400000US51059422202","Census Tract 4222.02, Fairfax County, Virginia","6608","845","2778","954","1692","457","51","54","1704","365","0","17","50","59","333","220","32","53","301","208"
"1400000US51059422301","Census Tract 4223.01, Fairfax County, Virginia","3246","283","1789","317","632","195","17","28","449","223","0","12","85","64","274","168","21","30","253","163"
"1400000US51059422302","Census Tract 4223.02, Fairfax County, Virginia","5906","638","3174","407","731","351","0","17","1602","786","0","17","0","17","399","169","0","17","399","169"
"1400000US51059422401","Census Tract 4224.01, Fairfax County, Virginia","2715","208","1958","246","360","128","0","12","205","92","0","12","136","146","56","67","0","12","56","67"
"1400000US51059422402","Census Tract 4224.02, Fairfax County, Virginia","5460","327","3097","350","1263","287","0","17","499","220","0","17","235","147","366","175","0","17","366","175"
"1400000US51059422403","Census Tract 4224.03, Fairfax County, Virginia","3072","175","2056","202","371","84","9","16","354","69","0","12","80","81","202","89","14","14","188","91"
"1400000US51059430101","Census Tract 4301.01, Fairfax County, Virginia","4706","241","3610","311","53","53","0","12","684","162","0","12","96","99","263","146","20","33","243","140"
"1400000US51059430102","Census Tract 4301.02, Fairfax County, Virginia","3270","230","2035","271","261","154","0","12","813","156","0","12","0","12","161","85","26","25","135","79"
"1400000US51059430201","Census Tract 4302.01, Fairfax County, Virginia","4784","286","3253","251","271","187","0","12","910","232","0","12","73","89","277","145","90","104","187","109"
"1400000US51059430202","Census Tract 4302.02, Fairfax County, Virginia","5162","334","3676","346","304","152","0","17","925","122","14","15","39","51","204","124","65","68","139","103"
"1400000US51059430203","Census Tract 4302.03, Fairfax County, Virginia","2688","150","1776","206","193","189","30","31","528","64","0","12","1","2","160","73","16","25","144","69"
"1400000US51059430801","Census Tract 4308.01, Fairfax County, Virginia","4671","248","3484","321","150","132","0","12","703","124","0","12","131","142","203","143","54","59","149","131"
"1400000US51059430802","Census Tract 4308.02, Fairfax County, Virginia","4158","297","3313","333","324","169","1","10","195","88","0","12","267","186","58","43","0","12","58","43"
"1400000US51059430901","Census Tract 4309.01, Fairfax County, Virginia","4280","296","1741","214","749","115","0","12","1337","254","0","12","268","158","185","144","0","12","185","144"
"1400000US51059430902","Census Tract 4309.02, Fairfax County, Virginia","3587","229","2256","235","273","150","50","94","724","273","0","12","164","150","120","78","0","12","120","78"
"1400000US51059431001","Census Tract 4310.01, Fairfax County, Virginia","4909","370","2991","304","424","239","9","14","1072","268","0","12","158","172","255","132","15","24","240","131"
"1400000US51059431002","Census Tract 4310.02, Fairfax County, Virginia","2432","142","1103","118","570","120","0","12","527","140","0","12","153","123","79","58","7","11","72","57"
"1400000US51059431801","Census Tract 4318.01, Fairfax County, Virginia","4400","236","3120","364","197","122","0","12","809","206","0","12","62","88","212","136","19","25","193","126"
"1400000US51059431802","Census Tract 4318.02, Fairfax County, Virginia","3319","176","2055","255","233","192","0","12","724","88","0","12","161","171","146","82","21","34","125","76"
"1400000US51059432201","Census Tract 4322.01, Fairfax County, Virginia","2264","268","1525","237","175","113","0","12","430","200","0","12","22","30","112","67","4","9","108","68"
"1400000US51059432202","Census Tract 4322.02, Fairfax County, Virginia","4859","232","3508","229","74","49","37","48","603","180","0","12","87","68","550","370","113","157","437","323"
"1400000US51059432401","Census Tract 4324.01, Fairfax County, Virginia","3654","275","2832","274","169","131","0","12","568","85","17","27","0","12","68","48","0","12","68","48"
"1400000US51059432402","Census Tract 4324.02, Fairfax County, Virginia","4903","255","3898","292","241","104","19","27","557","147","0","12","18","27","170","92","0","12","170","92"
"1400000US51059432701","Census Tract 4327.01, Fairfax County, Virginia","3061","213","1950","190","511","135","36","47","361","158","0","12","39","68","164","112","0","12","164","112"
"1400000US51059432702","Census Tract 4327.02, Fairfax County, Virginia","4461","261","2264","249","866","154","0","12","670","266","0","12","366","213","295","127","74","58","221","114"
"1400000US51059440201","Census Tract 4402.01, Fairfax County, Virginia","3208","333","1733","267","372","203","0","12","659","177","0","12","134","106","310","177","0","12","310","177"
"1400000US51059440202","Census Tract 4402.02, Fairfax County, Virginia","5833","441","3118","433","877","468","0","17","1243","365","0","17","274","228","321","337","31","53","290","341"
"1400000US51059440501","Census Tract 4405.01, Fairfax County, Virginia","5181","305","3677","304","113","96","0","17","1154","164","18","30","35","40","184","97","43","48","141","84"
"1400000US51059440502","Census Tract 4405.02, Fairfax County, Virginia","7670","581","4893","423","1375","228","11","20","954","199","15","25","180","66","242","95","0","17","242","95"
"1400000US51059440701","Census Tract 4407.01, Fairfax County, Virginia","3016","169","2199","151","94","64","0","12","609","108","0","12","36","39","78","46","0","12","78","46"
"1400000US51059440702","Census Tract 4407.02, Fairfax County, Virginia","5676","260","4476","302","121","100","11","17","915","144","0","17","26","43","127","74","14","24","113","70"
"1400000US51059450601","Census Tract 4506.01, Fairfax County, Virginia","4235","407","2657","250","54","57","0","12","1134","271","0","12","266","233","124","90","0","12","124","90"
"1400000US51059450602","Census Tract 4506.02, Fairfax County, Virginia","4686","464","2387","457","340","207","0","12","946","215","0","12","858","371","155","103","0","12","155","103"
"1400000US51059451502","Census Tract 4515.02, Fairfax County, Virginia","5259","550","3211","541","574","264","20","27","688","249","0","17","619","343","147","84","0","17","147","84"
"1400000US51059450701","Census Tract 4507.01, Fairfax County, Virginia","2937","207","1671","162","155","106","0","12","847","193","0","12","131","118","133","59","0","12","133","59"
"1400000US51059450702","Census Tract 4507.02, Fairfax County, Virginia","4772","748","1802","299","438","143","0","12","619","198","0","12","1579","714","334","398","33","50","301","396"
"1400000US51059451501","Census Tract 4515.01, Fairfax County, Virginia","5327","624","3047","626","444","195","0","17","1301","385","0","17","289","249","246","129","49","57","197","119"
"1400000US51059451601","Census Tract 4516.01, Fairfax County, Virginia","6031","614","2557","736","94","79","0","17","484","129","0","17","2466","685","430","436","408","435","22","35"
"1400000US51059451602","Census Tract 4516.02, Fairfax County, Virginia","2674","269","1559","246","286","149","0","12","491","169","0","12","263","245","75","72","15","24","60","70"
"1400000US51059452101","Census Tract 4521.01, Fairfax County, Virginia","5566","367","2994","302","676","105","0","17","1085","272","0","17","586","489","225","140","20","32","205","135"
"1400000US51059452102","Census Tract 4521.02, Fairfax County, Virginia","3651","267","2032","272","125","79","0","12","1214","219","0","12","245","178","35","49","0","12","35","49"
"1400000US51059452301","Census Tract 4523.01, Fairfax County, Virginia","3354","346","1215","311","247","146","234","317","912","258","168","147","432","270","146","81","9","14","137","81"
"1400000US51059452302","Census Tract 4523.02, Fairfax County, Virginia","5303","510","2664","468","113","102","0","17","985","326","0","17","1345","632","196","133","38","49","158","127"
"1400000US51059452501","Census Tract 4525.01, Fairfax County, Virginia","3720","291","2236","280","218","154","35","57","1078","135","0","12","6","9","147","98","10","16","137","97"
"1400000US51059452502","Census Tract 4525.02, Fairfax County, Virginia","5783","483","2333","675","2033","571","8","13","788","320","0","17","401","315","220","189","0","17","220","189"
"1400000US51059452801","Census Tract 4528.01, Fairfax County, Virginia","5686","784","2857","767","1477","533","0","17","1044","546","0","17","85","69","223","141","16","26","207","144"
"1400000US51059452802","Census Tract 4528.02, Fairfax County, Virginia","2855","287","1535","306","928","244","0","12","178","120","0","12","24","37","190","124","31","46","159","122"
"1400000US51059460501","Census Tract 4605.01, Fairfax County, Virginia","2592","182","1776","111","28","28","0","12","564","73","0","12","27","23","197","233","0","12","197","233"
"1400000US51059460502","Census Tract 4605.02, Fairfax County, Virginia","7634","636","4633","428","607","154","0","17","2036","529","0","17","1","2","357","261","0","17","357","261"
"1400000US51059460701","Census Tract 4607.01, Fairfax County, Virginia","3531","255","2510","247","215","187","0","12","563","110","0","12","75","64","168","104","0","12","168","104"
"1400000US51059460702","Census Tract 4607.02, Fairfax County, Virginia","4614","214","3498","243","100","65","0","12","768","175","0","12","26","27","222","121","13","22","209","111"
"1400000US51059461201","Census Tract 4612.01, Fairfax County, Virginia","4622","235","3585","250","234","173","0","12","603","181","0","12","0","12","200","126","0","12","200","126"
"1400000US51059461202","Census Tract 4612.02, Fairfax County, Virginia","6358","554","2948","574","661","175","0","17","2249","521","32","48","0","17","468","439","0","17","468","439"
"1400000US51059461601","Census Tract 4616.01, Fairfax County, Virginia","8120","854","4046","718","700","391","30","48","2444","397","0","17","32","38","868","480","20","32","848","473"
"1400000US51059461602","Census Tract 4616.02, Fairfax County, Virginia","5592","577","2692","334","321","179","0","17","1876","502","16","26","377","355","310","162","31","39","279","155"
"1400000US51059461801","Census Tract 4618.01, Fairfax County, Virginia","1535","159","1047","191","134","116","17","24","284","110","0","12","36","52","17","17","7","10","10","14"
"1400000US51059461802","Census Tract 4618.02, Fairfax County, Virginia","5278","341","3136","401","108","126","28","39","1377","325","0","17","300","330","329","223","0","17","329","223"
"1400000US51059482303","Census Tract 4823.03, Fairfax County, Virginia","3489","190","2915","223","87","62","0","12","271","145","0","12","54","60","162","92","25","27","137","87"
"1400000US51059482501","Census Tract 4825.01, Fairfax County, Virginia","10229","853","3824","696","2062","809","22","30","4012","739","0","19","77","93","232","147","44","52","188","135"
"1400000US51059482502","Census Tract 4825.02, Fairfax County, Virginia","2941","146","2152","161","17","19","8","12","624","132","6","9","10","16","124","75","39","40","85","70"
"1400000US51059482503","Census Tract 4825.03, Fairfax County, Virginia","4882","231","3045","169","119","82","68","98","1426","165","0","12","7","11","217","109","73","82","144","80"
"1400000US51059482504","Census Tract 4825.04, Fairfax County, Virginia","5191","274","3493","245","126","103","0","17","1206","218","17","23","25","38","324","134","0","17","324","134"
"1400000US51059482601","Census Tract 4826.01, Fairfax County, Virginia","7371","346","4556","353","290","149","15","26","2352","308","0","17","59","86","99","81","0","17","99","81"
"1400000US51059470300","Census Tract 4703, Fairfax County, Virginia","3205","203","2818","204","81","65","0","12","247","96","0","12","20","31","39","31","0","12","39","31"
"1400000US51059470400","Census Tract 4704, Fairfax County, Virginia","4676","274","3915","341","78","77","0","12","647","191","0","12","0","12","36","31","0","12","36","31"
"1400000US51059470800","Census Tract 4708, Fairfax County, Virginia","2967","225","2185","239","75","53","17","21","540","137","0","12","44","49","106","71","0","12","106","71"
"1400000US51059480300","Census Tract 4803, Fairfax County, Virginia","7399","526","5087","468","144","142","0","17","1874","262","0","17","71","83","223","161","0","17","223","161"
"1400000US51059482100","Census Tract 4821, Fairfax County, Virginia","3602","341","2206","236","576","258","6","9","283","108","0","12","58","76","473","304","8","12","465","304"
"1400000US51059481400","Census Tract 4814, Fairfax County, Virginia","7172","380","5039","304","642","171","0","17","795","265","0","17","15","25","681","231","12","24","669","230"
"1400000US51059470600","Census Tract 4706, Fairfax County, Virginia","2620","125","2234","163","12","17","0","12","311","154","11","26","11","17","41","68","8","11","33","66"
"1400000US51059470900","Census Tract 4709, Fairfax County, Virginia","6990","567","5518","399","112","124","0","17","1082","408","0","17","98","120","180","140","0","17","180","140"
"1400000US51059415100","Census Tract 4151, Fairfax County, Virginia","3742","378","2964","392","164","78","0","12","168","114","21","25","336","224","89","88","52","81","37","36"
"1400000US51059415300","Census Tract 4153, Fairfax County, Virginia","3743","288","2539","421","219","110","13","22","215","147","0","12","604","352","153","95","0","12","153","95"
"1400000US51059415500","Census Tract 4155, Fairfax County, Virginia","6217","391","4463","230","1209","379","0","17","305","70","0","17","13","18","227","201","44","72","183","187"
"1400000US51059420600","Census Tract 4206, Fairfax County, Virginia","4807","334","2745","323","874","245","0","12","359","96","21","31","518","288","290","144","0","12","290","144"
"1400000US51059431300","Census Tract 4313, Fairfax County, Virginia","4365","214","3041","276","317","173","0","12","573","100","0","12","37","31","397","282","0","12","397","282"
"1400000US51059440100","Census Tract 4401, Fairfax County, Virginia","7520","538","5340","507","189","188","0","17","1439","459","0","17","130","165","422","213","26","47","396","210"
"1400000US51059450300","Census Tract 4503, Fairfax County, Virginia","4776","434","2737","372","347","135","12","18","665","169","0","12","805","340","210","120","36","57","174","106"
"1400000US51059452200","Census Tract 4522, Fairfax County, Virginia","7248","766","3430","925","659","389","7","31","1682","485","0","17","1058","750","412","291","0","17","412","291"
"1400000US51059452700","Census Tract 4527, Fairfax County, Virginia","5412","450","1970","319","1402","309","0","17","790","294","0","17","1082","363","168","108","38","39","130","100"
"1400000US51059460800","Census Tract 4608, Fairfax County, Virginia","3236","229","2583","183","0","12","0","12","332","98","0","12","5","9","316","172","0","12","316","172"
"1400000US51059415800","Census Tract 4158, Fairfax County, Virginia","4960","186","4554","258","47","40","0","12","231","137","0","12","25","36","103","72","0","12","103","72"
"1400000US51059421200","Census Tract 4212, Fairfax County, Virginia","2057","95","1836","125","65","51","0","12","73","41","0","12","8","13","75","48","0","12","75","48"
"1400000US51059431400","Census Tract 4314, Fairfax County, Virginia","4612","224","2685","241","497","129","0","12","980","179","0","12","128","116","322","138","0","12","322","138"
"1400000US51059440600","Census Tract 4406, Fairfax County, Virginia","3116","190","2069","198","85","66","10","16","600","100","0","12","93","79","259","106","58","50","201","92"
"1400000US51059440800","Census Tract 4408, Fairfax County, Virginia","6134","458","4736","522","200","187","63","47","1105","285","0","17","0","17","30","51","0","17","30","51"
"1400000US51059450200","Census Tract 4502, Fairfax County, Virginia","4377","367","2591","556","653","471","0","12","410","171","0","12","607","405","116","80","8","13","108","80"
"1400000US51059450500","Census Tract 4505, Fairfax County, Virginia","3135","191","1950","317","20","22","0","12","674","122","0","12","410","216","81","60","37","53","44","30"
"1400000US51059460600","Census Tract 4606, Fairfax County, Virginia","3995","237","2916","255","181","170","36","54","605","117","0","12","71","62","186","83","0","12","186","83"
"1400000US51059461700","Census Tract 4617, Fairfax County, Virginia","6318","577","2805","492","508","222","0","17","2432","558","0","17","224","217","349","190","0","17","349","190"
"1400000US51059470100","Census Tract 4701, Fairfax County, Virginia","2617","199","1973","158","23","34","7","10","560","148","0","12","32","30","22","16","0","12","22","16"
"1400000US51059471000","Census Tract 4710, Fairfax County, Virginia","2186","149","1563","135","47","52","4","6","423","126","0","12","38","48","111","55","10","15","101","55"
"1400000US51059415700","Census Tract 4157, Fairfax County, Virginia","3948","169","3611","193","93","77","0","12","118","69","0","12","30","32","96","67","10","16","86","64"
"1400000US51059420400","Census Tract 4204, Fairfax County, Virginia","3137","263","1679","185","546","164","0","12","645","215","0","12","192","173","75","68","7","11","68","67"
"1400000US51059432100","Census Tract 4321, Fairfax County, Virginia","3960","241","2940","271","202","123","117","78","414","116","0","12","113","102","174","84","23","27","151","87"
"1400000US51059420800","Census Tract 4208, Fairfax County, Virginia","4084","348","2481","397","404","141","0","12","519","244","0","12","432","172","248","144","63","71","185","129"
"1400000US51059430700","Census Tract 4307, Fairfax County, Virginia","2785","189","1688","212","136","89","0","12","723","142","0","12","54","73","184","116","22","39","162","109"
"1400000US51059432000","Census Tract 4320, Fairfax County, Virginia","3619","348","2202","279","537","357","0","12","716","105","0","12","64","53","100","61","25","41","75","47"
"1400000US51059450100","Census Tract 4501, Fairfax County, Virginia","5169","443","2517","343","201","133","11","18","1600","420","21","36","637","536","182","127","48","57","134","106"
"1400000US51059451100","Census Tract 4511, Fairfax County, Virginia","2322","170","1573","242","92","61","0","12","250","120","0","12","221","127","186","88","12","13","174","88"
"1400000US51059492000","Census Tract 4920, Fairfax County, Virginia","6660","351","5323","463","318","224","0","17","616","137","0","17","146","103","257","204","0","17","257","204"
"1400000US51059492100","Census Tract 4921, Fairfax County, Virginia","6192","294","5250","330","243","205","0","17","494","205","0","17","29","48","176","173","0","17","176","173"
"1400000US51059461901","Census Tract 4619.01, Fairfax County, Virginia","4031","351","2073","308","549","123","0","12","1178","366","0","12","138","139","93","81","0","12","93","81"
"1400000US51059461902","Census Tract 4619.02, Fairfax County, Virginia","2037","281","1005","309","284","105","0","12","296","157","0","12","408","224","44","29","0","12","44","29"
"1400000US51059471201","Census Tract 4712.01, Fairfax County, Virginia","3417","259","1700","304","232","167","0","12","1292","320","0","12","11","17","182","131","140","118","42","39"
