"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","white","black.aa","a.ind..nat.ak","asian","nat.hi.pt.isl","other","two.","not.hisp.latino","hisp.latino"
2391,392,301,236,293,462,294,263,137,13,1151,1240,1547,355,23,305,0,52,109,2217,174
2867,322,511,223,212,481,547,464,92,15,1525,1342,2122,77,0,544,0,20,104,2722,145
1422,144,111,257,173,235,195,190,93,24,747,675,928,135,0,242,0,46,71,1236,186
1109,171,197,35,113,226,169,110,56,32,548,561,688,8,0,316,0,0,97,1010,99
3085,385,236,484,427,298,462,276,237,280,1382,1703,1557,454,50,801,0,46,177,2593,492
1433,186,147,114,267,227,146,180,94,72,691,742,1212,2,0,137,0,28,54,1323,110
650,83,76,46,75,150,113,42,49,16,316,334,641,9,0,0,0,0,0,624,26
1685,323,83,394,316,408,141,0,0,20,750,935,1007,309,0,129,0,143,97,1417,268
1289,150,0,561,174,315,36,53,0,0,472,817,991,86,0,202,0,0,10,1126,163
1506,243,163,98,163,160,320,185,123,51,692,814,1338,29,0,118,0,0,21,1204,302
1469,169,280,126,116,214,231,192,88,53,679,790,949,90,0,264,0,42,124,1255,214
854,102,79,108,73,100,213,86,71,22,450,404,763,4,4,47,0,23,13,728,126
1771,282,50,372,492,46,181,191,63,94,738,1033,1102,194,0,404,0,0,71,1495,276
2787,508,230,584,597,432,241,146,11,38,1526,1261,1327,638,13,549,0,178,82,1791,996
3208,294,75,873,885,496,222,324,32,7,1527,1681,1747,372,0,662,0,131,296,2755,453
812,229,96,82,49,180,126,24,23,3,492,320,354,134,0,237,0,0,87,764,48
1276,129,220,113,70,258,318,97,56,15,707,569,522,74,0,513,0,25,142,1264,12
917,102,55,112,186,191,183,70,18,0,382,535,416,57,0,344,0,51,49,838,79
1999,102,306,127,126,192,361,453,212,120,1019,980,1373,39,10,544,0,0,33,1902,97
1680,280,221,43,261,192,309,92,164,118,776,904,792,366,0,484,0,16,22,1573,107
1170,178,94,307,306,64,47,153,7,14,755,415,628,105,10,397,0,0,30,1113,57
3221,510,433,335,785,486,239,283,150,0,1395,1826,1814,825,0,263,18,11,290,2727,494
1203,202,109,85,146,180,243,101,91,46,479,724,852,66,0,115,0,49,121,924,279
1744,134,293,169,61,264,203,250,174,196,791,953,1147,29,0,390,0,111,67,1625,119
2143,212,300,171,310,236,490,247,118,59,1108,1035,1629,124,0,332,0,0,58,1900,243
2032,173,330,294,367,363,218,249,29,9,1119,913,1036,42,0,379,0,439,136,1025,1007
1189,282,75,112,490,107,34,73,0,16,561,628,432,114,0,531,0,0,112,1155,34
1996,107,128,328,365,254,300,331,135,48,951,1045,1269,0,0,527,0,25,175,1817,179
1883,97,286,472,212,311,177,202,109,17,1163,720,1401,172,0,203,0,21,86,1793,90
1214,76,73,120,239,134,183,221,146,22,669,545,1050,63,0,79,0,22,0,1162,52
1920,277,289,86,103,189,278,557,126,15,888,1032,1607,32,0,229,0,23,29,1759,161
1970,380,91,351,431,244,158,174,134,7,914,1056,946,118,0,340,0,536,30,873,1097
2107,171,284,380,241,230,329,204,187,81,1157,950,1306,14,0,587,0,180,20,1405,702
963,69,64,215,93,189,137,119,47,30,512,451,547,45,41,330,0,0,0,782,181
1760,286,241,128,221,220,227,284,118,35,927,833,1326,35,0,339,0,0,60,1632,128
2976,374,392,257,235,425,527,325,211,230,1468,1508,1580,524,0,632,0,130,110,2519,457
2596,525,296,229,580,196,496,103,150,21,1391,1205,1482,402,0,347,0,100,265,1131,1465
1466,218,124,63,346,181,164,175,138,57,789,677,1068,152,6,172,0,68,0,1242,224
671,104,30,83,130,120,104,58,36,6,415,256,378,65,0,192,0,0,36,612,59
1439,363,180,558,224,108,6,0,0,0,822,617,1038,230,0,37,11,9,114,1289,150
1120,53,165,68,68,92,205,338,95,36,502,618,937,0,0,172,0,0,11,1102,18
824,93,128,26,106,210,82,74,42,63,390,434,781,27,0,2,0,7,7,746,78
3022,543,434,490,615,428,285,145,82,0,1420,1602,1225,133,96,462,0,1004,102,1016,2006
2016,181,194,371,249,275,214,314,95,123,1091,925,1081,176,40,510,0,199,10,1307,709
1770,409,237,337,156,310,122,112,16,71,842,928,603,513,0,348,0,91,215,1505,265
1275,243,129,101,224,141,139,176,76,46,667,608,864,125,0,95,0,72,119,1125,150
2210,384,136,339,493,97,274,362,78,47,1108,1102,984,126,0,476,0,469,155,1314,896
793,27,0,104,149,65,114,155,88,91,410,383,644,10,0,77,0,0,62,733,60
1579,170,369,93,221,220,243,182,76,5,836,743,1255,57,0,136,0,0,131,1445,134
1489,301,69,98,362,71,288,158,89,53,654,835,985,209,16,102,0,35,142,1198,291
1696,322,217,579,289,180,64,29,16,0,834,862,1064,358,0,111,0,80,83,1402,294
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,130,66,131,70,130,131,125,34,27,476,368,624,0,66,99,0,0,55,778,66
2452,253,534,156,335,388,478,187,23,98,1390,1062,1204,349,0,800,0,86,13,2396,56
1740,160,222,126,80,303,261,295,157,136,891,849,1481,14,0,167,0,12,66,1646,94
1281,167,100,446,277,202,68,21,0,0,702,579,695,166,42,89,0,137,152,1078,203
1289,94,104,245,335,131,152,192,29,7,527,762,474,403,0,370,4,13,25,1222,67
1694,287,147,100,101,299,284,250,95,131,802,892,1509,0,0,126,0,15,44,1558,136
1739,90,349,141,84,208,331,236,247,53,699,1040,860,162,0,647,0,13,57,1697,42
4793,763,553,740,1037,575,626,249,208,42,2415,2378,2602,1087,41,683,0,0,380,3056,1737
1374,186,129,162,170,156,268,208,51,44,606,768,601,161,6,538,0,0,68,1342,32
2062,241,480,110,158,348,333,239,153,0,1053,1009,1725,0,0,189,0,0,148,1963,99
2516,386,204,226,341,389,369,389,186,26,1241,1275,1925,207,0,175,0,88,121,2047,469
956,166,162,80,44,147,91,139,43,84,433,523,564,103,45,159,14,0,71,922,34
1768,296,171,278,356,316,275,0,64,12,849,919,589,1087,0,0,0,0,92,1531,237
2577,287,436,459,68,348,523,165,66,225,1198,1379,1893,101,0,390,0,24,169,2528,49
1003,134,184,76,111,166,228,83,13,8,483,520,802,83,0,71,0,0,47,945,58
1293,88,110,93,172,254,263,149,103,61,616,677,823,317,0,79,0,0,74,1117,176
999,191,21,180,360,107,67,9,64,0,555,444,376,12,0,575,0,0,36,966,33
2633,403,237,419,479,374,247,329,113,32,1464,1169,1317,401,0,361,0,221,333,2101,532
3661,381,408,411,500,531,500,291,195,444,1770,1891,1503,1327,2,481,0,210,138,3125,536
1763,306,182,213,353,218,202,94,142,53,902,861,1339,46,0,316,11,0,51,1544,219
2574,351,536,175,395,389,380,161,103,84,1371,1203,1543,48,0,686,0,137,160,2077,497
1991,435,205,66,235,376,215,129,176,154,1173,818,1674,279,0,5,0,5,28,1825,166
2793,466,361,497,360,478,373,162,86,10,1306,1487,1171,290,0,1149,0,14,169,2272,521
2029,302,112,264,404,288,280,182,152,45,1080,949,1050,375,25,385,0,101,93,1671,358
3103,456,443,361,294,528,561,324,112,24,1584,1519,1082,61,0,1672,0,186,102,2667,436
1815,325,329,107,235,303,233,179,104,0,902,913,1675,43,13,60,0,0,24,1671,144
1800,165,214,366,227,254,228,267,68,11,891,909,1028,292,0,394,0,86,0,1587,213
1114,95,56,197,187,231,173,86,55,34,581,533,705,110,0,68,0,200,31,754,360
2065,417,145,450,645,184,69,119,12,24,1145,920,1100,22,0,773,0,137,33,1424,641
730,160,32,81,182,81,83,65,19,27,329,401,261,17,0,323,0,0,129,730,0
1108,59,95,109,149,104,199,244,66,83,558,550,460,0,0,632,0,0,16,1051,57
2439,379,119,431,695,497,103,169,43,3,1189,1250,759,386,6,1208,0,64,16,2343,96
968,80,0,169,148,169,104,110,54,134,328,640,726,47,0,169,0,6,20,898,70
2753,329,314,425,407,303,490,321,150,14,1333,1420,1725,261,0,591,0,29,147,2041,712
1420,95,202,176,150,192,313,163,91,38,816,604,870,128,0,279,0,108,35,1054,366
1358,537,231,196,296,98,0,0,0,0,657,701,771,282,9,74,23,50,149,1219,139
2892,372,621,401,372,490,350,112,154,20,1351,1541,1533,341,0,844,0,174,0,2005,887
2137,251,469,153,218,294,434,258,43,17,968,1169,1633,8,0,419,0,0,77,2115,22
1483,192,76,110,212,218,275,160,153,87,686,797,1061,145,43,179,0,15,40,1086,397
773,58,82,81,51,134,119,112,93,43,358,415,533,38,0,193,0,0,9,686,87
1657,224,419,139,248,108,66,337,71,45,775,882,406,885,0,258,0,0,108,1392,265
1177,238,144,11,146,234,190,135,44,35,608,569,1068,47,0,28,0,0,34,1114,63
1214,88,232,103,114,136,346,136,45,14,639,575,905,0,0,229,15,0,65,1151,63
1422,126,225,242,269,164,263,55,78,0,692,730,881,125,45,98,0,170,103,716,706
662,106,56,93,83,79,134,68,15,28,315,347,548,0,0,89,0,25,0,609,53
3384,819,519,484,771,363,227,155,41,5,1648,1736,1427,697,0,271,0,297,692,1383,2001
973,104,176,76,132,132,193,102,27,31,404,569,681,15,0,254,0,0,23,957,16
1775,148,122,747,375,215,97,45,16,10,955,820,731,0,0,992,0,0,52,1713,62
1038,35,75,114,237,201,201,131,44,0,348,690,808,14,0,154,0,12,50,1010,28
1721,206,243,198,226,234,284,176,135,19,1052,669,1631,0,0,67,0,0,23,1217,504
1221,133,252,147,64,276,111,147,91,0,553,668,709,141,0,231,0,96,44,1122,99
953,109,184,33,71,140,186,110,64,56,426,527,844,20,0,76,0,0,13,916,37
1434,173,259,96,90,225,296,112,91,92,673,761,1131,0,0,257,0,0,46,1359,75
2631,281,314,231,284,366,467,354,236,98,1371,1260,2109,116,0,147,0,84,175,2377,254
847,114,43,139,167,104,88,93,61,38,463,384,584,51,0,160,0,38,14,692,155
1412,142,136,389,177,225,162,57,85,39,819,593,705,0,0,101,0,112,494,669,743
1962,624,166,57,378,310,143,174,79,31,930,1032,620,257,0,786,0,122,177,1140,822
2297,317,172,220,272,364,294,354,214,90,1171,1126,1471,27,0,661,0,9,129,2152,145
909,186,48,87,121,157,130,118,33,29,479,430,841,0,0,23,19,18,8,811,98
1946,178,398,93,102,334,497,216,88,40,997,949,1362,20,0,529,0,0,35,1811,135
2918,363,235,292,205,559,466,261,202,335,1440,1478,1888,17,15,859,0,53,86,2738,180
1221,110,88,191,125,205,275,125,82,20,680,541,686,23,0,385,0,118,9,920,301
2516,250,216,387,385,352,344,363,166,53,1160,1356,1775,339,0,164,0,75,163,2099,417
1881,491,195,86,377,247,240,60,74,111,894,987,597,632,0,474,0,135,43,1325,556
3471,526,415,428,654,416,375,418,126,113,1631,1840,1268,60,45,1868,119,0,111,3415,56
1299,192,89,119,286,247,127,82,126,31,669,630,592,170,0,343,0,178,16,1012,287
2215,229,331,379,283,423,283,203,57,27,1279,936,1375,258,0,424,0,12,146,1895,320
1734,134,284,220,92,219,218,334,112,121,825,909,1338,62,9,209,0,47,69,1467,267
2299,227,412,224,268,361,377,260,165,5,1245,1054,1627,245,0,224,0,112,91,1610,689
1438,117,87,110,135,202,155,280,269,83,734,704,1269,47,11,100,0,0,11,1370,68
1804,275,321,164,125,256,351,245,38,29,899,905,1551,49,0,122,0,0,82,1557,247
3651,400,187,511,439,652,536,370,264,292,1816,1835,2012,124,0,1232,0,250,33,2905,746
1025,27,61,175,327,101,114,144,58,18,395,630,583,225,0,99,0,0,118,927,98
1706,140,217,177,159,244,366,300,87,16,908,798,984,95,0,518,0,0,109,1621,85
2460,326,407,337,205,357,363,192,202,71,1179,1281,1585,229,0,373,0,26,247,2046,414
2015,331,324,115,235,314,350,234,85,27,1018,997,1553,206,14,169,0,0,73,1904,111
3092,482,500,230,448,447,384,386,203,12,1550,1542,2193,339,0,459,0,41,60,2897,195
1485,160,163,117,91,150,349,271,160,24,707,778,1310,0,0,140,0,0,35,1374,111
1566,334,174,95,233,214,190,303,6,17,764,802,1195,79,0,194,0,30,68,1298,268
865,126,148,27,120,172,93,90,64,25,405,460,682,9,0,160,0,0,14,824,41
2677,372,532,90,208,443,385,316,198,133,1391,1286,2166,29,0,353,0,0,129,2619,58
1409,178,172,86,242,191,163,198,122,57,693,716,687,168,0,147,0,319,88,936,473
1861,246,136,358,532,203,182,104,75,25,832,1029,976,107,0,705,0,14,59,1584,277
1734,254,284,150,76,304,296,149,88,133,828,906,1583,16,0,54,0,32,49,1690,44
2863,369,340,521,398,708,223,233,41,30,1437,1426,1754,54,0,763,0,178,114,2177,686
1268,121,16,336,310,189,112,137,30,17,694,574,752,243,0,141,0,65,67,1118,150
2007,215,464,121,26,500,478,87,97,19,966,1041,1023,65,0,859,0,8,52,1989,18
907,134,197,107,150,151,80,73,8,7,321,586,484,70,0,164,0,68,121,595,312
1330,357,348,69,195,293,60,8,0,0,854,476,375,0,0,0,0,782,173,324,1006
2619,708,220,311,546,382,235,208,9,0,1471,1148,958,834,0,343,0,318,166,1224,1395
1443,159,232,184,122,225,142,228,92,59,709,734,1205,6,0,106,0,86,40,1274,169
1299,0,10,784,277,71,123,16,18,0,758,541,1018,77,0,92,0,16,96,1153,146
2195,476,152,319,312,326,318,135,105,52,1130,1065,1585,179,0,299,0,58,74,1398,797
1939,228,164,132,129,233,406,396,162,89,1015,924,1685,114,0,51,0,0,89,1869,70
2330,259,336,246,211,195,333,585,122,43,1238,1092,1802,144,0,223,0,55,106,2330,0
1603,131,292,200,215,244,354,167,0,0,858,745,848,425,0,98,0,85,147,1033,570
1283,175,80,160,360,215,109,123,51,10,537,746,681,31,0,406,0,88,77,1102,181
2261,358,215,467,296,269,344,112,180,20,1026,1235,882,964,0,304,0,69,42,1490,771
1541,267,164,168,295,366,172,89,20,0,827,714,616,520,0,152,0,191,62,677,864
735,48,92,28,108,59,110,164,92,34,387,348,633,98,0,0,0,0,4,735,0
1683,123,270,271,180,262,338,140,30,69,797,886,737,540,19,129,0,43,215,1427,256
1336,99,236,104,105,236,315,133,47,61,662,674,916,20,0,252,0,27,121,1289,47
1898,356,237,176,278,323,243,170,59,56,925,973,1249,450,0,145,0,0,54,1683,215
1985,227,242,290,127,388,367,136,155,53,914,1071,1293,62,0,521,0,0,109,1830,155
1482,136,283,78,120,205,261,219,140,40,709,773,1117,29,14,283,0,3,36,1454,28
2335,288,274,67,241,471,477,307,210,0,1250,1085,668,924,36,382,0,0,325,1996,339
1124,137,139,310,80,219,101,122,0,16,598,526,427,213,0,373,0,0,111,1048,76
2099,307,388,60,122,309,378,302,97,136,961,1138,1552,106,0,219,0,98,124,1903,196
924,256,75,119,301,83,43,32,15,0,483,441,176,257,0,443,0,0,48,872,52
1488,170,111,66,178,100,352,193,139,179,667,821,697,454,0,228,0,55,54,1378,110
1641,186,82,334,465,262,131,120,61,0,932,709,1250,18,21,337,0,0,15,1578,63
2426,448,150,304,377,446,197,311,96,97,970,1456,1733,27,0,332,0,0,334,2409,17
1031,74,65,123,248,73,118,116,125,89,466,565,568,90,0,252,0,0,121,996,35
978,261,11,19,266,156,76,121,68,0,631,347,406,133,0,221,0,0,218,904,74
2747,346,496,483,618,363,191,159,75,16,1452,1295,1474,578,0,190,0,475,30,1506,1241
1397,211,209,70,97,152,175,217,180,86,680,717,1285,107,0,5,0,0,0,1252,145
662,97,138,13,56,145,140,73,0,0,234,428,632,0,0,0,0,0,30,627,35
1934,315,246,185,324,380,360,75,49,0,845,1089,1283,223,0,15,0,413,0,602,1332
1476,172,294,84,177,226,253,194,66,10,780,696,1086,198,20,113,0,16,43,1470,6
1085,176,23,147,346,50,125,104,79,35,541,544,796,30,0,220,0,0,39,977,108
660,11,35,140,210,150,77,29,8,0,215,445,493,102,0,21,0,0,44,615,45
1890,390,203,130,416,352,255,63,49,32,925,965,539,121,0,1230,0,0,0,1782,108
1757,487,204,275,231,196,91,158,68,47,681,1076,944,139,0,196,0,478,0,688,1069
1372,190,178,117,334,257,174,104,18,0,572,800,680,286,0,324,0,0,82,1372,0
1229,81,123,406,309,122,141,3,44,0,573,656,631,242,0,212,0,128,16,1026,203
1956,349,248,181,304,217,372,230,50,5,1122,834,1590,66,0,236,0,39,25,1806,150
1645,157,229,110,165,157,368,346,59,54,858,787,1371,15,0,211,0,0,48,1532,113
1193,286,146,18,87,240,91,189,61,75,562,631,741,42,0,381,0,0,29,1193,0
2508,318,257,608,500,286,367,104,47,21,1184,1324,1270,161,0,800,0,263,14,1992,516
1318,195,162,101,127,181,204,219,98,31,622,696,924,55,0,99,0,108,132,944,374
1971,167,479,161,161,406,306,183,99,9,918,1053,1207,151,0,390,0,37,186,1616,355
2236,394,326,156,303,277,192,373,151,64,1021,1215,1300,43,0,789,0,19,85,1803,433
1091,136,220,0,230,134,69,184,94,24,571,520,883,0,0,208,0,0,0,817,274
2027,263,182,454,152,202,397,232,79,66,898,1129,1326,270,0,67,0,284,80,1296,731
1908,211,335,145,185,329,338,241,79,45,869,1039,1229,94,0,341,0,25,219,1420,488
1296,113,186,153,64,219,202,247,88,24,681,615,891,99,0,292,0,0,14,1254,42
2118,258,184,279,316,361,262,278,112,68,927,1191,1296,196,0,531,0,0,95,2003,115
2297,142,353,338,219,281,542,321,71,30,1092,1205,1781,129,0,270,25,81,11,2051,246
1815,220,373,134,99,237,423,270,49,10,833,982,1410,62,0,258,0,0,85,1774,41
2318,396,346,408,333,358,246,159,61,11,1168,1150,1364,465,0,197,0,212,80,1933,385
2297,387,236,352,604,323,222,82,61,30,1135,1162,1113,871,0,224,0,19,70,1746,551
2112,255,305,315,479,196,213,284,41,24,1004,1108,1269,4,20,439,0,261,119,1640,472
2277,209,235,463,200,255,377,405,80,53,1272,1005,1723,147,0,321,0,0,86,2003,274
2252,223,408,147,112,246,450,327,227,112,1188,1064,1945,73,0,180,0,22,32,2137,115
1827,191,128,677,455,279,68,8,21,0,1118,709,942,96,24,514,0,0,251,1810,17
601,43,78,63,60,68,102,68,89,30,329,272,542,27,0,29,0,0,3,542,59
977,111,96,77,158,89,227,164,43,12,513,464,931,0,0,39,0,0,7,977,0
1075,0,99,401,290,109,130,46,0,0,993,82,535,448,20,44,0,12,16,806,269
1333,24,125,31,110,198,130,111,252,352,574,759,1074,29,0,188,0,0,42,1219,114
2641,412,300,317,402,449,308,332,40,81,1427,1214,1229,900,0,301,0,211,0,1721,920
2596,461,428,121,410,498,336,245,97,0,1339,1257,1882,544,0,140,0,0,30,2440,156
1722,461,118,112,335,300,205,89,89,13,795,927,581,47,0,417,0,399,278,1116,606
1501,200,132,403,346,115,126,56,69,54,759,742,588,329,0,507,0,37,40,1404,97
1286,217,141,178,197,213,239,53,44,4,792,494,727,39,0,0,0,378,142,365,921
2401,675,177,285,601,150,225,164,124,0,1108,1293,595,1299,0,224,35,151,97,1743,658
1337,164,159,221,59,185,327,154,64,4,583,754,882,13,0,342,20,0,80,1201,136
1630,204,77,220,238,298,190,222,88,93,730,900,1109,51,0,206,0,192,72,1294,336
822,69,88,140,65,63,134,150,45,68,356,466,210,19,0,593,0,0,0,822,0
2200,203,350,266,385,321,432,165,46,32,990,1210,1463,78,0,519,0,39,101,1803,397
800,100,63,88,216,180,93,33,3,24,411,389,435,42,0,245,0,0,78,736,64
3147,464,418,459,797,350,372,250,0,37,1388,1759,1208,1056,0,753,0,0,130,3100,47
1179,263,25,356,244,78,154,59,0,0,568,611,553,190,0,403,0,0,33,1065,114
740,170,33,176,227,99,0,24,0,11,484,256,439,0,0,0,0,301,0,18,722
1533,311,191,118,252,175,214,179,78,15,845,688,1095,178,0,184,0,20,56,1282,251
1299,63,189,131,250,109,188,151,148,70,645,654,1101,3,0,106,0,89,0,1147,152
1440,193,217,146,144,151,341,140,99,9,762,678,1116,37,0,255,0,7,25,1360,80
1684,215,267,183,151,252,375,208,33,0,881,803,806,350,0,443,0,0,85,1581,103
1523,321,137,324,289,131,290,26,5,0,723,800,456,533,9,144,0,43,338,1040,483
1497,108,45,225,249,169,268,198,171,64,582,915,1168,92,0,183,0,9,45,1459,38
2967,429,359,247,618,418,414,382,68,32,1387,1580,1534,202,0,1122,31,0,78,2624,343
1244,142,149,176,215,101,221,151,62,27,651,593,508,424,0,116,0,145,51,957,287
1063,101,142,100,87,106,138,150,160,79,523,540,948,52,0,56,0,0,7,1044,19
1394,193,194,105,87,224,246,127,151,67,710,684,1352,0,0,37,0,0,5,1364,30
1396,173,188,154,71,261,353,120,76,0,628,768,839,30,0,398,19,0,110,1303,93
815,172,170,39,90,149,118,77,0,0,450,365,630,7,0,126,0,7,45,783,32
2501,486,380,116,441,467,172,234,163,42,1171,1330,876,325,0,269,0,904,127,1258,1243
2175,205,258,81,252,146,522,445,170,96,1128,1047,1754,111,0,171,0,84,55,2152,23
1950,231,224,252,169,426,372,148,96,32,1015,935,843,341,0,698,0,7,61,1821,129
1267,276,163,92,201,96,160,159,120,0,626,641,822,80,0,159,0,18,188,1267,0
1857,285,306,244,247,314,242,144,75,0,902,955,1210,192,0,237,6,71,141,1402,455
1456,120,236,73,24,185,322,267,144,85,613,843,1195,0,0,251,0,0,10,1431,25
857,62,21,252,276,96,101,17,6,26,472,385,343,65,0,430,0,0,19,828,29
1609,237,112,513,247,174,117,160,19,30,965,644,465,394,0,314,0,146,290,1273,336
1388,247,236,101,135,247,233,99,73,17,702,686,960,83,0,214,0,9,122,1294,94
1613,203,318,177,127,314,286,114,31,43,871,742,738,120,0,740,0,0,15,1513,100
2126,223,295,462,248,423,182,205,55,33,1010,1116,1069,178,0,756,0,112,11,1802,324
1227,171,228,188,73,168,209,67,94,29,606,621,865,0,0,154,0,0,208,1185,42
2391,123,477,291,87,368,553,315,107,70,1206,1185,1586,32,0,664,0,0,109,2237,154
2200,301,422,71,301,400,321,213,130,41,1135,1065,1698,112,0,275,0,11,104,1657,543
1183,85,137,139,202,290,167,147,16,0,584,599,583,107,0,351,0,0,142,1048,135
3195,300,301,581,585,590,341,208,127,162,1517,1678,1713,122,0,1134,0,0,226,2952,243
641,118,110,0,136,151,57,23,19,27,255,386,344,0,0,135,0,0,162,632,9
2260,293,422,211,223,462,422,189,13,25,1122,1138,1551,69,0,628,0,0,12,2097,163
578,77,68,201,93,80,35,24,0,0,327,251,442,136,0,0,0,0,0,452,126
3230,448,301,456,398,459,271,375,186,336,1686,1544,2139,193,0,312,0,532,54,1536,1694
1907,287,354,298,385,317,200,66,0,0,1148,759,978,93,7,773,0,0,56,1741,166
2577,560,398,249,341,350,193,348,108,30,1196,1381,1333,285,0,357,0,442,160,1333,1244
1913,155,223,232,312,376,224,242,84,65,989,924,807,376,0,581,0,149,0,1245,668
946,120,139,63,65,73,123,189,88,86,443,503,841,17,0,88,0,0,0,921,25
1080,223,113,34,121,230,94,122,119,24,471,609,661,0,10,328,0,0,81,966,114
453,50,18,22,90,63,63,109,38,0,244,209,309,0,0,114,0,0,30,443,10
1879,287,356,231,232,337,207,190,39,0,969,910,1132,285,0,341,0,83,38,1311,568
898,66,19,249,303,66,134,28,33,0,467,431,483,174,0,178,0,0,63,808,90
1015,164,135,42,356,115,103,27,47,26,484,531,760,123,0,0,0,132,0,625,390
2066,392,221,337,419,354,282,32,29,0,963,1103,1411,148,0,316,0,0,191,1601,465
2974,359,566,254,223,553,437,430,127,25,1439,1535,2145,206,23,505,0,0,95,2877,97
2490,408,306,232,436,250,261,339,168,90,1224,1266,1666,223,0,441,0,0,160,2033,457
1652,170,223,270,376,230,158,154,42,29,994,658,866,80,0,271,0,408,27,752,900
2360,373,408,97,149,414,475,189,201,54,1102,1258,1935,0,0,308,0,35,82,2176,184
2392,297,452,270,218,506,485,127,16,21,1221,1171,960,550,19,677,0,49,137,2201,191
718,24,54,130,249,180,68,13,0,0,377,341,445,191,0,48,0,11,23,562,156
841,47,192,36,28,126,142,119,133,18,434,407,696,7,0,134,0,0,4,765,76
694,118,25,35,231,132,52,78,0,23,372,322,565,0,0,75,0,0,54,543,151
2017,283,208,105,304,199,315,325,196,82,965,1052,1696,22,0,197,0,0,102,1831,186
1110,188,153,104,141,129,134,181,64,16,564,546,731,94,0,270,0,0,15,1028,82
931,94,206,30,72,147,106,198,60,18,520,411,838,0,0,65,5,0,23,919,12
1160,95,165,93,79,164,185,245,55,79,537,623,658,197,0,158,0,23,124,1052,108
527,53,79,52,0,68,119,66,84,6,290,237,372,0,0,88,0,0,67,520,7
2852,353,194,530,630,321,469,317,22,16,1471,1381,1887,159,0,506,0,210,90,2090,762
2379,189,429,206,390,280,376,337,106,66,1191,1188,1380,509,0,467,0,6,17,2229,150
1288,187,108,135,208,327,94,121,69,39,511,777,1055,62,9,39,0,34,89,896,392
1578,203,187,224,139,253,256,155,41,120,692,886,1132,151,41,216,0,0,38,1327,251
1328,92,144,189,89,86,359,323,46,0,637,691,1115,84,0,89,0,0,40,1274,54
5299,68,2473,2374,107,138,63,51,17,8,2451,2848,3456,847,0,612,16,154,214,4856,443
3206,398,756,530,401,486,283,222,130,0,1506,1700,1316,248,0,862,0,747,33,1669,1537
1261,92,152,207,128,129,309,168,64,12,668,593,976,54,0,128,0,0,103,1192,69
1038,110,146,64,97,82,192,177,122,48,556,482,904,97,0,10,0,0,27,1002,36
2126,157,331,238,326,295,404,254,94,27,1089,1037,1530,12,7,500,8,0,69,2032,94
2130,295,314,395,568,142,251,118,47,0,927,1203,1330,433,40,309,0,0,18,2077,53
2440,188,385,257,294,241,400,450,157,68,1205,1235,1928,174,0,326,0,0,12,2234,206
2063,242,276,223,343,375,286,213,30,75,932,1131,447,113,0,1435,0,0,68,1983,80
1278,115,49,192,249,264,203,126,45,35,516,762,998,105,0,26,0,118,31,966,312
