"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","white","black.aa","a.ind..nat.ak","asian","nat.hi.pt.isl","other","two.","not.hisp.latino","hisp.latino"
2029,272,270,211,335,269,292,213,116,51,1117,912,1057,368,13,382,1,111,97,1658,371
3103,353,391,322,437,492,468,331,231,78,1597,1506,1400,126,7,1309,1,154,106,2645,458
1815,211,196,196,228,250,271,262,149,52,913,902,1668,43,5,70,0,10,19,1677,138
1800,211,226,211,257,245,246,248,113,43,891,909,1023,286,1,400,1,66,23,1566,234
1114,158,169,134,147,148,148,133,56,21,582,532,700,102,0,97,1,179,35,764,350
2065,273,289,229,285,294,299,214,124,58,1110,955,1044,24,2,808,0,153,34,1439,626
730,97,108,69,93,104,104,86,48,21,318,412,274,21,0,299,0,0,136,730,0
1108,126,152,123,140,164,168,125,73,37,546,562,444,2,0,637,0,9,16,1060,48
2439,275,328,233,350,382,347,297,161,66,1206,1233,876,390,7,1056,2,57,51,2336,103
968,87,113,106,124,141,157,131,78,31,332,636,708,52,0,176,1,10,21,896,72
2753,337,358,306,373,417,401,340,167,54,1374,1379,1747,214,1,573,0,66,152,2054,699
1420,195,195,133,188,212,210,180,81,26,804,616,848,126,4,277,2,117,46,1064,356
1358,172,199,154,170,178,231,163,70,21,673,685,743,294,4,97,12,52,156,1208,150
2892,305,377,336,437,432,421,336,182,66,1337,1555,1478,340,6,817,2,180,69,2152,740
2137,241,270,199,259,302,337,298,162,69,985,1152,1609,10,0,424,0,0,94,2113,24
1483,152,197,164,209,199,238,190,101,33,699,784,1049,141,7,177,3,56,50,1075,408
773,89,119,85,98,101,109,104,51,17,360,413,537,43,0,168,0,15,10,679,94
1657,218,226,167,273,217,233,204,92,27,736,921,768,451,1,255,1,47,134,1400,257
1177,142,147,100,138,160,187,164,97,42,607,570,1066,50,0,35,0,0,26,1115,62
1214,155,159,131,152,181,160,170,74,32,644,570,909,9,0,230,3,5,58,1148,66
1422,185,224,175,196,214,208,144,51,25,677,745,864,125,22,122,5,193,91,726,696
662,70,82,68,69,109,120,79,49,16,312,350,543,7,0,89,0,20,3,612,50
3384,482,447,389,456,495,482,357,197,79,1623,1761,1936,454,3,362,1,288,340,2496,888
973,105,126,99,112,140,151,127,91,22,420,553,664,20,0,267,0,0,22,956,17
1775,220,240,164,234,285,237,221,116,58,993,782,744,1,1,950,0,9,70,1711,64
1038,114,129,104,118,154,161,128,89,41,330,708,789,18,0,161,1,9,60,1009,29
1721,243,201,177,197,241,261,230,132,39,998,723,1587,4,2,81,0,19,28,1265,456
1221,140,151,140,148,162,204,149,89,38,578,643,722,145,1,226,2,68,57,1118,103
953,99,120,84,120,114,167,138,88,23,422,531,855,19,0,68,0,0,11,915,38
1434,160,199,138,166,215,215,188,108,45,714,720,1115,0,0,272,0,0,47,1363,71
2631,321,334,247,300,368,387,400,202,72,1364,1267,2104,106,2,182,2,65,170,2393,238
847,96,111,82,122,119,119,110,66,22,439,408,546,45,0,179,1,48,28,692,155
1412,215,253,169,221,175,175,116,69,19,826,586,757,52,6,103,1,160,333,665,747
1962,261,283,239,278,292,252,207,106,44,956,1006,642,276,3,709,4,130,198,1377,585
2297,310,304,202,318,341,357,254,143,68,1187,1110,1435,25,0,661,0,21,155,2151,146
909,115,110,86,103,106,155,123,76,35,454,455,842,5,1,25,4,21,11,810,99
1946,207,252,192,247,265,330,229,168,56,991,955,1347,47,0,493,2,26,31,1823,123
2918,329,348,310,403,411,447,360,214,96,1414,1504,1873,21,7,871,1,49,96,2731,187
1221,138,172,159,161,188,149,153,74,27,656,565,647,26,1,427,0,108,12,943,278
2516,278,322,283,311,359,393,318,175,77,1182,1334,1808,316,0,165,1,80,146,2094,422
1881,230,241,234,275,275,259,229,105,33,884,997,618,592,4,463,3,155,46,1323,558
3471,410,417,377,456,514,505,448,242,102,1617,1854,1777,210,6,1320,14,23,121,3391,80
1299,155,174,134,178,188,205,147,86,32,678,621,593,168,0,353,1,149,35,984,315
2215,263,266,233,307,302,353,279,158,54,1250,965,1363,239,1,413,1,51,147,1913,302
1734,200,213,171,230,247,286,217,119,51,833,901,1345,52,3,207,1,51,75,1465,269
2299,272,302,249,312,337,337,296,135,59,1221,1078,1619,234,1,234,1,125,85,1646,653
1438,172,149,142,197,200,220,207,115,36,726,712,1260,49,1,106,0,9,13,1355,83
1804,198,236,180,241,234,283,243,135,54,880,924,1548,47,0,138,0,1,70,1568,236
3651,431,501,385,528,506,551,438,230,81,1787,1864,2032,125,4,1208,2,245,35,2919,732
1025,122,125,107,149,127,171,135,71,18,400,625,614,185,1,99,0,12,114,930,95
1706,190,240,207,225,227,250,213,106,48,933,773,1029,88,1,460,0,14,114,1609,97
2460,313,303,252,347,332,373,279,191,70,1197,1263,1631,210,3,353,5,63,195,2035,425
2015,221,256,212,255,296,300,277,157,41,992,1023,1529,232,3,174,0,17,60,1892,123
3092,402,371,313,391,454,464,417,196,84,1520,1572,2219,320,0,461,1,36,55,2899,193
1485,172,150,148,193,210,221,217,122,52,719,766,1288,1,0,169,0,0,27,1372,113
1566,157,196,165,203,220,259,201,120,45,772,794,1207,60,0,195,0,34,70,1317,249
865,93,102,78,125,125,124,111,71,36,404,461,669,7,0,174,0,0,15,821,44
2677,312,347,251,343,400,397,345,200,82,1347,1330,2144,29,0,368,1,3,132,2622,55
1409,181,208,161,226,197,181,149,80,26,689,720,706,164,2,148,1,307,81,935,474
1861,194,235,185,268,278,307,246,92,56,866,995,974,118,0,669,0,48,52,1572,289
1734,204,211,183,209,227,254,246,140,60,828,906,1581,25,1,63,0,17,47,1684,50
2863,365,384,307,393,429,424,315,173,73,1442,1421,1752,47,4,777,2,176,105,2154,709
1268,142,152,125,186,196,187,171,72,37,698,570,746,247,4,156,2,38,75,1117,151
2007,206,249,223,262,320,305,255,139,48,965,1042,1020,65,1,843,1,6,71,1994,13
907,123,126,98,139,138,122,107,45,9,334,573,507,63,0,152,0,76,109,582,325
1330,204,213,180,177,178,166,127,58,27,868,462,707,51,6,121,5,259,181,667,663
2619,380,364,309,378,342,337,310,148,51,1430,1189,1405,426,7,326,2,296,157,1807,812
1443,205,184,153,179,181,210,176,100,55,712,731,1223,37,2,91,1,51,38,1275,168
1299,162,165,143,170,167,195,162,98,37,754,545,1015,69,1,81,0,24,109,1136,163
2195,275,300,261,305,280,339,243,139,53,1124,1071,1592,188,3,284,0,57,71,1410,785
1939,237,251,193,252,280,292,229,144,61,1000,939,1668,121,0,57,0,0,93,1868,71
2330,281,309,205,309,315,363,296,177,75,1209,1121,1793,146,1,233,3,45,109,2303,27
1603,220,244,201,234,195,224,159,98,28,867,736,847,373,1,112,1,129,140,1017,586
1283,172,168,150,170,184,165,148,88,38,549,734,680,64,0,393,1,65,80,1112,171
2261,272,324,283,331,319,314,245,123,50,1036,1225,1095,609,4,322,2,148,81,1498,763
1541,217,213,213,233,213,219,154,60,19,783,758,659,455,3,150,1,206,67,795,746
735,92,87,71,72,111,119,100,56,27,412,323,633,94,0,0,0,0,8,734,1
1683,223,237,197,236,217,251,206,85,31,813,870,728,519,12,151,2,46,225,1447,236
1336,164,180,145,183,177,213,148,92,34,677,659,918,33,0,274,0,14,97,1293,43
1898,232,220,202,233,257,280,282,134,58,946,952,1262,397,2,150,1,36,50,1682,216
1985,233,233,202,276,265,308,256,150,62,937,1048,1286,68,1,478,0,37,115,1816,169
1482,147,205,164,156,225,236,201,111,37,729,753,1083,40,2,313,0,1,43,1460,22
2335,329,315,230,339,334,335,275,127,51,1264,1071,1067,474,7,396,0,73,318,1991,344
1124,143,151,128,174,167,168,113,56,24,611,513,418,194,0,364,0,16,132,1047,77
2099,260,274,200,261,329,316,245,154,60,942,1157,1528,107,1,268,1,73,121,1890,209
924,100,127,105,147,145,134,104,44,18,486,438,183,248,1,436,0,10,46,862,62
1488,173,189,155,227,189,216,202,107,30,644,844,679,448,0,266,0,46,49,1380,108
1641,200,211,144,216,207,249,210,146,58,882,759,1258,21,5,335,1,8,13,1570,71
2426,308,330,202,304,324,400,317,170,71,996,1430,1761,44,0,294,1,4,322,2415,11
1031,148,127,105,127,150,144,143,61,26,440,591,549,83,0,268,1,3,127,1002,29
978,144,140,114,135,126,129,116,48,26,625,353,421,132,0,202,0,16,207,910,68
2747,342,407,324,397,345,394,305,177,56,1456,1291,1544,447,8,339,3,293,113,1905,842
1397,161,156,145,184,180,225,181,118,47,668,729,1298,93,0,5,0,1,0,1242,155
662,76,78,66,89,87,103,92,51,20,245,417,638,0,0,0,0,0,24,626,36
1934,233,258,243,302,271,252,233,98,44,831,1103,1267,217,3,111,1,293,42,1077,857
1476,172,170,145,195,209,258,181,110,36,775,701,1075,205,5,125,0,18,48,1465,11
1085,126,128,98,139,148,202,141,71,32,559,526,779,37,0,203,0,25,41,957,128
660,72,75,69,69,99,107,100,47,22,223,437,498,81,0,32,1,10,38,614,46
1890,200,272,198,240,312,264,239,124,41,912,978,543,107,1,1217,0,21,1,1796,94
1757,240,236,223,275,253,258,147,103,22,709,1048,1031,141,7,186,3,332,57,872,885
1372,164,172,134,203,196,209,172,90,32,600,772,705,262,0,316,0,0,89,1370,2
1229,138,177,124,180,171,174,144,98,23,578,651,649,228,0,210,1,106,35,1011,218
1956,234,261,165,276,247,330,248,139,56,1095,861,1592,58,0,240,0,34,32,1812,144
1645,189,206,173,210,229,247,221,114,56,847,798,1363,20,0,224,0,2,36,1532,113
1193,139,152,115,157,177,179,155,91,28,535,658,726,46,0,380,0,0,41,1193,0
2508,302,327,259,362,366,360,292,179,61,1168,1340,1237,175,4,792,2,222,76,1976,532
1318,187,201,140,187,157,178,164,69,35,621,697,923,49,1,100,0,109,136,955,363
1971,229,261,216,291,273,297,248,126,30,953,1018,1219,145,3,405,0,50,149,1603,368
2236,246,287,238,310,336,344,270,148,57,995,1241,1299,61,2,714,0,76,84,1800,436
1091,132,153,127,115,161,158,140,74,31,553,538,876,1,3,187,1,16,7,813,278
2027,269,272,233,289,250,302,241,132,39,871,1156,1342,267,3,129,2,206,78,1305,722
1908,266,233,185,264,264,316,214,117,49,865,1043,1242,98,1,327,2,56,182,1425,483
1296,153,140,122,172,188,216,149,112,44,662,634,912,84,0,283,0,2,15,1267,29
2118,255,256,198,264,327,325,260,163,70,949,1169,1286,177,2,538,0,22,93,2005,113
2297,253,290,218,305,336,372,284,165,74,1117,1180,1815,115,0,269,6,62,30,2033,264
1815,213,241,179,247,233,289,236,111,66,852,963,1391,51,0,283,0,1,89,1768,47
2318,268,313,266,321,337,324,296,142,51,1121,1197,1352,493,5,244,3,151,70,1948,370
2297,301,285,246,328,324,342,289,133,49,1152,1145,1158,726,2,231,1,111,68,1743,554
2112,297,262,237,318,292,306,224,121,55,964,1148,1235,128,8,445,2,164,130,1653,459
2277,270,282,224,274,331,354,309,161,72,1298,979,1727,138,0,329,0,5,78,1978,299
2252,260,284,178,313,316,345,306,183,67,1135,1117,1963,62,0,179,1,19,28,2144,108
1827,256,244,161,256,254,275,231,109,41,1116,711,927,98,25,511,2,3,261,1808,19
601,70,82,51,81,80,99,71,51,16,327,274,540,32,0,23,0,0,6,538,63
977,105,113,101,126,114,165,141,80,32,505,472,935,0,0,33,0,0,9,977,0
1075,139,161,140,150,143,138,124,57,23,994,81,523,434,4,51,1,45,17,822,253
1333,165,169,136,157,180,199,190,90,47,544,789,1072,35,0,182,0,0,44,1217,116
2641,324,360,339,392,328,380,314,154,50,1426,1215,1558,442,7,310,2,227,95,1765,876
2596,282,304,249,348,392,386,359,195,81,1357,1239,1907,293,2,272,8,37,77,2424,172
1722,258,281,201,243,253,214,156,83,33,795,927,602,60,2,440,0,327,291,1118,604
1501,176,171,172,207,198,242,200,88,47,752,749,610,303,1,502,0,39,46,1409,92
1286,181,204,164,210,184,127,137,61,18,749,537,702,42,3,72,1,303,163,498,788
2401,305,313,267,353,339,333,305,149,37,1098,1303,1186,705,4,224,7,183,92,1750,651
1337,180,184,110,159,187,212,175,95,35,615,722,904,9,1,322,1,20,80,1213,124
1630,219,224,191,206,221,234,198,107,30,708,922,1108,75,1,208,2,150,86,1305,325
822,96,99,80,123,116,130,94,64,20,374,448,216,18,0,588,0,0,0,822,0
2200,271,262,263,276,319,323,292,136,58,960,1240,1408,94,3,541,0,56,98,1799,401
800,84,121,80,102,115,136,88,53,21,402,398,431,46,1,241,0,7,74,736,64
3147,375,375,319,460,471,448,414,202,83,1424,1723,1591,674,3,731,5,20,123,3098,49
1179,135,156,115,163,185,171,136,81,37,595,584,562,172,0,383,0,30,32,1054,125
740,115,121,117,93,119,84,57,28,6,478,262,442,2,0,0,0,293,3,13,727
1533,185,179,158,198,225,245,203,100,40,822,711,1080,156,2,196,0,40,59,1295,238
1299,157,155,125,169,153,221,179,100,40,643,656,1103,26,1,99,1,49,20,1166,133
1440,169,173,139,159,177,211,215,152,45,756,684,1115,38,0,256,1,7,23,1376,64
1684,192,220,178,205,267,239,198,125,60,869,815,800,325,0,453,0,18,88,1580,104
1523,235,269,189,238,174,171,157,70,20,745,778,464,485,8,167,1,55,343,1016,507
1497,155,184,136,185,232,235,205,123,42,602,895,1150,94,1,190,0,10,52,1454,43
2967,372,355,307,416,424,465,368,195,65,1373,1594,1550,218,2,1039,7,76,75,2634,333
1244,161,182,154,190,168,160,141,69,19,656,588,509,432,2,104,0,136,61,956,288
1063,117,134,82,144,133,168,166,86,33,507,556,954,53,0,51,0,0,5,1044,19
1394,154,175,128,169,192,199,227,111,39,671,723,1350,0,0,40,0,0,4,1365,29
1396,172,184,126,188,218,224,178,80,26,631,765,849,33,0,392,2,14,106,1306,90
815,102,92,74,107,116,135,100,70,19,424,391,632,8,0,116,0,10,49,781,34
2501,309,337,323,356,334,352,299,143,48,1162,1339,1439,340,8,271,3,316,124,1582,919
2175,258,276,232,231,287,352,309,168,62,1134,1041,1793,102,2,157,1,64,56,2143,32
1950,208,248,208,254,306,315,226,138,47,1007,943,840,313,0,703,3,29,62,1835,115
1267,175,176,134,160,166,162,157,107,30,613,654,834,70,2,168,1,12,180,1259,8
1857,224,223,216,255,272,281,239,109,38,915,942,1202,186,2,259,6,71,131,1400,457
1456,157,162,142,171,205,219,217,142,41,623,833,1170,0,0,275,0,0,11,1436,20
857,96,120,83,115,138,123,110,56,16,488,369,362,56,0,411,0,7,21,831,26
1609,258,239,183,230,226,209,170,68,26,939,670,475,402,1,314,0,135,282,1280,329
1388,167,200,152,175,176,200,174,100,44,693,695,963,75,0,226,0,14,110,1283,105
1613,182,218,154,251,237,235,185,102,49,829,784,709,123,2,742,0,23,14,1502,111
2126,256,274,214,300,321,303,255,150,53,995,1131,1034,209,0,755,2,108,18,1795,331
1227,158,178,130,159,156,181,140,97,28,586,641,854,10,0,167,0,5,191,1194,33
2391,290,293,220,294,371,358,321,181,63,1202,1189,1604,28,2,612,1,36,108,2228,163
2200,287,304,241,280,286,325,279,146,52,1163,1037,1712,98,3,244,0,29,114,1652,548
1183,135,169,126,167,173,184,123,83,23,621,562,609,92,2,343,0,20,117,1050,133
3195,380,392,393,418,451,476,391,211,83,1524,1671,1761,109,1,1041,1,43,239,2976,219
641,77,97,80,60,78,96,77,53,23,269,372,344,1,0,146,0,3,147,617,24
2260,254,268,236,295,327,360,302,161,57,1120,1140,1551,81,0,597,0,18,13,2122,138
578,79,63,59,98,74,73,74,43,15,309,269,445,122,0,0,0,8,3,461,117
3230,395,457,374,416,435,469,401,208,75,1689,1541,2157,207,5,390,2,347,122,2131,1099
1907,215,265,198,269,285,291,209,131,44,1143,764,975,84,0,756,0,38,54,1744,163
2577,323,348,330,353,372,343,313,140,55,1214,1363,1433,290,11,355,4,311,173,1659,918
1913,248,220,236,275,310,273,208,108,35,988,925,787,305,4,615,0,160,42,1264,649
946,134,115,86,130,113,144,127,77,20,447,499,827,18,0,101,0,0,0,924,22
1080,109,148,118,139,175,134,142,71,44,487,593,644,2,2,337,1,14,80,978,102
453,50,55,48,60,64,67,61,40,8,254,199,318,0,0,104,0,0,31,439,14
1879,230,251,239,279,265,240,235,108,32,970,909,1152,275,4,310,0,101,37,1326,553
898,129,128,84,132,119,115,120,54,17,451,447,482,140,0,176,1,16,83,803,95
1015,123,143,119,143,147,152,107,61,20,454,561,757,134,1,13,0,105,5,650,365
2066,281,265,230,279,265,327,248,124,47,934,1132,1419,144,1,320,1,44,137,1625,441
2974,367,367,323,375,367,467,391,240,77,1414,1560,2146,198,1,522,5,7,95,2879,95
2490,335,301,300,347,368,324,282,170,63,1260,1230,1679,185,1,436,1,47,141,1994,496
1652,234,265,169,244,263,202,175,73,27,998,654,891,61,6,278,2,342,72,781,871
2360,248,318,243,283,305,377,333,171,82,1116,1244,1938,2,0,302,0,27,91,2179,181
2392,297,309,252,331,370,313,339,131,50,1174,1218,988,524,16,665,1,50,148,2220,172
718,74,100,85,99,93,103,91,55,18,367,351,438,183,0,45,0,24,28,571,147
841,81,115,70,112,126,132,118,64,23,435,406,692,8,0,133,0,0,8,770,71
694,105,94,81,81,93,102,82,43,13,364,330,571,1,0,72,0,5,45,554,140
2017,225,277,193,255,277,304,272,161,53,973,1044,1682,23,0,197,0,22,93,1822,195
1110,132,137,97,165,152,190,132,72,33,545,565,729,86,0,267,2,13,13,1028,82
931,114,116,81,109,150,139,123,65,34,504,427,851,2,0,54,4,0,20,916,15
1160,162,167,113,158,145,183,135,67,30,554,606,640,195,0,173,1,21,130,1052,108
527,70,72,49,69,84,69,64,37,13,280,247,364,0,0,105,0,0,58,517,10
2852,391,368,288,416,390,428,333,169,69,1468,1384,1906,174,1,467,2,212,90,2066,786
2379,278,289,221,323,325,377,325,179,62,1211,1168,1433,478,0,412,1,31,24,2250,129
1288,159,169,143,153,167,209,164,104,20,516,772,1079,57,9,41,0,34,68,883,405
1578,189,180,171,224,221,246,213,105,29,705,873,1127,157,3,218,2,35,36,1309,269
1328,156,154,126,169,199,214,189,93,28,687,641,1112,84,0,82,0,3,47,1260,68
5299,636,662,513,718,785,807,681,336,161,2461,2838,3458,837,6,618,10,160,210,4873,426
3206,403,416,357,471,485,484,341,173,76,1522,1684,1712,235,5,836,3,285,130,2329,877
1261,145,153,138,163,183,171,178,92,38,639,622,939,64,0,141,1,8,108,1192,69
1038,132,139,85,127,131,168,165,70,21,531,507,913,91,0,11,0,0,23,1003,35
2126,238,284,233,274,297,330,261,138,71,1098,1028,1520,9,1,508,1,12,75,2026,100
2130,240,232,196,286,303,370,296,159,48,900,1230,1342,449,6,287,2,12,32,2076,54
2440,279,310,215,319,353,390,307,193,74,1195,1245,1921,169,0,338,0,2,10,2217,223
2063,216,262,226,300,330,307,225,132,65,926,1137,725,99,3,1145,1,14,76,1982,81
1278,156,146,153,179,163,221,159,76,25,566,712,1001,110,1,53,1,84,28,940,338
