"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo"
7425,294,331,365,423,469,505,573,507,516,537,602,549,513,412,281,229,179,140,3792,3633,55,538,5,403,96,140,70,59,92,167,22,74,42,73,43,66,94,32,116,48,22,75,30,2,8,123,72,299,1069,181,2168,543,573,25
4675,176,207,212,273,304,323,363,287,335,396,383,324,262,285,185,149,117,94,2485,2190,40,338,4,254,45,84,49,28,57,107,9,50,16,53,29,48,56,18,74,24,18,39,17,1,4,50,40,178,682,105,1451,315,379,13
4075,165,165,189,217,239,280,311,287,273,298,356,301,280,233,174,144,90,73,2077,1998,35,322,2,204,44,91,44,32,56,106,7,17,14,36,27,41,49,17,57,27,23,45,10,1,8,59,42,167,603,93,1170,288,324,14
3785,142,183,182,233,245,265,287,232,252,292,335,289,227,224,151,102,88,56,1881,1904,29,271,4,187,55,72,27,34,36,84,9,32,17,41,22,29,43,15,75,20,13,42,14,2,5,55,39,151,555,94,1099,303,297,14
3060,134,144,148,162,198,191,243,227,209,240,259,235,176,159,116,89,73,57,1636,1424,27,225,2,141,42,61,19,24,36,77,10,22,9,38,24,34,35,17,43,19,5,45,12,3,4,45,22,124,410,93,897,237,250,8
6795,274,275,340,381,454,440,498,472,537,520,522,491,412,368,270,216,178,147,3486,3309,56,449,7,329,89,157,66,56,87,176,14,63,17,50,51,76,81,27,126,33,24,76,26,0,3,106,61,281,971,177,1993,497,548,22
6895,288,275,335,393,458,519,510,473,488,539,552,471,460,388,264,221,137,124,3556,3339,54,510,9,370,93,142,73,49,64,154,20,55,26,66,49,64,76,28,109,38,20,73,36,3,8,92,70,311,1000,162,2025,451,568,27
6155,255,268,285,310,404,422,493,422,446,444,500,453,387,328,250,192,185,111,3134,3021,50,479,5,328,88,99,44,42,60,146,15,53,18,56,48,55,75,29,126,41,30,60,26,2,7,110,53,224,900,165,1747,438,504,32
4620,204,191,225,279,321,312,327,304,318,365,363,367,281,259,178,141,101,84,2353,2267,53,369,3,241,64,86,48,42,43,102,14,35,15,32,36,47,40,19,83,35,13,30,18,1,4,73,44,182,657,115,1331,341,376,28
9100,366,427,409,565,602,603,665,639,659,679,759,594,609,493,334,297,215,185,4606,4494,78,674,8,453,96,178,90,72,107,199,25,80,40,102,52,90,100,38,172,43,37,89,38,11,9,126,109,361,1322,224,2671,600,764,42
5190,197,225,255,290,323,349,364,348,384,411,442,419,314,294,202,177,104,92,2638,2552,33,350,6,295,56,92,57,30,68,123,10,65,26,45,33,53,67,20,87,29,18,46,16,3,7,71,60,212,745,122,1566,362,400,17
3140,116,124,153,180,211,254,214,207,260,225,255,205,219,159,121,89,82,66,1628,1512,24,203,1,160,43,63,37,22,42,73,10,23,10,36,18,34,48,11,61,13,9,25,10,1,4,43,34,114,459,75,937,230,253,14
5225,189,221,266,286,332,399,390,359,368,450,379,369,318,268,207,172,150,102,2722,2503,40,375,6,284,60,87,60,36,57,100,8,55,26,70,35,50,49,29,94,33,14,46,14,4,8,75,57,205,769,119,1551,391,397,21
7300,291,315,342,398,500,497,490,484,569,628,565,558,438,411,284,209,169,152,3851,3449,50,562,10,377,85,125,68,50,74,152,14,58,26,80,40,94,84,32,138,34,22,77,14,5,8,93,83,268,1034,189,2214,502,606,32
4295,173,203,209,245,290,303,319,287,290,316,369,308,250,264,172,135,95,67,2152,2143,38,318,4,210,52,88,37,30,54,85,11,33,22,45,22,50,50,19,76,23,14,46,9,4,4,67,52,207,616,108,1244,301,337,19
7005,270,284,356,393,510,484,513,474,525,517,550,529,444,388,256,207,175,130,3599,3406,47,531,8,361,81,127,63,58,101,166,15,51,23,69,48,50,80,28,117,37,29,73,22,6,4,105,65,288,1027,167,2062,501,563,32
6225,241,261,331,361,421,424,456,450,456,470,512,436,401,324,229,188,151,113,3215,3010,39,434,8,294,75,117,53,43,57,120,23,58,21,62,32,69,72,31,103,35,21,59,32,3,6,90,65,241,913,137,1911,438,533,30
6140,239,292,298,339,404,417,437,415,449,512,477,427,401,355,207,177,157,137,3195,2945,52,451,7,322,82,144,52,55,69,143,13,46,16,54,44,50,63,25,98,30,16,57,19,2,7,89,77,255,879,145,1804,447,501,26
4960,191,232,242,268,322,328,346,351,369,373,404,332,308,321,202,139,111,121,2536,2424,44,337,4,270,57,88,41,37,66,121,11,44,19,45,28,39,57,23,84,31,15,50,15,4,11,78,46,211,707,142,1440,354,428,13
3680,125,165,179,195,261,247,263,248,268,280,297,265,246,209,150,122,81,79,1926,1754,33,248,4,210,41,71,41,16,43,84,12,32,12,38,29,42,42,14,77,27,11,53,14,0,4,54,49,155,526,89,1053,226,312,18
5815,215,252,293,315,378,386,414,414,397,435,502,407,371,329,211,204,154,138,3011,2804,52,455,5,280,76,91,59,56,72,124,10,60,20,60,40,62,74,18,137,39,23,77,22,6,5,76,55,216,757,161,1712,425,468,22
5895,222,261,307,319,370,435,411,376,410,425,538,428,373,360,245,164,136,115,3016,2879,58,427,4,286,71,111,46,36,72,132,11,47,25,62,33,47,81,21,111,26,27,56,21,3,11,71,70,242,841,129,1789,401,505,22
5795,253,269,276,322,376,431,397,396,424,438,450,428,378,305,225,166,134,127,3055,2740,47,450,7,308,64,113,43,51,70,131,13,53,17,61,43,52,55,25,105,22,21,73,18,1,8,82,68,224,833,159,1705,375,472,26
4105,138,179,209,220,298,277,299,280,307,303,329,288,274,227,166,136,88,87,2134,1971,39,275,4,234,45,78,45,18,48,91,12,33,12,40,33,44,47,16,86,28,14,55,14,0,4,55,53,170,581,99,1203,267,344,18
4600,183,218,225,254,314,307,324,291,312,376,354,343,325,277,156,161,107,73,2360,2240,35,350,5,251,55,83,35,41,55,93,5,30,24,37,37,51,61,26,96,14,10,42,21,4,6,55,49,194,647,109,1358,342,363,16
4450,164,228,208,255,299,350,286,307,289,369,348,327,268,252,169,133,115,83,2257,2193,36,325,3,234,56,82,60,32,49,97,13,31,19,45,31,44,42,22,66,35,14,47,16,0,6,58,49,188,624,93,1353,300,359,21
7415,294,343,377,430,458,537,547,517,516,582,564,500,481,438,307,224,168,132,3808,3607,68,590,11,409,99,130,74,49,74,161,26,74,28,76,40,70,76,28,131,48,20,77,31,3,11,106,70,324,1097,174,2166,487,567,20
6485,252,309,322,369,417,435,475,425,478,520,498,489,435,353,252,209,137,110,3353,3132,66,498,5,355,81,123,71,43,76,124,18,61,27,66,43,67,69,28,116,56,23,61,29,4,8,90,66,259,952,176,1886,414,499,25
4040,160,177,188,211,282,280,296,306,287,290,317,315,244,218,163,129,91,86,2020,2020,27,290,5,217,41,83,33,30,52,100,19,32,12,39,19,49,48,18,67,24,16,42,14,1,4,61,46,179,567,89,1174,286,339,17
4330,183,170,178,252,277,291,265,316,353,350,373,306,267,248,159,150,122,70,2266,2064,27,331,3,221,52,88,37,27,49,110,13,40,12,46,33,50,39,20,82,22,13,47,14,2,3,74,50,173,580,117,1313,296,328,18
4695,191,205,194,245,306,345,362,339,333,390,383,326,291,276,183,120,108,98,2446,2249,42,325,2,252,57,79,47,49,57,105,11,48,18,57,27,45,62,12,109,25,19,50,16,2,6,66,39,169,633,135,1426,320,368,17
4800,190,192,231,276,317,331,371,331,339,372,388,334,290,277,201,155,111,94,2402,2398,46,347,6,249,47,82,45,34,55,108,10,33,22,44,21,35,44,14,96,27,16,44,13,3,5,66,48,191,705,136,1457,323,406,22
5870,248,268,241,360,389,386,419,398,408,531,484,403,349,329,215,178,170,94,2968,2902,43,424,6,292,84,125,50,39,78,153,14,45,25,66,37,59,67,35,118,30,21,59,17,3,12,72,62,250,773,140,1699,428,530,14
5155,202,236,261,319,329,373,385,344,381,372,407,376,315,296,190,150,116,103,2673,2482,47,402,2,275,60,96,47,40,69,109,15,41,19,44,33,42,51,15,95,29,17,77,13,3,8,70,53,192,727,128,1516,355,434,31
3660,126,146,166,238,242,272,257,255,285,294,286,251,234,196,135,109,97,71,1841,1819,26,272,7,189,39,78,31,29,46,89,8,30,15,39,18,28,48,16,65,22,10,38,16,2,6,54,41,169,518,97,1060,255,280,19
4100,166,196,198,239,274,290,312,271,278,300,351,293,239,251,159,130,90,63,2047,2053,36,308,4,197,50,85,36,30,51,85,11,32,22,44,22,47,46,18,71,23,13,45,8,4,3,65,51,202,579,105,1179,288,322,18
7925,331,371,361,453,562,542,552,579,570,605,634,561,500,430,279,256,173,166,4126,3799,68,546,5,394,84,161,64,51,89,174,22,76,34,82,59,81,93,29,162,40,31,99,29,1,7,120,63,335,1167,208,2335,573,609,34
13855,512,622,680,801,887,935,958,1030,1001,1055,1141,1012,874,784,559,430,317,257,7181,6674,113,1011,9,686,176,269,116,103,157,321,27,120,53,121,84,138,165,55,283,79,59,142,47,9,19,172,160,598,1914,337,4093,1007,1160,52
5970,231,264,292,342,381,396,446,404,427,486,489,403,375,329,230,200,145,130,3108,2862,45,467,2,293,63,118,48,49,81,149,15,44,17,48,45,65,56,23,116,36,22,76,19,2,3,82,57,231,853,136,1761,431,490,27
6235,215,260,276,356,445,424,488,405,465,481,526,430,421,360,214,174,169,126,3181,3054,57,430,6,341,63,113,49,55,84,167,18,55,26,72,40,55,74,20,131,29,23,70,21,1,5,80,68,258,879,189,1857,383,484,32
6080,218,262,289,326,440,446,451,405,456,492,498,432,401,334,206,178,137,109,3046,3034,55,410,2,308,68,121,59,43,59,147,17,58,27,61,40,55,72,17,96,38,20,61,23,7,5,81,55,254,884,176,1810,420,505,26
3150,124,135,180,170,191,213,254,229,251,216,250,201,203,174,110,88,83,78,1612,1538,27,284,10,146,41,49,25,22,29,59,9,21,12,25,18,28,39,12,66,18,12,35,19,2,4,42,31,116,446,98,901,240,252,12
3390,126,151,143,195,222,225,232,239,251,286,293,266,208,171,138,97,78,69,1750,1640,27,263,4,184,42,62,27,22,36,67,5,22,9,32,29,31,34,10,78,20,10,35,11,1,3,43,31,148,510,78,1026,219,254,17
4670,199,181,226,262,282,336,343,336,354,352,382,357,295,248,195,133,98,91,2430,2240,39,342,4,238,52,83,42,34,49,107,13,41,15,49,25,43,45,23,85,26,15,42,16,2,1,60,40,187,653,110,1430,358,382,19
6110,253,260,263,364,375,392,457,427,432,498,491,412,382,373,238,199,141,153,3140,2970,37,486,4,314,66,110,42,49,80,140,18,58,31,62,46,47,68,17,108,24,14,75,22,7,8,77,75,241,847,168,1813,451,475,30
6270,291,254,314,329,405,452,468,443,448,474,523,476,358,339,241,201,151,103,3190,3080,56,454,4,351,69,130,59,60,89,133,16,59,26,73,48,59,53,35,132,23,28,87,30,2,10,90,66,246,866,147,1787,445,511,26
6550,255,303,319,353,417,435,482,477,458,511,545,446,411,386,286,206,143,117,3364,3186,53,483,9,333,77,127,61,55,71,153,13,73,29,57,42,56,77,31,112,28,25,74,25,1,8,87,85,284,943,161,1942,430,515,30
3510,131,166,172,209,223,225,258,230,261,285,254,255,225,216,151,116,70,63,1849,1661,32,278,2,174,47,62,36,26,45,60,8,42,11,39,25,41,43,14,59,32,13,36,21,3,6,41,39,149,496,98,1023,220,276,13
4065,172,181,172,215,258,279,303,292,317,326,350,264,245,229,167,114,116,65,2075,1990,37,302,7,211,34,71,36,33,52,93,12,35,13,51,23,38,53,16,74,25,18,28,11,0,2,61,51,151,579,84,1211,292,346,15
4475,175,187,207,251,272,340,337,282,323,333,379,323,284,225,203,146,119,89,2321,2154,42,300,2,252,49,71,40,46,57,98,10,31,14,39,32,43,57,16,94,24,20,54,29,3,12,56,45,180,634,101,1358,313,337,16
5410,217,225,258,283,344,376,344,410,438,421,447,390,349,280,205,170,135,118,2779,2631,41,420,6,272,65,100,58,45,79,124,12,43,24,47,28,55,60,24,105,35,26,60,15,4,7,74,57,217,790,137,1575,333,442,30
4380,171,192,242,223,289,284,321,300,339,349,337,341,257,240,160,133,102,100,2282,2098,43,316,3,233,51,82,47,40,46,91,7,39,12,48,40,55,51,21,70,19,16,42,15,2,3,67,45,184,648,93,1266,320,337,28
4145,186,176,172,232,269,294,302,318,266,325,344,317,246,219,173,132,88,86,2098,2047,41,288,2,216,43,73,30,35,47,82,9,35,10,39,40,30,44,16,81,25,11,55,20,2,3,61,50,158,629,97,1191,287,371,24
4545,169,202,207,269,296,313,355,283,323,385,371,313,257,270,179,146,116,91,2421,2124,40,327,4,247,45,83,49,27,55,105,9,46,14,51,29,47,56,17,72,22,17,38,17,0,4,48,40,172,664,97,1413,309,368,13
3080,111,126,143,166,186,215,219,249,239,253,250,208,175,174,132,102,86,46,1531,1549,28,178,5,168,41,55,25,26,32,67,10,32,10,30,28,30,41,10,49,15,2,33,4,3,4,33,26,130,454,93,936,209,255,18
4980,200,213,225,266,331,334,389,358,378,379,412,344,293,252,193,168,132,113,2472,2508,45,367,3,260,73,111,49,46,66,137,13,55,20,46,30,48,51,20,94,32,19,45,9,2,5,76,55,193,676,134,1447,342,391,20
4205,139,170,207,262,290,275,289,290,309,294,350,315,292,236,170,124,127,66,2120,2085,38,286,2,229,49,72,33,33,56,87,8,38,16,48,39,54,40,14,85,24,12,45,17,0,2,57,33,181,539,113,1272,305,352,26
7695,321,360,350,441,483,537,541,544,530,599,634,548,475,415,314,228,210,165,3935,3760,72,573,9,406,84,136,54,57,85,171,19,68,25,74,49,63,63,32,140,44,29,89,38,0,10,100,85,317,1153,213,2270,527,611,29
4895,202,220,227,260,345,330,365,313,371,400,412,337,292,270,174,167,121,89,2484,2411,39,353,9,225,65,95,33,35,65,118,10,41,12,41,44,43,50,17,70,16,13,56,22,1,5,72,67,196,703,113,1506,342,403,15
6975,263,289,339,395,444,467,475,503,507,571,588,492,465,384,268,191,185,149,3566,3409,53,506,10,339,96,140,68,42,82,146,18,60,26,85,61,69,76,21,145,39,17,69,35,5,4,97,74,302,974,184,2060,492,556,24
6910,294,314,316,383,441,481,532,459,527,530,538,491,447,384,280,205,161,127,3541,3369,74,521,8,380,85,119,56,51,98,161,11,45,21,67,48,63,69,29,142,24,21,91,24,3,9,87,67,293,986,178,2003,499,551,26
6295,279,258,328,356,368,454,428,419,448,501,535,435,416,361,246,187,153,123,3273,3022,54,494,4,325,75,131,65,56,59,130,13,69,25,57,47,62,78,23,108,45,21,73,27,5,5,80,53,280,888,139,1868,420,490,26
7160,290,306,332,384,485,484,474,506,527,580,594,506,456,381,305,230,187,133,3684,3476,65,539,4,382,88,138,59,58,81,146,20,75,37,71,45,73,89,19,148,29,24,71,19,5,11,93,82,289,975,174,2160,465,589,37
4750,185,202,254,274,342,308,318,323,345,388,375,341,280,260,180,154,123,98,2429,2321,42,339,9,261,46,111,46,37,59,98,10,34,14,44,36,57,46,30,83,25,17,52,14,0,5,64,57,200,671,119,1385,322,403,14
8835,388,429,429,484,551,615,588,616,628,711,699,662,577,479,358,283,197,141,4536,4299,70,699,5,468,99,186,87,59,84,183,28,79,32,74,67,78,101,36,197,45,33,99,25,3,6,127,86,365,1268,214,2500,685,707,40
3125,114,123,165,152,193,194,231,205,238,258,274,205,204,182,127,108,89,63,1597,1528,26,261,5,175,32,51,37,21,31,67,5,25,10,27,17,26,33,15,65,14,14,29,11,3,3,44,28,112,448,80,930,227,244,9
5990,211,249,266,359,410,431,439,415,438,479,521,424,370,314,215,175,165,109,3025,2965,45,430,8,300,72,127,49,46,81,137,10,56,22,50,29,59,71,21,113,38,17,69,27,2,7,74,63,266,871,162,1764,398,478,28
5110,219,233,240,274,315,349,351,315,390,424,399,347,362,320,191,161,115,105,2685,2425,44,366,3,271,67,99,44,41,56,114,10,40,21,49,33,51,57,25,103,34,21,58,24,2,1,76,51,202,725,137,1511,349,409,16
3425,139,138,160,200,215,229,272,205,236,284,295,250,216,205,119,107,90,65,1768,1657,32,254,5,170,35,62,37,25,41,82,6,35,8,29,26,31,33,15,66,14,10,41,10,3,2,46,46,129,446,87,1023,249,314,13
3980,139,205,196,228,255,289,268,246,308,284,346,288,249,216,148,127,105,83,2023,1957,31,292,2,176,52,78,34,38,53,96,6,33,21,46,22,41,40,14,72,23,10,53,20,4,7,47,47,166,597,83,1178,293,295,10
4655,204,205,190,282,339,323,344,314,357,337,366,313,319,255,173,152,109,73,2389,2266,38,335,3,250,60,98,41,42,50,113,11,42,16,36,29,38,57,24,81,29,19,41,14,1,2,66,46,172,649,126,1379,352,374,21
7150,283,292,376,384,488,484,510,438,518,548,540,533,512,423,287,209,186,139,3659,3491,61,538,10,372,89,152,76,47,67,146,17,68,30,73,46,75,68,34,114,48,25,82,26,1,7,100,78,283,1032,180,2042,495,644,24
8640,306,396,407,522,561,579,613,602,585,658,740,607,534,496,349,265,217,203,4441,4199,68,617,6,457,99,153,79,59,104,221,19,67,36,93,63,74,92,36,141,43,36,90,34,6,15,116,76,348,1254,240,2487,650,726,35
3775,123,167,170,220,240,261,265,283,277,310,318,254,240,221,144,120,87,75,1985,1790,31,277,2,203,40,79,41,30,41,79,5,38,13,41,27,45,33,12,85,25,17,36,10,3,1,56,46,163,539,95,1111,252,287,12
