"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo"
4765,181,201,205,239,443,455,328,349,301,338,376,353,293,209,150,134,132,78,2323,2442,168,1933,71,1124,719,247,74,145,0,84,5,32,8,5,0,9,4,0,26,0,0,0,12,0,14,12,0,15,33,0,14,8,0,3
4890,194,180,135,181,482,640,597,473,334,299,364,300,206,161,109,103,73,59,2360,2530,277,2115,74,1046,618,207,106,117,0,87,9,64,0,0,0,0,0,0,62,40,0,0,0,0,0,0,67,0,0,0,0,0,0,1
7542,267,255,350,472,600,704,588,475,428,548,625,544,427,409,250,231,191,178,3676,3866,401,3284,86,1393,1056,359,97,206,14,118,0,75,0,14,14,34,0,35,19,16,0,0,22,0,20,22,77,51,28,0,44,31,19,7
6630,241,240,273,441,612,583,497,404,413,473,539,428,419,357,217,201,154,138,3184,3446,237,2372,39,1548,1006,374,107,205,53,120,0,30,0,58,0,16,19,0,13,55,45,0,25,0,33,71,41,14,60,0,28,33,27,1
6935,284,343,258,376,509,586,493,459,478,504,554,497,463,344,224,228,163,172,3412,3523,476,3265,0,1224,737,229,113,281,27,164,0,124,0,0,0,0,35,0,0,79,0,0,4,0,0,0,0,0,0,0,106,0,68,3
6960,360,329,295,460,550,508,441,488,515,565,513,496,435,327,205,188,162,123,3442,3518,247,2307,60,1251,1227,314,126,306,71,133,0,65,0,27,88,0,10,14,28,66,20,20,14,0,0,58,54,43,90,22,167,81,30,21
4880,178,192,205,223,264,342,324,269,307,339,385,395,345,315,229,197,172,199,2322,2558,190,1940,50,1027,748,210,64,154,25,95,13,71,4,16,0,14,15,14,26,18,2,11,12,4,3,23,25,18,21,0,31,0,31,5
2700,86,101,125,115,172,137,127,132,107,139,201,151,178,173,136,126,159,335,1300,1400,93,1316,14,453,375,126,34,132,17,46,0,22,0,4,4,11,8,0,13,9,4,0,17,0,0,0,0,2,0,0,0,0,0,0
3680,108,180,217,314,260,196,149,175,193,306,330,280,267,254,162,119,89,81,1701,1979,150,1471,40,824,497,181,75,136,26,57,0,72,0,28,0,21,0,0,29,0,0,0,0,0,0,0,29,44,0,0,0,0,0,0
3060,67,89,129,172,211,142,112,117,148,216,260,212,205,230,162,185,189,214,1361,1699,157,1170,36,557,310,101,74,94,7,30,21,16,0,0,0,8,26,0,10,7,0,17,15,13,0,20,65,94,38,33,126,9,6,0
4230,138,214,270,365,274,234,151,163,245,341,384,259,300,291,188,132,106,175,1998,2232,269,1551,58,968,600,239,83,138,41,70,5,45,0,9,13,33,1,8,22,12,0,11,0,0,0,0,0,20,31,0,0,0,0,3
5791,178,345,466,510,476,278,179,206,353,531,545,351,408,328,259,163,103,112,2808,2983,263,2683,88,1253,640,247,87,223,11,111,15,39,0,15,8,14,22,0,0,16,6,0,14,0,5,0,13,0,0,0,0,0,13,5
7425,203,421,611,655,649,325,249,259,487,789,630,470,433,393,288,243,143,177,3535,3890,368,3263,75,1563,994,294,100,203,12,144,25,34,0,41,11,12,10,5,37,23,22,0,21,12,10,0,15,33,23,0,45,8,9,13
4675,175,217,245,401,307,286,170,159,323,418,368,333,318,314,231,189,99,122,2217,2458,177,1762,97,1070,693,232,88,156,12,118,39,32,0,0,10,8,11,8,16,12,20,0,12,0,0,13,11,19,9,5,31,12,0,2
4075,133,183,188,347,320,240,169,153,243,356,354,251,262,241,160,125,123,227,1875,2200,203,1870,33,892,448,232,69,86,15,76,2,42,0,0,0,12,5,0,12,6,8,3,6,0,0,0,18,0,5,9,11,0,0,12
3785,127,175,234,393,240,196,170,145,259,351,338,223,226,188,135,137,95,153,1683,2102,223,1774,39,771,432,143,64,126,17,40,4,8,0,16,10,10,0,0,21,10,8,0,12,0,11,0,11,8,0,6,11,10,0,0
3066,105,148,171,172,175,252,233,179,179,232,235,215,211,201,120,105,58,75,1434,1632,161,1369,42,689,329,106,90,106,5,38,5,28,0,8,0,7,6,3,5,7,5,0,1,0,0,0,13,14,8,0,2,0,19,0
6795,307,312,337,283,365,578,590,542,485,592,460,427,385,302,220,177,174,259,3244,3551,359,1692,203,780,518,644,136,601,115,379,38,94,15,61,25,60,39,27,94,20,23,21,35,13,22,33,186,235,69,32,128,38,52,8
6902,306,364,379,357,392,570,553,548,505,538,544,445,398,353,199,155,152,144,3356,3546,316,1975,165,742,485,567,111,548,150,374,14,82,14,63,20,52,19,25,126,39,33,0,46,67,52,59,294,126,84,0,135,42,72,5
6155,316,287,255,290,341,548,590,503,493,532,477,379,323,305,181,149,103,83,2960,3195,338,1656,139,692,511,563,104,537,113,320,21,57,0,55,50,47,44,30,90,17,45,34,35,30,12,24,130,174,54,49,56,58,64,6
4620,291,243,214,193,321,444,490,431,346,335,302,234,203,208,95,108,78,84,2295,2325,73,694,127,488,343,371,104,338,30,196,62,96,0,51,36,28,46,15,97,15,19,20,50,9,29,46,89,229,180,19,564,43,99,14
9100,475,428,389,424,557,928,961,753,739,672,631,627,487,350,200,212,144,123,4454,4646,209,1448,286,719,618,732,172,620,127,411,39,161,12,108,58,93,52,43,116,23,39,59,56,30,115,85,233,430,361,141,1212,32,233,27
5190,295,263,225,239,345,366,508,471,378,399,371,362,308,240,160,96,92,72,2486,2704,158,960,150,428,316,376,104,352,68,247,30,90,3,60,29,51,49,17,78,18,31,25,29,9,38,64,230,279,188,153,462,7,88,3
3140,157,165,173,188,251,229,231,182,202,242,242,204,182,163,94,93,73,69,1518,1622,54,523,117,472,263,409,85,178,38,171,49,94,11,12,18,50,49,49,40,0,16,13,17,0,0,26,28,59,25,11,226,31,0,6
5225,247,229,221,319,386,416,389,374,370,373,434,352,288,227,182,164,135,119,2558,2667,71,1121,169,601,436,490,114,324,94,326,39,63,28,82,82,48,53,33,116,41,16,48,46,0,33,22,131,186,111,21,155,14,94,17
7309,407,324,338,454,454,567,555,553,519,518,518,444,415,345,234,208,185,271,3568,3741,215,1334,328,705,557,730,176,589,95,323,51,114,42,82,67,77,4,0,79,23,59,22,40,0,34,47,119,318,224,44,438,0,372,1
4295,157,204,168,209,359,412,322,279,262,302,376,284,266,224,147,120,106,98,2139,2156,105,644,119,370,278,360,111,336,62,189,35,74,17,51,18,14,49,43,77,23,13,11,26,0,57,32,107,348,51,74,492,28,81,0
7005,323,310,323,378,524,548,483,451,483,480,521,511,463,356,235,221,186,209,3330,3675,256,1143,159,564,493,516,110,582,105,327,21,68,0,69,54,56,13,30,85,14,11,69,57,0,26,60,269,427,630,228,411,152,0,0
6225,263,251,267,354,472,508,387,362,396,399,507,470,436,327,233,201,193,199,3077,3148,366,1432,241,567,372,422,108,375,115,305,25,79,15,56,44,61,38,33,61,21,33,27,49,47,31,34,469,263,263,49,93,66,57,8
6140,217,285,288,371,477,493,481,388,403,411,435,460,396,358,212,195,149,121,3031,3109,255,1105,270,673,471,513,165,479,116,381,45,112,10,74,46,68,43,61,46,18,27,19,29,14,19,78,128,192,144,26,343,34,135,1
4960,245,273,199,214,335,633,504,448,429,390,340,260,220,164,98,96,68,44,2468,2492,140,1076,190,568,402,528,101,298,102,288,52,100,18,57,23,97,71,33,143,15,0,4,27,0,22,15,49,159,133,40,67,43,79,20
3684,169,164,143,119,271,485,457,360,252,282,224,183,186,164,78,64,40,43,1834,1850,113,648,84,416,403,437,109,383,105,202,39,20,6,69,30,34,31,42,35,11,16,47,29,12,23,28,37,111,65,0,97,0,0,2
5815,253,177,130,115,302,853,1000,671,484,380,333,330,196,181,106,79,76,149,2688,3127,198,1397,178,578,539,667,120,508,97,343,26,68,18,57,32,58,75,84,146,17,11,1,41,25,19,12,81,163,23,0,118,25,89,1
5901,269,154,102,90,258,805,978,742,517,390,391,323,294,270,119,84,57,58,2747,3154,338,1868,139,500,401,417,103,459,109,298,22,34,24,41,21,53,31,48,92,21,10,10,44,31,21,33,202,265,83,34,40,98,8,3
5795,285,208,151,115,268,572,661,600,453,394,380,345,307,293,196,128,172,267,2600,3195,253,1231,209,526,432,531,107,483,76,267,34,61,0,56,24,24,49,16,119,33,30,56,9,0,19,19,144,292,126,44,275,76,148,26
4110,92,40,47,66,368,825,636,456,291,284,212,210,165,167,104,55,39,53,1848,2262,104,980,55,425,373,387,85,346,13,246,22,70,0,13,21,15,15,37,42,0,10,14,31,0,12,0,86,494,88,49,61,0,14,2
4600,115,76,66,56,280,695,658,423,325,339,303,310,230,242,142,139,94,107,1969,2631,217,1013,145,547,416,469,91,407,101,283,23,57,6,46,26,52,3,28,69,5,23,0,36,0,0,0,83,140,21,12,163,52,53,13
4454,112,58,45,86,328,653,583,396,259,290,297,290,247,231,181,126,112,160,1924,2530,173,1103,102,480,437,465,118,424,80,243,25,62,6,63,5,35,21,50,95,16,11,23,31,0,40,28,49,103,20,19,57,26,39,5
7415,332,305,255,292,441,612,699,615,558,625,573,462,429,393,280,193,127,224,3322,4093,388,1627,269,827,714,703,177,767,202,416,53,164,30,44,25,71,64,34,79,0,57,43,0,0,26,37,150,168,97,35,34,68,42,4
6492,280,354,361,383,588,519,480,362,422,572,496,437,362,354,193,128,115,86,3111,3381,389,1383,154,658,557,543,165,550,118,340,47,78,49,27,34,39,45,13,130,15,10,10,45,58,47,68,530,173,50,0,78,0,81,8
4040,105,201,226,306,474,274,186,186,264,296,312,276,217,246,159,124,87,101,1943,2097,180,965,151,445,328,371,106,366,81,243,27,53,3,25,21,18,16,4,89,9,12,10,12,16,19,22,149,130,54,0,22,62,21,10
4334,178,231,297,320,355,249,201,213,263,425,330,275,272,249,214,113,65,84,2005,2329,239,1075,146,375,301,257,61,312,52,157,12,28,10,22,22,22,46,18,32,4,20,32,2,5,7,30,209,444,114,72,127,50,28,3
4695,121,218,252,238,312,272,246,248,243,333,388,356,378,399,240,178,126,147,2219,2476,176,1247,128,401,322,372,107,382,76,192,19,52,4,28,21,16,23,32,67,9,10,48,28,8,62,19,191,294,104,26,109,80,17,25
4800,215,162,155,186,394,538,374,362,371,356,305,319,305,307,218,111,76,46,2252,2548,194,1112,102,456,272,326,56,320,62,254,7,31,0,60,21,40,28,26,44,7,3,31,6,54,8,11,194,349,161,340,84,87,36,18
5870,277,245,210,253,567,702,624,447,374,423,387,332,327,295,184,111,43,69,2867,3003,258,1293,154,579,434,482,114,427,88,291,29,30,21,49,49,30,60,65,96,21,39,65,17,11,36,48,256,383,111,43,135,52,101,3
5155,171,136,108,130,375,739,671,467,386,417,313,277,281,289,149,128,62,56,2429,2726,224,1189,133,518,352,372,96,436,83,264,24,44,3,24,32,40,21,22,51,18,44,22,14,31,47,32,242,276,189,94,86,76,52,4
3660,110,43,39,54,182,471,448,316,205,239,231,264,224,294,179,119,81,161,1624,2036,138,911,104,412,256,362,81,297,64,264,0,55,6,21,35,24,15,0,63,0,30,0,8,24,21,18,112,156,81,14,54,25,0,9
4100,134,67,37,59,264,701,709,475,281,279,237,252,210,169,88,56,39,43,1982,2118,214,820,156,406,252,385,80,302,79,222,14,61,10,41,28,24,7,42,30,13,34,15,14,30,15,14,121,235,139,7,123,65,83,19
7925,327,203,126,182,403,1046,1125,788,594,568,502,524,432,391,304,139,120,151,3788,4137,257,1749,165,687,485,570,86,572,88,334,40,64,0,75,44,59,39,22,74,14,55,118,49,13,27,73,418,586,290,99,377,235,161,0
13855,731,272,190,257,612,1867,2581,1645,1183,929,829,775,653,636,306,197,114,78,6836,7019,480,2659,408,1174,931,1047,173,973,282,484,39,93,22,54,148,161,104,233,169,26,24,0,151,38,52,146,466,1280,282,204,782,219,551,0
5970,208,215,186,167,164,261,363,361,364,382,446,441,560,625,470,341,189,227,2688,3282,145,1162,176,636,468,549,86,493,106,299,21,91,24,31,31,57,46,36,72,38,33,13,37,5,16,23,189,477,91,68,228,96,109,18
6235,233,190,145,129,291,869,847,656,453,420,395,383,398,282,192,156,96,100,3016,3219,471,1831,300,695,456,461,127,590,88,293,17,105,12,42,9,14,22,12,32,29,18,16,61,29,42,25,221,99,38,9,19,34,18,0
6080,229,126,79,135,266,852,1100,789,566,365,351,368,293,249,162,73,40,37,3102,2978,305,1755,181,660,428,667,142,492,122,430,43,104,0,51,20,31,1,0,44,23,20,12,26,9,28,50,111,116,0,39,39,66,40,25
3150,108,76,71,76,206,413,399,293,279,217,262,214,175,135,94,62,45,25,1590,1560,137,812,126,377,303,308,69,263,59,190,21,55,8,24,15,28,20,2,43,18,20,15,18,3,12,39,75,20,11,0,37,14,0,8
3390,171,179,181,148,192,316,261,231,263,257,284,242,183,149,73,100,80,80,1635,1755,127,910,135,477,267,310,60,272,64,210,24,23,13,20,14,20,17,10,40,3,18,35,26,6,8,37,58,113,31,0,0,18,13,11
4676,166,150,175,263,342,352,332,304,284,350,378,339,333,243,148,160,185,172,2257,2419,237,1423,134,672,367,402,75,389,87,338,38,34,17,39,0,35,2,0,72,78,0,0,0,0,0,27,33,70,52,0,26,27,0,2
6110,230,245,320,360,374,483,406,373,383,364,545,396,348,324,245,241,230,243,2986,3124,186,1562,173,731,525,635,124,538,110,307,15,106,13,39,24,43,26,11,97,21,13,51,21,8,29,16,95,266,110,12,136,34,25,8
6276,248,273,281,309,384,484,431,424,403,462,540,498,448,378,215,182,174,142,3060,3216,416,1736,139,718,497,513,81,494,81,441,16,51,12,57,39,64,15,30,76,8,38,54,23,24,55,53,187,148,121,7,61,18,0,3
6556,315,289,246,302,453,594,512,424,457,505,478,489,386,315,213,215,176,187,3261,3295,422,2044,160,754,522,559,133,647,88,339,29,93,9,37,12,91,15,24,57,13,23,11,24,0,13,13,141,126,22,27,56,26,17,9
3514,145,178,142,167,216,288,276,253,245,285,292,248,217,203,119,89,77,74,1789,1725,170,1139,67,389,248,331,65,293,68,242,5,24,6,12,8,32,5,0,37,7,7,0,32,24,17,19,137,85,10,0,17,14,0,4
4065,202,188,146,132,216,386,400,340,338,305,284,278,230,245,123,86,80,86,1950,2115,153,1147,157,476,347,406,103,431,83,212,15,38,6,11,18,25,6,8,75,18,7,20,27,14,17,7,87,80,9,0,37,9,15,1
4475,171,246,222,220,288,274,300,290,334,343,385,313,271,244,143,142,155,134,2146,2329,241,1409,110,485,317,418,54,423,72,264,8,41,22,39,0,29,27,11,66,0,0,16,10,12,28,78,43,102,35,0,31,71,13,0
5410,233,204,157,211,333,584,596,485,441,384,478,327,311,240,138,99,105,84,2654,2756,146,1155,123,651,555,671,161,482,170,387,44,63,24,46,29,32,25,33,68,7,33,22,9,8,8,51,114,123,21,41,71,37,0,0
4380,181,126,128,115,206,462,508,382,335,354,360,331,274,222,137,116,67,76,2184,2196,195,1038,148,533,380,464,75,391,76,291,21,58,17,38,0,42,31,0,39,30,20,24,40,0,29,33,104,63,43,0,35,105,14,3
4150,181,121,130,132,220,482,530,407,369,364,256,252,199,194,99,84,84,46,1983,2167,200,1141,167,529,299,340,60,289,64,236,0,56,0,0,15,28,7,0,73,26,45,30,1,21,20,0,232,62,25,0,51,128,0,5
4545,227,182,167,126,232,436,611,489,423,340,334,307,245,201,124,34,29,38,2189,2356,267,1198,206,466,363,447,70,370,62,265,19,43,22,63,13,29,39,0,53,34,15,0,15,6,32,45,112,38,94,11,55,56,17,20
3083,92,115,110,105,141,181,222,197,222,210,190,236,234,224,108,173,150,173,1617,1466,155,1047,76,333,196,271,51,169,75,189,29,31,5,17,24,44,0,20,29,23,0,5,22,21,0,0,195,43,0,0,13,0,0,0
4986,195,198,179,170,287,356,368,400,325,359,376,374,319,260,189,173,217,241,2451,2535,349,1445,235,467,286,404,81,466,57,277,21,62,0,27,18,51,4,16,74,0,44,0,38,0,0,0,231,133,71,0,51,0,78,0
4205,73,54,74,74,141,248,303,296,279,386,520,505,377,362,198,145,86,84,2483,1722,343,1201,95,470,298,303,65,342,70,205,21,49,7,27,10,15,1,8,33,14,21,17,18,11,27,28,164,58,95,43,63,61,22,0
7702,105,88,84,88,328,812,1112,768,584,860,636,681,537,324,229,158,123,185,4835,2867,244,2672,228,782,748,673,111,714,163,450,54,94,0,74,42,68,14,0,79,0,26,31,27,0,0,0,99,185,0,32,89,0,0,3
4900,192,138,87,81,174,339,494,496,353,372,400,346,409,403,304,151,103,58,2396,2504,284,1288,103,604,417,449,125,432,75,282,19,81,8,61,11,58,29,0,91,13,22,20,56,9,15,16,123,26,56,0,57,46,17,7
6983,295,240,235,202,282,438,692,580,594,559,542,541,490,449,296,217,167,164,3361,3622,290,2280,87,1002,592,624,112,664,156,491,29,137,13,46,12,18,49,65,96,26,45,0,31,0,38,73,0,0,0,0,0,0,0,7
6910,151,74,48,125,549,1203,1281,799,517,503,464,371,300,251,114,84,38,38,3786,3124,498,2362,201,757,499,533,107,701,91,467,36,84,20,57,6,54,14,22,68,37,0,0,28,12,18,10,110,35,0,13,37,0,20,13
6295,184,89,40,118,469,1102,1085,745,466,413,401,347,296,246,143,74,50,27,3447,2848,485,2141,218,715,427,500,97,560,94,335,32,109,11,29,7,35,5,17,63,20,0,13,30,16,19,29,114,45,40,18,12,13,38,8
7168,164,66,38,133,660,1474,1425,843,455,413,375,336,293,188,144,70,45,46,3864,3304,217,2190,136,907,680,838,101,562,206,426,45,41,42,32,0,58,10,11,44,19,26,5,0,12,15,20,81,52,46,0,203,23,107,13
4769,162,69,20,87,538,983,947,533,333,235,216,228,126,109,64,51,37,31,2519,2250,651,1333,0,772,264,378,0,569,0,491,0,126,0,0,0,0,0,0,0,0,0,0,1,0,184,0,0,0,0,0,0,0,0,0
8835,376,195,156,178,501,1426,1665,1048,683,549,477,421,387,292,189,126,100,66,4451,4384,385,2606,352,982,708,891,213,753,134,427,34,128,0,79,34,78,14,31,99,28,30,14,62,19,65,61,205,250,0,0,91,16,30,16
3125,53,34,27,53,228,504,476,311,249,191,190,196,170,163,112,81,49,38,1671,1454,254,916,96,338,220,256,39,304,59,183,13,29,0,23,25,12,12,7,38,0,7,17,15,8,17,7,102,21,48,0,13,45,0,1
5990,109,79,65,71,349,996,949,574,403,339,423,385,355,346,233,140,102,72,3268,2722,394,1781,134,694,471,542,114,564,116,437,21,64,0,37,0,47,13,18,93,20,11,1,20,35,0,0,183,56,20,0,69,21,13,1
5110,106,54,42,73,313,807,826,536,361,372,335,280,269,243,193,120,85,95,2677,2433,341,1598,200,564,402,466,78,456,61,235,15,74,0,32,5,15,9,0,50,17,4,22,54,10,61,34,152,67,11,16,20,0,24,17
3430,92,41,22,24,115,291,305,289,201,231,284,306,304,278,238,160,115,134,1774,1656,180,1017,131,420,204,308,59,333,34,197,12,43,11,8,3,27,6,9,71,21,16,0,13,24,46,12,115,18,17,10,8,39,18,0
3980,120,89,47,65,219,517,506,400,283,297,315,243,188,248,146,102,93,102,1975,2005,155,1125,78,467,395,447,93,367,101,254,49,90,10,46,0,23,0,0,85,11,36,0,13,0,0,25,0,25,27,0,29,14,13,2
4655,92,71,66,72,305,780,797,491,357,309,328,279,255,177,128,61,43,44,2447,2208,162,1129,147,666,431,518,78,378,54,260,35,71,17,44,30,52,21,14,105,0,22,22,15,0,16,14,54,175,25,0,27,41,19,13
7156,164,93,76,114,542,1374,1156,657,451,449,426,353,349,313,204,170,108,157,3663,3493,194,1402,233,737,569,594,131,545,117,307,21,76,16,70,73,45,64,15,86,30,33,29,91,18,52,87,206,645,46,89,341,57,133,4
8640,289,216,164,214,612,1141,1158,795,631,620,665,606,539,388,242,172,113,75,4247,4393,251,2255,325,932,842,997,130,734,144,416,49,97,36,51,63,66,54,0,96,75,63,0,41,0,41,76,134,318,151,13,172,18,0,0
