"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo"
3455,119,146,228,285,284,205,144,142,172,301,306,284,226,220,161,107,78,47,1623,1832,167,834,125,520,476,201,51,139,9,116,15,56,16,0,11,18,17,7,42,18,9,0,23,28,0,63,145,42,86,102,89,0,22,8
1655,88,112,118,129,90,93,105,105,103,97,138,101,107,103,55,56,29,26,788,867,55,352,61,299,264,89,64,90,26,85,2,24,0,3,8,3,20,7,15,0,9,4,0,0,0,5,15,21,39,21,53,0,14,7
4205,112,247,295,282,327,213,164,134,238,400,401,347,267,281,188,131,105,73,2006,2199,145,1127,126,936,752,284,81,173,49,109,8,29,0,44,22,14,32,12,50,0,9,21,9,0,0,23,89,33,0,17,0,0,10,1
7105,227,265,354,494,633,529,327,326,392,622,641,483,445,402,332,262,203,168,3316,3789,230,2259,86,1533,1241,343,54,288,47,176,17,85,20,32,7,20,25,10,78,0,0,0,0,17,40,41,188,60,48,29,53,78,0,0
5355,215,210,261,293,450,422,325,292,242,384,379,317,339,376,259,200,190,201,2412,2943,201,1408,129,1169,871,315,90,243,19,75,14,22,0,26,0,21,16,0,26,18,17,0,8,49,0,0,76,138,49,100,131,100,24,0
4745,180,176,218,311,400,343,282,178,261,414,415,334,259,256,143,161,161,253,2188,2557,151,1294,109,1003,704,263,103,196,16,75,29,40,0,21,13,26,22,6,12,14,30,12,3,0,11,33,100,57,110,93,87,95,17,0
6615,320,339,324,486,521,472,435,498,436,437,454,451,298,352,256,192,162,182,3139,3476,251,1950,123,1501,1155,296,110,261,37,156,21,84,0,16,16,20,7,11,24,26,10,0,9,0,12,32,19,148,81,57,160,22,0,0
8095,360,359,407,486,658,700,504,510,552,605,634,501,554,443,226,200,204,192,3939,4156,341,3217,65,1522,1118,388,145,283,54,137,14,70,22,12,0,6,15,0,31,18,19,18,0,18,0,22,79,143,128,77,60,0,42,31
6485,298,330,343,418,479,464,393,414,456,477,526,440,326,347,226,206,172,170,3213,3272,372,2036,98,1386,847,271,97,313,85,120,0,39,9,24,20,8,0,0,18,29,10,0,65,0,43,22,206,90,99,35,118,25,0,0
4985,207,208,263,351,445,401,274,369,318,335,354,354,274,259,148,205,130,90,2439,2546,313,1745,92,1125,915,162,58,239,0,69,0,83,0,7,3,13,9,0,12,11,29,0,5,3,5,9,34,15,0,0,23,0,6,0
3635,175,176,174,208,280,264,316,254,251,250,263,244,216,185,108,93,92,86,1795,1840,167,1501,38,737,715,131,53,115,3,34,18,9,4,16,4,8,10,0,9,10,6,4,3,5,6,0,8,7,4,6,4,0,0,0
3090,132,107,125,195,203,206,213,211,200,216,286,215,197,180,130,101,98,75,1480,1610,49,1485,10,626,644,89,18,11,9,58,12,0,0,0,0,0,7,0,0,2,0,7,25,0,4,0,0,21,0,0,0,2,5,6
5980,210,247,289,393,445,434,404,354,356,393,506,416,421,383,209,215,166,139,2775,3205,182,3146,53,1102,1023,170,55,139,0,44,0,8,0,21,4,0,10,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0
5485,269,245,308,358,401,393,325,314,356,338,424,454,333,356,189,170,139,113,2681,2804,112,2571,66,905,1290,179,28,66,0,64,0,0,0,0,0,0,35,0,11,11,10,11,9,14,0,22,0,0,39,0,0,0,40,2
6245,177,226,299,422,528,421,333,328,386,420,474,457,443,288,230,236,229,348,3002,3243,254,2304,88,1390,1164,366,83,173,19,122,24,106,0,0,0,0,0,0,0,17,30,28,0,0,0,0,0,28,0,0,28,21,0,0
5260,192,238,286,346,443,423,328,337,357,372,400,432,334,250,187,152,94,89,2551,2709,196,1583,72,1267,1113,221,111,230,26,95,11,46,9,22,21,22,6,6,4,17,13,22,0,0,0,0,11,22,33,11,43,0,27,0
7375,299,307,313,450,642,680,543,490,541,549,638,513,439,349,210,177,133,102,3511,3864,254,3076,79,1635,1139,234,151,303,24,100,30,35,0,0,0,0,22,21,26,14,0,0,0,31,9,16,8,31,43,17,39,27,0,11
4765,165,219,224,279,434,473,348,384,309,362,384,311,291,172,128,114,107,61,2286,2479,170,2067,82,1192,691,213,51,126,0,57,6,23,9,0,0,1,3,0,14,0,0,0,4,0,6,4,0,12,11,0,14,5,0,4
4890,209,204,100,176,433,634,597,479,390,318,375,315,206,155,98,81,59,61,2318,2572,276,2143,76,1062,631,212,127,91,0,64,15,49,0,0,0,0,0,0,35,39,0,0,1,0,0,0,66,0,0,0,0,0,0,3
7535,291,273,374,415,569,696,553,484,507,523,608,533,463,454,232,246,158,156,3718,3817,433,3287,85,1489,1090,392,75,222,11,90,0,63,0,9,6,29,0,25,12,11,0,0,13,0,13,18,57,23,25,0,21,27,9,0
6630,246,262,298,373,619,567,532,414,407,484,583,423,397,361,212,209,134,109,3186,3444,254,2622,37,1554,1024,329,87,198,40,84,0,33,0,56,0,17,18,0,10,36,26,0,15,0,31,44,21,6,42,0,15,13,17,1
6935,294,314,320,415,511,562,455,492,487,476,539,526,414,368,195,221,164,182,3376,3559,450,3326,0,1338,770,208,95,258,13,123,0,112,0,0,0,0,23,0,0,69,0,0,4,0,0,0,0,0,0,0,100,0,43,3
6960,352,347,309,467,520,513,430,520,535,584,534,530,435,291,179,178,146,90,3423,3537,262,2440,60,1436,1273,260,108,321,38,96,0,39,0,15,57,0,6,15,25,54,10,21,10,0,0,43,53,18,67,15,141,45,23,9
4880,189,208,235,237,286,354,313,288,276,363,407,366,307,279,206,190,173,203,2261,2619,192,2173,54,982,748,174,40,152,14,80,15,62,2,4,0,14,17,10,23,7,0,12,11,5,6,14,17,3,14,0,14,0,18,3
2700,74,90,99,116,163,170,109,122,123,146,202,166,199,210,120,103,144,344,1254,1446,97,1386,12,445,396,106,28,134,8,12,0,14,0,6,4,12,4,0,3,8,2,0,15,0,0,0,0,7,0,0,0,0,0,1
3680,126,203,239,361,317,239,153,129,167,304,331,275,235,245,129,98,70,59,1727,1953,170,1558,50,801,553,152,56,125,16,51,0,44,0,16,0,15,0,0,27,0,0,0,0,0,0,0,18,28,0,0,0,0,0,0
3060,86,112,111,169,233,148,100,105,139,224,267,191,229,233,153,198,186,176,1262,1798,181,1219,30,540,393,78,61,88,6,21,12,13,0,0,0,7,30,0,6,4,0,10,13,10,0,21,65,78,27,23,109,4,11,0
4230,132,254,321,329,307,207,136,151,260,395,403,228,287,283,155,113,108,161,2049,2181,258,1581,56,1010,608,257,64,152,37,68,4,31,0,8,7,27,1,7,12,11,0,6,0,0,0,0,0,5,17,0,0,0,0,3
5785,167,345,442,512,480,304,169,192,346,523,544,403,406,362,232,171,104,83,2864,2921,272,2745,103,1239,698,194,66,234,11,103,8,32,0,7,1,11,15,0,0,9,4,0,11,0,7,0,11,0,0,0,0,0,4,0
7425,218,396,616,598,669,380,227,235,457,804,606,517,449,411,290,243,142,167,3548,3877,387,3439,61,1608,1025,230,69,195,10,104,27,30,0,21,6,15,6,4,21,22,13,0,15,6,8,0,5,17,29,0,24,11,7,10
4675,187,256,271,332,373,243,156,149,341,442,398,322,323,285,230,168,96,103,2210,2465,218,1772,97,1133,703,237,85,141,6,75,32,28,0,0,14,9,13,7,8,9,14,0,5,0,0,10,3,15,5,1,24,8,0,3
4075,107,212,213,364,350,211,134,170,248,383,355,261,247,231,146,113,108,222,1856,2219,217,2007,40,882,467,148,66,72,14,48,5,24,0,0,0,11,3,0,10,5,2,4,7,0,0,0,6,0,11,9,9,0,0,8
3785,117,161,256,372,252,182,138,140,282,382,331,237,218,172,138,123,99,185,1704,2081,235,1827,38,740,482,112,44,147,14,32,7,9,0,17,8,4,0,0,13,4,5,0,2,0,10,0,5,11,0,4,8,7,0,0
3060,111,124,197,173,225,245,215,167,171,260,233,201,189,202,124,108,51,64,1432,1628,171,1446,58,646,352,109,77,86,6,28,5,23,0,4,0,5,5,3,2,3,1,0,1,0,0,0,5,9,6,0,3,0,6,0
6795,307,335,352,323,368,628,596,591,471,577,449,380,324,330,216,156,164,228,3163,3632,331,1963,189,759,562,687,124,623,122,343,36,73,18,60,22,40,20,13,60,21,19,26,36,14,31,32,154,165,57,30,89,25,44,7
6895,350,365,374,359,448,608,565,555,490,566,500,437,399,333,149,129,153,115,3301,3594,303,2293,176,680,484,598,95,544,136,340,15,75,7,52,17,46,20,16,81,18,36,0,40,65,52,48,337,90,60,0,104,21,46,0
6155,364,323,265,290,343,614,588,482,537,535,473,298,295,285,159,123,103,78,2915,3240,346,1870,149,661,546,600,107,541,99,300,16,42,0,42,35,49,48,26,47,29,42,28,23,29,9,20,118,123,43,35,47,48,31,6
4620,240,240,183,180,347,442,550,415,370,341,251,263,201,208,110,118,80,81,2258,2362,72,684,129,516,360,399,116,337,35,236,78,78,0,66,42,22,32,11,102,22,24,18,57,14,32,48,89,216,154,11,494,20,84,22
9100,478,449,394,442,591,933,982,745,761,646,619,576,472,340,217,215,118,122,4359,4741,241,1695,314,736,654,754,182,656,121,471,47,140,6,96,67,60,39,37,98,24,27,71,49,25,127,58,271,369,330,124,970,14,204,23
5190,306,267,206,269,335,390,496,465,393,378,379,370,322,231,126,86,82,89,2450,2740,170,983,161,426,383,364,118,407,67,194,33,103,7,50,25,42,60,21,53,18,39,20,30,14,44,60,265,241,197,135,358,5,90,7
3140,163,210,148,207,261,231,217,186,225,241,264,176,179,137,70,81,84,60,1524,1616,48,530,119,483,303,491,76,191,42,177,46,81,8,10,14,48,31,67,30,0,11,5,7,0,0,9,10,49,28,12,175,34,0,5
5225,234,256,265,324,386,402,395,364,389,370,380,345,301,249,155,183,107,120,2557,2668,61,1180,143,626,472,613,117,341,100,265,46,78,23,65,86,50,44,35,105,32,12,29,55,0,42,21,114,154,110,16,85,13,73,19
7300,411,351,304,436,455,607,579,568,476,548,539,408,387,317,214,223,204,273,3522,3778,265,1430,329,712,606,809,187,595,84,365,50,102,33,72,72,68,0,0,48,20,42,17,37,0,30,37,135,317,175,32,312,0,317,2
4295,149,203,169,206,373,393,341,295,274,277,378,268,278,220,136,139,93,103,2147,2148,142,626,118,396,302,451,109,369,75,182,32,85,23,48,15,25,41,28,69,27,14,6,22,0,64,25,104,310,53,50,392,10,82,0
7005,323,322,295,360,504,617,441,461,474,495,546,461,420,445,230,221,192,198,3346,3659,317,1085,164,559,523,676,86,572,106,362,22,67,0,58,43,40,17,35,62,5,16,54,64,0,16,50,347,435,560,214,320,130,0,0
6225,270,231,280,343,463,538,374,327,388,431,521,488,430,341,194,189,215,202,3066,3159,367,1496,262,536,430,530,90,380,100,251,14,82,16,55,21,59,30,43,68,16,38,9,49,49,37,30,497,218,198,70,69,41,57,17
6140,244,281,262,351,495,507,471,349,414,404,486,518,386,318,208,175,135,136,3057,3083,285,1109,277,629,476,585,176,504,120,409,53,162,8,49,47,62,42,55,47,17,24,22,42,16,26,69,117,166,102,26,278,22,118,0
4960,248,283,193,190,364,679,532,433,411,366,356,263,218,140,94,88,62,40,2455,2505,150,1142,201,556,427,569,105,317,103,299,54,93,17,57,15,84,76,30,124,14,0,2,27,0,25,13,29,120,130,25,49,29,59,19
3680,137,149,131,144,268,533,501,357,280,258,215,201,168,143,72,68,27,28,1792,1888,104,614,80,438,432,511,129,417,77,212,44,15,7,63,16,38,26,32,29,6,14,50,26,15,26,30,19,92,56,0,62,0,0,0
5815,290,171,124,99,280,848,1014,692,524,375,316,350,179,162,82,65,85,159,2688,3127,213,1414,177,555,547,731,139,522,110,341,17,70,15,46,28,54,48,83,146,20,8,1,42,19,17,9,86,146,14,0,97,19,80,1
5895,295,173,86,94,269,805,1014,721,566,375,384,295,265,260,126,84,42,41,2770,3125,347,1976,145,508,424,438,96,478,76,316,18,35,14,27,24,37,14,53,87,20,12,6,34,30,16,29,217,206,70,22,47,66,7,0
5795,288,210,146,106,274,637,642,685,425,435,370,315,279,264,176,126,149,268,2503,3292,265,1330,221,495,542,590,113,525,73,267,20,60,0,40,11,12,41,19,91,29,37,48,8,0,15,12,134,266,84,19,220,71,116,21
4105,85,37,37,59,390,852,727,482,259,246,205,231,140,148,103,41,35,28,1876,2229,95,976,54,394,373,458,78,366,16,195,19,60,0,14,21,11,11,47,26,0,8,9,47,0,21,0,70,566,66,38,56,0,10,0
4600,122,85,76,65,315,732,678,427,320,302,274,285,222,210,147,137,94,109,2019,2581,217,1124,157,523,433,500,75,431,92,278,20,65,6,48,24,34,6,24,64,8,12,0,38,0,0,0,75,112,17,6,139,29,29,14
4450,87,46,35,89,314,713,647,393,237,264,256,292,245,252,171,120,107,182,1921,2529,179,1241,91,455,444,481,122,448,78,215,23,65,7,34,13,48,22,37,71,9,12,21,36,0,33,16,56,81,10,10,36,24,32,0
7415,333,263,238,279,518,597,768,604,631,602,534,434,427,380,273,176,117,241,3292,4123,392,1833,280,773,738,760,202,742,187,390,42,155,18,35,20,72,53,26,71,0,63,31,0,0,25,27,134,131,78,35,23,48,29,2
6485,304,361,336,411,631,535,477,379,399,569,509,379,365,334,180,111,119,86,3090,3395,386,1524,142,609,538,588,131,597,108,332,39,56,32,23,32,30,48,10,105,19,14,9,37,74,52,57,537,161,57,0,86,0,52,0
4040,112,224,242,342,550,264,148,169,276,289,295,244,234,241,158,105,82,65,1886,2154,176,1029,159,416,376,391,97,396,69,247,30,50,4,34,16,15,11,6,74,12,9,6,11,25,20,8,135,113,32,0,10,35,20,8
4330,175,224,333,372,365,231,178,187,274,445,333,282,260,239,182,114,59,77,1986,2344,269,1006,148,330,334,317,60,343,67,146,12,25,9,14,19,17,41,17,28,4,19,36,0,6,11,31,262,432,109,51,114,27,24,2
4695,122,232,244,260,338,252,245,234,226,313,383,370,346,427,259,177,125,142,2147,2548,226,1317,126,405,387,411,96,362,77,188,23,41,1,23,20,20,15,26,47,15,13,29,18,9,58,20,187,250,79,22,88,56,25,15
4800,200,150,145,189,419,546,453,359,339,377,308,288,274,323,220,104,59,47,2254,2546,213,1168,114,443,318,366,63,336,62,219,10,22,0,52,34,28,16,26,33,7,7,23,5,54,9,5,212,320,120,346,64,66,29,10
5870,262,244,198,235,591,748,673,461,382,431,372,330,314,296,151,85,35,62,2790,3080,295,1369,159,528,481,515,112,428,84,288,24,31,26,37,29,18,48,66,85,24,45,66,12,20,43,43,269,369,88,30,93,53,90,2
5155,157,127,96,106,381,795,748,485,364,389,328,271,255,269,169,103,64,48,2348,2807,252,1252,140,494,381,421,92,454,88,259,16,39,2,26,31,23,32,25,47,11,33,16,15,38,41,16,254,251,166,69,56,66,46,3
3660,114,49,39,49,215,491,463,305,218,237,259,218,238,272,164,109,80,140,1701,1959,147,966,118,388,281,350,72,319,76,275,0,35,6,12,25,24,9,0,54,0,29,0,7,14,34,23,112,137,66,20,41,15,0,5
4100,107,54,29,60,247,834,797,452,254,267,220,242,200,148,81,37,28,43,1873,2227,248,823,165,450,275,407,89,330,65,225,12,80,12,56,25,24,9,33,15,11,23,12,8,32,21,11,128,201,92,9,77,46,62,24
7925,342,193,103,184,401,990,1152,824,611,565,535,508,418,419,269,146,114,151,3749,4176,298,1759,182,716,514,652,94,578,91,350,44,71,0,82,50,35,28,22,59,19,56,124,46,22,15,54,407,584,252,83,276,210,152,0
13855,739,277,177,234,621,1878,2664,1551,1212,1014,840,755,660,590,292,184,113,54,6726,7129,469,2796,391,1314,952,988,170,962,278,547,50,99,31,74,139,132,111,248,144,30,15,0,160,42,67,119,521,1329,234,163,590,208,481,1
5970,201,211,158,179,162,248,338,336,396,353,442,525,597,604,478,314,215,213,2660,3310,145,1234,177,656,545,616,93,504,98,272,18,104,16,44,19,41,32,40,63,39,26,9,24,5,11,14,179,445,85,51,179,82,89,15
6235,256,187,126,134,309,894,866,644,499,422,330,362,378,304,188,132,115,89,3062,3173,490,1930,298,641,490,506,125,572,80,308,19,96,6,34,8,9,15,11,19,18,7,10,49,32,38,28,251,76,17,7,10,21,14,0
6080,222,121,77,126,272,843,1147,783,576,388,382,332,283,228,135,83,61,21,3151,2929,330,1714,167,597,435,723,155,542,121,423,68,97,0,40,18,37,2,0,52,24,16,6,32,11,32,53,122,111,0,25,39,52,23,13
3150,114,87,63,73,191,436,427,310,275,215,247,201,182,124,85,57,40,23,1638,1512,151,832,115,347,296,334,75,283,62,208,19,51,6,21,14,20,12,6,27,18,16,9,12,3,11,32,89,15,10,0,36,14,0,6
3390,185,157,193,116,198,316,270,245,301,257,311,232,159,145,65,89,89,62,1606,1784,149,881,137,411,304,349,65,296,51,191,14,36,6,16,7,27,19,7,33,8,24,30,26,9,5,33,76,100,30,0,0,22,19,9
4670,180,144,188,262,361,355,399,257,265,333,378,332,336,237,117,175,202,149,2217,2453,261,1550,164,555,431,485,53,422,81,272,35,26,10,26,0,19,4,0,47,81,0,0,0,0,0,10,20,47,30,0,20,21,0,0
6110,249,254,307,373,397,521,404,365,355,358,510,410,354,316,230,263,218,226,2940,3170,237,1683,166,771,476,677,92,570,99,303,20,85,13,37,11,30,16,4,83,28,24,48,11,7,37,9,85,241,78,6,110,24,22,7
6270,283,300,281,303,409,503,408,420,379,482,527,512,443,376,171,168,157,148,3155,3115,413,1845,127,695,528,584,76,503,57,501,14,37,9,69,41,53,9,34,54,7,27,41,17,22,61,45,144,116,90,14,30,7,0,0
6550,361,303,245,308,477,520,534,433,451,525,498,497,395,273,201,202,150,177,3212,3338,395,2242,148,711,514,577,135,706,72,327,24,87,5,32,5,70,9,19,46,11,19,5,22,0,12,9,124,130,16,19,38,12,9,0
3510,132,169,144,149,254,315,236,254,258,325,308,236,218,179,101,104,57,71,1816,1694,191,1194,71,302,332,354,51,323,61,217,7,22,9,7,12,12,0,0,37,6,5,0,21,32,18,9,110,72,6,0,8,13,3,5
4065,197,193,138,145,211,337,410,404,335,335,264,284,250,220,106,74,67,95,1989,2076,166,1159,173,471,368,466,110,451,78,174,19,31,10,17,17,22,10,11,35,15,11,13,17,9,8,5,72,57,9,0,36,8,13,4
4475,192,226,198,233,266,283,310,287,355,358,373,319,236,262,138,143,157,139,2177,2298,286,1452,93,415,399,454,41,488,58,234,6,35,14,34,0,25,20,6,58,0,0,16,12,10,35,61,20,61,36,0,33,64,9,0
5410,225,191,157,223,308,635,669,556,448,371,417,309,300,230,109,83,98,81,2664,2746,161,1212,129,661,585,681,149,497,157,382,37,52,33,42,26,37,23,29,42,8,23,13,10,9,18,36,104,96,28,48,50,32,0,0
4380,175,115,108,102,182,486,519,388,361,394,383,343,271,211,129,89,67,57,2196,2184,209,1010,143,495,424,530,98,427,66,317,21,65,15,26,0,40,19,0,35,22,23,21,31,0,33,33,95,36,24,0,29,78,12,3
4145,192,145,130,123,224,477,575,438,335,366,263,220,177,190,110,67,65,48,2020,2125,208,1280,159,549,294,325,51,281,58,198,0,46,0,0,14,14,10,0,68,16,40,27,0,16,18,0,256,63,17,0,40,97,0,0
4545,227,178,134,140,239,491,667,510,433,372,305,262,226,179,91,39,24,28,2127,2418,252,1326,196,450,376,471,63,398,42,241,26,51,10,42,11,28,33,0,47,33,13,0,16,6,31,43,116,37,67,6,46,42,10,16
3080,107,112,89,100,128,210,242,194,203,234,185,235,213,214,110,177,131,196,1661,1419,199,1065,78,268,202,261,43,213,79,188,22,24,9,10,16,34,0,15,18,19,0,8,8,25,0,0,227,35,0,0,14,0,0,0
4980,198,192,166,173,272,425,402,399,307,331,397,376,283,258,165,166,215,255,2424,2556,372,1542,249,429,292,434,90,421,58,286,24,60,0,20,22,34,0,17,62,0,46,0,29,0,0,0,244,95,52,0,49,0,53,0
4205,64,54,57,70,132,228,308,289,284,371,550,507,376,426,168,157,91,73,2584,1621,346,1288,106,436,347,305,56,373,63,197,11,52,9,25,16,11,2,4,35,10,9,11,20,6,20,12,184,48,72,11,38,54,25,3
7695,84,82,65,68,336,793,1114,776,633,865,683,699,511,332,221,139,102,192,4879,2816,225,2721,250,796,783,724,88,701,148,462,60,83,0,59,34,72,17,0,69,0,22,21,26,0,0,0,81,161,0,35,57,0,0,0
4895,212,118,55,73,172,405,524,501,324,380,409,350,402,399,273,142,85,71,2458,2437,289,1389,101,574,443,533,135,444,81,253,16,76,16,53,12,42,20,0,66,11,10,13,48,10,11,16,82,17,34,0,41,40,19,0
6975,323,269,244,201,284,534,639,566,573,562,519,578,511,441,262,197,138,134,3391,3584,315,2440,78,929,548,714,113,674,132,510,16,136,14,31,11,15,39,47,69,21,35,0,23,0,30,35,0,0,0,0,0,0,0,0
6910,161,55,40,105,552,1213,1355,805,554,521,432,363,277,207,126,80,33,31,3798,3112,524,2374,208,740,524,607,122,715,93,395,27,73,12,40,8,56,21,25,62,19,0,0,29,10,28,8,97,33,0,13,24,0,14,9
6295,196,52,35,102,490,1165,1090,752,475,447,388,315,278,221,143,64,53,29,3482,2813,492,2251,236,693,434,490,96,592,87,293,25,88,10,32,3,27,2,25,50,11,0,17,18,15,19,18,125,39,28,12,15,16,25,11
7160,173,59,42,109,669,1449,1420,863,482,392,410,362,249,180,136,79,35,51,3885,3275,205,2243,130,915,720,890,120,570,193,426,37,51,31,21,0,54,5,6,18,14,21,0,0,14,10,11,75,62,40,0,158,32,73,15
4750,161,39,33,93,536,1007,962,583,339,249,193,186,116,90,57,43,32,31,2528,2222,675,1358,0,770,215,396,0,589,0,466,0,97,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0
8835,393,194,134,174,538,1468,1614,1062,712,564,472,425,358,327,152,130,85,33,4463,4372,421,2735,334,983,670,926,224,755,123,413,37,118,0,64,14,68,7,34,78,31,39,8,67,19,71,63,201,216,0,0,79,20,10,7
3125,44,39,29,43,200,513,491,352,295,190,193,191,165,124,111,73,43,29,1658,1467,274,943,86,320,246,266,30,324,46,172,13,30,0,12,18,6,15,7,25,0,4,3,17,5,18,9,123,16,40,0,9,44,0,4
5990,83,73,56,59,400,1015,986,548,384,385,412,398,363,308,234,127,89,70,3311,2679,407,1812,152,697,476,595,106,605,106,385,8,62,0,24,0,39,16,10,93,16,8,1,19,39,0,0,187,38,13,0,49,10,16,1
5110,97,50,47,59,326,866,839,541,378,331,364,271,259,235,177,94,89,87,2644,2466,365,1677,191,544,402,493,64,473,55,214,20,57,0,26,5,7,1,0,40,14,3,18,48,15,74,22,159,44,4,18,15,0,22,20
3425,66,24,12,27,101,255,347,299,213,240,282,297,320,290,239,159,122,132,1795,1630,188,1076,138,382,244,334,58,343,36,163,9,35,4,4,2,19,4,7,63,15,19,0,6,28,59,11,89,27,14,5,10,23,10,0
3980,92,65,39,47,205,591,633,394,232,290,334,229,193,224,127,101,86,98,2006,1974,164,1170,88,467,404,488,102,365,76,256,53,65,11,37,0,14,0,0,70,9,48,0,6,0,0,21,0,17,10,0,9,17,13,0
4655,67,52,44,59,333,823,811,548,350,316,342,249,242,168,134,54,33,30,2478,2177,160,1181,136,675,442,554,83,417,63,272,35,57,8,46,25,29,21,12,98,0,10,15,13,0,35,7,41,135,20,0,13,28,19,5
7150,146,85,51,98,539,1370,1166,730,447,448,416,356,343,320,205,150,102,178,3705,3445,211,1486,223,736,588,656,126,562,122,309,24,70,11,62,64,42,45,15,63,33,31,26,85,18,59,69,232,626,47,89,256,44,120,0
8640,317,186,170,225,592,1204,1198,827,655,609,595,589,568,340,239,170,96,60,4312,4328,272,2310,344,947,879,992,138,755,117,396,56,76,47,35,70,57,36,0,67,65,65,0,44,0,54,53,132,357,128,11,118,19,0,0
