"COL0","COL1","COL2","COL3"
"9330054.01",1015.00,470.00,540.00
"9330054.02",780.00,330.00,450.00
"9330055.01",1900.00,990.00,910.00
"9330055.02",1690.00,845.00,850.00
"9330056.01",1795.00,930.00,865.00
"9330056.02",1640.00,795.00,845.00
"9330057.01",1030.00,595.00,435.00
"9330057.02",1635.00,825.00,815.00
"9330058.00",1850.00,1240.00,610.00
"9330059.06",3685.00,2555.00,1130.00
"9330059.07",1315.00,625.00,695.00
"9330059.08",1720.00,850.00,870.00
"9330059.09",3545.00,1975.00,1575.00
"9330059.1",3130.00,1780.00,1345.00
"9330059.11",3410.00,1890.00,1520.00
"9330059.13",2030.00,1160.00,870.00
"9330059.14",3090.00,1565.00,1530.00
"9330060.01",1585.00,865.00,720.00
"9330060.02",3195.00,1790.00,1405.00
"9330061.00",2655.00,1365.00,1285.00
"9330062.00",1645.00,810.00,835.00
"9330063.00",1920.00,950.00,975.00
"9330064.00",2510.00,1330.00,1175.00
"9330065.00",3740.00,1980.00,1760.00
"9330066.00",2830.00,1455.00,1375.00
"9330067.01",2095.00,1120.00,975.00
"9330067.02",1610.00,775.00,840.00
"9330068.00",2635.00,1350.00,1285.00
"9330069.01",2310.00,1090.00,1220.00
"9330069.02",1130.00,465.00,665.00
"9330100.01",745.00,325.00,425.00
"9330100.02",1730.00,835.00,895.00
"9330101.03",2150.00,970.00,1170.00
"9330101.04",1495.00,645.00,855.00
"9330101.05",1265.00,555.00,715.00
"9330101.06",1675.00,710.00,955.00
"9330102.01",100.00,55.00,50.00
"9330102.02",905.00,385.00,520.00
"9330103.00",2045.00,845.00,1195.00
"9330104.00",1105.00,505.00,605.00
"9330110.02",265.00,120.00,145.00
"9330110.03",380.00,165.00,220.00
"9330110.04",325.00,110.00,215.00
"9330111.02",760.00,265.00,490.00
"9330111.04",440.00,160.00,275.00
"9330111.05",585.00,265.00,320.00
"9330111.06",25.00,15.00,10.00
"9330111.07",725.00,340.00,385.00
"9330112.00",470.00,210.00,265.00
"9330113.00",1125.00,470.00,655.00
"9330114.01",265.00,110.00,160.00
"9330114.02",565.00,245.00,320.00
"9330115.00",645.00,240.00,405.00
"9330116.00",505.00,200.00,300.00
"9330117.00",695.00,295.00,405.00
"9330118.00",1545.00,685.00,860.00
"9330119.00",275.00,90.00,185.00
"9330120.00",355.00,125.00,230.00
"9330121.00",305.00,120.00,185.00
"9330122.00",285.00,95.00,190.00
"9330130.01",1540.00,410.00,1130.00
"9330130.03",1325.00,430.00,895.00
"9330130.04",760.00,360.00,395.00
"9330131.00",950.00,290.00,660.00
"9330132.00",310.00,90.00,220.00
"9330133.01",410.00,165.00,250.00
"9330133.02",435.00,155.00,285.00
"9330134.00",775.00,300.00,480.00
"9330135.00",510.00,200.00,310.00
"9330140.02",1060.00,365.00,695.00
"9330140.03",665.00,330.00,330.00
"9330140.04",510.00,265.00,245.00
"9330141.01",1115.00,390.00,720.00
"9330141.02",165.00,45.00,120.00
"9330142.01",545.00,215.00,330.00
"9330142.02",510.00,190.00,315.00
"9330142.03",920.00,360.00,555.00
"9330143.01",390.00,160.00,225.00
"9330143.02",625.00,240.00,390.00
"9330143.03",650.00,265.00,385.00
"9330143.04",495.00,135.00,360.00
"9330144.03",310.00,150.00,160.00
"9330144.04",815.00,345.00,480.00
"9330144.05",305.00,125.00,180.00
"9330144.06",660.00,285.00,375.00
"9330145.01",460.00,185.00,280.00
"9330145.02",300.00,120.00,180.00
"9330146.00",930.00,455.00,475.00
"9330147.01",1550.00,695.00,855.00
"9330147.04",1080.00,370.00,710.00
"9330147.05",775.00,275.00,495.00
"9330147.07",1595.00,690.00,900.00
"9330147.08",1885.00,845.00,1045.00
"9330147.09",670.00,245.00,425.00
"9330147.1",830.00,305.00,520.00
"9330148.00",2900.00,1225.00,1675.00
"9330149.02",495.00,200.00,295.00
"9330149.05",210.00,100.00,115.00
"9330149.06",425.00,165.00,260.00
"9330149.07",315.00,140.00,180.00
"9330149.08",665.00,220.00,440.00
"9330149.09",330.00,140.00,190.00
"9330150.00",100.00,60.00,45.00
"9330151.03",430.00,220.00,215.00
"9330151.05",450.00,210.00,245.00
"9330151.06",500.00,205.00,290.00
"9330151.07",995.00,485.00,510.00
"9330151.08",1505.00,645.00,865.00
"9330160.01",370.00,150.00,215.00
"9330160.02",1095.00,425.00,675.00
"9330160.03",580.00,230.00,355.00
"9330160.04",755.00,330.00,425.00
"9330161.02",1060.00,505.00,560.00
"9330161.03",845.00,310.00,535.00
"9330161.05",630.00,300.00,325.00
"9330161.06",485.00,175.00,320.00
"9330161.07",,,
"9330161.08",125.00,55.00,70.00
"9330161.09",360.00,180.00,175.00
"9330162.01",470.00,200.00,270.00
"9330162.02",600.00,280.00,325.00
"9330162.03",1015.00,495.00,520.00
"9330162.04",365.00,155.00,215.00
"9330163.01",495.00,230.00,265.00
"9330163.04",495.00,235.00,260.00
"9330163.05",875.00,460.00,420.00
"9330163.06",550.00,280.00,275.00
"9330163.07",515.00,240.00,270.00
"9330163.08",435.00,235.00,200.00
"9330170.03",1710.00,575.00,1140.00
"9330170.04",1035.00,425.00,615.00
"9330170.05",1275.00,435.00,845.00
"9330170.07",660.00,270.00,395.00
"9330170.08",845.00,390.00,460.00
"9330180.01",675.00,240.00,440.00
"9330180.03",1060.00,545.00,515.00
"9330180.04",1055.00,435.00,620.00
"9330181.03",660.00,285.00,375.00
"9330181.05",1635.00,510.00,1120.00
"9330181.07",300.00,115.00,180.00
"9330181.08",210.00,75.00,135.00
"9330181.09",520.00,160.00,360.00
"9330181.1",705.00,210.00,490.00
"9330181.11",735.00,250.00,480.00
"9330181.12",215.00,100.00,115.00
"9330181.13",460.00,140.00,320.00
"9330181.14",600.00,205.00,395.00
"9330181.15",40.00,20.00,20.00
"9330181.16",730.00,310.00,425.00
"9330182.01",625.00,325.00,300.00
"9330182.02",660.00,275.00,380.00
"9330182.03",355.00,145.00,210.00
"9330182.04",120.00,45.00,80.00
"9330182.05",780.00,335.00,445.00
"9330182.06",170.00,105.00,65.00
"9330183.01",635.00,320.00,315.00
"9330183.03",1225.00,565.00,665.00
"9330183.05",960.00,335.00,625.00
"9330183.06",360.00,160.00,200.00
"9330183.07",580.00,245.00,340.00
"9330183.08",1495.00,765.00,735.00
"9330183.09",1775.00,920.00,855.00
"9330184.02",1410.00,645.00,765.00
"9330184.06",1490.00,765.00,720.00
"9330184.07",865.00,315.00,545.00
"9330184.08",560.00,270.00,285.00
"9330184.09",460.00,210.00,250.00
"9330184.1",605.00,280.00,325.00
"9330184.11",1130.00,580.00,550.00
"9330184.12",875.00,390.00,485.00
"9330184.13",570.00,285.00,285.00
"9330184.14",935.00,440.00,500.00
"9330184.15",285.00,115.00,170.00
"9330184.16",650.00,320.00,330.00
"9330185.05",765.00,350.00,410.00
"9330185.07",1035.00,490.00,540.00
"9330185.08",115.00,50.00,65.00
"9330185.09",845.00,370.00,470.00
"9330185.1",645.00,310.00,330.00
"9330185.11",1025.00,450.00,570.00
"9330185.12",610.00,305.00,310.00
"9330185.15",770.00,420.00,350.00
"9330185.16",635.00,345.00,295.00
"9330185.17",420.00,175.00,245.00
"9330185.18",535.00,270.00,270.00
"9330185.19",770.00,330.00,440.00
"9330185.2",640.00,350.00,285.00
"9330185.21",505.00,220.00,280.00
"9330185.22",515.00,305.00,210.00
"9330186.01",1280.00,720.00,560.00
"9330186.02",1070.00,600.00,465.00
"9330186.05",1030.00,510.00,520.00
"9330186.06",485.00,240.00,245.00
"9330186.07",740.00,385.00,360.00
"9330186.08",835.00,420.00,415.00
"9330187.03",935.00,450.00,480.00
"9330187.04",175.00,80.00,95.00
"9330187.05",865.00,420.00,450.00
"9330187.06",775.00,300.00,470.00
"9330187.07",160.00,70.00,90.00
"9330187.11",745.00,330.00,410.00
"9330187.12",535.00,210.00,330.00
"9330187.13",495.00,260.00,230.00
"9330187.14",505.00,165.00,340.00
"9330187.15",365.00,145.00,215.00
"9330187.16",265.00,125.00,140.00
"9330188.01",215.00,100.00,115.00
"9330188.02",275.00,125.00,150.00
"9330188.04",410.00,200.00,205.00
"9330188.05",255.00,120.00,135.00
"9330188.06",165.00,90.00,75.00
"9330188.07",265.00,110.00,155.00
"9330188.08",250.00,110.00,145.00
"9330189.03",455.00,245.00,210.00
"9330189.05",1685.00,720.00,970.00
"9330189.06",465.00,230.00,225.00
"9330189.07",530.00,245.00,280.00
"9330189.08",1355.00,710.00,645.00
"9330189.09",475.00,210.00,265.00
"9330189.1",695.00,295.00,400.00
"9330190.01",2330.00,1280.00,1050.00
"9330190.03",1370.00,760.00,610.00
"9330190.04",1100.00,640.00,460.00
"9330190.05",420.00,240.00,180.00
"9330191.03",845.00,495.00,350.00
"9330191.04",2210.00,1315.00,890.00
"9330191.05",650.00,360.00,290.00
"9330191.06",690.00,380.00,305.00
"9330191.07",1445.00,840.00,605.00
"9330192.00",810.00,510.00,305.00
"9330200.00",1080.00,530.00,550.00
"9330201.00",330.00,170.00,155.00
"9330202.00",2830.00,1295.00,1535.00
"9330203.00",755.00,380.00,375.00
"9330204.01",1545.00,760.00,785.00
"9330204.02",1655.00,900.00,760.00
"9330205.01",1645.00,860.00,780.00
"9330205.02",1900.00,835.00,1065.00
"9330206.00",1090.00,550.00,545.00
"9330207.00",1030.00,575.00,455.00
"9330208.00",1365.00,585.00,780.00
"9330209.00",1670.00,680.00,995.00
"9330210.00",1380.00,690.00,690.00
"9330220.00",210.00,135.00,75.00
"9330221.01",255.00,120.00,140.00
"9330221.03",525.00,240.00,285.00
"9330221.04",940.00,430.00,505.00
"9330222.01",1265.00,570.00,695.00
"9330222.02",1080.00,420.00,660.00
"9330223.01",1380.00,600.00,780.00
"9330223.02",710.00,395.00,315.00
"9330224.01",1875.00,920.00,955.00
"9330224.02",1185.00,585.00,600.00
"9330225.01",790.00,380.00,405.00
"9330225.02",1510.00,695.00,810.00
"9330226.02",795.00,385.00,410.00
"9330226.03",2290.00,1060.00,1225.00
"9330226.04",790.00,435.00,355.00
"9330227.01",1710.00,860.00,850.00
"9330227.02",1585.00,705.00,880.00
"9330228.02",560.00,285.00,275.00
"9330228.03",1345.00,690.00,650.00
"9330228.04",1410.00,645.00,760.00
"9330229.00",1415.00,635.00,780.00
"9330230.01",645.00,265.00,375.00
"9330230.02",1015.00,545.00,470.00
"9330231.00",480.00,215.00,265.00
"9330232.00",450.00,240.00,215.00
"9330233.00",1240.00,620.00,615.00
"9330234.00",730.00,330.00,395.00
"9330235.02",685.00,335.00,355.00
"9330235.03",1495.00,805.00,690.00
"9330235.04",1695.00,825.00,870.00
"9330236.00",420.00,190.00,230.00
"9330237.00",1295.00,645.00,650.00
"9330238.01",555.00,290.00,265.00
"9330238.02",1140.00,550.00,595.00
"9330239.01",925.00,465.00,460.00
"9330239.02",1480.00,775.00,705.00
"9330240.01",2360.00,1070.00,1290.00
"9330240.02",1120.00,500.00,615.00
"9330241.00",1480.00,705.00,775.00
"9330242.00",1560.00,850.00,710.00
"9330243.01",1220.00,620.00,600.00
"9330243.02",1885.00,930.00,955.00
"9330250.01",495.00,205.00,290.00
"9330250.02",385.00,200.00,185.00
"9330251.01",,,
"9330251.02",20.00,10.00,5.00
"9330260.04",415.00,220.00,195.00
"9330260.05",450.00,220.00,230.00
"9330260.06",335.00,145.00,185.00
"9330260.07",830.00,300.00,530.00
"9330260.08",420.00,135.00,285.00
"9330260.1",855.00,390.00,465.00
"9330260.11",30.00,20.00,15.00
"9330260.12",1015.00,475.00,540.00
"9330270.00",,,
"9330280.01",10.00,10.00,5.00
"9330280.02",220.00,95.00,125.00
"9330281.01",660.00,295.00,365.00
"9330281.02",1050.00,530.00,520.00
"9330282.01",750.00,385.00,365.00
"9330282.02",755.00,340.00,410.00
"9330283.00",1885.00,950.00,940.00
"9330284.01",1365.00,710.00,655.00
"9330284.02",1350.00,705.00,650.00
"9330285.01",1240.00,705.00,530.00
"9330285.02",645.00,300.00,340.00
"9330286.01",625.00,295.00,335.00
"9330286.02",840.00,420.00,420.00
"9330286.03",370.00,180.00,190.00
"9330287.01",1005.00,440.00,565.00
"9330287.02",870.00,400.00,470.00
"9330287.06",640.00,240.00,400.00
"9330287.09",1665.00,790.00,870.00
"9330287.1",175.00,60.00,120.00
"9330287.11",480.00,205.00,275.00
"9330287.12",340.00,120.00,220.00
"9330287.13",870.00,375.00,495.00
"9330287.14",325.00,125.00,200.00
"9330287.15",670.00,210.00,455.00
"9330287.16",935.00,350.00,585.00
"9330290.02",2325.00,1000.00,1320.00
"9330290.04",575.00,230.00,340.00
"9330290.05",310.00,170.00,135.00
"9330290.06",,,
"9330290.07",665.00,345.00,320.00
"9330291.01",1485.00,740.00,750.00
"9330291.02",1110.00,560.00,550.00
"9330292.01",470.00,220.00,250.00
"9330292.03",495.00,225.00,275.00
"9330292.04",525.00,285.00,235.00
"9330400.04",530.00,270.00,265.00
"9330400.05",625.00,270.00,355.00
"9330400.06",495.00,175.00,320.00
"9330400.07",,,
"9330400.08",,,
"9330400.09",520.00,275.00,245.00
"9330401.01",695.00,330.00,370.00
"9330401.02",2150.00,940.00,1205.00
"9330402.02",725.00,340.00,385.00
"9330402.03",1300.00,555.00,745.00
"9330402.04",590.00,295.00,290.00
"9330403.01",765.00,390.00,380.00
"9330403.04",520.00,285.00,235.00
"9330403.05",510.00,235.00,280.00
"9330403.06",30.00,20.00,15.00
"9330403.07",745.00,360.00,380.00
"9330404.01",690.00,345.00,345.00
"9330404.02",540.00,255.00,280.00
"9330410.02",1205.00,510.00,700.00
"9330410.04",235.00,115.00,115.00
"9330410.05",765.00,345.00,415.00
"9330410.06",315.00,140.00,180.00
"9330500.01",125.00,40.00,85.00
"9330500.02",940.00,500.00,440.00
"9330501.01",775.00,310.00,470.00
"9330501.02",560.00,280.00,280.00
"9330501.03",395.00,210.00,185.00
"9330502.01",290.00,155.00,135.00
"9330502.02",700.00,340.00,365.00
"9330502.03",485.00,260.00,225.00
"9330502.05",390.00,175.00,215.00
"9330502.06",295.00,125.00,165.00
"9330502.07",780.00,275.00,510.00
"9330503.01",240.00,125.00,120.00
"9330503.03",800.00,370.00,430.00
"9330503.06",1270.00,555.00,720.00
"9330503.07",1905.00,905.00,1005.00
"9330503.08",1370.00,695.00,680.00
"9330503.09",615.00,240.00,370.00
"9330504.03",590.00,255.00,335.00
"9330504.05",880.00,340.00,545.00
"9330504.07",445.00,140.00,310.00
"9330504.08",435.00,130.00,310.00
"9330504.09",530.00,245.00,285.00
"9330504.1",650.00,250.00,400.00
"9330504.11",1455.00,705.00,755.00
"9330504.12",505.00,255.00,245.00
"9330504.13",625.00,290.00,335.00
"9330504.14",5.00,0.00,5.00
"9330504.15",245.00,75.00,165.00
"9330505.01",435.00,145.00,295.00
"9330505.03",10.00,10.00,5.00
"9330505.04",605.00,290.00,315.00
"9330506.01",575.00,290.00,285.00
"9330506.02",1155.00,540.00,610.00
