"GEO_ID","NAME","B01003_001E","B01003_001M"
"1500000US510594808021","Block Group 1, Census Tract 4808.02, Fairfax County, Virginia","999","207"
"1500000US510594714012","Block Group 2, Census Tract 4714.01, Fairfax County, Virginia","2633","413"
"1500000US510594220001","Block Group 1, Census Tract 4220, Fairfax County, Virginia","3661","257"
"1500000US510594302023","Block Group 3, Census Tract 4302.02, Fairfax County, Virginia","1763","281"
"1500000US510594304001","Block Group 1, Census Tract 4304, Fairfax County, Virginia","2574","468"
"1500000US510594155003","Block Group 3, Census Tract 4155, Fairfax County, Virginia","1991","427"
"1500000US510594916012","Block Group 2, Census Tract 4916.01, Fairfax County, Virginia","2793","525"
"1500000US510594515021","Block Group 1, Census Tract 4515.02, Fairfax County, Virginia","2029","318"
"1500000US510594916021","Block Group 1, Census Tract 4916.02, Fairfax County, Virginia","3103","480"
"1500000US510594826011","Block Group 1, Census Tract 4826.01, Fairfax County, Virginia","1815","302"
"1500000US510594516022","Block Group 2, Census Tract 4516.02, Fairfax County, Virginia","1800","214"
"1500000US510594205021","Block Group 1, Census Tract 4205.02, Fairfax County, Virginia","1114","137"
"1500000US510594713011","Block Group 1, Census Tract 4713.01, Fairfax County, Virginia","2065","308"
"1500000US510594912014","Block Group 4, Census Tract 4912.01, Fairfax County, Virginia","730","210"
"1500000US510594508003","Block Group 3, Census Tract 4508, Fairfax County, Virginia","1108","266"
"1500000US510594811011","Block Group 1, Census Tract 4811.01, Fairfax County, Virginia","2439","180"
"1500000US510594822031","Block Group 1, Census Tract 4822.03, Fairfax County, Virginia","968","260"
"1500000US510594916022","Block Group 2, Census Tract 4916.02, Fairfax County, Virginia","2753","501"
"1500000US510594506023","Block Group 3, Census Tract 4506.02, Fairfax County, Virginia","1420","286"
"1500000US510594219001","Block Group 1, Census Tract 4219, Fairfax County, Virginia","1358","265"
"1500000US510594913014","Block Group 4, Census Tract 4913.01, Fairfax County, Virginia","2892","664"
"1500000US510594911012","Block Group 2, Census Tract 4911.01, Fairfax County, Virginia","2137","189"
"1500000US510594321001","Block Group 1, Census Tract 4321, Fairfax County, Virginia","1483","209"
"1500000US510594809011","Block Group 1, Census Tract 4809.01, Fairfax County, Virginia","773","188"
"1500000US510594155004","Block Group 4, Census Tract 4155, Fairfax County, Virginia","1657","431"
"1500000US510594157001","Block Group 1, Census Tract 4157, Fairfax County, Virginia","1177","191"
"1500000US510594324012","Block Group 2, Census Tract 4324.01, Fairfax County, Virginia","1214","181"
"1500000US510594808011","Block Group 1, Census Tract 4808.01, Fairfax County, Virginia","1422","347"
"1500000US510594803002","Block Group 2, Census Tract 4803, Fairfax County, Virginia","662","230"
"1500000US510594217011","Block Group 1, Census Tract 4217.01, Fairfax County, Virginia","3384","643"
"1500000US510594615002","Block Group 2, Census Tract 4615, Fairfax County, Virginia","973","314"
"1500000US510594616023","Block Group 3, Census Tract 4616.02, Fairfax County, Virginia","1775","446"
"1500000US510594152003","Block Group 3, Census Tract 4152, Fairfax County, Virginia","1038","212"
"1500000US510594911021","Block Group 1, Census Tract 4911.02, Fairfax County, Virginia","1721","211"
"1500000US510594310012","Block Group 2, Census Tract 4310.01, Fairfax County, Virginia","1221","405"
"1500000US510594703002","Block Group 2, Census Tract 4703, Fairfax County, Virginia","953","133"
"1500000US510594607023","Block Group 3, Census Tract 4607.02, Fairfax County, Virginia","1434","193"
"1500000US510594161001","Block Group 1, Census Tract 4161, Fairfax County, Virginia","2631","325"
"1500000US510594509001","Block Group 1, Census Tract 4509, Fairfax County, Virginia","847","132"
"1500000US510594524003","Block Group 3, Census Tract 4524, Fairfax County, Virginia","1412","583"
"1500000US510594911031","Block Group 1, Census Tract 4911.03, Fairfax County, Virginia","1962","562"
"1500000US510594604002","Block Group 2, Census Tract 4604, Fairfax County, Virginia","2297","282"
"1500000US510594151003","Block Group 3, Census Tract 4151, Fairfax County, Virginia","909","203"
"1500000US510594825041","Block Group 1, Census Tract 4825.04, Fairfax County, Virginia","1946","207"
"1500000US510594905023","Block Group 3, Census Tract 4905.02, Fairfax County, Virginia","2918","482"
"1500000US510594506013","Block Group 3, Census Tract 4506.01, Fairfax County, Virginia","1221","305"
"1500000US510594213001","Block Group 1, Census Tract 4213, Fairfax County, Virginia","2516","240"
"1500000US510594811032","Block Group 2, Census Tract 4811.03, Fairfax County, Virginia","1881","353"
"1500000US510594915011","Block Group 1, Census Tract 4915.01, Fairfax County, Virginia","3471","617"
"1500000US510594318022","Block Group 2, Census Tract 4318.02, Fairfax County, Virginia","1299","269"
"1500000US510594302012","Block Group 2, Census Tract 4302.01, Fairfax County, Virginia","2215","336"
"1500000US510594319001","Block Group 1, Census Tract 4319, Fairfax County, Virginia","1734","202"
"1500000US510594309022","Block Group 2, Census Tract 4309.02, Fairfax County, Virginia","2299","232"
"1500000US510594922021","Block Group 1, Census Tract 4922.02, Fairfax County, Virginia","1438","252"
"1500000US510594922033","Block Group 3, Census Tract 4922.03, Fairfax County, Virginia","1804","233"
"1500000US510594521021","Block Group 1, Census Tract 4521.02, Fairfax County, Virginia","3651","267"
"1500000US510594223023","Block Group 3, Census Tract 4223.02, Fairfax County, Virginia","1025","208"
"1500000US510594811051","Block Group 1, Census Tract 4811.05, Fairfax County, Virginia","1706","240"
"1500000US510594207001","Block Group 1, Census Tract 4207, Fairfax County, Virginia","2460","386"
"1500000US510594325003","Block Group 3, Census Tract 4325, Fairfax County, Virginia","2015","237"
"1500000US510594315002","Block Group 2, Census Tract 4315, Fairfax County, Virginia","3092","349"
"1500000US510594816002","Block Group 2, Census Tract 4816, Fairfax County, Virginia","1485","218"
"1500000US510594901031","Block Group 1, Census Tract 4901.03, Fairfax County, Virginia","1566","256"
"1500000US510594704003","Block Group 3, Census Tract 4704, Fairfax County, Virginia","865","162"
"1500000US510594804012","Block Group 2, Census Tract 4804.01, Fairfax County, Virginia","2677","306"
"1500000US510594151002","Block Group 2, Census Tract 4151, Fairfax County, Virginia","1409","327"
"1500000US510594712011","Block Group 1, Census Tract 4712.01, Fairfax County, Virginia","1861","273"
"1500000US510594158003","Block Group 3, Census Tract 4158, Fairfax County, Virginia","1734","199"
"1500000US510594912012","Block Group 2, Census Tract 4912.01, Fairfax County, Virginia","2863","533"
"1500000US510594918011","Block Group 1, Census Tract 4918.01, Fairfax County, Virginia","1268","239"
"1500000US510594826022","Block Group 2, Census Tract 4826.02, Fairfax County, Virginia","2007","409"
"1500000US510594208001","Block Group 1, Census Tract 4208, Fairfax County, Virginia","907","301"
"1500000US510594516014","Block Group 4, Census Tract 4516.01, Fairfax County, Virginia","1330","572"
"1500000US510594525023","Block Group 3, Census Tract 4525.02, Fairfax County, Virginia","2619","658"
"1500000US510594301011","Block Group 1, Census Tract 4301.01, Fairfax County, Virginia","1443","239"
"1500000US510594917021","Block Group 1, Census Tract 4917.02, Fairfax County, Virginia","1299","327"
"1500000US510594607012","Block Group 2, Census Tract 4607.01, Fairfax County, Virginia","2195","332"
"1500000US510594921001","Block Group 1, Census Tract 4921, Fairfax County, Virginia","1939","305"
"1500000US510594819003","Block Group 3, Census Tract 4819, Fairfax County, Virginia","2330","349"
"1500000US510594218003","Block Group 3, Census Tract 4218, Fairfax County, Virginia","1603","568"
"1500000US510594506021","Block Group 1, Census Tract 4506.02, Fairfax County, Virginia","1283","325"
"1500000US510594525022","Block Group 2, Census Tract 4525.02, Fairfax County, Virginia","2261","548"
"1500000US510594216003","Block Group 3, Census Tract 4216, Fairfax County, Virginia","1541","617"
"1500000US510594612013","Block Group 3, Census Tract 4612.01, Fairfax County, Virginia","735","152"
"1500000US510594160001","Block Group 1, Census Tract 4160, Fairfax County, Virginia","1683","398"
"1500000US510594607011","Block Group 1, Census Tract 4607.01, Fairfax County, Virginia","1336","262"
"1500000US510594203002","Block Group 2, Census Tract 4203, Fairfax County, Virginia","1898","461"
"1500000US510594615004","Block Group 4, Census Tract 4615, Fairfax County, Virginia","1985","368"
"1500000US510594403002","Block Group 2, Census Tract 4403, Fairfax County, Virginia","1482","124"
"1500000US510594526002","Block Group 2, Census Tract 4526, Fairfax County, Virginia","2335","484"
"1500000US510594604003","Block Group 3, Census Tract 4604, Fairfax County, Virginia","1124","323"
"1500000US510594401002","Block Group 2, Census Tract 4401, Fairfax County, Virginia","2099","383"
"1500000US510594811042","Block Group 2, Census Tract 4811.04, Fairfax County, Virginia","924","325"
"1500000US510594211021","Block Group 1, Census Tract 4211.02, Fairfax County, Virginia","1488","256"
"1500000US510594712021","Block Group 1, Census Tract 4712.02, Fairfax County, Virginia","1641","361"
"1500000US510594814002","Block Group 2, Census Tract 4814, Fairfax County, Virginia","2426","398"
"1500000US510594814001","Block Group 1, Census Tract 4814, Fairfax County, Virginia","1031","198"
"1500000US510594214002","Block Group 2, Census Tract 4214, Fairfax County, Virginia","978","360"
"1500000US510594502001","Block Group 1, Census Tract 4502, Fairfax County, Virginia","2747","466"
"1500000US510594308021","Block Group 1, Census Tract 4308.02, Fairfax County, Virginia","1397","200"
"1500000US510594913011","Block Group 1, Census Tract 4913.01, Fairfax County, Virginia","662","227"
"1500000US510594901032","Block Group 2, Census Tract 4901.03, Fairfax County, Virginia","1934","665"
"1500000US510594324021","Block Group 1, Census Tract 4324.02, Fairfax County, Virginia","1476","188"
"1500000US510594712023","Block Group 3, Census Tract 4712.02, Fairfax County, Virginia","1085","344"
"1500000US510594817023","Block Group 3, Census Tract 4817.02, Fairfax County, Virginia","660","124"
"1500000US510594811031","Block Group 1, Census Tract 4811.03, Fairfax County, Virginia","1890","257"
"1500000US510594809033","Block Group 3, Census Tract 4809.03, Fairfax County, Virginia","1757","433"
"1500000US510594911033","Block Group 3, Census Tract 4911.03, Fairfax County, Virginia","1372","447"
"1500000US510594917033","Block Group 3, Census Tract 4917.03, Fairfax County, Virginia","1229","348"
"1500000US510594805032","Block Group 2, Census Tract 4805.03, Fairfax County, Virginia","1956","201"
"1500000US510594911011","Block Group 1, Census Tract 4911.01, Fairfax County, Virginia","1645","183"
"1500000US510594705001","Block Group 1, Census Tract 4705, Fairfax County, Virginia","1193","324"
"1500000US510594713012","Block Group 2, Census Tract 4713.01, Fairfax County, Virginia","2508","380"
"1500000US510594511002","Block Group 2, Census Tract 4511, Fairfax County, Virginia","1318","240"
"1500000US510594808022","Block Group 2, Census Tract 4808.02, Fairfax County, Virginia","1971","330"
"1500000US510594405011","Block Group 1, Census Tract 4405.01, Fairfax County, Virginia","2236","388"
"1500000US510594408002","Block Group 2, Census Tract 4408, Fairfax County, Virginia","1091","370"
"1500000US510594208003","Block Group 3, Census Tract 4208, Fairfax County, Virginia","2027","362"
"1500000US510594825042","Block Group 2, Census Tract 4825.04, Fairfax County, Virginia","1908","275"
"1500000US510594405022","Block Group 2, Census Tract 4405.02, Fairfax County, Virginia","1296","163"
"1500000US510594619012","Block Group 2, Census Tract 4619.01, Fairfax County, Virginia","2118","274"
"1500000US510594901013","Block Group 3, Census Tract 4901.01, Fairfax County, Virginia","2297","295"
"1500000US510594910001","Block Group 1, Census Tract 4910, Fairfax County, Virginia","1815","232"
"1500000US510594823021","Block Group 1, Census Tract 4823.02, Fairfax County, Virginia","2318","431"
"1500000US510594823022","Block Group 2, Census Tract 4823.02, Fairfax County, Virginia","2297","422"
"1500000US510594618022","Block Group 2, Census Tract 4618.02, Fairfax County, Virginia","2112","437"
"1500000US510594323001","Block Group 1, Census Tract 4323, Fairfax County, Virginia","2277","256"
"1500000US510594703001","Block Group 1, Census Tract 4703, Fairfax County, Virginia","2252","207"
"1500000US510594616012","Block Group 2, Census Tract 4616.01, Fairfax County, Virginia","1827","381"
"1500000US510594603001","Block Group 1, Census Tract 4603, Fairfax County, Virginia","601","109"
"1500000US510594820013","Block Group 3, Census Tract 4820.01, Fairfax County, Virginia","977","171"
"1500000US510594405023","Block Group 3, Census Tract 4405.02, Fairfax County, Virginia","1075","175"
"1500000US510594401001","Block Group 1, Census Tract 4401, Fairfax County, Virginia","1333","371"
"1500000US510594215001","Block Group 1, Census Tract 4215, Fairfax County, Virginia","2641","666"
"1500000US510594211013","Block Group 3, Census Tract 4211.01, Fairfax County, Virginia","2596","433"
"1500000US510594914012","Block Group 2, Census Tract 4914.01, Fairfax County, Virginia","1722","445"
"1500000US510594402021","Block Group 1, Census Tract 4402.02, Fairfax County, Virginia","1501","371"
"1500000US510594808013","Block Group 3, Census Tract 4808.01, Fairfax County, Virginia","1286","308"
"1500000US510594216002","Block Group 2, Census Tract 4216, Fairfax County, Virginia","2401","589"
"1500000US510594825043","Block Group 3, Census Tract 4825.04, Fairfax County, Virginia","1337","192"
"1500000US510594502002","Block Group 2, Census Tract 4502, Fairfax County, Virginia","1630","310"
"1500000US510594917024","Block Group 4, Census Tract 4917.02, Fairfax County, Virginia","822","406"
"1500000US510594318011","Block Group 1, Census Tract 4318.01, Fairfax County, Virginia","2200","306"
"1500000US510594917011","Block Group 1, Census Tract 4917.01, Fairfax County, Virginia","800","199"
"1500000US510594528012","Block Group 2, Census Tract 4528.01, Fairfax County, Virginia","3147","833"
"1500000US510594825012","Block Group 2, Census Tract 4825.01, Fairfax County, Virginia","1179","475"
"1500000US510594516013","Block Group 3, Census Tract 4516.01, Fairfax County, Virginia","740","499"
"1500000US510594313003","Block Group 3, Census Tract 4313, Fairfax County, Virginia","1533","229"
"1500000US510594714011","Block Group 1, Census Tract 4714.01, Fairfax County, Virginia","1299","255"
"1500000US510594319002","Block Group 2, Census Tract 4319, Fairfax County, Virginia","1440","177"
"1500000US510594915023","Block Group 3, Census Tract 4915.02, Fairfax County, Virginia","1684","387"
"1500000US510594821001","Block Group 1, Census Tract 4821, Fairfax County, Virginia","1523","359"
"1500000US510594820022","Block Group 2, Census Tract 4820.02, Fairfax County, Virginia","1497","183"
"1500000US510594612022","Block Group 2, Census Tract 4612.02, Fairfax County, Virginia","2967","365"
"1500000US510594154023","Block Group 3, Census Tract 4154.02, Fairfax County, Virginia","1244","319"
"1500000US510594704001","Block Group 1, Census Tract 4704, Fairfax County, Virginia","1063","168"
"1500000US510594158001","Block Group 1, Census Tract 4158, Fairfax County, Virginia","1394","227"
"1500000US510594811053","Block Group 3, Census Tract 4811.05, Fairfax County, Virginia","1396","147"
"1500000US510594825021","Block Group 1, Census Tract 4825.02, Fairfax County, Virginia","815","145"
"1500000US510594527002","Block Group 2, Census Tract 4527, Fairfax County, Virginia","2501","442"
"1500000US510594920002","Block Group 2, Census Tract 4920, Fairfax County, Virginia","2175","337"
"1500000US510594905012","Block Group 2, Census Tract 4905.01, Fairfax County, Virginia","1950","284"
"1500000US510594905022","Block Group 2, Census Tract 4905.02, Fairfax County, Virginia","1267","361"
"1500000US510594923001","Block Group 1, Census Tract 4923, Fairfax County, Virginia","1857","246"
"1500000US510594802011","Block Group 1, Census Tract 4802.01, Fairfax County, Virginia","1456","228"
"1500000US510594809031","Block Group 1, Census Tract 4809.03, Fairfax County, Virginia","857","190"
"1500000US510594507022","Block Group 2, Census Tract 4507.02, Fairfax County, Virginia","1609","417"
"1500000US510594607021","Block Group 1, Census Tract 4607.02, Fairfax County, Virginia","1388","206"
"1500000US510594222012","Block Group 2, Census Tract 4222.01, Fairfax County, Virginia","1613","204"
"1500000US510594316003","Block Group 3, Census Tract 4316, Fairfax County, Virginia","2126","469"
"1500000US510594608001","Block Group 1, Census Tract 4608, Fairfax County, Virginia","1227","227"
"1500000US510594804021","Block Group 1, Census Tract 4804.02, Fairfax County, Virginia","2391","305"
"1500000US510594318012","Block Group 2, Census Tract 4318.01, Fairfax County, Virginia","2200","277"
"1500000US510594316002","Block Group 2, Census Tract 4316, Fairfax County, Virginia","1183","339"
"1500000US510594802021","Block Group 1, Census Tract 4802.02, Fairfax County, Virginia","3195","474"
"1500000US510594211011","Block Group 1, Census Tract 4211.01, Fairfax County, Virginia","641","254"
"1500000US510594825033","Block Group 3, Census Tract 4825.03, Fairfax County, Virginia","2260","225"
"1500000US510594205033","Block Group 3, Census Tract 4205.03, Fairfax County, Virginia","578","202"
"1500000US510594515022","Block Group 2, Census Tract 4515.02, Fairfax County, Virginia","3230","513"
"1500000US510594825014","Block Group 4, Census Tract 4825.01, Fairfax County, Virginia","1907","769"
"1500000US510594809013","Block Group 3, Census Tract 4809.01, Fairfax County, Virginia","2577","605"
"1500000US510594619011","Block Group 1, Census Tract 4619.01, Fairfax County, Virginia","1913","362"
"1500000US510594804023","Block Group 3, Census Tract 4804.02, Fairfax County, Virginia","946","201"
"1500000US510594707004","Block Group 4, Census Tract 4707, Fairfax County, Virginia","1080","182"
"1500000US510594402022","Block Group 2, Census Tract 4402.02, Fairfax County, Virginia","453","203"
"1500000US510594714021","Block Group 1, Census Tract 4714.02, Fairfax County, Virginia","1879","302"
"1500000US510594210021","Block Group 1, Census Tract 4210.02, Fairfax County, Virginia","898","201"
"1500000US510594515012","Block Group 2, Census Tract 4515.01, Fairfax County, Virginia","1015","465"
"1500000US510594912013","Block Group 3, Census Tract 4912.01, Fairfax County, Virginia","2066","444"
"1500000US510594922022","Block Group 2, Census Tract 4922.02, Fairfax County, Virginia","2974","402"
"1500000US510594304002","Block Group 2, Census Tract 4304, Fairfax County, Virginia","2490","414"
"1500000US510594306003","Block Group 3, Census Tract 4306, Fairfax County, Virginia","1652","536"
"1500000US510594603002","Block Group 2, Census Tract 4603, Fairfax County, Virginia","2360","142"
"1500000US510594222023","Block Group 3, Census Tract 4222.02, Fairfax County, Virginia","2392","446"
"1500000US510594205022","Block Group 2, Census Tract 4205.02, Fairfax County, Virginia","718","104"
"1500000US510594707001","Block Group 1, Census Tract 4707, Fairfax County, Virginia","841","179"
"1500000US510594711003","Block Group 3, Census Tract 4711, Fairfax County, Virginia","694","260"
"1500000US510594922011","Block Group 1, Census Tract 4922.01, Fairfax County, Virginia","2017","177"
"1500000US510594525013","Block Group 3, Census Tract 4525.01, Fairfax County, Virginia","1110","252"
"1500000US510594163001","Block Group 1, Census Tract 4163, Fairfax County, Virginia","931","131"
"1500000US510594314001","Block Group 1, Census Tract 4314, Fairfax County, Virginia","1160","240"
"1500000US510594801004","Block Group 4, Census Tract 4801, Fairfax County, Virginia","527","142"
"1500000US510594809021","Block Group 1, Census Tract 4809.02, Fairfax County, Virginia","2852","386"
"1500000US510594210022","Block Group 2, Census Tract 4210.02, Fairfax County, Virginia","2379","300"
"1500000US510594153003","Block Group 3, Census Tract 4153, Fairfax County, Virginia","1288","282"
"1500000US510594508002","Block Group 2, Census Tract 4508, Fairfax County, Virginia","1578","255"
"1500000US510594922032","Block Group 2, Census Tract 4922.03, Fairfax County, Virginia","1328","158"
"1500000US510594405021","Block Group 1, Census Tract 4405.02, Fairfax County, Virginia","5299","585"
"1500000US510594522001","Block Group 1, Census Tract 4522, Fairfax County, Virginia","3206","898"
"1500000US510594805031","Block Group 1, Census Tract 4805.03, Fairfax County, Virginia","1261","182"
"1500000US510594163002","Block Group 2, Census Tract 4163, Fairfax County, Virginia","1038","144"
"1500000US510594825022","Block Group 2, Census Tract 4825.02, Fairfax County, Virginia","2126","206"
"1500000US510594222021","Block Group 1, Census Tract 4222.02, Fairfax County, Virginia","2130","932"
"1500000US510594324011","Block Group 1, Census Tract 4324.01, Fairfax County, Virginia","2440","224"
"1500000US510594915012","Block Group 2, Census Tract 4915.01, Fairfax County, Virginia","2063","417"
"1500000US510594308022","Block Group 2, Census Tract 4308.02, Fairfax County, Virginia","1278","253"
"1500000US510594706001","Block Group 1, Census Tract 4706, Fairfax County, Virginia","1098","164"
