"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","armed.forces","civilian.employed","not.in.labor.force","unemployed","abroad.house","diff.us.house","same.house","i.0.9999","i.10000.14999","i.15000.24999","i.25000.34999","i.35000.49999","i.50000.64999","i.65000.74999","i.75000.99999","abroad.born","naturalization","not.citizen","puerto.rico.born","us.born","divorced","married","never","separated","widowed","no.schooling","private","public","with.disability","without.disability","federal","local","not.working","private.no.profit","private.profit","self.employed.corp","self.employed.no.corp","state","with.insurance","without.insurance","asian","black","other","two.","white"
4254,502,594,462,482,600,655,479,305,175,2299,1955,27,2121,2031,75,66,414,3774,1582,74,180,179,272,203,99,1665,113,719,403,13,3006,224,1976,1874,46,134,3130,272,852,419,3835,286,170,1751,239,1459,115,172,62,3948,306,775,379,153,143,2804
4165,492,497,421,601,556,706,530,257,105,1998,2167,26,2227,1815,97,77,409,3679,1497,73,173,174,257,208,85,1698,123,789,365,9,2879,259,1923,1775,75,133,3200,212,753,224,3941,408,165,1545,272,1387,128,183,77,3855,310,810,374,113,206,2662
1990,144,147,364,371,287,330,210,91,46,999,991,32,1326,577,55,35,369,1586,616,44,89,118,121,178,96,728,49,201,176,5,1559,148,948,814,20,60,1625,103,262,86,1904,247,97,472,139,864,45,87,39,1904,86,291,191,54,67,1387
2844,412,283,222,459,447,485,287,158,91,1432,1412,26,1523,1234,61,28,294,2522,1029,41,99,111,130,137,75,1222,59,470,193,6,2116,216,1308,1206,23,91,2168,227,449,214,2630,255,116,1084,179,924,109,135,42,2666,178,427,327,66,107,1917
6186,861,861,607,708,1019,921,675,388,146,2983,3203,53,3236,2775,122,113,652,5421,2075,109,218,287,289,342,188,2678,214,1003,549,18,4402,351,2891,2693,80,171,4432,388,1366,316,5870,563,297,2400,377,2051,161,248,89,5736,450,1129,468,171,246,4172
3137,269,265,457,560,502,461,356,192,75,1560,1577,31,1957,1100,49,64,563,2510,989,57,157,192,195,228,121,1198,84,501,382,12,2158,231,1551,1255,37,63,2505,153,479,236,2901,358,164,877,206,1257,95,113,67,2873,264,649,289,118,106,1975
1795,155,158,174,164,202,228,364,217,133,996,799,11,808,943,33,37,251,1507,855,22,71,51,62,88,46,600,32,249,116,12,1386,156,929,568,26,116,1513,56,226,269,1526,172,89,802,68,510,52,83,19,1738,57,193,133,41,75,1353
1832,124,180,328,354,354,251,155,57,29,949,883,25,1205,567,35,33,345,1454,604,34,74,120,148,152,83,617,46,187,243,7,1349,150,788,840,28,26,1425,73,334,97,1735,222,98,472,129,770,29,76,36,1623,209,294,236,97,68,1137
3442,501,355,476,593,422,467,350,180,98,1730,1712,31,1915,1448,48,70,597,2775,1093,65,169,141,191,222,110,1451,100,426,352,12,2552,234,1469,1608,52,79,2577,195,670,241,3201,312,129,1255,211,1217,111,126,81,3161,281,646,314,129,155,2198
4807,628,638,623,739,691,594,523,256,115,2338,2469,42,2665,2017,83,112,802,3893,1480,93,251,227,332,250,121,2053,115,587,486,23,3596,274,2108,2209,96,120,3493,202,1112,340,4467,418,245,1722,269,1806,109,155,83,4474,333,816,429,163,259,3140
4662,630,621,425,553,676,678,534,355,190,2194,2468,38,2171,2354,99,63,564,4035,1758,71,154,148,216,214,137,1964,153,806,285,20,3398,238,2229,1947,76,172,3423,271,968,461,4201,411,196,2033,280,1369,128,170,75,4427,235,807,451,86,281,3037
4084,537,491,502,541,539,678,450,248,98,1711,2373,15,2238,1750,81,57,417,3610,1342,68,243,231,189,247,111,1653,108,579,439,19,2939,232,1836,1836,69,111,3024,179,881,261,3823,275,211,1501,181,1556,127,154,79,3787,297,720,368,148,195,2653
2710,252,384,356,412,445,446,235,126,54,1428,1282,27,1566,1061,56,48,252,2410,941,43,135,176,115,163,77,1060,74,564,285,11,1776,168,1208,1245,33,56,1997,99,614,210,2500,284,122,928,105,1041,74,115,41,2463,247,516,288,98,149,1659
4870,666,664,574,718,631,668,533,278,138,2403,2467,41,2534,2210,85,82,760,4028,1623,93,169,170,304,285,106,2120,146,804,477,15,3428,275,2155,2247,73,120,3489,242,1139,382,4488,426,203,1925,263,1682,139,167,65,4529,341,976,453,137,218,3086
6296,960,908,568,877,836,1012,644,328,163,3169,3127,45,3272,2869,110,122,657,5517,1986,106,212,285,367,336,161,2843,222,1073,564,18,4419,310,2857,2852,81,196,4382,375,1539,425,5871,563,267,2515,381,2075,155,235,105,5912,384,1215,575,159,255,4092
3643,542,385,276,525,428,593,430,326,138,1738,1905,25,1733,1812,73,44,384,3215,1368,45,126,122,148,149,108,1577,125,597,228,8,2685,266,1768,1416,48,145,2798,234,611,347,3296,375,188,1544,156,1094,96,125,65,3433,210,615,341,92,168,2427
5496,729,755,504,692,879,971,509,308,149,2633,2863,64,2854,2483,95,82,704,4710,1867,79,177,202,253,249,141,2528,156,694,387,32,4227,319,2687,2294,65,131,4063,306,1127,337,5159,608,252,2163,256,1775,146,224,72,5265,231,969,508,147,281,3591
2057,302,251,195,225,278,283,234,183,106,1010,1047,36,960,1050,11,49,107,1901,841,25,52,50,63,110,61,855,42,110,73,6,1826,70,1024,855,22,86,1568,82,407,126,1931,257,103,929,139,473,39,94,23,1997,60,134,78,17,75,1753
3982,505,413,437,634,537,529,508,306,113,1964,2018,43,2105,1762,72,77,395,3510,1440,43,158,145,264,225,83,1624,92,522,311,14,3043,143,2096,1605,48,90,3004,252,726,351,3631,403,192,1521,208,1338,111,167,42,3698,284,518,345,109,144,2866
9151,1327,1237,953,1244,1248,1353,1006,553,230,4627,4524,73,4719,4233,126,185,1286,7680,2867,164,414,381,461,482,221,4161,302,1358,851,29,6611,534,4138,4106,131,242,6645,515,1991,563,8588,681,419,3600,391,3390,247,280,143,8580,571,1717,744,242,452,5996
7340,1134,1229,689,870,1050,990,747,448,183,3822,3518,56,3522,3626,136,115,901,6324,2323,120,260,271,403,369,156,3438,225,1020,631,24,5440,353,3228,3474,100,185,5033,430,1877,510,6830,508,321,3162,317,2557,154,207,114,6912,428,1340,611,197,332,4860
6538,951,897,692,904,847,906,760,382,199,3246,3292,43,3243,3110,142,99,861,5578,2240,114,317,261,355,323,143,2785,190,1013,602,21,4712,370,2950,2962,92,164,4667,337,1534,499,6039,461,274,2653,308,2365,144,235,98,6039,499,1115,544,218,343,4318
5227,852,793,577,707,605,683,538,327,145,2461,2766,37,2413,2667,110,119,571,4537,1784,91,242,218,312,254,126,2200,126,782,505,23,3791,276,2131,2616,64,140,3639,302,1286,310,4917,361,219,2300,240,1749,117,157,84,4855,372,956,469,165,245,3392
5018,820,725,526,558,777,657,511,335,109,2531,2487,31,2474,2428,85,94,558,4366,1667,78,196,201,265,254,107,2250,174,735,455,19,3635,235,2200,2383,59,141,3463,260,1295,243,4775,362,220,2153,227,1634,134,217,71,4681,337,895,434,162,269,3258
6623,824,998,741,952,903,917,716,405,167,3469,3154,42,3513,2962,106,119,1005,5499,2190,112,306,295,359,350,175,2836,184,1044,578,17,4800,394,2994,2987,86,162,4679,349,1595,466,6157,505,303,2528,324,2377,206,262,118,6166,457,1219,540,180,342,4342
3066,616,567,336,418,334,304,279,161,51,1644,1422,34,1300,1688,44,75,505,2486,989,37,126,112,142,135,58,1467,96,287,216,7,2460,93,1196,1686,35,56,1857,202,1007,151,2915,286,111,1494,117,868,45,104,41,2846,220,534,320,69,153,1990
3661,390,418,432,491,513,540,456,257,164,1805,1856,35,1907,1647,72,72,348,3241,1359,51,158,146,241,160,114,1432,68,639,306,14,2634,183,1721,1515,82,160,2857,161,643,385,3276,367,168,1400,173,1238,98,158,59,3355,306,644,327,123,162,2405
7612,1088,935,893,1111,985,1120,854,412,214,3699,3913,57,4074,3359,122,171,1084,6357,2418,120,341,355,476,383,170,3349,224,1268,701,38,5381,365,3570,3395,107,175,5528,378,1706,520,7092,697,391,2880,343,2681,203,305,112,7078,534,1458,646,226,361,4921
7332,1080,1150,860,963,1013,953,762,394,157,3349,3983,62,3725,3415,130,138,1087,6107,2358,138,304,323,421,356,173,3259,205,1043,640,27,5417,383,3172,3517,87,173,4945,390,1997,409,6923,610,375,2943,335,2502,190,253,124,6868,464,1450,629,179,332,4742
3352,307,613,271,330,496,530,385,280,140,1554,1798,24,1509,1765,54,40,309,3003,1409,41,97,99,126,167,70,1343,85,682,238,9,2338,134,1744,1297,37,140,2351,142,859,275,3077,266,134,1469,168,1048,101,112,54,3184,168,792,250,62,126,2122
6608,907,1126,672,928,945,880,655,337,158,3211,3397,57,3334,3113,104,155,922,5531,2177,126,260,242,333,315,143,3012,198,1089,521,24,4776,368,2936,3075,88,141,4415,460,1733,366,6242,530,270,2686,320,2269,155,262,116,6171,437,1372,523,166,289,4258
3246,448,359,373,492,413,544,308,201,108,1513,1733,37,1742,1425,42,61,589,2596,1121,59,124,119,193,231,109,1290,84,635,282,18,2227,219,1500,1346,56,125,2422,139,685,253,2993,337,157,1237,136,1083,74,166,56,2991,255,626,320,103,191,2006
5906,705,709,715,868,840,914,668,319,168,2766,3140,53,3283,2466,104,92,870,4944,1923,117,236,264,346,304,175,2541,183,1056,457,21,4189,357,2765,2535,73,176,4414,294,1198,381,5525,526,282,2109,314,2165,166,237,107,5488,418,1296,466,120,289,3735
2715,282,274,436,494,337,393,278,146,75,1416,1299,32,1597,1021,65,51,537,2127,925,39,132,137,230,168,93,991,78,326,237,18,2056,170,1214,1245,29,57,2140,125,450,209,2506,288,158,882,132,1046,53,115,41,2566,149,337,276,72,72,1958
5460,793,679,557,790,869,721,558,322,171,2681,2779,51,2820,2489,100,90,598,4772,1795,74,186,217,348,222,176,2442,130,751,409,17,4153,289,2465,2469,86,151,4025,292,1143,451,5009,538,307,2164,247,1790,126,214,74,5100,360,943,469,174,283,3591
3072,415,313,242,470,435,574,332,183,108,1518,1554,31,1628,1354,59,50,328,2694,1087,44,119,106,153,146,78,1339,76,486,214,11,2285,195,1592,1151,49,85,2352,160,560,206,2866,311,162,1168,147,979,96,164,45,2842,230,501,273,89,153,2056
4706,545,696,427,421,665,696,687,427,142,2275,2431,47,2219,2361,79,86,414,4206,1812,71,155,158,202,167,105,2036,136,550,282,15,3723,217,2428,1830,60,171,3464,279,963,327,4379,402,217,1987,249,1447,138,200,66,4482,224,664,261,92,179,3510
3270,331,536,458,385,477,430,367,184,102,1620,1650,13,1767,1429,61,26,323,2921,1198,47,138,131,198,214,83,1261,80,695,233,12,2250,225,1442,1474,42,87,2213,153,904,259,3011,249,141,1259,183,1122,110,141,65,3112,158,793,255,50,143,2029
4784,642,793,558,641,711,638,460,235,106,2591,2193,37,2437,2225,85,102,757,3925,1594,82,207,163,262,251,115,2110,153,785,458,9,3379,227,2140,2242,49,126,3219,253,1312,279,4505,358,196,1915,252,1667,108,179,109,4507,277,910,296,105,218,3255
5162,596,798,575,638,705,754,587,336,173,2744,2418,46,2669,2377,70,79,691,4392,1843,89,190,139,274,232,179,2216,157,712,304,14,3975,263,2428,2259,59,153,3620,268,1274,441,4721,402,242,2063,306,1717,138,205,89,4954,208,910,302,73,203,3674
2688,330,384,377,323,358,416,240,198,62,1275,1413,17,1391,1223,57,23,252,2413,1168,28,81,80,139,101,108,983,54,482,138,8,2006,181,1222,1199,30,56,1815,100,773,189,2499,178,128,1103,155,811,64,152,97,2599,89,528,192,32,160,1776
7309,1018,1050,635,945,1073,1007,816,503,262,3714,3595,54,3631,3505,119,101,823,6385,2488,118,250,288,335,343,183,3304,211,1210,629,24,5235,408,3506,3054,117,224,5176,367,1766,552,6757,572,395,2998,379,2336,204,297,128,6875,434,1498,483,203,314,4811
1792,181,188,250,287,232,250,152,154,98,875,917,8,1002,762,20,8,140,1644,715,27,55,75,115,76,78,651,33,344,90,5,1320,115,801,766,31,79,1383,150,259,204,1588,160,107,673,62,640,36,78,36,1709,83,433,101,31,64,1163
7468,921,1136,787,1065,1007,1042,868,459,183,3843,3625,42,4000,3292,134,129,900,6439,2367,141,388,336,384,348,193,3311,201,1222,726,16,5303,337,3465,3331,117,218,5327,364,1777,436,7032,532,313,2823,373,2856,204,261,106,6992,476,1514,580,201,297,4876
2785,290,345,354,432,334,468,323,156,83,1409,1376,17,1561,1145,62,60,279,2446,1002,51,154,176,138,177,70,1017,73,573,333,9,1797,131,1283,1240,25,106,2109,94,582,202,2583,186,95,997,125,1119,97,112,54,2535,250,673,202,75,147,1688
4671,636,584,363,541,678,766,542,404,157,2314,2357,29,2353,2223,66,69,388,4214,1715,73,152,173,214,212,130,2002,123,626,398,14,3510,285,2306,1833,67,180,3489,190,992,320,4351,413,241,1922,284,1432,104,192,83,4339,332,698,231,126,202,3414
4158,542,411,479,624,573,642,489,277,121,1898,2260,41,2324,1731,62,48,478,3632,1339,67,152,197,257,260,124,1762,98,555,268,14,3223,259,1912,1773,60,154,3203,199,756,271,3887,404,268,1499,244,1391,128,167,57,3860,298,570,316,86,132,3054
4280,474,693,443,598,652,612,462,231,115,2240,2040,40,2308,1876,56,89,485,3706,1405,76,186,209,261,223,113,1807,135,823,467,12,2843,268,1979,1839,73,121,2963,219,1098,283,3997,427,223,1635,208,1467,110,142,68,3959,321,1013,331,142,187,2607
3587,408,452,448,408,571,527,411,268,94,1844,1743,20,1946,1553,68,62,415,3110,1322,55,234,202,181,140,110,1343,107,699,420,16,2345,255,1696,1488,60,88,2688,125,774,242,3345,228,151,1373,175,1353,103,153,51,3246,341,765,274,142,142,2264
4909,536,748,559,512,815,657,617,327,138,2515,2394,50,2578,2195,86,89,512,4308,1689,84,219,243,233,275,112,2054,146,911,449,21,3382,297,2315,2075,73,149,3471,209,1229,322,4587,442,249,1887,280,1658,140,184,69,4646,263,1080,425,136,210,3058
2432,338,376,246,404,364,283,221,132,68,1123,1309,8,1242,1133,49,30,236,2166,891,33,104,86,155,146,80,937,58,448,332,6,1588,129,1048,1163,19,73,1639,150,643,188,2244,169,129,1027,101,829,51,83,43,2228,204,545,259,109,112,1407
4365,622,638,313,564,545,665,494,370,154,2261,2104,48,1955,2277,85,72,629,3664,1655,50,115,148,196,209,97,1895,129,656,288,10,3282,191,2225,1752,42,155,3076,308,981,400,3965,379,208,1941,232,1254,125,161,65,4124,241,691,320,88,222,3044
4612,556,627,441,559,697,632,674,272,154,2285,2327,33,2330,2173,76,54,565,3993,1707,81,198,153,200,244,117,1912,138,833,324,4,3313,272,2213,1907,58,162,3410,213,989,301,4311,422,197,1858,205,1526,117,210,77,4273,339,980,436,118,236,2842
5481,793,873,374,640,778,760,745,361,157,2707,2774,61,2523,2813,84,98,530,4853,1944,86,171,174,211,218,120,2557,158,713,341,23,4246,219,2736,2290,70,166,3820,280,1381,363,5118,448,240,2415,303,1624,169,207,75,5215,266,829,395,111,207,3939
8483,1158,1156,808,991,1128,1254,1066,636,286,3865,4618,60,4140,4145,138,127,953,7403,2960,154,318,329,442,360,194,3726,238,1365,661,29,6190,460,4063,3571,109,280,6164,444,1875,654,7829,657,430,3462,412,2849,262,281,130,7932,551,1632,678,206,371,5596
4400,466,746,372,650,683,707,410,240,126,2123,2277,25,2321,1984,70,87,715,3598,1584,90,160,206,200,187,134,1839,128,722,477,11,3062,271,2111,1859,50,109,3101,178,1121,321,4079,320,242,1725,212,1532,119,162,88,4052,348,802,234,95,210,3059
3319,358,526,317,381,523,482,318,306,108,1633,1686,33,1582,1648,56,52,272,2995,1357,39,80,82,140,201,116,1304,127,523,232,10,2427,170,1646,1345,44,114,2364,149,806,287,3032,232,131,1455,147,1043,102,146,63,3168,151,724,234,104,146,2111
3174,292,501,321,282,367,569,479,230,133,1589,1585,36,1505,1582,51,38,475,2661,1321,54,94,90,142,131,66,1276,56,477,128,12,2501,127,1709,1200,42,96,2272,222,680,203,2971,337,152,1336,169,879,117,133,51,3058,116,463,158,50,89,2414
3619,585,546,326,475,484,536,361,213,93,1634,1985,21,1750,1806,42,53,305,3261,1367,48,125,126,158,184,86,1525,102,574,316,23,2604,206,1590,1714,42,67,2454,216,949,316,3303,234,148,1627,196,1108,101,150,55,3432,187,716,389,80,145,2289
3960,464,545,452,465,523,621,459,304,127,1873,2087,25,2076,1785,74,49,474,3437,1518,66,123,181,196,256,97,1523,112,640,223,8,2977,253,1907,1648,42,110,2757,216,987,344,3616,296,233,1557,211,1261,114,176,112,3713,247,513,216,117,174,2940
2264,242,245,373,377,368,255,216,145,43,1021,1243,18,1330,887,29,78,464,1722,813,41,125,104,194,126,67,794,119,287,318,13,1527,155,990,1048,22,49,1754,121,389,94,2170,167,142,764,163,862,33,97,36,2051,213,430,175,43,97,1519
4859,705,736,402,631,704,568,584,356,173,2226,2633,33,2172,2579,75,90,632,4137,1868,60,180,158,184,232,97,2080,158,739,375,18,3569,286,2248,2091,61,173,3379,279,1201,332,4527,377,194,2199,213,1504,124,172,76,4565,294,814,284,118,203,3440
5385,644,833,516,681,658,770,745,361,177,2786,2599,48,2616,2639,82,95,682,4608,2019,86,204,200,289,194,113,2280,129,824,414,15,4003,212,2755,2244,49,125,3787,247,1351,384,5001,422,240,2221,304,1748,151,220,79,5021,364,1009,383,102,175,3716
3654,364,628,366,387,363,603,576,236,131,1839,1815,39,1808,1757,50,70,312,3272,1412,49,128,109,159,134,76,1587,92,493,183,9,2877,167,1864,1485,32,106,2512,207,935,361,3293,414,143,1513,166,1102,118,146,52,3482,172,567,204,61,89,2733
4903,564,799,410,637,601,671,678,375,168,2443,2460,36,2329,2458,80,61,439,4403,1845,75,170,162,235,223,99,2094,153,549,296,8,3897,261,2459,1976,56,151,3463,216,1224,326,4577,429,272,2050,233,1516,159,174,70,4598,305,692,299,102,170,3640
5696,709,866,411,653,831,869,747,400,210,2852,2844,51,2732,2818,95,83,560,5053,2039,82,180,163,265,253,131,2583,166,672,340,21,4497,241,2959,2256,64,176,4055,292,1349,483,5213,501,283,2403,346,1706,171,198,88,5474,222,828,390,105,213,4160
4844,617,758,332,458,829,698,679,330,143,2438,2406,47,2453,2269,75,67,460,4317,1694,78,143,169,215,197,120,2228,126,747,251,18,3702,212,2556,1903,67,106,3428,202,1214,359,4485,500,278,1969,224,1456,138,206,73,4657,187,809,407,97,239,3292
3061,348,334,367,301,364,511,500,249,87,1416,1645,31,1597,1385,48,38,335,2688,1233,28,105,97,137,160,101,1200,91,371,227,7,2365,156,1639,1155,41,70,2229,202,630,264,2797,384,145,1179,136,923,99,145,50,2879,182,434,330,80,164,2053
4461,699,520,561,667,587,593,483,259,92,2127,2334,39,2429,1922,71,74,456,3931,1369,81,233,262,244,251,102,1919,123,762,439,13,3124,256,1980,2041,69,115,3202,278,981,213,4248,395,231,1687,217,1564,116,171,80,4188,273,841,387,157,269,2807
2358,348,351,260,328,312,343,222,128,66,1113,1245,15,1136,1155,52,28,317,2013,947,44,92,78,78,110,59,950,67,485,188,8,1610,131,1074,1095,17,41,1567,97,694,169,2189,157,103,1028,145,738,54,85,48,2117,241,481,274,50,160,1393
7520,1089,1246,568,848,1029,1130,830,543,237,3591,3929,55,3478,3884,103,129,827,6564,2638,142,278,294,327,282,162,3397,245,1011,608,21,5635,411,3477,3318,95,219,5161,419,1940,578,6942,565,369,3279,387,2364,214,245,97,7105,415,1337,471,172,331,5209
3208,284,298,449,586,506,500,354,174,57,1503,1705,25,2060,1046,77,58,539,2611,916,76,176,186,234,196,106,1318,103,637,323,11,2134,220,1628,1234,54,72,2512,181,515,161,3047,252,142,842,193,1505,96,120,58,3046,162,667,269,92,156,2024
5833,802,701,632,844,768,782,800,320,184,2841,2992,25,3116,2575,117,115,881,4837,1956,94,265,287,374,268,162,2427,164,954,583,21,4111,363,2691,2537,73,169,4341,297,1195,408,5425,405,277,2224,326,2092,180,228,101,5448,385,1161,484,189,263,3736
2629,228,427,146,238,354,471,341,306,118,1304,1325,19,1185,1384,41,16,245,2368,1146,34,61,70,86,95,49,1088,52,396,122,7,2052,119,1520,885,24,81,1968,129,532,241,2388,249,121,1182,123,721,100,98,35,2542,87,387,129,28,52,2033
5181,602,789,385,550,662,844,738,429,182,2377,2804,34,2499,2557,91,66,507,4608,1942,113,189,211,225,208,97,2196,170,837,431,15,3728,330,2513,2056,73,209,3783,215,1183,386,4795,367,256,2170,299,1617,162,217,93,4820,361,946,276,100,185,3674
7670,1183,1386,738,873,990,980,847,469,204,3868,3802,60,3560,3933,117,140,1011,6519,2603,127,263,245,333,313,144,3642,260,976,522,24,5888,354,3352,3691,101,172,5031,500,2139,471,7199,585,340,3380,347,2446,186,260,126,7214,456,1383,580,178,355,5174
3116,385,460,416,364,465,378,356,175,117,1565,1551,10,1574,1469,63,60,461,2595,1180,47,156,129,146,185,67,1206,76,543,345,16,2136,118,1412,1439,34,113,2210,138,768,262,2854,173,144,1279,115,1143,68,140,54,2838,278,601,188,98,160,2069
3016,258,522,225,253,431,502,445,264,116,1566,1450,21,1503,1448,44,43,197,2776,1242,39,84,83,170,108,74,1216,60,471,179,3,2303,132,1625,1109,51,99,2106,101,809,228,2788,242,129,1264,197,904,97,134,49,2883,133,565,136,37,79,2199
5676,826,865,448,626,719,814,744,430,204,2799,2877,25,2666,2892,93,79,602,4995,2013,71,197,182,231,232,134,2616,159,753,365,17,4382,247,2865,2350,56,158,3945,361,1370,338,5338,427,283,2458,322,1716,193,194,83,5336,340,914,297,112,211,4142
6134,632,916,490,750,863,896,841,510,236,3039,3095,46,3070,2924,94,90,599,5445,2342,115,249,218,269,277,136,2528,173,1042,491,15,4413,304,3222,2287,88,233,4539,271,1324,549,5585,494,319,2483,286,1999,185,268,100,5809,325,1094,357,125,219,4339
5169,592,608,607,833,789,784,588,265,103,2738,2431,40,3049,1990,90,117,776,4276,1573,101,223,209,321,302,141,2299,147,835,492,19,3676,310,2532,2148,82,97,3880,296,993,260,4909,470,252,1643,262,2146,131,190,75,4840,329,1052,334,156,191,3436
4377,533,632,567,646,648,547,435,238,131,2166,2211,29,2302,1949,97,95,513,3769,1589,80,252,217,194,198,90,1757,136,654,451,22,3114,260,1866,2061,59,131,3086,201,1090,373,4004,285,172,1672,272,1589,122,202,63,4010,367,739,419,153,182,2884
4776,680,540,523,736,750,634,558,252,103,2512,2264,19,2596,2066,95,77,524,4175,1543,90,213,184,309,236,136,2065,143,800,457,14,3362,278,2172,2143,76,107,3583,274,919,275,4501,326,203,1784,301,1787,114,194,67,4414,362,913,350,153,210,3150
2783,306,384,174,387,448,452,375,168,89,1303,1480,12,1451,1263,57,19,282,2482,1114,51,97,102,124,120,62,1113,131,462,204,15,1971,164,1408,1051,51,109,2086,174,523,205,2578,202,113,1114,143,890,127,160,34,2567,216,427,144,85,111,2016
3135,289,394,415,424,455,479,360,219,100,1705,1430,14,1835,1231,55,36,355,2744,1096,70,154,170,209,184,86,1166,103,607,358,5,2062,158,1465,1364,47,101,2411,124,600,200,2935,186,136,1045,157,1344,76,140,51,2865,270,692,201,106,108,2028
4235,493,494,374,588,688,687,476,302,133,2210,2025,18,2319,1833,65,50,422,3763,1476,81,152,228,292,195,92,1719,101,803,445,17,2869,268,2077,1699,64,127,3242,252,741,332,3903,305,188,1564,271,1499,132,208,68,3942,293,958,282,139,155,2701
4686,595,539,557,727,762,643,498,254,111,2396,2290,31,2646,1929,80,112,619,3955,1549,73,254,238,333,245,133,1861,136,821,523,18,3188,271,2214,2029,71,101,3547,211,928,264,4422,334,213,1646,278,1814,102,205,94,4314,372,962,344,156,166,3058
2937,394,288,341,417,361,503,368,195,70,1539,1398,12,1586,1298,41,43,336,2558,1083,44,125,151,167,139,68,1160,66,638,292,9,1932,209,1347,1263,48,70,2252,196,489,166,2771,220,129,1123,132,1056,73,149,55,2697,240,728,177,90,134,1808
