"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","armed.forces","civilian.employed","not.in.labor.force","unemployed","abroad.house","diff.us.house","same.house","i.0.9999","i.10000.14999","i.15000.24999","i.25000.34999","i.35000.49999","i.50000.64999","i.65000.74999","i.75000.99999","abroad.born","naturalization","not.citizen","puerto.rico.born","us.born","divorced","married","never","separated","widowed","no.schooling","private","public","with.disability","without.disability","federal","local","not.working","private.no.profit","private.profit","self.employed.corp","self.employed.no.corp","state","with.insurance","without.insurance","asian","black","other","two.","white"
5018,1119,570,821,466,772,429,412,338,91,2513,2505,7,2483,2393,135,35,481,4502,3268,9,188,309,349,363,106,426,222,750,792,11,3243,236,1523,3037,36,186,3475,184,1359,215,4803,172,235,2513,242,1565,25,260,6,4115,903,378,1061,563,341,2675
6623,787,1064,1373,1172,889,877,434,18,9,3440,3183,177,3828,2235,383,51,1111,5461,3817,84,312,620,334,519,193,744,78,1387,716,0,4442,438,2202,3755,177,51,4762,169,1692,724,5899,497,123,2903,303,2289,208,278,22,5466,1157,480,2539,248,399,2957
3066,964,438,760,600,220,59,18,7,0,1687,1379,727,644,1595,100,201,1076,1789,1817,39,346,187,208,250,71,148,123,157,100,30,2656,84,1262,1714,0,6,1848,204,1014,169,2897,398,14,2379,51,216,3,5,0,2258,808,152,592,141,338,1843
3661,415,378,432,481,513,504,280,206,452,1770,1891,45,1879,1671,66,89,328,3244,2114,6,188,156,241,111,132,713,74,630,328,8,2621,202,1607,1461,127,264,2896,163,602,445,3216,474,48,1725,30,1220,45,72,47,3226,435,470,1189,196,161,1645
7612,1435,623,1192,1443,892,1175,685,118,49,3658,3954,201,4338,3009,64,33,1482,6097,4289,18,293,509,650,395,185,1273,49,1426,951,76,5110,346,3502,3537,112,115,5755,181,1676,697,6915,685,303,3183,111,2610,57,663,0,6623,989,1080,1334,1082,398,3718
7332,1067,1128,1050,1156,1429,824,320,334,24,3127,4205,124,3821,3022,365,120,1242,5970,4304,106,292,400,728,354,245,903,19,1588,1519,0,4206,720,2693,3617,148,154,4757,331,2244,391,6941,717,362,3542,295,2023,149,187,57,6543,789,1180,2902,133,215,2902
3352,341,596,288,194,528,658,378,269,100,1546,1806,21,1482,1739,110,32,337,2983,2172,3,16,64,122,192,95,688,86,1062,113,11,2080,121,1795,1210,23,203,2340,152,860,269,3083,222,105,1843,113,870,78,81,40,3246,106,1394,314,22,83,1539
6608,823,1235,842,977,1222,950,394,146,19,3235,3373,72,3456,2870,210,0,1432,5176,4021,71,159,208,351,414,144,1240,301,2014,497,0,3796,449,2656,3325,41,137,4183,650,1775,359,6249,711,139,3250,387,1702,113,303,3,5901,707,1677,1709,103,305,2814
3246,476,268,412,591,401,553,273,185,87,1473,1773,70,1745,1407,24,54,613,2579,1791,55,73,83,175,272,121,676,86,676,287,16,2181,279,1332,1346,78,211,2403,156,687,242,3004,353,122,1500,88,927,67,175,14,2931,315,474,611,114,263,1784
5906,627,510,717,1240,875,885,585,296,171,2744,3162,160,3317,2322,107,53,941,4912,3081,26,77,219,318,301,262,1622,192,991,423,11,4289,648,2240,2760,73,185,4443,284,1179,355,5551,847,183,2527,318,1666,111,218,36,5348,558,1631,782,0,380,3113
2715,305,207,641,601,269,408,182,76,26,1440,1275,47,1746,857,65,32,852,1831,1269,21,115,139,279,183,121,588,65,327,276,20,2027,267,1110,1313,17,8,2174,106,435,192,2523,320,139,1023,123,1016,62,24,8,2565,150,206,374,136,65,1934
5460,820,551,767,1269,869,652,319,185,28,2738,2722,151,3191,1972,146,25,471,4964,3037,0,77,127,408,123,232,1456,68,795,407,3,4187,301,2506,2455,59,139,4013,292,1155,466,4994,762,318,2261,246,1683,74,85,31,5088,372,517,1229,239,358,3117
3072,418,302,238,523,464,580,307,134,106,1508,1564,57,1643,1307,65,41,336,2695,1836,39,17,63,105,129,71,812,40,475,230,27,2300,208,1588,1137,44,95,2362,145,565,204,2868,399,117,1435,149,760,95,101,16,2782,290,343,404,80,198,2047
4706,434,756,535,353,648,718,692,461,109,2269,2437,59,2235,2310,102,116,188,4402,3115,0,107,59,175,139,55,1056,197,532,195,26,3756,208,2453,1814,37,194,3476,300,930,340,4366,327,207,2447,246,1212,70,135,62,4494,212,683,41,89,249,3644
3270,257,484,695,404,450,410,360,121,89,1665,1605,0,1924,1272,74,13,273,2984,1984,55,90,127,193,194,66,561,80,725,280,8,2177,297,1347,1495,52,79,2195,158,917,267,3003,235,143,1432,191,983,156,67,63,3116,154,789,233,0,168,2080
4784,617,698,714,622,749,636,447,208,93,2568,2216,61,2443,2142,138,42,802,3940,3112,26,64,87,278,304,93,820,52,897,475,105,3255,224,2096,2305,30,129,3125,255,1404,260,4524,282,175,2325,371,1291,53,159,128,4527,257,885,302,65,270,3262
5162,503,679,776,707,733,762,554,337,111,2745,2417,37,2651,2323,151,56,678,4428,3272,36,45,39,201,161,255,1153,176,689,272,31,3994,252,2345,2334,65,166,3639,253,1270,506,4656,422,185,2476,474,1438,38,89,40,5029,133,894,295,62,213,3698
2688,352,322,431,335,357,431,217,181,62,1260,1428,16,1494,1122,56,0,273,2415,1712,8,24,43,143,87,109,562,61,499,139,10,1979,192,1210,1200,29,57,1808,89,791,196,2492,198,107,1209,173,691,58,136,116,2627,61,531,174,30,162,1791
7309,1086,1037,583,1011,1052,1013,744,501,282,3751,3558,112,3704,3370,123,83,477,6749,4736,7,129,289,151,327,141,1529,72,1306,652,123,5156,416,3443,3073,131,246,5194,269,1846,535,6774,550,418,3640,406,1773,121,313,88,6808,501,1656,333,198,306,4816
1792,181,176,274,298,252,260,126,148,77,869,923,6,1078,698,10,0,85,1707,1004,21,63,73,117,45,78,391,24,397,39,0,1332,133,815,760,9,75,1409,135,248,202,1590,177,101,715,68,613,39,46,33,1707,85,466,115,0,60,1151
7468,824,1105,1317,1250,885,828,847,207,205,3975,3493,13,4078,3206,171,275,519,6674,4492,201,447,534,824,322,121,527,92,1724,2662,35,2955,212,2853,3933,200,270,5386,205,1877,400,7068,261,225,3322,400,2981,91,157,31,5760,1708,1960,566,1165,35,3742
2785,272,344,386,408,364,472,307,154,78,1396,1389,13,1623,1086,63,72,266,2447,1534,9,110,187,129,208,74,534,75,770,334,21,1585,112,1273,1242,12,146,2118,79,588,188,2597,141,69,1161,95,1113,97,71,38,2457,328,734,145,58,188,1660
4671,625,572,378,535,663,806,515,393,184,2330,2341,64,2345,2165,97,14,325,4332,2867,41,53,114,236,156,140,1064,94,606,408,40,3523,331,2210,1841,71,218,3522,132,1017,327,4344,425,258,2339,334,1071,24,142,78,4269,402,668,185,154,187,3477
4158,536,383,486,696,562,632,472,267,124,1871,2287,81,2513,1510,54,22,457,3679,2233,23,105,258,243,281,123,892,73,583,252,54,3196,439,1544,1908,113,154,3344,153,661,240,3918,430,287,1719,244,1263,71,95,49,3712,446,171,324,272,50,3341
4280,500,733,472,692,643,594,437,171,38,2296,1984,38,2470,1723,49,89,482,3709,2476,0,49,192,289,254,119,901,133,1068,639,41,2399,364,1918,1801,93,104,2936,164,1180,274,4006,416,236,1889,121,1447,54,63,54,3893,387,1334,731,273,188,1754
3587,443,455,491,389,565,500,406,277,61,1832,1755,29,2017,1484,57,56,425,3106,2076,13,326,239,177,121,194,441,117,790,375,13,2292,357,1678,1348,155,49,2653,123,811,252,3335,133,153,1555,198,1328,31,144,45,3120,467,709,276,241,125,2236
4909,483,680,610,531,871,684,649,336,65,2466,2443,48,2614,2129,118,39,470,4400,2901,47,112,370,230,293,112,844,143,1079,523,56,3108,286,2318,2071,72,162,3265,164,1480,304,4605,446,234,2313,324,1406,54,116,16,4619,290,1032,454,172,259,2992
2432,330,372,243,475,372,262,224,123,31,1125,1307,0,1336,1053,43,25,232,2175,1510,3,50,65,160,228,81,335,32,691,344,6,1359,135,1077,1147,5,68,1680,152,600,182,2250,180,132,1119,69,776,38,91,27,2214,218,501,592,135,67,1137
4365,619,630,306,560,588,736,455,362,109,2223,2142,123,1912,2177,153,14,672,3679,2829,0,42,103,114,307,107,863,141,682,230,0,3312,165,2256,1806,0,138,3030,343,992,420,3945,387,215,2390,255,933,22,91,72,4015,350,625,313,31,386,3010
4612,690,615,413,568,657,629,670,221,149,2314,2298,34,2359,2156,63,18,590,4004,2890,56,189,101,186,237,153,800,222,856,250,0,3284,327,2228,1886,6,165,3453,194,965,327,4285,464,154,2303,103,1276,91,174,47,4213,399,987,489,137,331,2668
5481,788,832,375,672,791,779,794,306,144,2734,2747,150,2534,2712,85,82,428,4971,3484,7,48,69,149,83,96,1545,305,735,191,47,4203,222,2757,2308,18,176,3809,220,1452,271,5210,619,221,2953,305,1237,25,80,41,5252,229,654,447,39,125,4216
8483,683,1114,886,821,1024,1076,628,511,1740,3713,4770,64,3522,4617,280,0,358,8125,6129,134,303,227,540,238,124,788,101,2015,859,55,5453,374,3432,3266,142,1269,6505,316,1662,1376,7107,349,197,4905,235,2270,273,235,19,7137,1346,1818,1177,170,297,5021
4400,489,772,290,723,747,765,351,197,66,2144,2256,7,2493,1816,84,85,859,3456,2712,40,110,258,210,170,178,722,75,697,732,17,2879,327,2117,1837,52,67,3101,151,1148,313,4087,316,255,1910,168,1484,57,122,88,4034,366,818,199,60,265,3058
3319,363,574,336,386,514,466,326,309,45,1703,1616,38,1571,1653,57,45,204,3070,2043,1,69,78,122,203,112,691,114,533,212,9,2451,176,1693,1290,22,138,2358,166,795,269,3050,171,88,1742,130,1033,28,81,46,3185,134,742,214,162,146,2055
3174,290,534,350,243,372,572,477,215,121,1625,1549,79,1466,1581,48,17,485,2672,2006,48,54,9,156,58,67,776,42,517,69,0,2546,105,1651,1225,93,100,2267,238,669,213,2961,340,50,1691,171,686,140,60,36,3062,112,432,84,69,102,2487
3619,581,573,312,532,496,533,362,198,32,1690,1929,45,1905,1636,33,0,278,3341,2384,16,73,66,118,199,82,681,92,602,296,19,2610,220,1577,1784,14,24,2413,227,979,321,3298,234,137,1782,201,1066,41,126,32,3408,211,702,545,60,109,2203
3960,465,428,559,479,524,627,452,296,130,1906,2054,33,2219,1637,71,48,459,3453,2386,22,53,187,193,247,91,781,105,660,190,5,3000,308,1926,1637,37,52,2753,217,990,346,3614,296,259,1759,218,1115,37,118,158,3706,254,389,205,253,198,2915
2264,241,212,459,410,380,218,183,138,23,989,1275,17,1346,890,11,64,487,1713,1315,5,58,79,173,124,61,449,123,226,432,19,1464,272,780,1144,29,39,1766,121,377,99,2165,166,158,929,211,739,23,38,0,1984,280,439,171,25,98,1531
4859,687,718,384,745,712,552,550,287,224,2282,2577,58,2153,2589,59,79,590,4190,3278,28,89,75,97,268,99,925,223,783,368,0,3485,332,2229,1986,27,285,3374,270,1215,299,4560,387,192,2704,162,1178,40,150,46,4312,547,622,69,152,559,3457
5385,666,641,699,673,625,750,856,351,124,2763,2622,126,2629,2562,68,109,683,4593,3539,11,60,168,298,111,71,1127,93,854,342,55,4041,156,2778,2275,38,138,3797,185,1403,406,4979,439,222,2725,291,1309,145,184,70,5012,373,1012,453,45,136,3739
3654,267,690,407,381,361,710,587,186,65,1913,1741,49,1866,1655,84,76,296,3282,2427,0,34,83,105,127,72,806,97,496,180,12,2869,178,1868,1480,10,118,2544,204,906,408,3246,488,155,1927,114,776,55,84,55,3487,167,519,184,25,65,2861
4903,550,795,465,676,635,636,701,360,85,2436,2467,123,2361,2313,106,49,356,4498,3098,12,28,146,239,210,52,1118,199,440,172,38,4054,263,2492,1981,3,164,3401,228,1274,243,4660,414,276,2571,199,1201,82,113,47,4587,316,547,253,43,168,3892
5696,726,827,418,654,825,1038,774,306,128,2851,2845,128,2714,2749,105,74,440,5182,3629,26,59,87,214,191,130,1360,203,645,267,16,4565,176,3158,2147,37,178,4040,280,1376,535,5161,649,258,3011,340,1245,94,53,46,5484,212,617,382,15,237,4445
4844,688,755,337,424,928,676,628,340,68,2443,2401,82,2459,2232,71,23,288,4533,2899,89,31,32,189,161,102,1341,104,765,145,86,3744,177,2616,1896,52,103,3453,176,1215,374,4470,740,291,2334,155,1169,58,85,12,4695,149,756,565,110,263,3150
3061,355,281,410,272,376,531,533,275,28,1397,1664,33,1681,1314,33,8,331,2722,1775,0,24,86,111,142,112,811,93,370,232,0,2366,171,1712,1113,44,21,2273,187,601,293,2768,474,99,1350,95,886,44,78,35,2876,185,365,460,62,158,2016
4461,750,498,564,859,480,603,433,198,76,2124,2337,61,2412,1918,70,18,426,4017,2413,18,257,339,254,355,113,712,104,891,637,12,2817,381,1859,2032,79,110,3148,284,1029,215,4246,419,254,1908,209,1513,82,64,12,4186,275,662,820,423,305,2251
2358,423,339,298,320,319,338,216,105,0,1061,1297,34,1156,1108,60,6,331,2021,1534,0,64,50,63,96,53,498,53,527,171,0,1607,130,1064,1099,18,47,1555,111,692,174,2184,143,118,1170,157,698,8,57,7,2114,244,415,559,26,289,1069
7520,880,1202,493,636,1196,1276,862,418,557,3550,3970,114,3357,3960,89,156,819,6545,4634,0,184,310,205,154,53,1980,338,970,924,21,5267,500,3389,3123,54,454,5084,345,2091,677,6843,422,357,4074,389,1927,79,208,64,7032,488,1518,184,136,442,5240
3208,287,78,801,878,520,253,363,23,5,1511,1697,20,2408,688,92,15,820,2373,1184,64,94,208,229,264,204,961,47,630,473,0,2058,363,1188,1610,39,8,2902,194,112,79,3129,232,120,822,258,1604,93,79,0,3095,113,682,394,121,311,1700
5833,863,468,895,996,684,691,838,226,172,2852,2981,14,3095,2553,171,183,891,4759,3586,15,143,372,558,275,169,715,62,897,1244,11,3619,466,2246,2875,71,175,4481,231,1121,413,5420,246,266,2705,415,1860,231,66,44,5165,668,1231,855,288,317,3142
2629,228,442,142,200,372,490,340,296,119,1285,1344,17,1168,1394,50,9,266,2354,1756,1,24,28,25,95,45,655,35,419,49,6,2120,127,1506,912,3,81,1970,140,519,233,2396,249,89,1433,122,571,53,96,16,2603,26,403,106,13,62,2045
5181,569,889,325,476,639,864,832,410,177,2344,2837,52,2468,2498,163,67,466,4648,3423,13,100,129,196,160,71,1089,183,859,418,20,3701,325,2420,2032,73,331,3806,185,1190,373,4808,346,247,2657,302,1251,128,171,79,4552,629,1089,108,54,189,3741
7670,179,2779,2906,474,457,377,364,93,41,4062,3608,24,3128,3833,685,149,1671,5850,6835,19,51,72,71,140,49,433,208,542,614,12,6294,167,1179,6173,73,78,2263,259,5148,314,7356,118,189,4646,482,1789,19,75,352,6239,1431,909,1328,221,238,4974
3116,428,452,444,382,481,366,359,138,66,1561,1555,0,1707,1318,91,57,473,2586,2008,9,111,111,127,187,56,507,32,549,418,24,2093,117,1426,1423,18,132,2207,142,767,295,2821,134,137,1360,107,1154,73,129,22,2793,323,603,88,103,233,2089
3016,248,521,224,216,438,501,446,287,135,1529,1487,21,1550,1391,54,79,102,2835,1947,5,51,42,170,95,72,634,47,454,199,0,2316,140,1619,1054,48,155,2060,103,853,236,2780,228,144,1455,185,801,46,132,25,2889,127,642,102,34,88,2150
5676,834,838,502,639,692,760,713,421,277,2842,2834,31,2740,2817,88,62,620,4994,3847,64,66,76,211,180,70,1162,147,746,304,31,4448,192,2971,2367,8,138,3951,356,1369,341,5335,420,224,2939,348,1318,195,160,72,5181,495,912,125,38,125,4476
6134,482,1050,372,629,872,895,959,457,418,2980,3154,68,2978,2900,188,99,372,5663,4126,45,20,31,165,325,36,1386,175,1002,441,55,4461,310,3205,2219,44,356,4554,238,1342,628,5506,462,285,3094,202,1709,45,311,26,5640,494,1106,187,85,29,4727
5169,636,364,941,1144,632,759,429,176,88,2731,2438,0,3499,1556,114,30,1312,3827,2679,52,180,95,381,371,239,1172,40,681,1469,23,2956,379,2035,2553,113,89,4151,203,815,282,4887,527,185,1691,275,2194,69,180,48,4195,974,1629,184,702,185,2469
4377,508,636,728,849,646,374,377,142,117,2190,2187,34,2464,1762,117,138,213,4026,2660,12,401,302,182,191,88,541,0,598,1056,35,2688,321,1359,2542,23,132,3108,104,1165,369,4008,185,89,1922,422,1406,127,202,24,3265,1112,416,621,589,110,2641
4776,825,345,843,707,735,542,598,111,70,2469,2307,10,2858,1794,114,42,490,4244,2801,49,130,179,273,209,157,978,122,913,645,16,3080,378,2117,2116,90,75,3648,291,837,253,4523,308,210,1857,391,1710,103,169,28,4119,657,668,345,870,205,2688
2783,324,446,182,375,458,440,385,136,37,1307,1476,0,1479,1222,82,9,277,2497,1751,26,36,28,71,141,25,705,123,458,162,45,1995,170,1413,1045,41,114,2090,177,516,195,2588,214,55,1307,115,834,119,128,11,2542,241,430,38,167,127,2021
3135,283,377,466,431,483,453,352,190,100,1680,1455,4,1884,1160,87,12,160,2963,1740,51,171,178,281,230,144,340,102,734,656,0,1643,141,1287,1525,0,182,2391,127,617,178,2957,128,90,1246,150,1333,57,131,0,2751,384,720,16,403,79,1917
4235,505,420,396,678,687,673,489,275,112,2200,2035,9,2404,1758,64,22,233,3980,2529,0,64,242,334,165,88,813,60,809,640,12,2714,398,2036,1654,13,134,3241,301,693,362,3873,293,136,1902,403,1195,71,200,35,3767,468,1170,56,248,125,2636
4686,566,490,820,848,847,520,328,183,84,2363,2323,11,2813,1657,205,123,565,3998,2507,72,321,299,511,110,214,652,54,839,1413,12,2368,368,1623,2457,126,112,3570,141,975,256,4430,265,91,1916,362,1761,64,213,14,3914,772,979,368,847,157,2335
2937,363,244,427,451,307,502,383,192,68,1537,1400,3,1700,1198,36,45,189,2703,1732,15,83,136,173,91,76,631,63,852,308,9,1705,217,1302,1305,72,41,2291,201,445,137,2800,215,117,1228,112,994,76,156,39,2700,237,854,147,122,131,1683
