"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","armed.forces","civilian.employed","not.in.labor.force","unemployed","abroad.house","diff.us.house","same.house","i.0.9999","i.10000.14999","i.15000.24999","i.25000.34999","i.35000.49999","i.50000.64999","i.65000.74999","i.75000.99999","abroad.born","naturalization","not.citizen","puerto.rico.born","us.born","divorced","married","never","separated","widowed","no.schooling","private","public","with.disability","without.disability","federal","local","not.working","private.no.profit","private.profit","self.employed.corp","self.employed.no.corp","state","with.insurance","without.insurance","asian","black","other","two.","white"
5986,718,748,625,740,886,871,764,454,180,2924,3062,58,3180,2628,120,74,645,5267,1939,140,217,230,300,328,174,2658,131,1036,509,41,4269,392,2943,2409,50,192,4483,300,1203,446,5540,534,296,2180,367,2114,201,214,80,5719,267,1030,423,152,276,4105
3623,413,483,341,469,528,539,460,257,133,1758,1865,38,1943,1578,64,45,418,3160,1175,76,116,154,177,178,107,1640,93,607,320,23,2580,206,1812,1452,34,119,2695,175,753,284,3339,315,195,1287,234,1297,94,157,44,3437,186,638,244,100,135,2506
5353,645,661,505,681,777,849,668,372,195,2643,2710,63,2827,2372,91,64,624,4665,1761,108,220,204,265,269,131,2395,134,911,508,41,3759,325,2658,2136,51,183,3973,308,1072,438,4915,501,259,1932,310,1889,170,214,78,5084,269,961,367,156,234,3635
1969,210,256,196,267,257,311,285,120,67,937,1032,19,1048,865,37,24,223,1722,667,45,66,82,103,110,55,841,60,333,194,15,1367,129,983,782,21,54,1478,87,404,141,1828,201,96,693,136,679,51,84,29,1871,98,350,143,74,83,1319
4254,500,564,448,517,572,626,575,308,144,2135,2119,42,2243,1886,83,40,512,3702,1389,90,179,150,197,250,115,1884,91,681,349,23,3110,253,2045,1782,32,142,3133,226,895,331,3923,390,187,1543,270,1522,104,179,59,4042,212,706,285,143,178,2942
4165,523,517,437,523,569,635,544,285,132,2061,2104,35,2191,1873,66,67,504,3594,1378,77,180,160,208,213,122,1827,99,704,357,31,2974,214,2063,1721,38,129,3083,229,853,334,3831,382,196,1506,262,1440,131,176,72,3982,183,730,277,128,209,2821
1990,245,267,212,263,280,270,249,136,68,990,1000,20,1056,885,29,25,249,1716,637,45,97,88,100,113,56,854,46,330,193,14,1407,107,974,823,19,67,1455,99,436,178,1812,162,98,720,130,731,50,77,22,1897,93,364,152,67,96,1311
2844,325,361,316,367,364,445,384,198,84,1345,1499,24,1503,1265,52,26,307,2511,951,71,109,119,139,137,69,1249,80,432,247,19,2066,187,1372,1164,29,92,2128,144,572,228,2616,228,154,1014,188,1022,65,123,50,2693,151,488,217,77,115,1947
6186,755,812,662,824,895,887,767,396,188,3043,3143,62,3278,2730,116,72,738,5376,1992,152,252,226,328,318,180,2738,149,996,539,58,4444,352,2996,2605,57,176,4556,322,1308,462,5724,580,295,2198,407,2191,183,238,94,5876,310,1055,465,182,259,4225
3137,370,362,333,422,440,470,410,221,109,1549,1588,32,1692,1355,58,34,359,2744,1028,74,123,136,150,197,89,1340,62,491,299,20,2265,183,1593,1239,23,99,2398,149,590,233,2904,278,191,1075,231,1092,78,146,46,2976,161,526,189,107,137,2178
1795,186,239,182,224,246,284,235,136,63,898,897,21,935,810,29,18,199,1578,619,32,92,55,76,92,55,774,52,314,180,7,1242,108,901,709,18,59,1339,83,373,136,1659,167,75,637,148,615,49,76,28,1711,84,325,94,63,84,1229
1832,211,212,200,253,259,288,219,134,56,883,949,27,997,783,25,19,218,1595,587,45,56,81,91,94,51,827,40,326,170,13,1283,105,910,734,24,59,1360,113,359,129,1703,164,86,643,95,703,55,65,21,1736,96,323,124,58,75,1252
3442,428,436,341,445,486,521,406,266,113,1737,1705,46,1788,1550,58,33,394,3015,1128,68,128,138,191,159,89,1541,72,580,326,18,2446,175,1678,1446,27,116,2576,187,679,241,3201,296,173,1275,209,1200,97,139,53,3280,162,581,234,100,169,2358
4807,588,568,516,637,693,730,583,320,172,2411,2396,54,2591,2085,77,46,559,4202,1567,105,213,186,226,235,143,2132,126,760,427,36,3458,292,2345,1967,55,148,3626,234,947,357,4450,452,236,1688,279,1726,138,226,62,4574,233,842,316,152,245,3252
4662,594,590,471,631,652,713,569,301,141,2225,2437,46,2451,2069,96,48,491,4123,1529,104,184,158,217,250,127,2093,114,776,374,22,3376,279,2290,1927,36,130,3474,254,934,327,4335,390,237,1694,309,1656,138,177,61,4458,204,813,319,128,188,3214
4084,486,499,412,593,557,592,539,303,103,1961,2123,41,2196,1783,64,52,464,3568,1321,86,163,162,199,207,115,1831,95,667,349,33,2940,261,2015,1650,29,129,3078,179,827,295,3789,369,200,1419,268,1512,104,153,59,3874,210,706,271,123,212,2772
2710,335,335,265,374,391,398,330,186,96,1330,1380,16,1455,1187,52,21,298,2391,885,60,106,112,124,145,82,1196,76,488,238,14,1894,155,1358,1087,24,86,2012,159,539,207,2503,230,125,973,174,994,74,103,37,2562,148,477,189,82,130,1832
4870,548,645,487,603,672,720,637,383,175,2413,2457,50,2551,2176,93,60,535,4275,1609,98,203,182,238,262,159,2119,131,873,456,30,3380,296,2418,1946,44,166,3624,257,989,389,4481,429,228,1749,339,1691,159,203,72,4644,226,907,298,143,216,3306
6296,773,822,600,813,864,986,831,412,195,3155,3141,59,3361,2770,106,53,727,5516,2002,136,264,220,306,333,176,2859,143,1013,542,43,4555,408,3060,2565,49,214,4710,313,1273,492,5804,551,287,2298,407,2247,189,229,88,5989,307,1037,439,187,257,4376
3643,433,470,354,458,518,590,440,249,131,1809,1834,46,1917,1610,70,46,427,3170,1195,80,156,137,192,180,89,1614,95,628,361,28,2531,223,1803,1470,32,115,2698,206,739,296,3347,337,184,1312,217,1269,120,150,54,3463,180,667,253,113,153,2457
5496,631,700,537,746,791,834,678,378,201,2682,2814,46,2944,2406,100,60,631,4805,1802,129,188,185,270,296,157,2469,133,949,481,43,3890,352,2769,2163,42,170,4092,305,1099,421,5075,510,275,1956,331,1942,156,238,88,5221,275,1004,341,151,269,3731
2057,273,259,206,243,309,299,254,143,71,995,1062,22,1081,926,28,21,234,1802,649,40,71,72,87,108,55,975,41,349,153,7,1507,104,1015,857,13,68,1499,101,457,148,1909,199,98,773,125,681,68,73,40,1961,96,342,149,47,73,1446
3982,478,516,378,533,551,591,517,286,132,1984,1998,46,2090,1775,71,50,448,3484,1339,83,159,147,198,206,126,1724,93,681,345,23,2840,236,1981,1598,34,133,2993,199,790,281,3701,369,185,1439,252,1402,111,165,59,3771,211,683,265,118,168,2748
9151,1125,1160,985,1184,1269,1385,1142,600,301,4416,4735,97,4865,4013,176,97,1044,8010,2980,212,339,348,465,477,272,4058,233,1548,796,56,6518,548,4497,3761,68,277,6795,489,1867,662,8489,814,414,3329,572,3284,257,355,126,8709,442,1617,640,255,388,6251
7340,880,920,768,942,974,1139,952,508,257,3592,3748,62,3878,3281,119,70,852,6418,2439,157,282,275,378,384,203,3222,176,1247,645,54,5218,397,3650,2978,52,263,5465,375,1500,528,6812,651,351,2644,469,2661,197,264,103,6975,365,1379,495,210,308,4948
6538,794,852,684,857,888,988,804,439,232,3177,3361,69,3414,2945,110,85,729,5724,2172,152,261,242,311,333,197,2870,163,1093,545,37,4700,388,3152,2733,57,208,4854,339,1345,487,6051,565,306,2400,440,2317,196,232,82,6189,349,1168,461,194,266,4449
5227,632,660,551,668,721,763,670,383,179,2514,2713,58,2706,2362,101,57,617,4553,1741,110,194,193,263,261,131,2334,130,853,442,29,3773,340,2564,2125,46,152,3919,269,1039,421,4806,474,229,1910,298,1880,142,216,78,4962,265,870,350,160,219,3628
5018,648,670,481,672,697,723,614,356,157,2536,2482,47,2650,2237,84,47,559,4412,1614,132,191,188,239,273,134,2247,118,795,422,42,3641,276,2431,2126,36,149,3682,260,1076,373,4645,415,239,1835,330,1779,144,201,75,4747,271,854,310,150,232,3472
6623,758,864,665,928,891,1034,797,466,220,3243,3380,78,3524,2914,107,74,760,5789,2136,154,248,245,352,342,184,2962,152,1112,575,45,4739,392,3238,2731,52,210,4920,317,1386,507,6116,609,360,2360,422,2368,179,241,84,6260,363,1128,484,207,288,4516
3066,367,370,293,393,433,485,415,200,110,1471,1595,31,1665,1315,55,47,336,2683,978,59,116,123,142,185,81,1382,73,507,279,19,2188,181,1535,1220,34,96,2324,150,592,241,2825,295,149,1079,199,1104,89,107,44,2926,140,540,224,83,151,2068
3661,422,465,362,495,508,547,474,270,118,1781,1880,33,1980,1590,58,34,418,3209,1226,83,144,158,170,177,100,1603,91,591,322,25,2632,211,1854,1439,32,125,2746,205,710,295,3366,334,170,1303,259,1299,88,148,60,3474,187,628,266,102,146,2519
7612,852,945,809,960,1125,1160,1000,521,240,3800,3812,64,4151,3279,118,96,923,6593,2502,183,295,291,411,392,210,3328,172,1270,660,50,5460,467,3838,3000,64,243,5717,373,1522,544,7068,688,357,2612,471,2831,228,321,104,7229,383,1299,531,229,339,5214
7332,824,986,709,955,1049,1120,949,504,236,3650,3682,84,3939,3202,107,88,848,6396,2343,180,266,312,346,386,215,3284,166,1247,645,57,5217,451,3589,2980,62,250,5393,368,1571,581,6751,704,330,2613,442,2675,191,267,110,6954,378,1280,513,192,348,4999
3352,391,389,362,457,455,498,422,264,114,1644,1708,43,1793,1465,51,36,378,2938,1125,81,117,146,166,157,96,1464,80,560,282,22,2408,215,1667,1315,34,121,2544,173,635,235,3117,315,156,1192,216,1173,85,141,74,3164,188,582,240,77,145,2308
6608,778,847,658,890,954,985,829,461,206,3190,3418,56,3522,2910,120,77,722,5809,2170,143,273,251,330,332,207,2902,176,1068,616,52,4696,403,3317,2633,55,200,4935,341,1332,464,6144,567,328,2350,457,2396,171,239,100,6268,340,1202,416,206,297,4487
3246,368,427,324,436,469,478,391,241,112,1640,1606,25,1722,1446,53,32,348,2866,1069,73,119,120,168,160,118,1419,74,539,279,23,2331,211,1592,1327,20,96,2403,177,666,265,2981,273,185,1157,218,1175,87,103,48,3076,170,555,210,89,184,2208
5906,725,753,623,757,849,890,738,387,184,2846,3060,49,3131,2613,113,71,648,5187,1951,156,226,228,291,296,174,2584,165,992,512,40,4197,355,2835,2478,51,187,4348,298,1260,430,5476,534,292,2130,382,2104,149,230,85,5596,310,1037,399,185,266,4019
2715,329,342,252,371,392,405,331,208,85,1365,1350,18,1438,1209,50,28,276,2411,896,61,110,111,136,139,76,1186,67,454,242,21,1931,161,1360,1096,23,75,2028,137,550,219,2496,240,137,951,158,1010,76,103,40,2574,141,473,187,83,149,1823
5460,623,737,553,730,764,811,714,357,171,2767,2693,44,2917,2403,96,65,603,4792,1763,96,221,218,251,308,158,2445,133,934,461,36,3896,304,2707,2206,67,176,4042,276,1142,366,5094,503,236,1961,312,1997,172,207,72,5176,284,1011,369,163,241,3676
3072,359,376,315,386,459,446,399,206,126,1558,1514,32,1651,1334,55,47,361,2664,984,67,100,121,154,175,81,1390,68,475,293,26,2210,169,1530,1239,25,109,2315,155,602,234,2838,278,139,1091,194,1108,75,125,62,2922,150,540,228,95,125,2084
4706,574,643,509,631,602,683,572,324,168,2251,2455,50,2419,2162,75,48,536,4122,1572,93,176,178,228,252,120,2087,110,762,411,44,3379,257,2264,1974,38,173,3437,248,1021,387,4319,391,215,1771,302,1670,124,178,55,4484,222,779,338,136,212,3241
3270,363,392,348,409,457,534,420,227,120,1593,1677,41,1785,1388,56,35,360,2875,1055,72,136,120,169,178,96,1444,80,589,308,18,2275,191,1660,1281,27,111,2479,166,625,259,3011,283,163,1137,192,1215,92,144,44,3111,159,578,235,95,151,2211
4784,573,613,485,599,665,726,619,342,162,2307,2477,37,2545,2127,75,54,486,4244,1573,122,174,180,254,259,129,2093,101,831,435,33,3384,264,2385,1943,42,150,3566,228,990,369,4415,391,225,1728,295,1750,128,191,76,4539,245,859,340,131,209,3245
5162,643,655,519,647,719,791,661,346,181,2585,2577,48,2719,2316,79,59,595,4508,1726,105,191,197,264,249,143,2287,124,874,486,29,3649,298,2549,2105,46,164,3828,275,1059,411,4751,481,248,1880,302,1825,158,195,73,4904,258,908,324,165,246,3519
2688,354,310,264,338,399,374,372,194,83,1340,1348,19,1425,1203,41,31,316,2341,883,70,88,104,139,132,83,1189,60,460,240,19,1909,162,1310,1111,20,85,2008,132,548,169,2519,239,125,962,170,958,85,108,41,2559,129,500,177,77,115,1819
7309,889,985,751,917,1049,1052,928,515,223,3582,3727,78,3873,3226,132,75,836,6398,2368,152,293,291,393,395,193,3224,202,1201,708,51,5147,430,3584,2991,60,244,5374,382,1553,506,6803,639,336,2649,457,2639,193,271,125,6973,336,1297,474,201,357,4980
1792,216,237,178,242,243,271,226,119,60,891,901,19,969,773,31,24,190,1578,593,29,61,77,74,101,61,796,50,298,160,9,1275,100,874,747,14,57,1335,85,372,124,1668,188,86,630,110,620,59,73,26,1695,97,339,147,56,67,1183
7468,839,959,792,954,1042,1170,940,524,248,3674,3794,80,3989,3269,130,99,874,6495,2459,157,328,316,363,406,226,3213,202,1261,658,40,5307,429,3678,3045,66,250,5551,411,1506,609,6859,621,351,2677,474,2712,236,305,92,7068,400,1336,472,228,345,5087
2785,322,383,272,392,389,434,329,183,81,1406,1379,20,1460,1244,61,44,322,2419,960,68,94,101,131,134,86,1211,72,480,255,21,1957,173,1348,1158,29,77,2069,126,590,208,2577,227,116,1007,180,1008,77,129,41,2637,148,502,184,85,126,1888
4671,555,588,432,629,679,674,620,323,171,2332,2339,38,2485,2053,95,50,545,4076,1511,111,174,189,219,268,128,2071,110,794,416,28,3323,276,2302,1875,45,173,3459,257,955,357,4314,428,233,1695,275,1654,142,181,63,4436,235,803,333,116,238,3181
4158,527,541,396,560,600,610,511,268,145,2003,2155,47,2155,1882,74,45,471,3642,1362,89,166,144,208,232,124,1833,114,645,351,30,3018,215,2076,1702,36,129,3074,228,856,324,3834,388,206,1547,259,1429,118,151,60,3967,191,720,311,132,167,2828
4280,499,561,452,537,549,678,576,277,151,2110,2170,32,2277,1907,64,50,497,3733,1437,94,162,161,206,218,140,1862,111,714,352,36,3067,258,2102,1748,36,136,3178,202,900,355,3925,370,195,1532,245,1563,122,180,73,4066,214,767,264,119,195,2935
3587,424,492,373,462,474,566,456,234,106,1738,1849,36,1918,1576,57,31,417,3139,1157,66,125,136,179,175,97,1652,83,601,316,23,2564,252,1733,1474,31,97,2654,189,744,263,3324,324,160,1297,226,1282,103,141,54,3408,179,651,223,114,151,2448
4909,586,646,513,656,668,742,594,346,158,2421,2488,43,2612,2178,76,51,562,4296,1622,107,194,180,273,259,130,2144,130,830,451,36,3462,281,2352,2049,52,175,3610,271,1028,386,4523,415,236,1800,301,1764,140,190,63,4647,262,889,336,142,227,3315
2432,280,304,238,342,353,342,323,165,85,1243,1189,40,1313,1049,30,33,285,2114,796,51,96,95,138,110,84,1062,58,398,197,14,1765,169,1179,991,19,74,1807,127,498,198,2234,216,124,836,168,867,81,98,42,2312,120,404,167,72,111,1678
4365,549,542,434,601,586,650,552,307,144,2141,2224,43,2270,1962,90,43,472,3850,1446,95,145,157,214,217,121,1970,105,712,389,28,3131,256,2170,1773,35,131,3246,223,896,317,4048,385,212,1595,287,1527,117,187,55,4157,208,732,273,115,198,3047
4612,572,576,471,577,637,695,571,338,175,2274,2338,47,2424,2070,71,52,551,4009,1496,98,184,160,198,262,141,2073,107,793,376,21,3315,244,2267,1903,35,163,3422,226,964,360,4252,427,237,1715,264,1577,140,170,82,4396,216,780,316,118,214,3184
5481,669,726,567,743,780,768,688,365,175,2699,2782,62,2928,2398,93,71,633,4777,1785,138,237,200,259,290,154,2418,127,884,507,36,3927,324,2657,2290,49,161,4031,282,1168,414,5067,484,246,1981,349,1975,151,217,78,5175,306,931,388,170,234,3758
8483,1003,1095,800,1127,1203,1271,1095,578,311,4170,4313,104,4460,3797,122,90,985,7408,2778,195,324,345,405,445,231,3760,188,1436,715,55,6089,509,4153,3458,70,293,6351,392,1740,649,7834,777,398,3077,534,3017,214,340,126,8051,432,1450,584,250,393,5806
4400,525,556,453,610,593,678,546,295,144,2132,2268,33,2377,1926,64,65,522,3813,1409,98,190,161,208,227,126,1981,104,738,416,29,3113,254,2172,1794,42,138,3286,215,899,342,4058,404,217,1595,266,1565,118,172,63,4191,209,801,282,126,182,3009
3319,391,455,338,443,441,483,432,226,110,1597,1722,28,1738,1493,60,31,391,2897,1132,76,133,119,159,174,77,1449,73,541,295,25,2385,192,1639,1347,31,110,2430,172,717,279,3040,268,155,1212,217,1167,90,168,42,3172,147,577,223,92,167,2260
3174,378,402,330,450,420,473,394,224,103,1548,1626,34,1659,1414,67,30,352,2792,1070,70,114,118,153,151,85,1413,80,514,281,25,2274,189,1579,1288,30,88,2359,157,658,235,2939,280,153,1161,196,1117,87,139,41,3017,157,532,197,86,138,2221
3619,475,445,357,489,535,506,448,242,122,1769,1850,30,1940,1574,75,37,387,3195,1175,94,133,151,172,173,89,1632,73,569,340,26,2611,208,1757,1515,27,112,2683,175,761,270,3349,283,168,1279,253,1336,104,152,44,3432,187,662,268,100,182,2407
3960,520,458,413,492,542,686,475,246,128,1949,2011,29,2159,1731,41,52,455,3453,1245,92,139,150,178,208,138,1810,89,664,360,23,2824,237,1941,1609,42,131,2965,201,794,309,3651,335,205,1405,248,1420,111,161,75,3766,194,681,282,105,188,2704
2264,269,260,210,327,319,358,298,156,67,1076,1188,16,1227,985,36,20,275,1969,716,41,98,80,103,122,60,1044,44,363,204,23,1630,158,1139,871,14,82,1696,112,456,175,2089,225,108,783,159,822,53,78,36,2152,112,414,160,49,88,1553
4859,583,629,486,652,654,757,568,367,163,2431,2428,43,2591,2153,72,62,539,4258,1574,116,174,189,228,263,124,2191,131,797,460,32,3439,248,2410,1995,38,168,3600,256,1003,374,4485,456,228,1779,298,1721,118,200,59,4599,260,837,317,154,213,3338
5385,618,667,571,687,742,853,664,387,196,2659,2726,61,2905,2331,88,60,611,4714,1731,128,222,209,268,270,148,2409,123,935,490,32,3805,317,2669,2169,45,185,4048,285,1052,431,4954,480,269,1912,349,1947,142,213,73,5128,257,964,398,147,255,3621
3654,437,433,398,488,498,539,476,257,128,1804,1850,38,1955,1597,64,41,418,3195,1195,88,145,165,179,224,97,1561,79,568,351,22,2634,210,1849,1460,26,109,2781,163,710,269,3385,319,209,1273,258,1288,92,164,51,3466,188,620,229,120,167,2518
4903,594,604,488,610,673,733,682,359,160,2413,2490,50,2587,2180,86,55,534,4314,1623,115,182,193,236,247,139,2168,132,828,422,29,3492,266,2430,1980,46,181,3628,254,1021,352,4551,450,242,1791,332,1713,121,185,69,4615,288,886,331,155,193,3338
5696,665,758,600,772,723,869,717,400,192,2844,2852,49,3065,2492,90,65,650,4981,1834,132,239,240,273,288,167,2523,141,925,491,36,4103,347,2732,2386,52,179,4227,311,1158,418,5278,478,268,2028,349,2098,171,213,91,5400,296,977,406,172,263,3878
4844,552,625,465,645,724,697,609,350,177,2340,2504,53,2606,2104,81,59,565,4220,1567,101,167,198,228,252,148,2183,128,819,426,32,3439,276,2439,1931,46,152,3628,230,986,383,4461,436,255,1714,287,1766,123,201,62,4588,256,861,330,139,192,3322
3061,367,380,321,398,408,461,409,216,101,1471,1590,28,1655,1326,52,32,327,2702,985,83,118,99,147,154,104,1371,85,509,266,21,2180,168,1534,1231,21,107,2279,165,617,216,2845,268,154,1069,181,1120,86,139,44,2903,158,501,216,92,165,2087
4461,517,591,494,585,622,682,544,285,141,2160,2301,46,2398,1929,88,68,502,3891,1448,94,174,168,255,238,121,1963,111,726,394,22,3208,265,2130,1879,39,148,3315,234,912,320,4141,362,226,1593,312,1602,129,170,67,4219,242,731,326,116,232,3056
2358,268,297,226,319,353,343,322,150,80,1155,1203,34,1277,1012,35,38,239,2081,780,56,74,116,120,131,58,1023,61,412,235,15,1635,135,1169,953,20,81,1786,108,464,163,2195,229,97,827,167,844,81,84,29,2239,119,385,150,75,112,1636
7520,873,1026,770,915,1101,1090,984,519,242,3707,3813,60,3976,3363,121,93,838,6589,2516,141,273,288,360,412,218,3312,208,1269,681,48,5314,436,3668,3083,76,257,5582,415,1523,603,6917,613,345,2749,455,2714,232,299,113,7140,380,1344,525,206,373,5072
3208,417,395,308,429,466,471,398,218,106,1538,1670,39,1670,1444,55,33,355,2820,1036,70,128,110,162,191,99,1412,91,491,271,24,2331,160,1609,1315,27,97,2387,183,638,240,2968,295,163,1181,191,1118,94,118,48,3060,148,550,245,103,119,2191
5833,700,777,621,761,840,839,715,384,196,2815,3018,68,3077,2593,95,62,657,5114,1901,106,214,226,292,297,173,2624,162,980,512,28,4151,356,2792,2437,46,202,4321,315,1197,427,5406,525,264,2148,363,2069,166,206,92,5593,240,1012,407,145,293,3976
2629,306,336,281,351,404,374,313,181,83,1330,1299,22,1439,1117,51,30,302,2297,853,49,104,99,124,141,80,1179,63,472,239,22,1833,148,1329,1043,24,85,1960,129,540,189,2440,218,122,917,165,974,88,110,35,2496,133,483,157,70,129,1790
5181,648,675,499,660,719,818,634,340,188,2540,2641,51,2729,2313,88,71,520,4590,1754,118,205,201,239,268,137,2259,151,852,442,35,3701,276,2524,2171,40,170,3853,275,1053,389,4792,456,279,1878,327,1817,133,195,96,4896,285,900,364,142,226,3549
7670,907,972,748,1078,1035,1170,959,548,253,3734,3936,79,4004,3457,130,90,855,6725,2495,171,292,302,409,406,214,3381,200,1273,655,52,5490,443,3844,3065,71,247,5746,404,1520,557,7113,691,352,2747,507,2707,240,305,121,7289,381,1316,485,211,345,5313
3116,386,372,310,419,459,464,369,226,111,1530,1586,33,1654,1382,47,35,357,2724,1028,68,120,119,160,173,81,1367,86,503,290,25,2212,186,1537,1264,24,105,2343,156,617,236,2880,286,142,1119,216,1105,87,120,41,2961,155,550,221,101,153,2091
3016,346,376,294,391,456,445,375,221,112,1502,1514,27,1614,1318,57,33,330,2653,964,63,100,108,171,161,93,1356,75,489,275,21,2156,167,1554,1169,34,92,2252,161,603,217,2799,273,152,1049,203,1089,87,114,49,2869,147,515,195,101,146,2059
5676,696,726,556,760,768,844,745,394,187,2786,2890,66,3013,2496,101,76,609,4991,1868,130,228,176,285,318,149,2522,153,924,500,48,4051,347,2777,2317,51,184,4231,274,1171,439,5237,527,265,2050,338,2031,160,222,83,5388,288,932,403,171,277,3893
6134,737,751,620,771,860,912,824,455,204,3023,3111,62,3245,2717,110,67,665,5402,2036,141,239,234,308,292,173,2711,161,1036,541,36,4360,342,3035,2478,60,219,4549,323,1262,437,5697,556,292,2232,401,2189,146,231,87,5773,361,1114,422,201,246,4151
5169,638,696,549,659,723,739,659,335,171,2524,2645,39,2708,2324,98,60,603,4506,1678,111,197,189,258,286,140,2310,133,843,443,38,3712,298,2499,2177,34,161,3751,287,1131,372,4797,464,244,1889,320,1839,148,179,86,4934,235,917,306,129,235,3582
4377,512,522,447,596,634,638,555,312,161,2208,2169,37,2378,1904,58,56,490,3831,1431,89,165,160,211,233,154,1934,94,747,402,34,3100,255,2230,1709,39,144,3301,212,864,329,4048,415,184,1536,292,1557,143,187,63,4158,219,754,284,135,203,3001
4776,599,594,459,636,650,716,601,360,161,2358,2418,50,2525,2124,77,58,553,4165,1541,103,169,181,263,281,138,2100,114,767,426,36,3433,289,2348,1950,32,157,3547,247,982,377,4399,437,227,1722,299,1724,130,166,71,4535,241,818,308,154,218,3278
2783,309,340,303,344,376,455,353,198,105,1358,1425,33,1515,1192,43,28,300,2455,901,59,111,101,152,159,80,1220,69,501,256,17,1940,157,1398,1102,24,102,2099,143,541,225,2558,230,143,982,167,1024,75,122,40,2650,133,493,204,81,133,1872
3135,396,395,336,405,427,472,399,208,97,1493,1642,42,1675,1372,46,38,350,2747,1005,76,124,142,155,155,83,1395,66,526,291,16,2236,194,1533,1280,24,104,2324,190,621,232,2903,299,135,1124,190,1135,78,121,53,2971,164,536,223,103,136,2137
4235,487,527,439,612,597,623,518,277,155,2079,2156,45,2328,1796,66,43,500,3692,1370,92,192,183,204,228,119,1847,112,687,405,27,3004,241,2081,1721,34,158,3145,226,864,323,3912,350,186,1468,298,1594,115,163,61,4035,200,735,292,120,210,2878
4686,599,632,444,623,656,677,569,338,148,2362,2324,41,2483,2088,74,42,519,4125,1522,122,177,174,219,255,128,2089,107,738,391,38,3412,256,2273,1983,31,143,3442,241,1003,353,4333,382,222,1717,320,1644,138,192,71,4428,258,796,293,142,214,3241
2937,347,369,291,367,439,454,374,199,97,1404,1533,26,1536,1316,59,31,292,2614,1017,62,104,113,145,144,89,1263,76,497,240,19,2105,169,1437,1204,28,99,2183,136,618,229,2708,257,165,1062,199,1014,65,123,52,2783,154,530,212,84,137,1974
