"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo","official_lang","no.official_lang","work.official_lang","work.no.official_lang","no.married","married","living.common.law","separated","divorced","widowed","single.detached.house","apartment","other.attached","non.movers","nonmigrants.movers","interprovincial.movers","external.movers","other.movers"
440,18,14,13,22,27,13,18,10,20,23,24,36,34,30,47,37,30,24,169,271,0,44,17,68,26,29,6,12,8,25,0,22,10,10,0,22,0,0,6,0,0,10,4,0,0,9,0,31,29,0,32,0,19,1,433,7,233,207,121,212,25,6,38,38,62,0,378,398,42,0,0,0
425,18,33,39,25,31,12,23,24,24,28,24,30,33,33,10,18,17,3,241,184,0,22,4,70,21,28,8,12,0,34,0,23,0,12,0,13,5,0,0,0,0,7,0,0,0,0,18,71,14,13,20,9,19,2,405,20,214,211,173,210,12,10,15,5,110,0,315,321,55,7,17,25
510,17,21,40,44,28,20,13,15,17,40,40,48,32,28,41,24,8,34,256,254,0,43,27,71,19,41,10,11,0,23,15,14,0,1,2,0,8,5,21,0,0,3,2,0,14,0,0,74,6,0,93,0,0,7,489,21,275,235,191,271,2,5,29,12,145,0,365,434,58,9,9,0
680,21,34,49,50,47,23,22,21,46,52,56,53,54,36,45,30,23,18,324,356,20,76,5,36,38,25,4,12,11,40,7,0,2,1,13,6,13,0,11,16,13,0,0,0,0,19,23,109,40,0,111,22,6,1,653,27,262,418,242,357,24,0,32,25,248,0,432,589,29,19,9,34
400,22,27,27,43,30,13,19,10,26,36,39,32,25,21,14,1,3,12,193,207,0,29,0,46,36,15,6,21,5,21,12,29,0,0,13,11,15,6,20,0,0,9,0,0,0,0,0,35,0,0,59,12,0,0,379,21,175,225,178,181,9,6,16,10,88,0,312,290,75,0,12,23
475,29,51,40,29,29,10,0,26,41,52,39,27,20,27,23,11,11,10,227,248,4,53,0,52,19,22,18,24,0,32,6,16,0,13,5,15,19,0,29,0,0,7,0,16,0,0,23,19,32,0,29,12,10,0,450,25,222,253,205,229,20,7,12,2,140,0,335,426,17,0,0,32
435,23,23,46,42,15,4,10,11,32,56,36,31,21,26,20,14,13,12,205,230,0,35,0,36,39,27,6,15,4,21,20,26,0,12,0,15,9,0,19,0,9,12,0,0,0,0,19,0,0,11,88,0,12,0,409,26,198,237,176,208,14,6,13,18,129,0,306,411,7,0,17,0
885,34,45,47,78,34,37,34,32,77,87,93,77,62,49,50,26,13,10,418,467,8,92,12,50,27,25,4,25,3,15,0,7,6,6,0,16,0,0,13,0,14,0,1,0,0,8,0,215,18,0,270,26,24,0,802,83,319,566,327,437,28,21,53,19,166,0,719,682,123,29,47,4
575,7,18,34,55,27,22,22,15,23,46,49,45,38,38,41,12,17,66,249,326,14,67,22,62,45,22,18,17,10,7,5,19,0,15,7,12,11,0,0,0,0,0,0,0,0,12,9,43,0,0,132,9,17,0,478,97,233,342,185,270,12,11,25,72,173,0,402,418,37,0,20,100
450,10,35,36,32,29,14,13,22,43,40,34,34,32,27,17,14,6,12,206,244,0,80,0,52,19,29,0,9,0,0,8,11,0,8,0,9,0,0,8,12,0,0,0,0,0,0,0,65,11,0,94,10,25,0,421,29,137,313,162,241,11,9,10,17,154,0,296,309,37,0,0,104
415,11,25,39,39,32,9,6,21,34,33,22,35,27,34,22,14,3,9,219,196,0,54,6,42,37,21,17,19,5,27,13,17,0,11,0,15,0,4,29,0,0,3,2,0,0,0,0,16,0,0,49,5,12,11,404,11,244,171,155,199,11,8,20,22,128,0,287,329,86,0,0,0
380,16,32,37,35,13,4,21,27,11,37,38,28,20,17,19,11,9,5,194,186,0,74,0,31,10,24,10,20,19,22,0,2,0,3,0,0,4,0,22,5,0,0,2,0,0,0,0,23,0,0,85,0,14,10,368,12,180,200,128,205,8,6,17,16,118,0,262,338,42,0,0,0
405,0,6,9,9,5,0,0,0,14,10,6,12,11,30,73,62,72,86,121,284,0,38,0,69,50,50,6,17,13,31,8,8,8,18,0,18,0,0,14,0,0,0,1,0,0,19,8,14,0,0,0,0,15,0,405,0,56,349,63,88,10,18,115,111,29,0,376,339,15,0,0,51
455,9,32,39,50,21,13,20,26,24,58,49,29,39,16,19,9,2,0,236,219,0,42,0,35,22,40,5,9,15,26,5,0,0,13,10,4,17,0,5,7,0,0,0,0,0,0,26,32,12,0,94,10,20,6,428,27,200,255,189,210,16,11,17,12,142,0,313,363,51,0,18,23
385,10,30,35,40,28,13,10,13,22,27,31,23,24,30,17,12,3,17,170,215,8,65,7,39,12,26,15,2,4,28,0,9,0,3,0,17,14,0,0,0,0,14,0,0,0,0,0,62,9,0,32,0,10,9,373,12,183,202,183,164,15,6,10,7,111,0,274,312,39,0,14,20
535,2,18,14,26,13,10,15,11,16,18,46,34,59,45,64,54,42,48,218,317,0,78,0,73,33,47,30,11,2,39,9,22,0,20,14,23,7,0,0,0,8,2,0,0,0,14,6,47,0,0,38,0,0,12,531,4,208,327,126,200,31,15,92,71,7,318,210,437,29,7,16,46
490,7,14,33,32,9,18,17,28,34,48,34,42,49,29,45,17,12,22,243,247,4,40,0,54,22,27,16,10,5,14,5,0,0,18,9,0,5,1,7,0,8,0,0,0,0,19,0,110,0,0,73,0,43,0,475,15,240,250,160,168,31,11,82,38,0,291,199,341,98,15,34,2
605,10,12,16,27,25,26,25,16,29,24,47,39,46,53,60,70,39,41,247,358,0,92,0,72,47,58,3,31,9,17,8,13,4,7,0,12,0,0,9,6,11,3,0,0,0,6,9,83,9,0,38,20,34,4,592,13,251,354,170,246,22,23,87,57,4,350,251,512,63,0,30,0
460,13,15,25,21,26,13,11,13,24,37,27,22,16,38,39,46,29,45,198,262,0,34,0,58,10,38,20,17,0,15,8,20,0,19,17,10,3,7,2,0,8,0,0,0,0,0,0,88,0,0,56,9,16,5,455,5,158,302,136,171,27,12,61,53,0,159,301,363,27,8,33,29
425,14,8,3,18,28,9,9,9,15,16,31,33,36,48,34,41,34,39,162,263,0,26,14,46,18,18,21,27,0,34,2,15,0,3,15,7,1,4,9,0,3,4,0,0,0,8,0,73,0,0,55,0,22,0,399,26,150,275,133,138,15,18,82,39,54,193,178,380,45,0,0,0
425,22,32,38,23,37,14,8,21,22,37,36,30,26,22,14,14,10,19,213,212,0,36,17,53,28,22,23,8,0,40,0,21,11,0,0,18,10,0,5,0,0,3,0,7,0,0,25,10,0,0,86,0,0,2,402,23,203,222,180,185,21,18,12,9,117,0,308,400,9,0,9,7
505,16,15,43,53,17,30,21,9,40,40,69,31,34,41,31,2,9,4,230,275,0,28,0,52,23,27,11,22,6,22,6,16,0,19,5,5,22,0,0,0,0,0,4,0,0,10,18,53,0,0,115,13,28,0,477,28,287,218,189,260,18,7,16,15,141,0,364,426,23,9,12,35
495,15,22,55,59,21,10,15,26,33,65,39,37,27,24,18,12,6,11,226,269,14,49,0,24,8,28,12,9,0,4,5,15,0,4,2,7,8,0,0,0,2,0,3,0,0,0,0,39,12,0,206,12,32,0,472,23,234,261,204,242,15,10,8,16,138,0,357,430,42,0,23,0
465,20,22,30,39,40,10,15,14,40,43,34,38,44,32,17,15,8,4,207,258,0,43,15,43,32,27,10,9,0,15,10,8,0,5,0,11,20,0,25,0,0,15,0,0,0,19,0,54,0,0,76,0,28,0,441,24,256,209,178,232,17,12,8,18,154,0,311,449,0,8,8,0
590,14,11,25,38,26,8,12,16,20,39,39,27,31,27,18,29,57,153,252,338,0,71,15,40,31,34,58,21,16,28,0,48,0,15,6,14,5,0,11,0,0,0,0,0,0,0,0,73,14,0,75,0,0,15,356,234,212,378,157,202,21,5,63,142,100,0,490,358,10,0,0,222
575,16,25,41,36,38,26,25,16,22,56,72,46,60,20,28,25,15,8,260,315,0,60,11,49,33,29,0,34,22,7,0,18,0,2,11,0,16,0,12,0,0,15,0,0,0,0,8,54,0,0,167,0,27,0,545,30,229,346,196,312,17,6,31,13,179,0,396,466,0,0,28,81
555,14,24,35,29,28,31,22,18,34,47,54,63,46,24,29,36,21,0,267,288,9,45,0,66,9,17,13,6,0,39,7,12,10,7,0,0,0,0,14,0,0,5,0,0,0,20,0,97,8,0,155,0,16,0,539,16,209,346,179,294,36,1,19,26,105,84,366,408,31,18,63,35
550,9,20,50,38,33,25,17,6,28,36,56,62,47,32,36,14,24,17,270,280,0,43,8,90,22,36,14,30,17,20,3,10,7,2,10,8,14,0,13,0,9,7,0,0,0,5,10,84,0,0,58,19,11,0,545,5,253,297,198,242,34,18,37,21,110,0,440,471,66,0,0,13
535,9,22,18,25,17,9,18,39,36,37,44,47,41,36,30,37,42,28,246,289,13,40,0,66,27,60,4,17,7,28,2,24,0,11,9,6,3,0,4,0,0,9,0,0,0,0,0,87,14,2,37,20,43,2,521,14,281,254,167,215,22,13,75,43,13,220,302,453,62,7,0,13
1180,18,32,40,61,56,45,31,39,36,56,71,67,79,84,62,87,97,219,484,696,8,95,8,106,50,80,13,8,8,37,6,37,13,26,6,22,30,0,18,7,10,0,17,0,17,35,21,260,43,0,108,9,81,1,1137,43,394,786,352,467,36,34,95,196,54,219,907,879,75,9,46,171
1045,24,26,28,29,56,57,71,64,69,92,83,85,86,66,51,62,40,56,518,527,0,53,0,60,26,61,6,9,11,25,11,29,13,9,6,6,12,11,17,0,0,0,0,0,0,0,0,560,67,0,7,22,23,1,994,51,534,511,312,432,40,46,118,97,7,551,487,858,80,12,32,63
435,14,18,28,15,20,45,26,25,17,30,45,40,42,23,9,17,8,13,199,236,0,26,13,31,25,15,12,20,5,12,9,5,7,9,0,0,9,0,7,11,5,1,0,0,0,16,0,84,28,0,43,29,13,0,435,0,226,209,161,188,28,22,23,13,100,0,335,289,40,0,20,86
390,19,28,16,24,20,7,19,27,36,33,30,46,20,30,12,17,5,1,177,213,42,65,6,31,24,42,16,19,4,28,4,7,0,0,0,5,5,9,3,0,0,0,0,0,0,0,16,26,7,0,9,12,6,4,385,5,222,168,141,138,27,22,40,22,49,0,341,325,49,0,0,16
425,24,20,18,20,13,42,20,34,40,37,41,33,32,25,11,7,6,2,211,214,0,60,0,28,5,21,9,0,5,17,0,8,0,0,9,28,0,0,0,0,0,0,6,0,0,0,0,104,31,0,24,70,0,0,412,13,208,217,163,207,29,9,14,3,68,0,357,278,8,22,17,100
575,32,38,12,29,23,33,40,28,43,56,36,38,40,38,21,24,25,19,276,299,0,45,19,51,24,31,9,12,15,22,15,14,0,17,6,4,1,0,11,0,6,5,5,6,3,0,0,66,30,29,66,20,43,0,564,11,362,213,221,213,27,16,67,31,76,0,499,529,46,0,0,0
435,19,31,25,28,23,13,13,19,32,38,46,29,36,20,31,11,14,7,229,206,14,53,0,49,39,41,11,12,8,34,7,20,7,13,0,8,29,6,15,0,0,7,4,0,7,0,12,8,25,0,4,0,2,0,431,4,280,155,153,219,23,6,20,14,160,0,275,418,0,6,11,0
470,16,21,23,24,13,9,18,28,30,26,36,48,51,52,28,17,15,15,240,230,19,61,0,56,29,43,0,7,9,40,11,33,14,35,0,4,3,0,10,1,3,0,5,2,4,24,0,11,0,7,31,0,7,1,470,0,248,222,143,253,23,6,28,17,201,0,269,414,29,0,0,27
1025,51,58,62,51,33,95,103,87,73,87,58,61,42,60,40,20,22,22,495,530,16,114,18,97,54,77,23,27,17,60,7,39,7,18,20,14,20,9,10,6,7,3,5,0,0,24,26,103,21,0,48,27,95,13,1001,24,675,350,363,472,76,29,51,34,130,0,895,871,120,15,19,0
1005,53,56,63,58,62,56,87,69,98,81,85,79,57,30,26,8,22,15,492,513,27,109,24,79,49,58,10,22,14,37,6,35,5,0,7,18,9,6,4,10,23,1,0,0,0,30,9,159,15,20,87,51,81,0,970,35,584,421,371,483,70,18,36,27,60,0,945,665,168,22,32,118
745,42,67,47,69,55,27,36,56,54,53,77,70,34,27,12,6,9,4,339,406,40,125,27,62,44,42,3,33,20,33,17,27,7,23,3,10,16,6,24,0,0,5,0,0,0,24,36,41,9,0,4,18,45,1,739,6,477,268,328,309,27,29,45,7,0,9,736,621,36,11,0,77
405,20,28,12,27,12,18,16,29,40,38,21,27,30,39,11,14,14,9,220,185,8,74,0,33,17,41,16,14,4,30,0,21,9,0,0,0,0,7,13,0,6,9,0,0,8,0,21,12,26,0,24,0,10,2,400,5,291,114,142,182,40,5,20,16,104,0,301,384,13,8,0,0
525,38,26,26,31,23,27,12,37,39,37,54,34,44,39,22,21,7,8,242,283,41,95,0,53,26,33,6,15,10,29,0,11,6,0,3,6,0,0,22,4,10,0,8,0,0,20,0,63,10,0,25,9,13,7,517,8,292,233,222,225,20,8,37,13,98,0,427,436,46,13,0,30
410,29,18,25,23,24,19,17,31,32,20,47,47,8,27,11,5,10,17,197,213,8,55,9,46,14,20,7,25,10,0,0,3,0,4,2,0,7,0,12,0,8,8,0,0,0,18,0,80,27,0,8,31,0,8,397,13,258,152,174,177,12,10,11,26,95,0,315,376,28,0,0,6
645,51,48,40,29,45,19,43,36,77,79,47,52,27,18,16,10,4,4,313,332,16,69,9,54,25,34,7,25,15,24,15,8,0,20,0,0,0,0,11,5,28,33,0,0,0,0,22,70,14,0,47,75,18,1,640,5,356,289,289,271,25,17,29,14,74,0,571,507,57,0,0,81
575,21,31,25,38,34,32,31,38,44,50,65,59,31,41,18,12,5,0,308,267,15,51,14,48,18,34,8,16,9,35,5,34,1,4,6,6,2,1,21,0,8,3,2,0,0,15,0,34,12,0,101,47,15,10,568,7,367,208,218,277,33,12,27,8,77,0,498,509,31,0,7,28
320,9,28,20,21,19,16,17,29,30,25,34,25,15,8,9,8,7,0,145,175,8,41,8,36,12,18,0,7,9,15,0,14,3,6,9,14,0,9,15,0,4,0,0,0,0,6,0,28,0,0,30,12,8,8,320,0,198,122,144,112,19,11,26,8,22,0,298,303,17,0,0,0
635,41,25,28,36,16,45,52,53,61,58,55,51,39,22,21,13,8,11,303,332,10,82,0,73,20,41,15,24,3,50,10,28,0,15,13,25,13,0,15,2,25,3,0,0,8,28,26,43,11,0,34,0,18,0,622,13,401,234,232,268,39,21,50,25,30,0,605,514,64,13,0,44
755,52,35,32,24,19,46,51,78,50,59,60,67,57,38,28,28,23,8,343,412,14,69,21,79,33,48,11,50,8,41,0,10,11,12,9,0,33,7,31,0,32,5,0,8,5,0,13,56,12,9,9,84,26,9,744,11,387,368,258,356,43,15,48,35,0,59,696,609,68,9,0,69
535,40,15,24,39,25,22,27,36,39,50,34,39,25,32,34,19,16,19,235,300,17,106,0,37,30,43,10,15,9,30,4,22,1,12,1,9,4,4,0,0,4,12,0,15,0,13,0,26,7,0,34,56,14,0,523,12,280,255,185,228,35,6,59,22,24,4,507,415,61,11,8,40
945,25,19,15,26,18,72,111,54,69,66,65,47,64,41,50,40,55,108,404,541,22,136,0,103,44,65,9,27,16,48,0,32,6,15,12,11,26,12,16,10,10,20,0,0,11,19,15,172,23,0,24,14,15,12,923,22,426,519,263,349,99,35,79,120,0,400,545,555,73,43,41,233
885,34,16,23,16,30,83,95,74,58,50,59,57,52,70,57,41,45,25,411,474,31,63,6,69,47,33,13,29,18,38,6,22,0,4,20,25,11,0,22,5,6,41,11,0,10,30,3,211,17,8,15,22,44,5,862,23,593,292,277,353,96,24,88,47,0,457,428,728,119,13,25,0
720,18,26,9,22,49,77,70,56,44,44,58,68,40,54,21,26,13,25,329,391,24,121,14,73,43,37,12,36,10,34,17,32,17,13,0,6,8,4,9,11,9,0,5,0,0,36,0,45,13,0,11,37,36,7,702,18,428,292,278,232,67,23,84,36,0,0,720,650,58,0,12,0
520,24,26,15,21,44,48,47,60,36,50,41,44,22,26,8,6,2,0,249,271,18,93,8,31,19,19,3,20,10,38,3,14,0,12,0,3,6,0,9,0,0,5,0,6,4,14,0,52,6,7,0,110,8,2,514,6,400,120,228,168,45,20,47,12,0,126,394,449,37,18,10,6
510,19,29,21,36,37,45,34,48,45,50,43,43,18,17,8,10,6,1,224,286,15,30,13,30,27,22,10,9,10,25,0,19,0,4,3,10,13,5,9,3,0,0,0,0,11,20,33,54,13,0,0,117,0,5,503,7,279,231,216,162,48,13,53,18,0,0,510,346,71,10,9,74
600,24,60,30,49,28,26,39,52,67,48,43,42,29,24,17,16,0,6,305,295,13,59,0,72,23,57,21,7,13,14,14,12,0,8,9,13,9,5,10,0,6,0,8,0,9,8,26,69,0,9,30,60,0,16,578,22,406,194,263,214,43,14,53,13,23,0,577,529,60,0,11,0
580,30,55,37,24,42,33,28,45,47,41,46,32,31,33,23,8,14,11,279,301,31,80,10,64,30,33,16,20,4,29,0,37,8,0,8,7,14,0,29,0,0,15,0,0,0,0,10,23,31,0,16,38,27,0,561,19,298,282,256,238,41,14,26,5,66,0,514,481,39,0,17,43
665,18,25,21,26,27,49,61,60,70,42,60,53,49,20,38,17,16,13,291,374,17,116,0,38,35,35,12,25,10,31,14,20,0,10,10,12,15,0,8,0,8,0,0,0,7,30,6,98,28,0,11,42,27,0,645,20,447,218,260,212,52,36,77,28,0,0,665,586,54,13,0,12
470,20,7,11,6,33,47,49,40,21,21,39,50,38,28,20,15,15,10,226,244,0,37,8,44,16,31,5,11,9,9,5,24,0,10,0,6,0,0,15,0,17,10,0,0,0,9,0,96,58,0,22,19,8,1,463,7,274,196,182,155,45,11,58,19,0,0,470,366,72,0,9,23
635,29,31,24,25,39,36,57,38,36,61,38,60,39,47,26,14,20,15,300,335,12,71,0,54,18,33,24,31,11,28,7,21,0,8,0,3,14,0,5,0,14,5,1,0,0,35,9,120,40,33,0,15,15,8,617,18,299,336,253,260,16,16,60,30,18,50,567,486,65,0,0,84
690,29,28,36,42,49,42,46,44,55,48,65,51,52,49,25,10,8,11,331,359,16,89,17,70,46,57,11,34,22,33,0,10,0,12,4,11,15,5,18,0,0,0,6,0,0,13,23,74,0,0,16,55,25,8,683,7,414,276,296,250,56,20,43,25,17,0,673,581,41,9,6,53
480,31,21,34,32,17,23,14,29,47,45,45,50,22,25,14,17,10,4,246,234,6,59,39,54,33,29,18,16,17,20,0,21,0,6,17,6,5,7,7,0,11,7,0,0,0,0,0,28,0,0,31,16,22,5,461,19,240,240,194,201,32,10,28,15,100,0,380,412,28,0,0,40
590,16,53,29,28,32,38,42,60,40,51,38,41,38,31,12,14,13,14,304,286,13,36,13,35,21,17,3,17,12,43,0,19,0,22,7,0,18,0,14,7,0,5,5,0,0,14,18,66,54,0,19,93,19,0,572,18,342,248,229,260,31,18,27,25,104,0,486,522,56,0,0,12
710,49,53,36,35,28,63,35,50,62,56,74,49,48,9,21,15,7,20,357,353,41,135,0,53,27,37,8,26,0,35,4,12,0,20,4,0,25,0,41,9,5,0,10,0,0,14,14,45,37,7,47,0,54,0,690,20,407,303,293,299,39,12,39,28,158,0,552,645,26,0,0,39
460,20,33,34,29,18,12,20,33,32,51,37,39,33,14,20,15,2,18,206,254,10,76,8,52,16,33,9,15,11,17,14,4,4,0,0,15,15,0,4,0,6,0,0,2,8,0,13,29,14,0,30,14,41,0,442,18,203,257,189,155,37,21,48,10,20,0,440,382,42,0,11,25
585,19,34,36,52,47,48,39,40,38,46,40,55,28,25,8,14,7,9,283,302,12,44,9,34,17,16,9,26,0,17,6,5,3,20,18,13,6,0,6,1,0,3,8,0,17,11,56,91,8,13,27,41,47,1,563,22,389,196,261,213,39,24,26,22,17,0,568,555,30,0,0,0
620,22,25,39,54,43,33,25,31,42,52,47,61,35,48,20,15,12,16,295,325,3,75,13,68,31,47,25,11,0,43,6,28,3,7,5,8,15,0,23,7,7,0,4,8,0,14,14,41,0,11,47,0,56,0,620,0,411,209,239,252,48,21,40,20,76,0,544,485,89,0,9,37
445,22,15,27,45,39,7,4,19,33,43,67,28,22,24,21,14,8,7,217,228,6,53,5,58,15,47,10,27,11,34,4,17,5,9,6,0,0,0,6,0,0,15,0,0,0,0,0,46,0,0,54,7,10,0,432,13,322,123,167,229,6,2,23,18,144,0,301,412,21,12,0,0
