"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo","official_lang","no.official_lang","work.official_lang","work.no.official_lang","no.married","married","living.common.law","separated","divorced","widowed","single.detached.house","apartment","other.attached","non.movers","nonmigrants.movers","interprovincial.movers","external.movers","other.movers"
550,6,25,29,43,38,6,11,10,37,31,71,67,35,32,47,27,20,15,254,296,0,42,12,88,27,40,15,32,12,26,7,14,8,5,7,6,8,0,12,0,11,10,0,0,0,8,11,91,0,0,44,11,3,0,545,5,247,303,161,282,21,21,50,15,72,0,478,483,59,0,0,8
535,7,18,16,31,12,9,19,38,24,57,37,36,35,39,46,35,33,43,235,300,7,32,0,92,23,48,3,13,7,26,7,23,0,16,2,10,8,0,10,0,0,13,0,0,0,0,0,78,9,4,36,11,55,2,523,12,257,278,167,204,23,19,70,52,15,232,288,455,46,15,0,19
1180,5,27,42,75,64,40,36,28,32,63,73,81,80,77,59,98,90,210,468,712,7,86,15,127,56,93,13,23,9,25,9,38,20,21,4,31,24,0,13,7,5,0,12,0,24,26,20,279,42,0,81,12,58,0,1158,22,346,834,367,459,35,32,102,185,42,220,918,878,98,10,43,151
1045,40,23,30,36,42,71,84,70,69,73,71,78,93,73,49,66,25,52,487,558,0,39,0,59,22,31,6,19,10,31,11,34,15,11,12,8,18,14,25,0,0,0,0,0,0,0,0,587,50,0,3,19,20,1,995,50,552,493,362,419,33,54,105,72,3,527,515,835,93,8,30,79
435,19,23,34,7,23,39,33,16,16,31,48,35,37,28,12,13,11,10,203,232,0,29,11,26,30,14,12,19,8,23,3,6,8,13,0,0,7,0,5,12,4,0,0,0,0,18,0,86,24,0,27,35,15,0,435,0,225,210,176,180,27,13,24,15,92,0,343,285,43,0,24,83
390,22,30,23,21,16,8,20,24,37,25,38,53,22,21,10,14,6,0,177,213,53,59,5,39,27,45,12,15,5,16,3,3,0,0,0,8,3,2,4,0,0,0,0,0,0,0,21,29,10,0,8,10,4,9,385,5,235,155,149,134,26,26,38,17,51,0,339,319,50,0,0,21
425,24,12,19,17,11,38,22,32,37,62,41,25,31,32,4,9,7,2,221,204,0,65,0,18,7,19,14,0,10,19,0,7,0,0,14,20,0,0,0,0,0,0,6,0,0,0,0,139,17,0,19,51,0,0,411,14,187,238,177,182,40,9,13,4,47,0,378,265,13,20,25,102
575,24,41,18,24,29,35,52,39,42,58,24,37,38,44,14,16,18,22,270,305,0,40,12,43,29,30,7,12,22,25,16,17,0,6,3,6,3,0,19,0,4,3,10,15,7,0,0,94,31,24,50,16,31,0,566,9,366,209,206,239,34,14,62,20,74,0,501,543,32,0,0,0
435,19,28,31,34,34,20,9,29,32,33,46,27,32,20,14,14,9,4,216,219,19,66,0,55,37,49,3,13,14,19,3,13,8,17,0,5,25,8,13,0,0,5,2,0,10,0,17,9,20,0,2,0,3,0,430,5,282,153,175,202,27,8,17,6,158,0,277,418,0,10,7,0
470,18,24,25,21,16,16,22,31,24,13,45,61,48,43,22,11,20,10,248,222,22,68,0,72,29,40,0,11,13,28,10,18,18,30,0,3,5,0,18,4,4,0,11,1,6,10,0,8,0,7,29,0,5,0,470,0,266,204,157,255,19,5,20,14,163,0,307,416,30,0,0,24
1025,47,58,62,69,42,81,100,104,69,61,69,67,46,55,34,18,23,20,471,554,21,100,21,109,66,70,16,23,23,46,5,45,6,18,25,15,27,7,8,3,6,3,5,0,0,27,27,111,21,0,45,24,90,12,996,29,719,306,359,453,90,28,56,39,121,0,904,861,115,15,34,0
1005,54,65,69,52,41,63,71,79,108,92,72,83,70,31,15,8,15,17,497,508,22,138,20,82,68,50,13,13,12,24,7,42,6,0,10,21,15,1,4,5,25,0,0,0,0,28,10,167,17,9,64,54,78,0,980,25,611,394,397,461,69,12,40,26,37,0,968,652,164,22,23,144
745,44,67,50,81,71,36,36,50,54,60,66,69,26,20,9,3,3,0,318,427,36,144,28,98,39,59,11,19,14,36,21,26,6,21,6,7,21,4,18,0,0,5,0,0,0,27,25,23,13,0,3,12,23,0,743,2,492,253,366,292,20,30,33,4,0,3,742,624,39,9,0,73
405,23,29,16,26,11,24,16,24,37,36,26,26,31,34,10,10,16,10,190,215,5,88,0,47,21,38,18,14,7,22,0,17,9,0,0,0,0,3,10,0,5,2,0,0,7,0,19,12,22,0,24,0,10,5,402,3,290,115,139,188,31,6,19,22,87,0,318,367,26,12,0,0
525,33,33,22,23,20,26,23,37,47,41,50,54,40,29,12,14,9,12,249,276,42,71,0,50,37,33,1,16,10,37,0,6,7,0,3,3,0,0,20,6,14,0,8,0,0,22,0,77,9,0,22,4,14,13,513,12,294,231,227,213,33,9,25,18,90,0,435,445,43,8,0,29
410,31,23,27,32,23,28,14,35,31,16,35,42,11,19,12,8,10,13,196,214,9,50,8,52,7,23,8,34,9,0,0,7,0,1,9,0,3,0,11,0,10,6,0,0,0,17,0,90,18,0,10,25,0,3,401,9,254,156,172,191,12,12,12,11,92,0,318,384,25,0,0,1
645,52,65,39,20,36,26,41,22,81,85,41,49,29,20,16,7,9,7,321,324,15,60,9,58,19,20,3,27,9,16,8,7,0,18,0,0,0,0,12,10,45,38,0,0,0,0,23,87,10,0,64,67,20,0,636,9,362,283,261,303,19,10,40,12,71,0,574,504,64,0,0,77
575,15,36,44,35,31,35,39,32,48,53,60,54,32,36,18,0,7,0,274,301,6,45,21,47,24,36,5,15,11,40,6,37,0,9,3,9,0,6,15,0,7,2,0,0,0,15,0,28,12,0,94,53,23,6,565,10,341,234,225,251,43,17,30,9,79,0,496,492,37,0,17,29
320,8,22,24,33,15,11,17,28,25,24,32,39,20,5,10,7,0,0,148,172,3,47,12,37,10,25,0,7,9,8,0,15,3,13,4,15,0,5,12,0,4,0,0,0,0,4,0,38,0,0,22,14,7,6,320,0,205,115,155,95,31,11,16,12,8,0,312,291,29,0,0,0
635,37,35,38,46,16,45,46,49,61,63,48,43,32,19,24,11,8,14,293,342,14,59,0,71,21,31,18,32,7,59,15,20,0,13,12,18,11,0,22,5,19,5,0,0,7,30,27,56,9,0,31,0,23,0,632,3,382,253,255,227,43,31,56,23,21,0,614,498,66,18,0,53
755,57,36,26,30,27,23,51,79,59,58,63,80,46,36,45,18,17,4,326,429,9,59,13,94,28,57,7,52,11,43,0,9,16,11,11,0,40,7,38,0,24,5,0,4,6,0,9,67,14,11,6,70,24,10,747,8,393,362,257,345,37,15,53,48,0,53,702,621,58,8,0,68
535,32,22,22,41,23,35,38,26,37,45,34,41,23,31,26,29,20,10,225,310,22,121,0,32,38,31,8,14,14,32,2,25,1,10,0,12,3,6,0,0,5,14,0,22,0,4,0,19,9,0,20,60,11,0,524,11,286,249,204,212,32,10,56,21,19,6,510,409,49,8,10,59
945,25,11,11,30,21,90,96,55,64,58,71,50,48,38,70,27,67,113,390,555,12,149,0,104,40,72,7,26,25,46,0,40,4,16,10,18,26,11,19,14,7,15,0,0,15,19,10,168,11,0,20,11,18,12,936,9,438,507,262,346,109,40,78,110,0,403,542,527,74,41,44,259
885,28,9,20,17,30,93,90,74,66,45,66,65,62,58,57,39,34,32,391,494,28,68,11,73,51,34,16,32,15,27,5,30,0,12,29,16,15,0,30,2,9,24,9,0,6,22,10,213,13,6,25,12,32,10,860,25,589,296,265,355,97,22,95,51,0,437,448,732,112,21,20,0
720,23,17,15,28,45,64,58,65,44,59,62,68,30,57,25,32,12,16,322,398,25,126,14,73,52,46,14,37,9,28,17,39,6,5,0,8,0,5,17,14,8,1,3,0,0,45,0,39,7,0,11,45,20,6,704,16,423,297,243,228,71,40,103,35,0,0,720,658,56,0,6,0
520,25,21,13,24,45,48,61,73,32,44,37,39,24,29,2,1,2,0,257,263,21,95,3,26,15,24,5,22,4,39,8,17,0,9,0,4,7,0,9,0,0,8,0,4,3,12,0,54,7,4,0,115,2,3,518,2,373,147,226,163,56,20,50,5,0,99,421,445,36,15,16,8
510,18,31,29,22,45,50,44,34,48,41,51,44,16,15,7,6,3,6,222,288,9,34,8,40,21,30,9,5,8,20,0,28,0,8,5,8,13,8,5,4,0,0,0,0,13,14,33,56,9,0,0,117,0,5,502,8,286,224,218,173,48,8,44,19,0,0,510,328,66,6,13,97
600,31,64,26,34,32,25,34,53,76,57,58,31,24,15,23,14,0,3,294,306,9,74,0,48,28,62,28,6,10,21,12,14,0,5,11,21,14,2,13,0,5,0,3,0,7,6,30,72,0,5,30,45,0,19,576,24,426,174,242,224,52,18,49,15,17,0,583,517,71,0,12,0
580,25,46,50,30,41,31,37,34,40,43,59,37,32,28,17,17,4,9,286,294,42,82,10,53,35,40,14,14,3,37,0,36,3,0,4,9,14,0,47,0,0,23,0,0,0,0,6,20,27,0,11,32,18,0,572,8,297,283,255,239,43,11,24,8,71,0,509,495,32,0,17,36
665,13,22,27,28,35,55,49,63,78,42,53,48,42,39,33,16,14,8,262,403,7,97,0,27,40,24,14,35,8,42,13,29,0,20,20,11,14,0,7,0,13,0,0,0,8,31,5,108,26,0,8,38,19,1,650,15,465,200,260,199,60,27,77,42,0,0,665,596,49,6,0,14
470,26,9,14,6,40,50,47,35,30,35,37,49,27,28,17,6,9,5,220,250,0,31,8,27,19,30,13,9,5,12,4,30,0,5,0,4,0,0,17,0,14,14,0,0,0,14,0,101,61,0,21,22,9,0,461,9,271,199,195,146,43,10,62,14,0,0,470,382,65,0,8,15
635,22,34,36,33,40,28,57,47,32,54,30,41,46,59,17,22,21,16,270,365,16,74,0,56,8,32,33,27,12,24,8,16,0,6,0,5,15,0,4,0,10,11,2,0,0,31,5,124,34,41,0,9,20,12,622,13,295,340,252,249,21,20,65,28,23,36,576,475,66,0,0,94
690,38,18,35,31,48,39,44,41,47,53,67,56,52,60,32,7,9,13,335,355,18,93,13,70,54,52,3,40,15,35,0,6,0,12,7,10,16,5,18,0,0,0,6,0,0,15,21,103,0,0,15,40,18,5,684,6,410,280,320,227,62,23,41,17,10,0,680,583,41,9,6,51
480,24,28,31,35,14,22,24,31,41,50,50,45,20,22,19,12,6,6,261,219,5,47,28,50,35,33,19,23,18,22,0,19,0,5,17,5,8,8,8,0,13,17,0,0,0,0,0,26,0,0,29,22,22,1,470,10,273,207,189,193,46,12,26,14,72,0,408,405,34,0,0,41
590,27,49,26,38,19,48,32,46,55,57,46,39,30,35,13,11,10,9,305,285,17,46,11,30,29,16,2,27,10,27,0,22,0,24,5,0,7,0,16,9,0,17,4,0,0,10,11,81,52,0,11,89,17,0,571,19,334,256,223,258,39,13,32,25,77,0,513,511,58,0,0,21
710,36,66,30,36,37,55,42,52,56,56,62,61,49,14,14,26,6,12,364,346,51,141,0,49,42,43,9,29,0,36,14,11,0,23,4,0,23,0,26,4,7,0,15,0,0,9,20,39,25,8,36,0,46,0,697,13,402,308,285,318,38,15,26,28,142,0,568,656,15,0,0,39
460,21,38,20,16,24,17,19,34,25,50,38,52,35,19,23,12,4,13,211,249,13,82,6,49,11,33,12,18,4,30,19,6,3,0,0,17,14,0,7,0,3,0,0,0,8,0,12,40,16,0,19,10,28,0,434,26,195,265,197,150,40,17,49,7,18,0,442,378,37,0,10,35
585,27,42,45,45,61,40,36,38,34,51,42,49,33,16,6,10,3,7,276,309,9,40,2,42,22,21,4,28,0,10,2,5,5,18,14,12,8,0,7,5,0,4,18,0,13,9,65,89,14,11,21,44,43,0,571,14,398,187,277,198,39,19,37,15,13,0,572,561,24,0,0,0
620,35,34,39,49,35,27,27,36,38,65,50,63,29,36,16,15,15,11,286,334,6,88,11,51,30,38,24,20,5,51,6,36,8,7,8,13,17,0,17,2,7,0,4,9,0,10,18,44,0,3,34,0,53,0,620,0,427,193,250,259,50,10,33,18,101,0,519,470,95,0,11,44
445,18,16,44,45,25,4,2,18,29,48,52,34,32,34,13,14,13,4,211,234,2,65,10,44,21,39,14,25,14,20,9,16,4,13,7,0,0,0,2,0,0,14,0,0,0,0,0,58,0,0,52,7,9,0,435,10,306,139,162,230,13,4,15,21,142,0,303,411,18,16,0,0
