"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo","official_lang","no.official_lang","work.official_lang","work.no.official_lang","no.married","married","living.common.law","separated","divorced","widowed","single.detached.house","apartment","other.attached","non.movers","nonmigrants.movers","interprovincial.movers","external.movers","other.movers"
495,22,24,19,25,30,36,33,26,41,44,43,36,35,27,20,14,15,5,261,234,5,38,0,23,9,11,10,2,6,15,0,3,1,4,3,9,7,1,11,0,2,8,1,0,0,9,4,20,71,13,130,32,44,3,449,46,276,219,184,220,30,15,26,20,152,265,78,413,42,5,17,18
410,16,12,25,24,30,23,31,25,33,38,22,29,25,27,18,15,9,8,208,202,6,22,0,22,2,8,5,3,4,9,1,5,3,0,3,3,5,1,8,2,3,3,6,2,1,2,5,12,61,7,138,25,31,2,374,36,197,213,153,197,16,6,21,17,129,217,64,346,33,1,16,14
300,13,10,17,14,28,23,17,21,14,15,31,34,14,25,7,8,6,3,159,141,3,21,0,9,4,1,1,3,0,10,1,2,0,3,3,4,2,1,13,0,0,2,0,0,1,2,4,19,33,6,95,30,26,1,272,28,151,149,121,148,7,9,7,8,112,143,45,247,27,3,9,14
540,25,23,32,44,31,44,38,37,31,35,47,31,40,22,21,20,9,10,272,268,4,40,0,22,5,5,2,5,8,9,1,6,0,4,5,6,6,1,5,6,3,1,1,0,0,6,2,24,101,12,168,44,37,1,488,52,289,251,222,229,24,13,28,24,166,318,56,452,47,5,14,22
595,21,32,41,37,33,48,34,33,45,50,42,36,43,32,20,20,16,12,314,281,6,43,1,26,3,8,7,4,8,12,1,9,1,7,3,3,4,4,10,3,3,7,1,0,0,6,6,15,81,15,192,52,53,1,539,56,279,316,237,291,23,6,19,19,196,315,84,495,52,3,16,29
390,13,19,27,27,20,30,31,28,22,28,32,24,25,20,14,12,12,6,173,217,3,24,0,19,2,11,5,1,4,13,2,5,2,4,4,5,2,1,11,2,1,4,1,0,0,8,8,15,62,9,111,26,23,2,363,27,202,188,150,182,20,8,14,16,122,200,68,325,37,1,8,19
290,12,12,13,19,19,24,18,14,29,11,27,27,26,11,11,10,3,4,149,141,1,23,1,16,8,4,2,1,5,4,0,3,0,4,2,3,5,0,4,1,1,4,1,0,0,7,1,16,54,7,70,21,19,2,261,29,151,139,102,147,12,9,11,9,108,139,43,246,26,3,7,8
295,6,18,11,15,23,23,18,21,24,20,18,23,13,22,11,13,6,10,149,146,5,11,0,22,3,8,1,2,3,6,1,4,0,4,1,1,8,3,4,3,0,4,0,0,1,3,4,15,50,5,90,15,17,1,274,21,149,146,102,145,14,3,14,17,97,168,30,245,24,3,10,13
550,19,28,31,29,37,34,34,30,50,41,40,45,35,36,26,17,9,9,275,275,2,35,3,28,2,11,4,2,5,13,0,6,4,5,2,6,6,0,8,3,1,5,2,0,0,11,9,26,88,12,164,33,54,0,499,51,298,252,200,254,26,10,28,32,190,279,81,456,48,4,16,26
340,13,11,16,24,15,29,34,18,14,30,34,28,21,13,16,6,12,6,181,159,3,27,1,16,6,0,4,4,3,8,2,3,6,4,5,3,7,1,4,0,1,6,1,0,0,6,1,14,52,11,95,19,27,0,319,21,187,153,118,161,23,6,15,17,111,179,50,279,42,1,7,11
610,30,25,26,42,33,37,41,46,31,47,52,53,42,36,30,15,11,13,320,290,7,64,1,31,14,15,7,8,3,15,2,3,4,6,6,4,10,0,9,1,2,8,4,0,1,6,5,23,68,9,176,48,49,1,570,40,322,288,224,279,28,12,37,30,196,329,85,497,63,2,12,36
570,26,33,30,27,33,52,48,34,32,44,51,33,35,30,24,12,18,8,310,260,8,52,0,32,7,10,4,2,6,16,3,4,2,8,4,5,6,5,10,3,1,6,0,0,0,9,4,21,81,13,162,37,47,2,517,53,293,277,229,251,29,15,22,24,202,295,73,469,57,4,16,24
440,16,19,21,15,32,37,22,30,31,40,37,37,24,30,15,18,4,12,225,215,5,39,0,26,7,8,4,3,2,7,0,3,3,4,5,4,8,0,7,1,3,2,1,0,0,7,6,19,59,12,127,32,35,1,405,35,226,214,148,227,27,3,19,16,147,238,55,374,39,0,9,18
425,14,25,26,24,33,28,17,34,25,27,31,29,29,26,25,13,13,6,220,205,3,49,1,29,7,17,3,1,6,6,0,4,2,1,2,5,6,0,12,2,1,2,1,0,0,6,7,14,51,10,115,38,23,1,396,29,218,207,165,194,18,8,19,21,160,219,46,351,47,3,7,17
510,18,25,28,28,27,35,35,38,33,30,37,31,41,30,26,19,19,10,258,252,4,36,0,40,7,11,2,4,11,15,3,6,2,6,2,3,5,1,8,1,1,6,2,0,0,8,4,27,77,8,135,31,43,1,464,46,251,259,189,253,28,6,17,17,176,254,80,421,47,5,16,21
680,22,26,29,39,54,50,43,50,46,59,51,53,47,36,26,22,16,11,365,315,2,39,1,34,7,15,6,8,8,9,2,8,2,9,5,3,9,2,14,3,3,7,2,0,0,14,5,31,103,12,228,44,43,2,607,73,362,318,246,332,41,6,24,31,234,350,96,581,58,4,16,21
400,16,21,21,20,28,37,31,23,23,29,32,24,26,26,17,10,11,5,216,184,7,41,0,21,3,8,4,2,4,13,1,4,1,6,2,3,3,3,6,3,1,1,0,0,0,4,2,14,56,8,115,25,38,1,363,37,205,195,155,180,22,12,15,16,157,195,48,328,43,2,11,16
475,14,15,22,18,39,26,38,44,42,34,42,30,23,25,15,15,19,14,230,245,2,36,4,29,9,5,3,3,7,11,1,2,2,5,2,7,7,1,5,1,3,7,1,0,1,6,4,16,69,12,140,32,40,2,424,51,237,238,162,242,26,8,22,15,153,251,71,386,48,6,15,20
435,17,22,16,31,19,31,36,30,35,27,31,37,24,31,15,14,9,10,226,209,5,27,0,22,3,9,6,8,7,8,1,3,4,5,3,2,1,1,11,2,2,4,3,0,1,5,5,19,61,19,112,32,42,2,395,40,231,204,176,188,16,9,26,20,126,236,73,369,38,4,9,15
885,40,45,41,62,47,66,67,52,60,91,73,76,37,46,21,23,20,18,492,393,7,65,1,44,9,12,15,4,13,17,4,8,4,4,6,12,12,3,15,3,2,5,5,0,1,14,9,37,106,25,285,57,78,3,821,64,484,401,352,386,45,24,40,38,286,483,116,727,83,5,32,38
575,27,23,34,39,38,29,41,34,47,41,43,46,35,40,21,18,11,8,317,258,4,46,1,28,3,8,7,3,8,15,1,5,0,3,4,11,4,4,18,4,2,5,3,0,1,9,2,22,94,17,162,41,40,0,533,42,287,288,224,256,22,11,31,31,189,296,90,469,66,6,13,21
450,13,17,20,29,24,34,23,32,27,42,49,34,30,27,22,12,9,6,233,217,4,34,0,20,6,9,6,5,6,9,1,4,1,4,3,7,6,2,11,3,1,5,1,0,0,4,5,19,64,16,130,24,38,2,410,40,232,218,162,207,21,14,33,13,158,216,76,381,37,2,10,20
415,14,14,18,28,24,27,32,18,31,40,35,34,35,22,15,11,12,5,207,208,4,33,1,21,5,10,4,2,6,11,3,2,3,8,3,6,2,4,12,5,3,6,1,0,2,7,1,7,56,7,128,17,34,1,373,42,215,200,148,211,17,6,19,14,150,206,59,353,30,5,9,18
380,11,13,11,17,24,34,28,28,28,24,32,27,25,26,14,11,14,13,209,171,4,25,0,25,4,12,3,3,7,7,0,3,0,1,2,4,2,3,8,2,1,1,1,0,0,6,4,13,51,9,106,33,37,3,349,31,206,174,132,186,18,8,15,21,129,203,48,317,27,4,11,21
405,13,16,13,26,22,28,26,37,30,35,24,33,31,24,14,12,12,9,211,194,4,27,0,23,7,4,2,1,6,8,1,2,0,1,7,1,7,1,12,4,0,6,2,0,0,3,3,23,59,9,122,19,39,2,374,31,209,196,137,217,12,4,20,15,156,200,49,349,27,6,8,15
455,14,21,24,28,27,31,33,35,32,37,33,34,32,27,16,15,6,10,238,217,3,37,0,24,5,12,7,8,7,11,1,6,0,4,2,2,9,1,7,3,2,5,2,0,2,6,3,10,61,6,137,36,35,1,420,35,247,208,178,207,19,12,25,14,171,225,59,380,43,4,9,19
385,17,21,8,23,15,27,24,28,32,30,41,21,32,24,17,10,6,9,204,181,3,22,0,24,3,10,3,1,5,7,1,1,1,5,1,3,5,4,8,0,1,7,1,0,0,5,4,10,69,9,112,25,34,1,347,38,200,185,128,192,22,7,17,19,146,189,50,328,34,3,10,10
535,21,15,29,31,33,31,52,38,34,42,50,27,42,30,16,21,10,13,288,247,2,38,0,39,3,8,8,5,6,15,2,2,0,8,4,5,9,1,3,5,0,2,0,0,1,9,4,16,73,11,176,37,43,0,485,50,250,285,189,240,26,17,33,30,162,303,70,442,51,3,20,19
490,19,20,24,39,36,37,43,30,29,34,31,22,38,31,19,16,12,10,254,236,4,38,0,26,4,7,3,5,7,7,0,4,1,5,4,6,8,1,13,1,1,6,3,1,1,8,7,19,60,13,146,40,38,3,445,45,245,245,196,223,22,10,21,18,161,252,77,406,46,3,13,22
605,24,27,29,29,35,38,55,51,41,42,42,39,42,31,24,19,14,23,301,304,4,31,0,26,8,10,3,6,11,16,3,3,2,7,1,7,2,3,12,3,3,17,3,0,2,10,6,25,80,16,174,46,62,3,562,43,339,266,222,293,28,9,22,31,205,304,96,515,40,8,14,28
460,18,21,22,24,25,32,37,21,34,29,46,45,28,25,17,20,8,8,237,223,4,36,0,26,2,12,7,7,6,10,1,5,1,6,5,7,11,1,7,2,1,2,1,0,0,6,3,11,56,16,132,37,36,3,425,35,231,229,169,224,17,13,15,22,157,242,61,387,31,4,13,25
425,16,22,17,34,27,29,29,26,23,23,43,30,37,17,17,10,13,12,213,212,3,30,0,18,2,8,6,3,4,5,0,5,1,4,1,3,7,4,9,2,3,5,0,0,0,4,4,15,74,7,128,28,37,5,385,40,200,225,158,193,21,7,19,27,156,220,49,359,29,5,14,18
425,17,20,18,33,25,25,27,39,41,34,31,25,23,24,16,10,7,10,200,225,2,30,0,20,2,9,4,4,2,7,1,4,0,5,2,4,6,1,8,2,2,9,1,1,2,6,4,17,53,9,140,32,36,0,385,40,231,194,172,187,14,8,27,17,132,229,64,356,34,4,14,17
505,18,18,20,36,34,48,37,38,40,30,47,35,31,26,19,12,6,10,245,260,1,31,0,29,6,8,4,5,9,14,0,5,0,5,2,3,4,2,17,0,2,4,1,1,1,5,5,21,72,10,142,43,49,4,463,42,278,227,192,232,27,18,21,15,162,266,77,406,59,1,18,21
495,19,30,24,30,32,27,39,26,49,32,41,38,28,27,13,12,16,12,255,240,3,38,0,23,12,9,1,3,3,14,1,7,3,8,1,6,8,1,10,1,1,5,0,0,0,8,10,15,67,16,146,34,39,2,448,47,248,247,190,215,25,16,26,23,168,245,82,418,41,4,10,22
465,20,25,20,28,29,26,37,30,31,35,44,27,25,28,16,16,15,13,233,232,1,35,0,23,4,9,2,4,6,11,1,5,1,3,3,6,6,1,9,4,1,6,3,0,0,6,3,24,68,10,138,33,36,3,421,44,220,245,170,212,30,7,22,24,160,241,64,386,41,4,11,23
590,16,24,21,28,37,50,49,45,36,47,54,36,38,33,24,25,18,9,310,280,5,41,1,32,8,10,2,6,8,11,2,3,1,9,5,4,3,2,9,0,4,2,3,0,0,7,5,21,98,13,179,32,61,3,534,56,317,273,198,300,22,12,30,28,203,316,71,492,54,6,17,21
575,20,29,30,31,36,34,38,50,36,47,44,42,39,28,19,23,11,18,297,278,8,49,1,31,9,13,8,4,4,7,0,6,2,6,5,9,10,0,13,4,0,3,1,0,3,6,4,12,74,15,177,40,50,1,526,49,306,269,206,277,23,10,30,29,175,313,87,487,42,8,15,23
555,19,31,24,36,34,51,46,35,30,45,48,43,22,27,18,26,13,7,288,267,5,44,0,31,2,6,4,6,5,12,0,4,2,4,5,3,3,0,12,2,0,5,1,0,0,12,6,31,85,9,153,50,53,0,499,56,298,257,212,268,29,11,18,17,182,291,82,470,48,5,13,19
550,17,21,39,33,50,38,34,42,45,39,38,37,34,37,16,14,9,7,274,276,2,40,2,23,7,11,4,2,6,13,1,6,0,6,3,6,5,1,8,3,3,8,3,0,0,10,4,16,83,14,180,35,41,4,497,53,281,269,221,260,21,9,21,18,185,307,58,460,46,6,17,21
535,27,19,24,33,36,33,31,38,42,39,46,47,31,31,22,12,10,14,270,265,8,32,0,31,3,14,4,5,9,11,1,4,3,7,1,6,9,3,13,2,3,4,3,0,0,14,4,29,72,12,150,35,39,4,490,45,288,247,206,244,31,10,20,24,183,278,74,437,54,5,16,23
1180,52,46,57,65,71,78,97,73,85,90,98,88,65,67,60,34,31,23,609,571,9,108,0,46,22,23,12,8,14,26,4,6,6,11,12,7,9,5,23,9,2,9,6,0,1,16,10,37,191,22,344,94,85,3,1073,107,617,563,421,555,62,18,71,53,403,625,152,985,99,9,32,55
1045,39,48,58,68,72,72,74,66,69,77,84,70,68,49,33,36,36,26,534,511,12,82,2,64,15,25,11,11,16,24,3,10,6,14,6,5,7,4,19,2,4,14,4,0,1,13,13,41,139,23,286,82,87,0,948,97,528,517,419,466,45,22,44,49,372,534,139,894,73,12,22,44
435,16,20,22,30,32,29,29,28,25,34,26,34,30,29,19,14,15,3,223,212,1,28,0,31,9,10,6,4,9,7,1,5,0,3,2,4,2,0,7,1,1,5,2,0,0,6,8,18,60,13,140,18,32,2,385,50,214,221,164,198,33,5,21,14,160,221,54,360,48,6,6,15
390,17,16,19,25,31,29,26,29,30,34,23,24,30,14,9,15,11,8,177,213,5,26,0,15,7,6,3,4,4,7,2,5,2,5,6,5,9,1,8,1,1,6,1,0,1,6,5,16,54,9,113,28,28,1,361,29,214,176,147,182,21,9,13,18,130,221,39,317,39,4,11,19
425,20,24,20,26,14,30,31,27,32,31,31,31,36,25,12,19,10,6,219,206,3,47,1,15,4,5,1,5,8,9,3,3,2,2,3,2,3,4,8,1,2,3,0,0,1,7,3,20,46,11,131,36,35,1,388,37,213,212,165,196,14,11,20,19,144,246,35,353,31,7,13,21
575,19,22,19,33,40,37,50,42,39,46,46,35,40,32,20,21,18,16,304,271,2,34,0,28,10,10,4,3,12,13,0,6,3,5,2,5,7,3,8,2,3,4,0,1,1,4,5,26,89,16,163,55,49,2,513,62,301,274,203,284,28,9,17,34,205,290,80,485,49,3,16,22
435,12,15,24,14,35,30,28,36,31,38,43,33,29,14,18,16,13,6,205,230,4,35,1,21,4,10,7,2,4,6,1,1,2,8,3,5,3,3,6,1,2,4,2,0,0,5,5,25,57,13,124,23,47,1,399,36,236,199,153,216,15,8,23,20,133,246,56,376,36,3,8,12
470,12,19,23,30,31,33,30,35,29,34,31,38,36,40,14,14,12,9,258,212,2,39,0,21,4,12,4,6,3,12,0,2,1,5,2,3,4,3,12,3,1,6,1,0,0,5,2,20,53,10,165,26,41,2,427,43,230,240,164,230,20,12,22,22,163,244,63,390,45,6,15,14
1025,36,42,51,53,76,60,62,63,81,90,95,83,57,56,34,45,24,17,538,487,21,73,1,50,12,21,6,10,7,31,0,3,5,8,10,8,12,3,20,3,6,9,4,1,2,8,5,36,150,28,310,74,85,3,925,100,532,493,355,499,55,22,50,44,350,536,139,861,83,9,24,48
1005,44,55,46,60,47,68,77,92,68,60,79,89,64,52,31,33,21,19,525,480,15,71,2,44,10,14,8,9,14,29,2,4,6,7,6,11,14,3,25,4,6,16,4,0,3,14,11,37,119,36,299,77,84,1,916,89,520,485,392,453,50,20,59,31,346,519,140,833,89,8,37,38
745,30,29,38,32,56,58,41,56,69,60,60,49,51,35,35,21,17,8,401,344,8,50,0,42,3,10,6,5,12,13,0,9,2,9,8,11,8,5,14,3,3,8,2,0,2,10,8,33,133,14,202,59,52,1,694,51,405,340,268,358,34,20,37,28,262,365,118,630,56,9,25,25
405,14,19,20,18,25,31,34,25,26,39,28,26,25,28,17,11,11,8,215,190,4,25,0,11,5,9,5,2,6,9,1,1,0,3,3,2,4,0,8,2,1,5,3,0,0,9,6,17,72,15,116,25,35,1,373,32,216,189,140,200,25,6,17,17,150,211,44,344,32,1,12,16
525,21,18,18,35,40,35,40,45,38,45,45,40,26,29,19,14,10,7,291,234,8,34,0,28,6,6,1,7,3,11,1,3,4,7,6,2,5,2,13,3,1,7,3,0,3,12,6,19,82,11,149,32,47,3,482,43,279,246,192,256,30,8,17,22,197,263,65,432,52,2,16,23
410,12,27,22,17,25,27,32,23,34,25,38,31,36,18,15,12,7,9,222,188,3,27,1,24,4,11,4,3,4,5,0,4,3,2,1,3,3,0,6,2,0,4,1,0,0,5,6,21,54,16,126,28,39,0,377,33,199,211,158,190,21,5,14,22,158,209,43,365,30,2,1,12
645,37,34,26,37,35,50,40,51,55,53,52,43,39,19,26,20,15,13,325,320,4,46,1,29,15,7,3,2,4,17,1,3,3,5,9,6,5,2,11,4,3,9,0,1,0,9,5,32,107,19,186,41,54,2,586,59,330,315,256,291,26,10,28,34,212,343,90,549,49,5,10,32
575,26,31,27,40,41,41,47,31,40,39,43,41,23,32,22,18,20,13,314,261,4,50,1,25,4,10,7,4,5,9,3,4,2,6,3,2,7,0,13,1,0,12,0,0,1,9,10,22,65,13,183,33,64,3,520,55,279,296,216,266,28,8,24,33,179,310,86,480,39,4,26,26
320,11,11,20,15,19,23,15,24,19,31,25,27,18,19,11,12,4,16,172,148,1,26,1,22,6,8,7,4,2,6,0,5,1,3,2,5,6,0,8,3,0,2,0,0,1,3,1,8,37,12,91,21,27,1,295,25,178,142,109,154,14,8,16,19,100,175,45,269,23,5,8,15
635,20,27,21,23,38,42,56,42,50,56,53,60,44,41,20,21,11,10,345,290,5,46,0,29,7,10,9,8,4,14,3,7,4,13,3,5,10,1,15,6,4,6,2,0,0,12,9,23,88,11,182,49,47,3,580,55,359,276,225,320,28,12,27,23,206,330,99,533,47,9,15,31
755,24,35,33,46,45,49,57,61,47,57,63,53,43,49,26,32,20,15,370,385,10,69,0,42,10,12,12,4,6,12,2,5,2,13,2,11,9,3,14,2,1,10,1,0,0,11,7,29,120,22,201,58,50,5,695,60,407,348,275,347,42,13,41,37,229,416,110,638,61,6,20,30
535,19,28,21,37,47,23,45,36,42,43,42,34,33,32,18,16,12,7,287,248,4,45,0,25,6,9,2,4,11,18,2,5,2,6,2,3,7,1,13,2,0,6,1,0,2,12,6,24,94,12,143,38,26,4,486,49,274,261,205,252,25,6,27,20,190,280,65,447,51,1,14,22
945,35,53,41,57,53,62,63,75,66,81,78,70,64,38,38,24,25,22,482,463,10,68,1,58,9,11,9,4,10,21,1,15,1,14,6,9,7,3,17,3,1,12,4,0,0,14,8,41,132,29,287,69,69,2,868,77,509,436,356,455,43,11,46,34,333,488,124,795,80,3,21,46
885,48,35,51,51,62,58,71,59,66,66,63,72,55,40,28,20,25,15,447,438,6,54,1,36,6,20,5,5,8,19,1,11,2,6,4,3,9,3,18,4,4,9,6,2,1,19,13,42,109,34,269,83,70,3,804,81,475,410,362,398,40,20,38,27,301,464,120,729,67,8,35,46
720,27,32,33,50,59,54,52,47,57,50,52,45,52,35,26,25,10,14,364,356,6,49,0,37,12,19,9,8,5,22,1,5,5,13,4,3,2,3,9,1,4,9,2,0,2,8,4,37,95,15,217,57,55,2,660,60,371,349,286,314,41,9,37,33,241,378,101,603,61,9,20,27
520,21,22,25,29,33,51,32,35,41,35,39,29,39,32,17,20,13,7,257,263,3,38,2,28,7,16,3,4,5,15,0,2,2,7,0,6,1,1,7,5,6,6,3,0,1,4,6,18,80,12,159,37,32,4,490,30,275,245,210,238,19,7,20,26,170,287,63,442,41,5,16,16
510,14,17,15,24,36,33,37,34,31,43,58,47,33,25,21,16,16,10,248,262,4,41,0,38,10,9,4,3,6,17,2,5,2,5,0,1,8,0,9,4,3,6,1,0,0,5,9,16,73,10,151,31,36,1,470,40,267,243,152,267,26,8,35,22,185,252,73,441,41,2,16,10
600,24,37,36,31,36,35,38,36,45,46,56,52,29,38,23,13,14,11,297,303,10,44,1,34,8,11,6,4,6,17,1,1,2,8,5,4,11,3,11,2,3,5,2,1,0,11,3,16,98,12,168,41,47,4,543,57,298,302,227,279,34,8,25,27,209,326,65,500,50,8,19,23
580,36,25,25,25,35,40,39,33,43,44,48,46,37,36,33,17,8,10,286,294,4,43,2,25,7,14,8,7,5,10,4,5,1,8,2,3,7,2,11,2,3,2,5,0,1,7,8,27,85,12,167,37,51,5,528,52,302,278,219,266,38,9,26,22,199,294,87,479,44,3,17,37
665,26,22,25,33,46,38,46,54,60,58,59,36,50,35,28,17,16,16,329,336,6,40,2,49,6,13,3,5,9,14,1,2,5,5,3,5,5,2,18,8,3,8,1,2,1,11,8,32,110,16,177,44,47,4,613,52,354,311,226,331,40,11,33,24,226,347,92,554,62,7,19,23
470,18,13,22,29,36,30,33,25,45,41,39,34,30,23,20,13,9,10,258,212,5,31,0,24,7,4,5,3,9,14,1,6,1,2,5,4,3,2,7,1,1,3,3,0,0,5,7,18,74,16,140,27,39,3,433,37,244,226,172,221,19,11,24,23,162,248,60,380,42,7,18,23
635,27,30,30,38,49,40,44,49,40,40,59,39,44,39,25,18,12,12,323,312,3,41,0,45,10,17,3,4,8,21,3,5,2,6,3,8,5,3,7,2,1,7,2,1,1,10,11,24,90,10,181,50,49,2,574,61,338,297,256,279,30,16,27,27,211,330,94,519,56,4,21,35
690,28,37,30,38,46,50,55,42,51,52,55,52,50,35,19,23,19,8,341,349,4,62,0,24,5,11,4,2,8,26,3,4,4,8,5,9,12,3,13,2,1,6,1,0,1,8,8,37,125,19,178,45,46,6,625,65,353,337,262,337,19,12,26,34,252,356,82,578,53,6,22,31
480,26,19,30,28,36,31,36,28,36,31,34,36,31,32,11,10,14,11,242,238,5,36,0,20,4,7,2,6,4,9,3,5,4,4,2,4,7,4,8,1,0,6,0,1,1,6,13,22,67,14,130,45,38,2,440,40,237,243,189,217,23,10,25,16,158,251,71,397,36,4,21,22
590,28,31,33,31,43,35,42,44,38,35,39,52,37,28,20,23,13,18,299,291,7,41,1,32,6,12,3,4,5,8,2,3,4,5,5,7,7,1,13,3,1,5,4,0,1,7,10,24,78,11,184,34,57,5,544,46,296,294,232,259,33,7,28,31,200,308,82,497,49,3,16,25
710,30,30,35,40,49,51,46,42,40,58,46,54,50,46,35,24,19,15,379,331,7,56,2,36,10,17,5,1,11,18,1,4,3,5,3,4,10,0,10,6,0,12,3,0,0,12,11,26,91,24,217,44,59,2,639,71,366,344,262,339,33,13,30,33,231,357,122,600,61,5,18,26
460,21,20,20,27,31,28,28,27,35,35,38,42,36,27,16,14,7,8,222,238,6,36,0,28,7,9,4,7,4,14,2,4,0,6,3,7,1,3,6,1,0,4,0,0,0,7,3,24,58,10,127,35,44,0,420,40,252,208,171,220,20,8,21,20,146,246,68,386,44,5,9,16
585,28,16,30,40,37,30,43,41,44,49,43,41,37,38,25,19,14,10,294,291,4,40,0,34,9,9,8,4,7,17,1,9,2,7,6,5,3,1,13,4,4,6,2,1,1,17,6,14,75,16,169,44,45,2,532,53,300,285,216,273,35,9,32,20,194,302,89,489,58,5,18,15
620,20,18,28,39,48,54,42,46,44,45,43,52,34,37,21,24,16,9,312,308,0,52,0,33,11,9,7,6,8,14,1,5,3,8,3,4,10,2,16,0,5,6,1,1,1,12,1,20,90,12,185,42,50,2,575,45,324,296,225,287,37,11,36,24,216,342,62,518,56,7,22,17
445,12,19,23,22,35,30,24,29,34,38,35,31,26,25,16,21,14,11,209,236,10,37,0,23,5,5,5,0,4,13,1,3,3,4,4,6,12,2,6,1,1,4,1,1,0,5,2,21,56,15,125,31,38,1,409,36,233,212,152,220,10,10,33,20,161,227,57,375,32,7,10,21
