"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo","official_lang","no.official_lang","work.official_lang","work.no.official_lang","no.married","married","living.common.law","separated","divorced","widowed","single.detached.house","apartment","other.attached","non.movers","nonmigrants.movers","interprovincial.movers","external.movers","other.movers"
455,15,31,39,55,19,11,20,25,20,43,48,36,36,15,15,10,11,6,217,238,0,43,0,45,11,22,7,6,10,26,2,1,3,9,4,5,19,0,5,3,0,3,1,0,0,4,26,30,21,3,84,23,31,8,430,25,195,260,195,220,10,6,14,10,125,119,211,355,55,2,15,28
385,10,26,31,36,26,7,13,16,26,26,36,30,26,31,16,10,10,9,172,213,9,53,1,38,5,14,6,5,6,19,0,9,0,9,1,5,11,1,7,1,3,9,1,0,1,2,2,34,35,4,53,16,20,5,375,10,194,191,160,182,10,5,15,13,112,132,141,315,35,1,10,24
535,17,16,11,20,15,20,15,16,16,25,45,36,51,54,59,42,40,37,215,320,4,75,0,80,17,29,8,6,7,39,7,10,3,18,8,15,6,0,4,4,4,6,2,0,0,13,9,43,24,2,53,20,18,1,523,12,220,315,132,197,33,20,73,80,86,314,135,425,30,10,15,55
490,10,10,31,35,22,23,22,24,35,51,36,41,35,34,32,25,9,15,240,250,8,35,0,46,11,25,11,5,5,17,3,3,1,11,7,2,6,2,6,1,6,2,0,0,1,11,5,39,48,6,101,25,37,4,470,20,235,255,160,182,26,15,72,35,80,286,124,338,107,9,21,15
605,16,19,14,25,20,28,23,35,32,34,40,35,45,50,59,51,42,37,245,360,4,81,0,67,17,39,6,15,8,29,1,13,8,7,3,12,4,3,12,6,4,6,1,0,1,8,8,57,35,7,84,29,27,3,594,11,250,355,165,245,20,20,85,70,115,340,150,522,55,2,16,10
460,14,17,20,22,20,16,16,27,26,35,30,20,20,36,40,39,35,27,205,255,0,38,1,56,15,34,16,13,5,11,4,15,0,8,14,10,6,3,6,1,6,1,3,0,0,5,4,51,23,4,63,16,23,5,455,5,160,300,125,170,27,15,68,55,84,174,202,358,27,10,30,35
425,10,13,12,21,20,12,10,10,14,20,30,39,35,45,35,45,29,25,167,258,1,24,0,43,15,27,14,11,3,36,5,11,1,4,14,4,3,4,8,2,5,5,0,0,0,9,2,51,21,4,65,12,20,1,400,25,145,280,124,135,20,15,95,36,52,205,168,379,41,1,0,4
425,17,29,34,24,39,14,10,24,24,35,34,43,24,19,14,15,10,16,208,217,2,40,1,52,12,28,9,5,4,26,0,5,4,2,1,12,6,0,5,3,1,4,1,0,1,1,20,9,30,8,82,22,26,3,405,20,210,215,175,200,15,15,10,10,115,107,203,395,10,0,10,10
505,20,20,46,54,20,25,15,15,34,49,54,34,34,34,29,12,6,4,232,273,2,31,0,48,11,30,16,10,7,16,2,5,0,14,4,4,13,0,7,0,0,2,6,0,0,9,18,53,32,3,114,26,21,1,480,25,270,235,200,255,15,5,20,10,130,141,234,435,24,5,10,31
495,19,26,37,50,21,11,26,26,32,61,41,31,27,32,14,15,15,11,237,258,5,50,0,16,9,16,7,3,3,6,2,5,2,6,4,8,9,1,7,1,4,0,0,0,0,2,7,34,34,9,193,21,31,0,465,30,215,280,201,241,10,8,15,20,154,204,137,425,42,4,13,11
465,14,24,29,40,32,15,15,20,35,37,35,35,44,35,20,16,10,9,213,252,2,41,1,35,13,14,7,5,3,11,2,7,4,6,3,5,11,2,14,1,1,6,2,0,1,16,3,32,46,3,113,26,28,1,445,20,240,225,180,225,20,10,10,20,152,203,110,430,14,5,11,5
590,30,20,25,35,28,26,33,27,26,40,42,34,41,33,39,27,45,39,244,346,3,70,1,45,7,23,9,2,10,18,2,16,5,6,6,10,7,3,10,2,2,6,0,0,0,8,7,40,53,6,144,30,34,5,495,95,215,375,176,250,32,11,56,65,190,258,142,469,36,3,17,65
575,20,33,40,35,38,29,20,17,29,48,57,40,64,25,30,20,20,10,270,305,2,65,2,51,15,18,2,7,12,6,0,5,1,6,4,3,12,0,12,1,3,8,0,0,0,5,8,37,52,13,155,32,34,4,540,35,220,355,211,309,15,7,18,15,167,261,147,460,42,3,28,42
555,20,26,41,32,27,32,25,23,36,39,51,41,42,31,38,31,17,3,257,298,7,38,1,50,8,13,7,6,3,24,3,10,3,7,2,6,3,0,14,5,2,4,4,1,0,11,1,32,54,10,163,29,33,1,524,31,200,355,190,290,30,4,20,21,180,237,138,454,42,6,20,33
550,11,20,35,38,35,19,22,25,32,30,66,60,45,36,27,17,20,12,262,288,2,45,0,44,12,19,6,9,8,18,3,9,3,6,7,5,10,2,12,3,4,7,2,0,0,8,9,40,57,9,126,37,27,1,531,19,271,279,185,259,30,15,40,21,160,255,135,474,54,0,9,13
535,18,26,20,28,21,24,24,34,30,43,44,40,35,36,31,36,21,24,242,293,6,36,0,66,15,27,5,5,7,19,5,8,5,9,6,7,6,2,11,2,1,8,1,0,1,6,2,30,46,9,105,37,40,2,520,15,265,270,169,225,31,20,40,50,161,246,128,455,47,4,12,17
1180,50,55,63,64,64,49,61,58,50,62,77,78,82,94,64,75,75,59,474,706,10,88,2,114,24,44,15,14,10,39,3,26,12,24,7,27,22,4,22,7,6,9,4,1,5,27,20,70,101,20,258,58,81,6,1114,66,397,783,413,492,52,27,92,104,382,523,275,945,96,10,41,88
1045,30,40,40,49,55,54,68,68,75,82,69,83,89,68,48,53,31,43,485,560,8,63,1,60,27,36,10,11,15,29,3,27,10,9,9,8,20,10,20,4,4,12,5,0,1,12,12,72,117,28,257,62,80,3,996,49,519,526,335,435,54,42,94,85,266,560,219,845,90,15,35,60
435,19,20,30,11,25,39,30,20,15,35,35,46,35,30,14,15,8,8,210,225,3,27,5,24,23,16,8,10,8,17,5,9,1,10,4,3,7,1,8,7,5,3,0,1,0,15,4,63,24,4,66,34,19,1,430,5,225,210,165,190,25,15,25,15,90,115,230,290,40,3,20,82
390,20,22,19,25,19,10,19,25,34,29,34,49,20,25,10,15,7,8,180,210,8,65,0,34,9,21,7,10,4,12,1,6,1,1,2,8,5,2,4,0,1,4,0,0,0,2,10,30,32,4,75,11,16,5,383,7,231,159,151,137,34,14,34,20,104,162,124,324,43,1,2,20
425,24,19,26,19,19,37,24,29,34,42,37,29,26,25,11,10,10,4,220,205,3,54,1,26,6,22,8,2,7,11,0,9,1,2,7,13,4,2,5,0,0,7,2,1,0,4,2,26,22,6,88,63,19,2,410,15,195,230,170,194,35,10,11,5,106,178,141,326,23,8,20,48
575,24,39,15,29,25,34,53,35,45,53,25,34,43,39,24,24,19,15,265,310,1,45,3,48,26,31,11,10,21,23,5,15,2,12,4,8,6,0,14,3,5,5,6,1,1,11,5,78,31,23,67,24,30,0,565,10,375,200,215,220,30,15,65,30,129,212,234,531,36,1,1,6
435,20,24,30,29,25,21,15,20,35,35,45,30,35,22,19,15,10,5,225,210,12,53,0,50,15,26,7,5,10,24,1,17,3,13,2,5,17,4,16,0,0,5,4,0,1,5,15,8,21,4,54,20,14,4,430,5,280,155,165,205,25,10,20,10,145,109,181,415,7,4,6,3
470,15,25,20,24,21,16,20,25,31,23,40,47,44,46,30,14,15,14,230,240,9,66,0,53,13,28,0,5,9,17,3,9,5,12,3,5,4,2,16,4,4,4,3,0,3,13,4,22,36,9,65,28,15,1,466,4,240,230,150,250,31,5,19,15,180,163,127,413,29,3,3,22
1025,27,40,59,60,49,90,101,90,70,75,81,69,60,55,37,20,21,21,495,530,12,111,2,91,27,26,12,8,18,36,1,13,4,12,11,11,14,4,11,4,6,11,5,0,0,19,21,65,102,20,193,58,87,10,1000,25,690,335,381,435,85,24,59,41,287,497,241,865,96,14,15,35
1005,65,51,53,47,49,58,82,66,106,85,80,86,60,43,21,24,15,14,500,505,14,116,4,81,27,29,11,12,10,31,1,16,4,7,9,12,14,5,18,9,7,13,4,1,0,20,11,62,90,20,211,60,72,4,976,29,580,425,371,480,70,15,44,25,296,437,272,709,152,16,30,98
745,43,36,42,67,62,33,40,55,49,58,76,73,30,33,14,20,5,9,335,410,14,114,3,60,20,20,5,7,9,34,4,19,4,17,5,9,16,4,24,2,2,6,0,0,0,19,10,25,70,6,133,48,34,2,737,8,485,260,345,300,27,28,40,5,208,314,223,611,52,10,8,64
405,17,22,14,30,14,19,20,22,39,35,32,28,34,33,14,15,10,7,202,203,5,77,0,43,13,20,9,11,5,22,1,5,3,6,2,4,3,3,7,0,5,4,2,1,3,3,9,13,29,5,54,20,16,2,400,5,281,124,145,180,35,5,20,20,129,159,117,369,25,6,1,4
525,30,35,25,30,25,28,30,35,45,40,43,40,40,30,15,15,10,9,255,270,10,63,0,54,11,15,5,8,8,20,2,7,4,7,6,8,1,1,18,5,6,3,4,0,1,13,5,33,49,8,79,34,32,5,514,11,304,221,225,220,24,10,31,15,157,209,159,450,40,5,4,26
410,22,20,24,29,20,24,22,30,35,20,39,40,15,20,15,10,10,15,197,213,7,55,2,44,14,14,4,7,7,5,0,7,2,4,3,6,3,1,10,3,4,5,0,0,0,11,6,27,23,8,70,29,25,4,395,15,250,160,175,170,18,10,15,22,128,165,117,369,29,2,4,6
645,39,42,44,30,50,29,39,30,74,73,45,45,36,20,15,20,8,6,312,333,10,63,2,46,14,21,3,9,9,21,2,6,1,13,4,2,5,1,16,5,3,15,0,0,0,10,19,44,59,10,115,72,43,2,635,10,360,285,290,266,25,15,34,15,169,284,192,510,55,3,16,61
575,20,30,28,30,39,35,35,30,45,54,60,55,36,36,20,14,5,3,293,282,11,54,0,52,18,17,10,4,10,26,3,11,3,10,2,8,5,4,19,2,4,7,1,0,0,12,6,29,67,1,87,50,37,5,563,12,360,215,220,259,40,14,33,9,165,258,152,496,31,0,13,35
320,10,23,19,25,19,15,20,24,28,24,30,28,19,10,11,6,4,5,140,180,5,50,2,32,6,8,2,5,8,12,0,7,2,8,3,9,1,3,7,0,2,3,4,0,0,8,2,28,14,7,47,18,11,6,320,0,200,120,145,110,25,10,20,10,81,133,106,285,25,1,4,5
635,34,31,37,41,25,45,51,50,61,56,55,46,31,20,20,10,9,13,295,340,8,69,2,47,11,19,16,7,5,27,3,7,0,13,10,19,11,4,20,4,2,4,0,0,0,15,23,51,69,7,100,33,27,2,625,10,390,245,256,251,35,23,46,24,200,274,161,515,54,11,6,49
755,54,35,30,26,21,35,50,80,49,60,59,65,55,40,40,25,20,11,340,415,15,57,0,87,24,38,8,12,10,42,1,8,8,10,14,3,18,6,31,1,11,6,3,1,2,5,9,63,41,14,109,66,26,6,743,12,375,380,260,345,41,15,55,39,187,275,293,615,65,10,6,59
535,35,20,20,35,20,30,35,45,35,50,36,35,25,34,30,20,15,15,245,290,8,100,0,41,15,26,8,8,9,31,3,10,4,9,4,11,6,3,4,2,4,8,0,1,0,9,5,31,30,4,62,57,22,0,525,10,295,240,190,220,40,10,55,20,158,186,191,405,65,10,10,45
945,43,31,24,26,25,76,100,56,61,61,61,45,61,45,56,35,61,78,417,528,16,140,0,106,26,56,9,16,22,46,1,26,7,13,12,20,22,7,17,12,12,18,3,0,1,22,11,96,35,3,117,23,19,11,925,20,420,525,265,345,95,35,80,125,179,395,371,670,75,23,45,132
885,30,10,22,18,36,85,85,70,65,48,65,60,65,65,57,44,33,27,415,470,15,62,2,69,46,40,15,19,16,28,5,25,3,8,11,19,16,3,26,6,5,22,6,0,4,19,8,87,48,7,140,52,47,6,855,30,595,290,255,360,95,20,100,55,164,435,286,725,111,8,22,19
720,26,22,17,25,45,74,64,55,38,55,59,70,35,49,25,27,15,19,329,391,11,112,1,72,17,31,10,14,9,29,4,17,7,8,5,7,7,4,14,7,8,6,8,0,1,14,6,43,47,10,112,35,40,4,705,15,435,285,280,239,62,30,70,39,215,309,196,642,55,3,8,12
520,23,20,15,24,39,54,53,57,34,44,39,44,25,25,10,7,5,2,262,258,13,68,0,30,14,16,4,9,6,19,0,7,2,10,3,5,4,0,9,1,1,8,0,0,1,10,4,39,30,6,85,89,26,1,515,5,400,120,235,162,46,20,43,14,118,223,179,451,36,7,7,19
510,21,31,20,30,36,46,36,42,45,40,51,44,20,15,12,7,4,10,220,290,10,28,2,31,10,16,9,7,10,14,2,9,0,6,6,5,12,6,10,7,1,1,2,0,1,14,22,40,31,7,90,74,20,7,500,10,285,225,215,170,45,11,50,19,103,225,182,368,67,7,19,49
600,26,45,30,41,31,31,42,47,67,53,47,41,34,20,21,16,3,5,308,292,15,67,0,69,21,36,16,5,7,17,3,11,0,5,9,15,12,4,14,1,6,2,5,0,3,7,22,55,21,7,71,43,22,9,580,20,415,185,265,210,45,15,50,15,107,178,315,526,59,0,9,6
580,30,45,40,25,40,35,30,39,45,44,50,36,35,30,20,15,11,10,288,292,17,71,1,58,15,24,20,11,6,31,1,10,4,3,8,6,10,1,25,5,1,12,0,1,0,9,9,26,31,7,90,38,28,1,565,15,300,280,255,230,40,15,30,10,142,192,246,485,35,1,19,40
665,21,20,25,25,35,55,55,60,60,40,55,55,50,35,35,14,15,10,290,375,12,109,0,34,26,31,16,19,9,31,6,15,0,17,11,9,16,0,8,2,6,2,0,0,1,28,8,68,28,4,81,46,21,1,650,15,460,205,275,190,60,30,75,35,135,251,279,595,50,8,2,10
470,19,13,15,15,33,48,42,34,24,29,39,48,34,24,19,10,15,9,225,245,2,28,4,37,15,26,8,11,6,14,1,18,2,7,2,7,0,3,13,1,10,9,0,0,0,9,5,68,65,4,54,25,14,2,465,5,270,200,185,140,50,15,65,15,86,151,233,375,68,2,10,15
635,27,30,30,30,40,40,55,45,35,53,40,45,45,50,20,20,19,11,287,348,13,67,0,52,18,29,25,9,13,25,0,19,2,7,2,4,11,0,7,3,6,7,1,0,1,31,9,68,32,38,82,19,29,6,620,15,295,340,254,260,20,17,54,30,119,221,295,475,70,3,10,77
690,40,21,29,40,50,40,49,45,45,50,55,60,50,50,30,10,10,16,335,355,15,89,2,62,21,31,10,11,19,33,1,9,0,10,4,13,10,5,15,1,1,4,5,0,0,12,23,70,38,3,85,50,31,7,680,10,415,275,300,250,50,25,45,20,159,269,262,585,35,10,10,50
480,30,25,35,30,19,20,24,29,43,50,44,45,20,20,15,20,5,6,245,235,8,51,2,52,11,16,8,6,12,20,0,7,2,7,14,5,7,3,8,3,4,10,0,0,1,5,1,27,36,8,92,25,27,2,465,15,250,230,204,185,41,10,25,15,149,181,150,415,25,0,4,36
590,25,40,34,35,25,35,35,55,45,50,45,40,40,34,15,17,10,10,305,285,13,46,0,32,13,16,5,14,10,22,0,6,1,13,7,5,10,1,18,3,0,8,2,0,0,12,11,36,51,12,104,83,34,2,570,20,330,260,230,255,40,15,30,20,137,243,210,510,52,1,7,20
710,42,59,40,30,30,52,40,45,55,54,61,60,50,20,25,21,11,15,355,355,28,134,0,51,24,31,8,15,4,36,6,11,0,16,7,4,28,0,27,7,4,0,10,0,0,18,14,43,35,7,71,24,46,1,695,15,395,315,285,310,40,15,30,30,154,220,336,652,20,0,4,34
460,20,35,30,25,25,15,20,35,30,46,35,45,35,15,15,10,5,19,200,260,9,80,0,45,14,20,8,11,8,25,1,5,3,2,2,12,10,1,5,0,5,0,3,0,0,3,8,40,21,2,67,19,31,0,445,15,210,250,200,150,35,20,45,10,107,158,195,380,40,0,10,30
585,22,39,34,49,54,44,34,39,44,54,46,49,29,15,10,10,5,8,298,287,11,49,3,31,15,12,8,19,1,13,4,5,5,4,5,8,8,1,7,6,2,8,1,0,0,8,23,52,45,11,124,43,51,2,570,15,395,190,270,201,45,19,30,20,124,254,207,543,30,2,3,7
620,29,27,37,50,40,35,33,30,40,55,51,61,30,35,16,21,15,15,287,333,8,77,0,61,17,35,18,10,5,37,1,9,3,7,6,11,15,2,17,4,4,0,4,3,0,12,16,42,33,7,73,33,49,1,618,2,410,210,245,255,45,15,40,20,167,234,219,480,89,0,11,40
445,18,18,17,38,35,13,24,20,30,40,61,30,25,25,20,16,10,5,220,225,5,63,2,51,8,15,5,9,12,32,2,3,3,11,5,3,0,3,6,1,2,8,0,0,0,7,4,45,32,4,66,19,17,2,435,10,315,130,170,225,10,5,15,20,130,132,183,411,20,5,2,7
