"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36"
"59150014",1070.00,930.00,0.00,90.00,55.00,520.00,450.00,0.00,45.00,25.00,550.00,485.00,0.00,40.00,25.00,1070.00,1005.00,5.00,15.00,50.00,5.00,0.50,520.00,485.00,0.00,10.00,30.00,5.00,1.00,550.00,520.00,5.00,5.00,25.00,5.00,0.90
"59150015",495.00,410.00,0.00,75.00,15.00,235.00,190.00,0.00,35.00,10.00,260.00,215.00,0.00,40.00,5.00,495.00,465.00,5.00,20.00,10.00,15.00,3.00,230.00,215.00,5.00,10.00,5.00,10.00,4.30,265.00,245.00,0.00,10.00,5.00,5.00,1.90
"59150016",410.00,340.00,0.00,45.00,30.00,195.00,160.00,0.00,20.00,15.00,225.00,180.00,0.00,25.00,15.00,415.00,385.00,0.00,5.00,30.00,0.00,0.00,195.00,175.00,0.00,0.00,15.00,0.00,0.00,225.00,205.00,0.00,0.00,15.00,5.00,2.20
"59150017",305.00,250.00,0.00,40.00,10.00,145.00,125.00,0.00,15.00,5.00,160.00,125.00,0.00,25.00,0.00,305.00,285.00,5.00,0.00,10.00,5.00,1.60,145.00,135.00,5.00,0.00,5.00,5.00,3.40,160.00,145.00,5.00,0.00,5.00,5.00,3.10
"59150018",540.00,470.00,0.00,60.00,10.00,255.00,225.00,0.00,30.00,10.00,285.00,245.00,0.00,35.00,5.00,545.00,525.00,0.00,10.00,10.00,0.00,0.00,255.00,245.00,0.00,0.00,5.00,0.00,0.00,285.00,280.00,0.00,5.00,5.00,0.00,0.00
"59150019",595.00,480.00,0.00,90.00,25.00,285.00,245.00,0.00,30.00,10.00,315.00,240.00,0.00,60.00,15.00,595.00,565.00,5.00,0.00,25.00,10.00,1.70,280.00,270.00,5.00,0.00,10.00,5.00,1.80,315.00,300.00,0.00,0.00,10.00,0.00,0.00
"59150020",390.00,315.00,0.00,45.00,30.00,190.00,160.00,0.00,15.00,15.00,200.00,155.00,0.00,35.00,10.00,390.00,350.00,0.00,10.00,25.00,5.00,1.30,190.00,170.00,0.00,5.00,20.00,5.00,2.60,200.00,175.00,5.00,5.00,10.00,5.00,2.50
"59150021",290.00,240.00,0.00,40.00,5.00,145.00,120.00,0.00,20.00,5.00,140.00,120.00,0.00,20.00,5.00,290.00,280.00,5.00,0.00,5.00,5.00,1.70,145.00,140.00,0.00,0.00,5.00,0.00,0.00,140.00,140.00,5.00,0.00,0.00,5.00,3.60
"59150022",295.00,260.00,0.00,15.00,10.00,145.00,135.00,0.00,5.00,5.00,145.00,130.00,0.00,15.00,5.00,290.00,275.00,5.00,0.00,10.00,5.00,1.70,145.00,135.00,0.00,0.00,10.00,0.00,0.00,145.00,135.00,5.00,0.00,0.00,5.00,3.40
"59150023",555.00,475.00,0.00,60.00,20.00,285.00,250.00,0.00,20.00,10.00,270.00,220.00,0.00,35.00,15.00,555.00,515.00,10.00,5.00,25.00,15.00,2.70,285.00,265.00,5.00,0.00,10.00,5.00,1.80,270.00,245.00,10.00,5.00,10.00,10.00,3.70
"59150024",340.00,285.00,0.00,55.00,5.00,170.00,140.00,0.00,25.00,5.00,175.00,145.00,0.00,25.00,5.00,345.00,340.00,5.00,0.00,5.00,0.00,0.00,170.00,170.00,0.00,0.00,0.00,0.00,0.00,175.00,170.00,0.00,0.00,0.00,0.00,0.00
"59150025",605.00,520.00,0.00,80.00,10.00,300.00,255.00,0.00,40.00,5.00,310.00,265.00,0.00,45.00,10.00,610.00,590.00,5.00,5.00,10.00,10.00,1.60,300.00,290.00,5.00,5.00,0.00,5.00,1.70,310.00,300.00,0.00,0.00,5.00,5.00,1.60
"59150027",565.00,515.00,0.00,50.00,5.00,235.00,215.00,0.00,20.00,5.00,330.00,295.00,0.00,30.00,0.00,565.00,550.00,10.00,0.00,5.00,10.00,1.80,235.00,225.00,5.00,5.00,0.00,5.00,2.10,335.00,325.00,5.00,0.00,0.00,5.00,1.50
"59150028",440.00,385.00,0.00,50.00,10.00,180.00,165.00,0.00,15.00,0.00,255.00,215.00,0.00,40.00,5.00,440.00,425.00,5.00,0.00,5.00,5.00,1.10,180.00,175.00,5.00,0.00,5.00,0.00,0.00,255.00,245.00,5.00,0.00,5.00,5.00,2.00
"59150029",425.00,360.00,0.00,40.00,20.00,210.00,185.00,0.00,15.00,10.00,210.00,180.00,0.00,20.00,10.00,425.00,400.00,0.00,5.00,15.00,0.00,0.00,210.00,200.00,0.00,0.00,10.00,0.00,0.00,210.00,200.00,0.00,0.00,10.00,0.00,0.00
"59150030",505.00,420.00,0.00,75.00,10.00,245.00,205.00,0.00,30.00,10.00,265.00,215.00,0.00,45.00,5.00,505.00,485.00,0.00,5.00,10.00,5.00,1.00,245.00,235.00,0.00,0.00,10.00,0.00,0.00,265.00,250.00,0.00,5.00,0.00,0.00,0.00
"59150031",680.00,560.00,0.00,95.00,35.00,330.00,270.00,0.00,45.00,20.00,345.00,290.00,0.00,45.00,15.00,680.00,635.00,5.00,5.00,30.00,10.00,1.50,335.00,305.00,5.00,5.00,20.00,10.00,3.00,345.00,330.00,0.00,5.00,10.00,5.00,1.40
"59150032",400.00,335.00,0.00,50.00,15.00,205.00,175.00,0.00,25.00,5.00,195.00,160.00,0.00,25.00,5.00,400.00,375.00,5.00,5.00,15.00,10.00,2.50,200.00,195.00,5.00,0.00,5.00,5.00,2.50,200.00,180.00,0.00,0.00,5.00,5.00,2.50
"59150033",470.00,400.00,0.00,50.00,25.00,225.00,185.00,5.00,25.00,15.00,250.00,210.00,5.00,25.00,15.00,475.00,435.00,10.00,5.00,20.00,15.00,3.20,225.00,210.00,5.00,0.00,15.00,5.00,2.20,250.00,230.00,5.00,0.00,10.00,10.00,4.00
"59150034",435.00,360.00,0.00,55.00,20.00,200.00,175.00,5.00,20.00,10.00,230.00,185.00,0.00,35.00,15.00,430.00,405.00,5.00,5.00,20.00,5.00,1.20,205.00,190.00,0.00,0.00,5.00,5.00,2.40,235.00,215.00,0.00,5.00,15.00,5.00,2.10
"59150035",885.00,740.00,0.00,70.00,75.00,440.00,365.00,0.00,35.00,40.00,455.00,375.00,0.00,40.00,40.00,885.00,790.00,10.00,10.00,75.00,20.00,2.30,435.00,385.00,5.00,10.00,40.00,10.00,2.30,450.00,400.00,5.00,5.00,35.00,10.00,2.20
"59150036",495.00,405.00,0.00,65.00,25.00,235.00,195.00,0.00,25.00,15.00,260.00,210.00,0.00,40.00,10.00,495.00,455.00,0.00,5.00,25.00,10.00,2.00,230.00,215.00,0.00,5.00,15.00,5.00,2.20,265.00,245.00,0.00,5.00,15.00,5.00,1.90
"59150037",445.00,375.00,0.00,45.00,25.00,205.00,170.00,0.00,20.00,15.00,240.00,205.00,0.00,30.00,15.00,445.00,410.00,0.00,10.00,30.00,5.00,1.10,205.00,190.00,5.00,0.00,15.00,5.00,2.40,245.00,225.00,0.00,5.00,15.00,0.00,0.00
"59150038",415.00,335.00,0.00,70.00,10.00,200.00,165.00,0.00,30.00,5.00,215.00,165.00,0.00,40.00,5.00,410.00,395.00,5.00,5.00,10.00,5.00,1.20,200.00,195.00,0.00,0.00,0.00,5.00,2.50,210.00,205.00,5.00,5.00,10.00,5.00,2.40
"59150039",380.00,315.00,0.00,55.00,10.00,190.00,165.00,0.00,25.00,0.00,190.00,155.00,0.00,30.00,5.00,380.00,360.00,0.00,5.00,10.00,5.00,1.30,190.00,190.00,0.00,0.00,5.00,5.00,2.60,190.00,175.00,0.00,5.00,5.00,0.00,0.00
"59150040",405.00,355.00,0.00,50.00,5.00,120.00,95.00,0.00,25.00,0.00,285.00,255.00,0.00,25.00,5.00,405.00,385.00,15.00,0.00,5.00,15.00,3.70,120.00,115.00,10.00,0.00,0.00,5.00,4.20,285.00,275.00,10.00,5.00,5.00,5.00,1.80
"59150041",455.00,360.00,0.00,70.00,25.00,215.00,170.00,0.00,30.00,10.00,240.00,190.00,0.00,40.00,10.00,455.00,420.00,5.00,5.00,20.00,10.00,2.20,215.00,200.00,5.00,5.00,10.00,5.00,2.30,240.00,220.00,5.00,5.00,5.00,10.00,4.20
"59150042",380.00,300.00,0.00,75.00,5.00,170.00,145.00,0.00,25.00,0.00,210.00,160.00,0.00,45.00,5.00,380.00,365.00,0.00,5.00,5.00,10.00,2.60,175.00,170.00,0.00,0.00,0.00,5.00,2.90,210.00,200.00,0.00,5.00,5.00,5.00,2.40
"59150043",535.00,475.00,0.00,55.00,10.00,220.00,195.00,0.00,20.00,0.00,320.00,280.00,0.00,35.00,5.00,535.00,515.00,10.00,5.00,5.00,10.00,1.90,215.00,210.00,5.00,0.00,5.00,0.00,0.00,320.00,310.00,5.00,0.00,5.00,5.00,1.60
"59150044",490.00,430.00,0.00,40.00,15.00,240.00,215.00,0.00,20.00,5.00,250.00,220.00,0.00,20.00,15.00,485.00,455.00,10.00,10.00,15.00,15.00,3.10,235.00,225.00,5.00,0.00,5.00,5.00,2.10,250.00,230.00,0.00,5.00,10.00,5.00,2.00
"59150045",605.00,535.00,0.00,60.00,10.00,245.00,220.00,0.00,25.00,0.00,360.00,310.00,0.00,40.00,10.00,610.00,575.00,20.00,5.00,15.00,20.00,3.30,250.00,230.00,10.00,5.00,5.00,10.00,4.00,360.00,340.00,10.00,0.00,10.00,10.00,2.80
"59150046",465.00,400.00,0.00,55.00,10.00,205.00,175.00,0.00,20.00,5.00,255.00,220.00,5.00,30.00,5.00,465.00,425.00,15.00,10.00,15.00,20.00,4.30,205.00,185.00,10.00,5.00,5.00,10.00,4.90,255.00,240.00,5.00,5.00,5.00,5.00,2.00
"59150047",425.00,360.00,0.00,40.00,25.00,165.00,145.00,0.00,15.00,10.00,255.00,220.00,0.00,25.00,15.00,425.00,395.00,10.00,5.00,25.00,10.00,2.40,170.00,155.00,5.00,0.00,5.00,5.00,2.90,255.00,235.00,5.00,0.00,15.00,5.00,2.00
"59150048",425.00,340.00,0.00,65.00,20.00,210.00,170.00,0.00,25.00,10.00,220.00,170.00,0.00,40.00,10.00,425.00,400.00,0.00,5.00,20.00,5.00,1.20,205.00,190.00,0.00,5.00,10.00,5.00,2.40,220.00,205.00,0.00,5.00,5.00,0.00,0.00
"59150049",505.00,415.00,0.00,65.00,20.00,230.00,200.00,0.00,25.00,5.00,270.00,215.00,0.00,40.00,15.00,505.00,465.00,0.00,10.00,25.00,10.00,2.00,230.00,220.00,0.00,10.00,10.00,5.00,2.20,270.00,250.00,0.00,5.00,15.00,5.00,1.90
"59150050",490.00,425.00,0.00,40.00,35.00,230.00,205.00,0.00,15.00,15.00,255.00,220.00,0.00,25.00,15.00,495.00,455.00,0.00,5.00,30.00,0.00,0.00,235.00,220.00,0.00,0.00,15.00,0.00,0.00,260.00,235.00,0.00,5.00,20.00,0.00,0.00
"59150051",465.00,380.00,0.00,65.00,15.00,215.00,180.00,0.00,25.00,5.00,255.00,200.00,0.00,40.00,15.00,470.00,435.00,10.00,5.00,20.00,15.00,3.20,215.00,200.00,0.00,5.00,5.00,5.00,2.30,255.00,230.00,5.00,5.00,10.00,10.00,3.90
"59150052",360.00,320.00,0.00,40.00,5.00,170.00,150.00,0.00,15.00,5.00,195.00,170.00,0.00,25.00,5.00,365.00,355.00,5.00,0.00,10.00,0.00,0.00,170.00,165.00,0.00,0.00,0.00,0.00,0.00,195.00,190.00,5.00,0.00,5.00,0.00,0.00
"59150053",575.00,485.00,0.00,60.00,30.00,270.00,230.00,0.00,25.00,15.00,305.00,255.00,0.00,35.00,15.00,575.00,535.00,5.00,5.00,25.00,5.00,0.90,270.00,250.00,0.00,5.00,15.00,0.00,0.00,300.00,280.00,0.00,5.00,10.00,5.00,1.70
"59150054",550.00,475.00,0.00,60.00,20.00,260.00,235.00,0.00,15.00,10.00,295.00,245.00,5.00,40.00,10.00,555.00,515.00,5.00,10.00,20.00,10.00,1.80,255.00,245.00,0.00,5.00,10.00,5.00,2.00,295.00,275.00,5.00,5.00,15.00,5.00,1.70
"59150055",550.00,465.00,0.00,75.00,10.00,260.00,225.00,0.00,35.00,5.00,285.00,240.00,0.00,45.00,5.00,550.00,520.00,5.00,10.00,10.00,10.00,1.80,260.00,245.00,0.00,5.00,5.00,5.00,1.90,290.00,275.00,5.00,0.00,5.00,10.00,3.40
"59150056",535.00,475.00,5.00,45.00,10.00,245.00,215.00,0.00,15.00,10.00,290.00,260.00,0.00,25.00,5.00,535.00,505.00,10.00,10.00,10.00,10.00,1.90,245.00,225.00,5.00,0.00,5.00,10.00,4.10,290.00,280.00,5.00,0.00,0.00,10.00,3.40
"59150059",1180.00,1065.00,5.00,85.00,30.00,475.00,425.00,0.00,30.00,10.00,705.00,640.00,5.00,50.00,15.00,1180.00,1125.00,10.00,15.00,35.00,20.00,1.70,475.00,450.00,5.00,10.00,15.00,10.00,2.10,705.00,675.00,10.00,5.00,20.00,10.00,1.40
"59150062",1050.00,925.00,5.00,75.00,50.00,480.00,425.00,0.00,35.00,20.00,565.00,495.00,5.00,35.00,25.00,1045.00,965.00,5.00,25.00,50.00,20.00,1.90,485.00,445.00,0.00,15.00,20.00,10.00,2.10,565.00,525.00,5.00,10.00,30.00,10.00,1.80
"59150064",435.00,375.00,0.00,60.00,5.00,210.00,180.00,0.00,25.00,5.00,225.00,195.00,0.00,25.00,5.00,435.00,420.00,5.00,0.00,5.00,5.00,1.10,210.00,205.00,5.00,0.00,0.00,5.00,2.40,225.00,220.00,5.00,5.00,0.00,0.00,0.00
"59150067",385.00,360.00,0.00,25.00,5.00,175.00,165.00,0.00,5.00,0.00,210.00,195.00,0.00,15.00,5.00,385.00,375.00,0.00,0.00,5.00,5.00,1.30,180.00,175.00,0.00,5.00,0.00,5.00,2.80,210.00,205.00,0.00,0.00,5.00,5.00,2.40
"59150068",420.00,365.00,0.00,45.00,15.00,220.00,190.00,0.00,25.00,5.00,200.00,175.00,0.00,20.00,5.00,425.00,395.00,5.00,10.00,15.00,15.00,3.50,220.00,205.00,5.00,5.00,5.00,10.00,4.50,205.00,190.00,0.00,5.00,5.00,5.00,2.40
"59150069",580.00,515.00,0.00,50.00,15.00,270.00,245.00,0.00,20.00,5.00,315.00,270.00,0.00,30.00,15.00,580.00,550.00,0.00,10.00,15.00,5.00,0.90,265.00,260.00,0.00,0.00,0.00,0.00,0.00,310.00,290.00,5.00,5.00,15.00,5.00,1.60
"59150070",435.00,390.00,0.00,40.00,0.00,225.00,205.00,0.00,25.00,0.00,210.00,185.00,0.00,20.00,0.00,435.00,420.00,5.00,5.00,0.00,10.00,2.30,230.00,220.00,5.00,5.00,0.00,5.00,2.20,210.00,200.00,5.00,0.00,0.00,5.00,2.40
"59150071",470.00,440.00,0.00,35.00,0.00,230.00,210.00,0.00,20.00,0.00,235.00,225.00,0.00,10.00,0.00,470.00,465.00,5.00,0.00,0.00,5.00,1.10,235.00,230.00,5.00,0.00,0.00,5.00,2.10,240.00,235.00,0.00,0.00,0.00,5.00,2.10
"59150072",1025.00,900.00,0.00,100.00,30.00,490.00,440.00,0.00,45.00,10.00,535.00,460.00,0.00,55.00,20.00,1025.00,975.00,15.00,10.00,25.00,20.00,2.00,490.00,475.00,5.00,5.00,10.00,10.00,2.00,530.00,500.00,5.00,5.00,20.00,10.00,1.90
"59150073",1005.00,875.00,0.00,100.00,35.00,500.00,440.00,0.00,50.00,15.00,505.00,435.00,0.00,55.00,20.00,1005.00,945.00,15.00,10.00,30.00,25.00,2.50,500.00,470.00,10.00,5.00,20.00,15.00,3.00,505.00,475.00,10.00,5.00,15.00,15.00,3.00
"59150074",745.00,675.00,0.00,65.00,5.00,335.00,300.00,0.00,30.00,5.00,410.00,375.00,0.00,30.00,0.00,745.00,725.00,5.00,5.00,5.00,10.00,1.30,330.00,320.00,5.00,0.00,5.00,5.00,1.50,410.00,400.00,0.00,10.00,5.00,5.00,1.20
"59150075",410.00,355.00,0.00,45.00,5.00,205.00,175.00,0.00,25.00,0.00,200.00,175.00,0.00,25.00,5.00,405.00,400.00,5.00,0.00,5.00,5.00,1.20,205.00,200.00,0.00,0.00,5.00,0.00,0.00,205.00,195.00,0.00,0.00,0.00,5.00,2.40
"59150076",525.00,455.00,0.00,60.00,5.00,255.00,230.00,0.00,30.00,0.00,270.00,230.00,0.00,35.00,5.00,525.00,505.00,10.00,5.00,5.00,10.00,1.90,255.00,240.00,10.00,5.00,0.00,10.00,3.90,265.00,260.00,0.00,5.00,5.00,5.00,1.90
"59150077",405.00,355.00,0.00,40.00,5.00,195.00,175.00,0.00,15.00,5.00,210.00,185.00,0.00,20.00,0.00,400.00,385.00,10.00,0.00,5.00,10.00,2.50,195.00,180.00,5.00,0.00,5.00,5.00,2.60,210.00,205.00,0.00,0.00,5.00,5.00,2.40
"59150078",640.00,580.00,0.00,55.00,10.00,305.00,290.00,0.00,20.00,5.00,335.00,295.00,5.00,35.00,5.00,640.00,620.00,10.00,0.00,10.00,10.00,1.60,305.00,300.00,0.00,0.00,5.00,5.00,1.60,335.00,320.00,10.00,0.00,5.00,10.00,3.00
"59150079",575.00,490.00,0.00,75.00,10.00,290.00,245.00,0.00,40.00,5.00,285.00,245.00,0.00,30.00,5.00,575.00,550.00,15.00,0.00,10.00,15.00,2.60,295.00,275.00,10.00,0.00,5.00,10.00,3.40,280.00,275.00,0.00,0.00,5.00,0.00,0.00
"59150080",320.00,285.00,5.00,35.00,5.00,145.00,130.00,0.00,15.00,0.00,180.00,150.00,0.00,25.00,0.00,325.00,315.00,5.00,5.00,5.00,5.00,1.50,145.00,140.00,0.00,5.00,0.00,5.00,3.40,180.00,170.00,0.00,5.00,0.00,0.00,0.00
"59150081",635.00,540.00,0.00,85.00,5.00,295.00,260.00,0.00,35.00,0.00,340.00,280.00,0.00,55.00,10.00,635.00,610.00,15.00,0.00,5.00,15.00,2.40,300.00,280.00,10.00,0.00,0.00,10.00,3.30,335.00,325.00,5.00,5.00,5.00,5.00,1.50
"59150082",755.00,680.00,0.00,65.00,10.00,340.00,310.00,0.00,30.00,0.00,415.00,375.00,0.00,35.00,5.00,755.00,730.00,15.00,5.00,5.00,15.00,2.00,340.00,330.00,10.00,0.00,0.00,10.00,2.90,415.00,400.00,10.00,5.00,5.00,5.00,1.20
"59150083",535.00,475.00,0.00,50.00,5.00,240.00,220.00,0.00,20.00,5.00,290.00,260.00,0.00,25.00,0.00,530.00,515.00,5.00,5.00,5.00,5.00,0.90,245.00,235.00,5.00,0.00,5.00,5.00,2.00,290.00,280.00,0.00,5.00,0.00,5.00,1.70
"59150084",945.00,855.00,0.00,70.00,25.00,420.00,375.00,0.00,35.00,10.00,525.00,475.00,0.00,35.00,15.00,945.00,910.00,10.00,5.00,25.00,15.00,1.60,420.00,405.00,0.00,5.00,10.00,5.00,1.20,525.00,505.00,5.00,0.00,15.00,5.00,1.00
"59150085",885.00,800.00,0.00,55.00,25.00,415.00,380.00,0.00,20.00,10.00,470.00,425.00,0.00,30.00,15.00,880.00,835.00,10.00,15.00,25.00,20.00,2.30,415.00,395.00,5.00,5.00,10.00,5.00,1.20,470.00,440.00,10.00,10.00,15.00,10.00,2.10
"59150086",720.00,645.00,0.00,60.00,15.00,330.00,300.00,0.00,25.00,5.00,390.00,345.00,0.00,35.00,10.00,720.00,690.00,10.00,5.00,15.00,15.00,2.10,330.00,315.00,5.00,5.00,5.00,10.00,3.00,390.00,375.00,10.00,0.00,5.00,10.00,2.60
"59150087",520.00,480.00,5.00,35.00,5.00,265.00,240.00,5.00,15.00,0.00,260.00,240.00,0.00,20.00,5.00,525.00,505.00,10.00,0.00,5.00,5.00,1.00,260.00,250.00,5.00,0.00,5.00,10.00,3.80,260.00,255.00,5.00,0.00,5.00,5.00,1.90
"59150088",510.00,475.00,0.00,25.00,10.00,220.00,205.00,0.00,10.00,5.00,290.00,270.00,0.00,15.00,0.00,505.00,490.00,5.00,5.00,5.00,5.00,1.00,220.00,215.00,0.00,5.00,5.00,0.00,0.00,290.00,280.00,0.00,0.00,5.00,5.00,1.70
"59150089",600.00,530.00,0.00,50.00,15.00,310.00,275.00,0.00,20.00,10.00,290.00,260.00,0.00,25.00,5.00,600.00,575.00,10.00,0.00,15.00,5.00,0.80,310.00,295.00,5.00,5.00,10.00,5.00,1.60,290.00,285.00,5.00,5.00,5.00,5.00,1.70
"59150090",580.00,485.00,0.00,80.00,5.00,290.00,255.00,0.00,35.00,0.00,295.00,235.00,0.00,50.00,5.00,580.00,545.00,20.00,10.00,10.00,25.00,4.30,290.00,270.00,10.00,0.00,5.00,15.00,5.20,290.00,270.00,10.00,5.00,5.00,10.00,3.40
"59150091",665.00,615.00,0.00,35.00,10.00,290.00,270.00,0.00,20.00,0.00,375.00,350.00,0.00,20.00,5.00,665.00,640.00,5.00,10.00,10.00,10.00,1.50,290.00,280.00,0.00,0.00,5.00,5.00,1.70,375.00,360.00,0.00,5.00,5.00,5.00,1.30
"59150092",470.00,430.00,0.00,35.00,15.00,225.00,205.00,0.00,20.00,10.00,245.00,225.00,0.00,15.00,5.00,475.00,450.00,0.00,5.00,15.00,5.00,1.10,225.00,215.00,0.00,0.00,5.00,5.00,2.20,245.00,235.00,0.00,5.00,10.00,0.00,0.00
"59150093",635.00,555.00,0.00,65.00,15.00,290.00,255.00,0.00,25.00,5.00,345.00,300.00,0.00,40.00,5.00,630.00,600.00,15.00,10.00,15.00,15.00,2.40,285.00,270.00,5.00,0.00,5.00,10.00,3.50,345.00,325.00,5.00,0.00,10.00,5.00,1.40
"59150094",690.00,620.00,0.00,60.00,10.00,335.00,300.00,0.00,30.00,5.00,355.00,315.00,0.00,35.00,0.00,690.00,665.00,10.00,5.00,10.00,15.00,2.20,335.00,320.00,10.00,0.00,5.00,10.00,3.00,360.00,345.00,5.00,5.00,5.00,5.00,1.40
"59150095",470.00,400.00,0.00,65.00,5.00,240.00,205.00,0.00,35.00,5.00,235.00,195.00,0.00,30.00,5.00,475.00,450.00,10.00,5.00,5.00,10.00,2.10,240.00,230.00,10.00,0.00,5.00,10.00,4.20,230.00,220.00,0.00,5.00,5.00,5.00,2.20
"59150096",590.00,510.00,0.00,60.00,15.00,310.00,270.00,0.00,30.00,5.00,285.00,245.00,0.00,30.00,5.00,595.00,570.00,5.00,0.00,15.00,5.00,0.80,310.00,295.00,5.00,0.00,10.00,5.00,1.60,285.00,270.00,0.00,5.00,10.00,0.00,0.00
"59150097",710.00,615.00,0.00,80.00,10.00,355.00,310.00,0.00,40.00,5.00,355.00,300.00,0.00,45.00,5.00,705.00,685.00,10.00,5.00,10.00,10.00,1.40,355.00,345.00,5.00,0.00,5.00,5.00,1.40,350.00,335.00,0.00,0.00,5.00,5.00,1.40
"59150098",455.00,390.00,0.00,55.00,10.00,200.00,170.00,0.00,20.00,10.00,255.00,220.00,0.00,35.00,5.00,455.00,435.00,10.00,5.00,10.00,10.00,2.20,200.00,190.00,5.00,5.00,5.00,5.00,2.50,260.00,250.00,5.00,0.00,5.00,5.00,1.90
"59150099",580.00,500.00,0.00,70.00,10.00,295.00,250.00,0.00,40.00,5.00,285.00,250.00,0.00,30.00,5.00,585.00,550.00,15.00,10.00,15.00,15.00,2.60,300.00,280.00,5.00,5.00,5.00,5.00,1.70,285.00,270.00,5.00,0.00,10.00,10.00,3.50
"59150100",620.00,515.00,0.00,105.00,5.00,285.00,250.00,0.00,40.00,5.00,335.00,270.00,0.00,60.00,5.00,625.00,590.00,15.00,15.00,5.00,20.00,3.20,290.00,280.00,5.00,5.00,0.00,5.00,1.70,335.00,315.00,10.00,10.00,5.00,15.00,4.50
"59150101",445.00,350.00,0.00,85.00,10.00,220.00,180.00,0.00,35.00,5.00,225.00,170.00,0.00,50.00,5.00,445.00,430.00,5.00,5.00,10.00,5.00,1.10,220.00,210.00,5.00,0.00,5.00,5.00,2.30,225.00,220.00,0.00,0.00,0.00,0.00,0.00
"59150102",360.00,305.00,0.00,45.00,5.00,180.00,155.00,0.00,20.00,5.00,185.00,150.00,0.00,30.00,0.00,360.00,350.00,5.00,5.00,5.00,5.00,1.40,175.00,175.00,0.00,0.00,5.00,5.00,2.90,185.00,180.00,0.00,5.00,5.00,0.00,0.00
